stats_o/mean,test/success_rate,stats_o/std,stats_g/std,test/mean_Q,train/episode,train/success_rate,epoch,stats_g/mean,test/episode
0.2627445,1.0,0.030538116,0.085129105,-0.07045579,5420.0,0.7,270,0.87567544,5420.0
0.26273644,1.0,0.030547798,0.08517313,-0.09809073,5440.0,0.85,271,0.8756416,5440.0
0.26273113,1.0,0.030554116,0.085199155,-0.09434764,5460.0,0.6,272,0.87561846,5460.0
0.26273096,1.0,0.030555641,0.085201226,-0.07521598,5480.0,0.55,273,0.87562054,5480.0
0.26273715,1.0,0.030560708,0.08521712,-0.063166894,5500.0,0.9,274,0.8756359,5500.0
0.26273212,1.0,0.030558705,0.085212044,-0.054900903,5520.0,0.8,275,0.87562066,5520.0
0.26275152,1.0,0.030550469,0.08518232,-0.007489453,5540.0,0.8,276,0.8757002,5540.0
0.26274863,1.0,0.030547151,0.08517314,-0.07223407,5560.0,0.7,277,0.87569076,5560.0
0.26274186,1.0,0.030548627,0.085180305,-0.054273523,5580.0,0.75,278,0.87566733,5580.0
0.26273626,1.0,0.03055274,0.08520419,-0.07937092,5600.0,0.75,279,0.8756464,5600.0
0.26275077,1.0,0.03055805,0.085214764,-0.05127123,5620.0,0.65,280,0.87569875,5620.0
0.26274124,1.0,0.030554306,0.08519781,-0.049808096,5640.0,0.85,281,0.8756685,5640.0
0.26274335,1.0,0.030563444,0.08524207,-0.053393386,5660.0,0.8,282,0.87567645,5660.0
0.26273543,1.0,0.030567503,0.08525971,-0.06721046,5680.0,0.85,283,0.8756477,5680.0
0.26273853,1.0,0.030564373,0.08525007,-0.08974092,5700.0,0.7,284,0.87565976,5700.0
0.2627434,1.0,0.030570421,0.085276105,-0.080737375,5720.0,0.65,285,0.87567997,5720.0
0.26274288,1.0,0.030562917,0.08525031,-0.03680546,5740.0,0.8,286,0.8756804,5740.0
0.2627421,1.0,0.030560035,0.08523685,-0.059382446,5760.0,0.65,287,0.8756714,5760.0
0.2627558,1.0,0.030558702,0.085228495,-0.055624165,5780.0,0.55,288,0.8757214,5780.0
0.26274416,1.0,0.030557647,0.08522455,-0.07126623,5800.0,0.8,289,0.87567306,5800.0
0.26272252,1.0,0.030556917,0.0852351,-0.07717868,5820.0,0.8,290,0.8755839,5820.0
0.26272577,1.0,0.030555893,0.085238576,-0.052654155,5840.0,0.7,291,0.8755999,5840.0
0.2627299,1.0,0.030548975,0.08521315,-0.0637186,5860.0,0.7,292,0.87561995,5860.0
0.2627291,1.0,0.030541692,0.085183166,-0.044197876,5880.0,0.75,293,0.87561435,5880.0
0.2627321,1.0,0.030546894,0.0852058,-0.07656912,5900.0,0.7,294,0.87562245,5900.0
0.26273608,1.0,0.030543992,0.08519513,-0.06278985,5920.0,0.65,295,0.87563246,5920.0
0.26273626,1.0,0.030550266,0.08521723,-0.07558452,5940.0,0.55,296,0.8756232,5940.0
0.26273912,1.0,0.03055131,0.08522094,-0.053471655,5960.0,0.75,297,0.875639,5960.0
0.26272494,1.0,0.030554915,0.085232474,-0.058671445,5980.0,0.7,298,0.87559175,5980.0
0.2627266,1.0,0.030561134,0.08524539,-0.07713293,6000.0,0.75,299,0.875596,6000.0
0.2627258,1.0,0.030556943,0.085231006,-0.048055783,6020.0,0.7,300,0.87560415,6020.0
0.2627186,1.0,0.03056569,0.08527204,-0.06373445,6040.0,0.75,301,0.8755768,6040.0
0.2627208,1.0,0.030570064,0.08528199,-0.056340486,6060.0,0.6,302,0.87559193,6060.0
0.26270643,1.0,0.030569602,0.08528123,-0.07009145,6080.0,0.7,303,0.8755407,6080.0
0.26270705,1.0,0.030564647,0.08526465,-0.059494734,6100.0,0.85,304,0.87554765,6100.0
0.262687,1.0,0.030562619,0.08525601,-0.06939632,6120.0,0.75,305,0.8754756,6120.0
0.2626879,1.0,0.030561745,0.08525669,-0.04844153,6140.0,0.75,306,0.8754763,6140.0
0.26267973,1.0,0.030560866,0.085255444,-0.05444939,6160.0,0.75,307,0.8754463,6160.0
0.26266256,1.0,0.03056382,0.08527315,-0.061186917,6180.0,0.7,308,0.8753827,6180.0
0.26268217,1.0,0.030565793,0.08528306,-0.07448311,6200.0,0.8,309,0.875457,6200.0
0.2626906,1.0,0.030564126,0.08528275,-0.04755438,6220.0,0.8,310,0.8754847,6220.0
0.26268923,1.0,0.030562926,0.085279696,-0.04693607,6240.0,0.8,311,0.87548,6240.0
0.2626946,1.0,0.030574298,0.08531358,-0.0633754,6260.0,0.85,312,0.87550336,6260.0
0.26268604,1.0,0.030579329,0.08532555,-0.0588983,6280.0,0.6,313,0.87547904,6280.0
0.26269132,1.0,0.030581092,0.085330606,-0.061840065,6300.0,0.7,314,0.87549764,6300.0
0.26269874,1.0,0.03058345,0.08534226,-0.064034276,6320.0,0.8,315,0.875525,6320.0
0.26271686,1.0,0.03058886,0.085354716,-0.07825697,6340.0,0.65,316,0.87559366,6340.0
0.26271322,1.0,0.030583601,0.08533636,-0.067716405,6360.0,0.65,317,0.87557524,6360.0
0.26271957,1.0,0.030580346,0.08532357,-0.0632053,6380.0,0.75,318,0.87559915,6380.0
0.2627145,1.0,0.030586997,0.08533948,-0.064632036,6400.0,0.75,319,0.8755881,6400.0
0.26272216,1.0,0.03059774,0.085383765,-0.078411356,6420.0,0.75,320,0.87562066,6420.0
0.26271176,1.0,0.03060179,0.08539628,-0.040844735,6440.0,0.8,321,0.8755813,6440.0
0.26272038,1.0,0.030604934,0.08540419,-0.07467809,6460.0,0.8,322,0.87560874,6460.0
0.26271912,1.0,0.030604035,0.0854026,-0.074800566,6480.0,0.7,323,0.8756059,6480.0
0.2627192,1.0,0.030600792,0.08539917,-0.03511686,6500.0,0.8,324,0.87560606,6500.0
0.26271275,1.0,0.030607376,0.08541887,-0.079656176,6520.0,0.8,325,0.8755849,6520.0
0.26269597,1.0,0.030617803,0.085455514,-0.073340476,6540.0,0.95,326,0.87551886,6540.0
0.2627036,1.0,0.030622626,0.08547255,-0.08607421,6560.0,0.85,327,0.8755484,6560.0
0.2626975,1.0,0.030615475,0.08544905,-0.062129986,6580.0,0.7,328,0.87552685,6580.0
0.2627045,1.0,0.030612016,0.08543339,-0.07308241,6600.0,0.7,329,0.8755493,6600.0
0.26271015,1.0,0.030619333,0.08546302,-0.062431745,6620.0,0.8,330,0.8755718,6620.0
0.26272362,1.0,0.030619377,0.08545896,-0.07923402,6640.0,0.85,331,0.8756214,6640.0
0.26273727,1.0,0.030617133,0.08545039,-0.037848998,6660.0,0.75,332,0.875669,6660.0
0.26275223,1.0,0.030615797,0.085445546,-0.057275403,6680.0,0.75,333,0.87572247,6680.0
0.2627641,1.0,0.030617595,0.0854542,-0.079835944,6700.0,0.7,334,0.8757627,6700.0
0.26277626,1.0,0.030617982,0.085457884,-0.053661864,6720.0,0.65,335,0.87580997,6720.0
0.2627765,1.0,0.030612294,0.08543845,-0.0511327,6740.0,0.9,336,0.8758064,6740.0
0.2627691,1.0,0.030609686,0.08542777,-0.05083295,6760.0,0.7,337,0.87577766,6760.0
0.26276287,1.0,0.030606171,0.08541819,-0.061742805,6780.0,0.75,338,0.8757534,6780.0
0.26275668,1.0,0.030611744,0.085441105,-0.07331286,6800.0,0.9,339,0.8757222,6800.0
0.2627618,1.0,0.03062064,0.08547065,-0.09420071,6820.0,0.8,340,0.87574714,6820.0
0.26275662,1.0,0.030621182,0.08547029,-0.04882898,6840.0,0.75,341,0.8757232,6840.0
0.26276293,1.0,0.030614685,0.08544617,-0.060910087,6860.0,0.75,342,0.8757556,6860.0
0.26276118,1.0,0.030616531,0.08544972,-0.063248135,6880.0,0.75,343,0.8757486,6880.0
0.26276895,1.0,0.030618316,0.08545989,-0.06510244,6900.0,0.6,344,0.8757787,6900.0
0.2627835,1.0,0.030621996,0.08546852,-0.066725366,6920.0,0.75,345,0.8758228,6920.0
0.26278836,1.0,0.030618284,0.0854618,-0.03842565,6940.0,0.7,346,0.87584275,6940.0
0.26278695,1.0,0.030618202,0.08546243,-0.0659971,6960.0,0.6,347,0.87583727,6960.0
0.26278853,1.0,0.030619869,0.085474946,-0.068724535,6980.0,0.8,348,0.8758399,6980.0
0.26277927,1.0,0.030621504,0.085488,-0.056584787,7000.0,0.85,349,0.87580675,7000.0
0.26276708,1.0,0.030622661,0.085489005,-0.047796402,7020.0,0.6,350,0.8757641,7020.0
0.2627632,1.0,0.03061591,0.085467935,-0.03831728,7040.0,0.75,351,0.87574935,7040.0
0.26276535,1.0,0.030617062,0.08546748,-0.038516857,7060.0,0.7,352,0.8757536,7060.0
0.26275334,1.0,0.030618796,0.08547077,-0.084823005,7080.0,0.65,353,0.87571126,7080.0
0.2627601,1.0,0.030620247,0.08547328,-0.07395509,7100.0,0.7,354,0.8757339,7100.0
0.26275125,1.0,0.030616779,0.08546123,-0.0442097,7120.0,0.85,355,0.87570375,7120.0
0.26274812,1.0,0.030608058,0.0854268,-0.05938042,7140.0,0.75,356,0.8756974,7140.0
0.26276192,1.0,0.030607674,0.08542323,-0.063928105,7160.0,0.65,357,0.8757456,7160.0
0.26277566,1.0,0.030611401,0.08543256,-0.059428394,7180.0,0.7,358,0.8757887,7180.0
0.26278502,1.0,0.03060031,0.08539426,-0.05265684,7200.0,0.75,359,0.87582177,7200.0
0.26277924,1.0,0.030599574,0.08539774,-0.052255224,7220.0,0.65,360,0.8757987,7220.0
0.26278743,1.0,0.030591259,0.08536482,-0.07539068,7240.0,0.75,361,0.8758318,7240.0
0.26278728,1.0,0.030590754,0.08536119,-0.071784645,7260.0,0.65,362,0.875833,7260.0
0.26279452,1.0,0.03059096,0.0853641,-0.100763105,7280.0,0.8,363,0.8758581,7280.0
0.26280075,1.0,0.030596808,0.085385144,-0.105120555,7300.0,0.7,364,0.8758859,7300.0
0.26280403,1.0,0.030595142,0.08538108,-0.062446397,7320.0,0.35,365,0.87590075,7320.0
0.26280195,1.0,0.03059783,0.08538925,-0.07457477,7340.0,0.95,366,0.8758926,7340.0
0.26281038,1.0,0.030596584,0.0853812,-0.08867197,7360.0,0.8,367,0.8759183,7360.0
0.262813,1.0,0.030602697,0.08540273,-0.093075134,7380.0,0.75,368,0.8759246,7380.0
0.26281202,1.0,0.030609539,0.08543023,-0.10099264,7400.0,0.6,369,0.87592703,7400.0
0.26281318,1.0,0.030613359,0.085446425,-0.07037701,7420.0,0.65,370,0.8759284,7420.0
0.2628161,1.0,0.030614387,0.08544309,-0.0694214,7440.0,0.75,371,0.87593865,7440.0
0.26282007,1.0,0.030618023,0.085462056,-0.06814598,7460.0,0.8,372,0.87595445,7460.0
0.26281813,1.0,0.030611288,0.08544296,-0.0038314841,7480.0,0.75,373,0.87594795,7480.0
0.2628088,1.0,0.03061139,0.08543912,-0.061806165,7500.0,0.85,374,0.8759119,7500.0
0.26280588,1.0,0.030616054,0.08545616,-0.07171528,7520.0,0.85,375,0.87589866,7520.0
0.26280397,1.0,0.030617839,0.08546331,-0.07704164,7540.0,0.75,376,0.8758914,7540.0
0.26280385,1.0,0.03061834,0.085469,-0.06710859,7560.0,0.8,377,0.87588865,7560.0
0.26279742,1.0,0.030620178,0.085477866,-0.07349126,7580.0,0.7,378,0.87586135,7580.0
0.26279435,1.0,0.03061733,0.08547149,-0.056247015,7600.0,0.7,379,0.8758505,7600.0
0.26280236,1.0,0.030625263,0.08549438,-0.072661005,7620.0,0.7,380,0.87587565,7620.0
0.262811,1.0,0.030624518,0.08549532,-0.058077503,7640.0,0.85,381,0.87590355,7640.0
0.26280648,1.0,0.030630568,0.08551373,-0.064006925,7660.0,0.7,382,0.87588745,7660.0
0.26280242,1.0,0.030627524,0.08550558,-0.069552176,7680.0,0.85,383,0.8758684,7680.0
0.26280725,1.0,0.030621355,0.08548609,-0.01731462,7700.0,0.85,384,0.8758896,7700.0
0.26281554,1.0,0.030615527,0.085463785,-0.03969028,7720.0,0.7,385,0.8759181,7720.0
0.26281828,1.0,0.03061237,0.085455455,-0.0451885,7740.0,0.9,386,0.875927,7740.0
0.2628137,1.0,0.03060768,0.08544121,-0.06967718,7760.0,0.75,387,0.87590426,7760.0
0.26281536,1.0,0.030604918,0.08543423,-0.07667057,7780.0,0.75,388,0.87591714,7780.0
0.26282048,1.0,0.030611042,0.085457146,-0.07312195,7800.0,0.8,389,0.87594604,7800.0
0.26282078,1.0,0.030615214,0.08547842,-0.08375864,7820.0,0.8,390,0.87595135,7820.0
0.2628268,1.0,0.030617248,0.08548647,-0.046379514,7840.0,0.65,391,0.8759722,7840.0
0.2628255,1.0,0.030617889,0.08549219,-0.07881969,7860.0,0.7,392,0.8759667,7860.0
0.2628221,1.0,0.030613383,0.08547404,-0.041877016,7880.0,0.65,393,0.8759499,7880.0
0.2628215,1.0,0.030610597,0.08546677,-0.034969967,7900.0,0.9,394,0.8759493,7900.0
0.2628173,1.0,0.030608365,0.0854618,-0.0834351,7920.0,0.7,395,0.8759351,7920.0
0.26282647,1.0,0.030611511,0.08547325,-0.058197837,7940.0,0.6,396,0.8759716,7940.0
0.26282817,1.0,0.030614693,0.08548423,-0.041813128,7960.0,0.8,397,0.875972,7960.0
0.26281902,1.0,0.030613821,0.08548532,-0.067194745,7980.0,0.7,398,0.8759384,7980.0
0.26282123,1.0,0.03061154,0.08547432,-0.059129328,8000.0,0.75,399,0.8759477,8000.0
0.26281485,1.0,0.030612295,0.085473865,-0.04556682,8020.0,0.7,400,0.87592196,8020.0
0.2628087,1.0,0.030612856,0.08547539,-0.06834279,8040.0,0.7,401,0.8759041,8040.0
0.26280376,1.0,0.030619135,0.08549895,-0.09786636,8060.0,0.7,402,0.87588245,8060.0
0.26281086,1.0,0.030616755,0.08548655,-0.057192415,8080.0,0.65,403,0.8759017,8080.0
0.26280934,1.0,0.030617129,0.08549631,-0.06386239,8100.0,0.8,404,0.87590027,8100.0
0.2628066,1.0,0.03061918,0.08550295,-0.06703744,8120.0,0.55,405,0.87588733,8120.0
0.2627991,1.0,0.030626616,0.085527696,-0.077693395,8140.0,0.7,406,0.8758614,8140.0
0.2628064,1.0,0.030619498,0.08549956,-0.032045156,8160.0,0.95,407,0.87588483,8160.0
0.26279396,1.0,0.03062464,0.08551813,-0.07479738,8180.0,0.8,408,0.87583774,8180.0
0.26279992,1.0,0.030619707,0.08550001,-0.054547984,8200.0,0.8,409,0.87585753,8200.0
0.2627915,1.0,0.030618036,0.08549762,-0.06560216,8220.0,0.55,410,0.8758214,8220.0
0.2627904,1.0,0.030615877,0.08548818,-0.04552527,8240.0,0.75,411,0.8758165,8240.0
0.2627795,1.0,0.030619886,0.085506104,-0.06370939,8260.0,0.8,412,0.8757687,8260.0
0.26277435,1.0,0.030616838,0.08549726,-0.0568114,8280.0,0.45,413,0.8757474,8280.0
0.26278996,1.0,0.030619314,0.08550656,-0.085264534,8300.0,0.7,414,0.8758032,8300.0
0.26279473,1.0,0.030618733,0.08550308,-0.054495353,8320.0,0.85,415,0.87582403,8320.0
0.2627951,1.0,0.030615266,0.08549336,-0.060650278,8340.0,0.8,416,0.87582946,8340.0
0.2627865,1.0,0.03061474,0.08549372,-0.07541523,8360.0,0.8,417,0.87579304,8360.0
0.2628003,1.0,0.030612653,0.08548966,-0.049586877,8380.0,0.65,418,0.87585026,8380.0
0.26279336,1.0,0.030608337,0.085472144,-0.065345824,8400.0,0.65,419,0.8758195,8400.0
0.26278725,1.0,0.030609528,0.08547471,-0.065655425,8420.0,0.65,420,0.8757903,8420.0
0.2627883,1.0,0.030610362,0.08547924,-0.08263017,8440.0,0.7,421,0.8757878,8440.0
0.26278144,1.0,0.030610751,0.085472405,-0.064641505,8460.0,0.7,422,0.8757662,8460.0
0.26276848,1.0,0.03061068,0.085470356,-0.052591853,8480.0,0.8,423,0.8757184,8480.0
0.26277396,1.0,0.030609826,0.085471146,-0.05700145,8500.0,0.75,424,0.8757399,8500.0
0.26278242,1.0,0.030609965,0.08547586,-0.0722758,8520.0,0.6,425,0.8757723,8520.0
0.26278037,1.0,0.030609861,0.0854763,-0.07819925,8540.0,0.65,426,0.87576264,8540.0
0.26278484,1.0,0.03060622,0.0854635,-0.03803099,8560.0,0.6,427,0.8757856,8560.0
0.2627881,1.0,0.030611578,0.08547912,-0.07032121,8580.0,0.6,428,0.87579495,8580.0
0.26278517,1.0,0.030608952,0.085467406,-0.063354254,8600.0,0.8,429,0.87578267,8600.0
0.2627805,1.0,0.030611282,0.085478485,-0.06990923,8620.0,0.7,430,0.8757663,8620.0
0.26276952,1.0,0.030611556,0.08548695,-0.058005106,8640.0,0.7,431,0.8757246,8640.0
0.26277545,1.0,0.030612618,0.085490674,-0.016732087,8660.0,0.75,432,0.8757464,8660.0
0.2627755,1.0,0.030610168,0.08548375,-0.08901093,8680.0,0.85,433,0.8757395,8680.0
0.2627799,1.0,0.030610293,0.08548514,-0.09170736,8700.0,0.85,434,0.8757551,8700.0
0.26277253,1.0,0.030610431,0.08548384,-0.04599046,8720.0,0.6,435,0.8757293,8720.0
0.26278228,1.0,0.030608559,0.08548377,-0.057605863,8740.0,0.9,436,0.8757685,8740.0
0.26278025,1.0,0.030606732,0.08547872,-0.07014059,8760.0,0.8,437,0.87576514,8760.0
0.26278344,1.0,0.030611824,0.08549867,-0.08648628,8780.0,0.8,438,0.8757837,8780.0
0.262776,1.0,0.030610716,0.08549241,-0.06524763,8800.0,0.7,439,0.87575716,8800.0
0.26277342,1.0,0.030611206,0.08549529,-0.06766517,8820.0,0.7,440,0.8757431,8820.0
0.26277292,1.0,0.03060722,0.08548474,-0.033433534,8840.0,0.85,441,0.8757405,8840.0
0.26277813,1.0,0.030609194,0.085491605,-0.06820848,8860.0,0.85,442,0.8757598,8860.0
0.26278004,1.0,0.030608386,0.08548817,-0.07271238,8880.0,0.8,443,0.87576514,8880.0
0.26278788,1.0,0.030605951,0.08547928,-0.053513367,8900.0,0.85,444,0.87579376,8900.0
0.2627897,1.0,0.030608997,0.085490614,-0.08410552,8920.0,0.6,445,0.87579584,8920.0
0.26279083,1.0,0.030608308,0.085490696,-0.072807565,8940.0,0.8,446,0.87579966,8940.0
0.26280323,1.0,0.03060796,0.08549336,-0.088678256,8960.0,0.8,447,0.87584424,8960.0
0.2627983,1.0,0.030605998,0.085486956,-0.033437908,8980.0,0.7,448,0.87582606,8980.0
0.26279667,1.0,0.030602694,0.08547828,-0.050207615,9000.0,0.8,449,0.8758188,9000.0
0.26279342,1.0,0.030606037,0.08548536,-0.07531972,9020.0,0.8,450,0.8758013,9020.0
0.26278955,1.0,0.03060798,0.085492074,-0.08655858,9040.0,0.65,451,0.87578815,9040.0
0.26278737,1.0,0.030610165,0.08550188,-0.059067212,9060.0,0.9,452,0.87577987,9060.0
0.262789,1.0,0.030599898,0.08546331,-0.026417166,9080.0,0.6,453,0.87578803,9080.0
0.2628,1.0,0.030599868,0.08546669,-0.05168267,9100.0,0.9,454,0.8758262,9100.0
0.26280767,1.0,0.030598681,0.08546414,-0.042217396,9120.0,0.8,455,0.8758564,9120.0
0.2628089,1.0,0.030599272,0.08546409,-0.059342034,9140.0,0.85,456,0.87586194,9140.0
0.26280978,1.0,0.030597944,0.08546478,-0.050703656,9160.0,0.7,457,0.87587136,9160.0
0.26281142,1.0,0.030599302,0.08547323,-0.08514519,9180.0,0.6,458,0.8758746,9180.0
0.26281315,1.0,0.030597042,0.08546876,-0.03690491,9200.0,0.95,459,0.87588376,9200.0
0.26280707,1.0,0.030598316,0.08547182,-0.07733606,9220.0,0.75,460,0.8758618,9220.0
0.26282147,1.0,0.030598652,0.085472025,-0.037099898,9240.0,0.65,461,0.8759177,9240.0
0.26281935,1.0,0.030599896,0.085482515,-0.054468226,9260.0,0.75,462,0.87590545,9260.0
0.26282156,1.0,0.03059957,0.08548594,-0.071076974,9280.0,0.75,463,0.8759103,9280.0
0.26281926,1.0,0.030594181,0.08546851,-0.027743945,9300.0,0.45,464,0.8758994,9300.0
0.2628191,1.0,0.030599471,0.08549145,-0.074506,9320.0,0.6,465,0.8759001,9320.0
0.26281828,1.0,0.030596808,0.08548164,-0.065902226,9340.0,0.8,466,0.8759008,9340.0
0.26282406,1.0,0.030592233,0.08546895,-0.052369166,9360.0,0.75,467,0.87592393,9360.0
0.26282498,1.0,0.030593086,0.08547434,-0.07025634,9380.0,0.7,468,0.8759257,9380.0
0.26282167,1.0,0.030595666,0.08548325,-0.080344245,9400.0,0.9,469,0.87590677,9400.0
0.26282054,1.0,0.030597825,0.085490994,-0.054253273,9420.0,0.75,470,0.87589836,9420.0
0.26282644,1.0,0.03059693,0.08548641,-0.050574828,9440.0,0.8,471,0.87592125,9440.0
0.26282525,1.0,0.030601164,0.08549893,-0.05442224,9460.0,0.85,472,0.8759187,9460.0
0.26283664,1.0,0.030604884,0.08550754,-0.07779952,9480.0,0.85,473,0.87595433,9480.0
0.2628358,1.0,0.030610219,0.0855285,-0.10641853,9500.0,0.8,474,0.8759511,9500.0
0.26284048,1.0,0.030616203,0.08554965,-0.099994846,9520.0,0.8,475,0.87596005,9520.0
0.2628268,1.0,0.030619692,0.08556088,-0.07488283,9540.0,0.95,476,0.87590927,9540.0
0.26282582,1.0,0.030616585,0.08555144,-0.042048402,9560.0,0.7,477,0.87590855,9560.0
0.26282775,1.0,0.030614203,0.08554373,-0.054257847,9580.0,0.65,478,0.8759165,9580.0
0.26282632,1.0,0.030613432,0.085543334,-0.071292475,9600.0,0.7,479,0.87590855,9600.0
0.26282686,1.0,0.030610746,0.08553692,-0.06404816,9620.0,0.8,480,0.8759126,9620.0
0.26282948,1.0,0.030612484,0.08554738,-0.07520895,9640.0,0.75,481,0.87592363,9640.0
0.26282096,1.0,0.030612355,0.085549496,-0.048913967,9660.0,0.75,482,0.8758903,9660.0
0.26281148,1.0,0.030606207,0.085531056,-0.06995246,9680.0,0.7,483,0.87585145,9680.0
0.26281247,1.0,0.030607382,0.085537314,-0.08036517,9700.0,0.8,484,0.8758556,9700.0
0.26280314,1.0,0.030609053,0.085545786,-0.08513668,9720.0,0.8,485,0.875818,9720.0
0.262798,1.0,0.030608976,0.0855461,-0.057738848,9740.0,0.8,486,0.8758022,9740.0
0.2628028,1.0,0.03060568,0.085536815,-0.06052009,9760.0,0.55,487,0.8758201,9760.0
0.26280385,1.0,0.030600036,0.08551658,-0.068924055,9780.0,0.8,488,0.8758258,9780.0
0.26280308,1.0,0.030595388,0.08550203,-0.04277752,9800.0,0.55,489,0.87582725,9800.0
0.26281795,1.0,0.03059353,0.085493125,-0.068513535,9820.0,0.75,490,0.8758807,9820.0
0.2628197,1.0,0.030592915,0.08549284,-0.059922624,9840.0,0.5,491,0.87589043,9840.0
0.26282257,1.0,0.0305879,0.08547462,-0.054077365,9860.0,0.8,492,0.8759048,9860.0
0.26282412,1.0,0.030587455,0.08547098,-0.07718991,9880.0,0.75,493,0.8759107,9880.0
0.26281136,1.0,0.030588474,0.085477084,-0.078622535,9900.0,0.75,494,0.87585825,9900.0
0.26280862,1.0,0.030585939,0.08546879,-0.07584433,9920.0,0.85,495,0.8758463,9920.0
0.26280898,1.0,0.030590808,0.085480444,-0.062152356,9940.0,0.95,496,0.87584764,9940.0
0.26279324,1.0,0.030586585,0.08546851,-0.05345752,9960.0,0.8,497,0.87578624,9960.0
0.2627894,1.0,0.03058834,0.08547786,-0.052082896,9980.0,0.85,498,0.8757693,9980.0
0.262793,1.0,0.030586744,0.08547277,-0.06846689,10000.0,0.75,499,0.875783,10000.0
0.26279622,1.0,0.030585924,0.085469685,-0.07088806,10020.0,0.8,500,0.8757944,10020.0
0.26278833,1.0,0.030584171,0.08546176,-0.03848517,10040.0,0.75,501,0.87576675,10040.0
0.26278943,1.0,0.030581962,0.085454546,-0.050149612,10060.0,0.8,502,0.8757746,10060.0
0.2627928,1.0,0.030581575,0.08545356,-0.083276644,10080.0,0.75,503,0.8757898,10080.0
0.2627891,1.0,0.030580606,0.08544993,-0.056675352,10100.0,0.8,504,0.8757782,10100.0
0.26279312,1.0,0.030583218,0.08545995,-0.05663389,10120.0,0.8,505,0.8757892,10120.0
0.2627992,1.0,0.030580143,0.085452504,-0.089133106,10140.0,0.55,506,0.8758123,10140.0
0.26280117,1.0,0.030576775,0.08543854,-0.050362833,10160.0,0.75,507,0.8758212,10160.0
0.2627904,1.0,0.030575296,0.08543708,-0.04803843,10180.0,0.9,508,0.87577605,10180.0
0.2627971,1.0,0.030573854,0.08542821,-0.059822213,10200.0,0.55,509,0.87580734,10200.0
0.26279935,1.0,0.03057653,0.08543942,-0.06503371,10220.0,0.75,510,0.8758216,10220.0
0.2628008,1.0,0.030580753,0.085454226,-0.08207468,10240.0,0.7,511,0.8758277,10240.0
0.26280695,1.0,0.030578172,0.08544427,-0.05902762,10260.0,0.7,512,0.87585354,10260.0
0.26280698,1.0,0.030580575,0.08545045,-0.06101299,10280.0,0.8,513,0.8758505,10280.0
0.2628036,1.0,0.030579725,0.08543882,-0.046922527,10300.0,0.9,514,0.8758395,10300.0
0.26280624,1.0,0.030580163,0.08544064,-0.056347143,10320.0,0.65,515,0.87584686,10320.0
0.2628012,1.0,0.030578261,0.08543458,-0.074046105,10340.0,0.65,516,0.87582797,10340.0
0.26280358,1.0,0.030578643,0.085434,-0.0696233,10360.0,0.85,517,0.8758328,10360.0
0.26280564,1.0,0.030576358,0.085424654,-0.048890904,10380.0,0.7,518,0.87584084,10380.0
0.26281357,1.0,0.030576438,0.085423686,-0.052030634,10400.0,0.65,519,0.8758678,10400.0
0.2628129,1.0,0.0305767,0.08542359,-0.084262416,10420.0,0.65,520,0.87586707,10420.0
0.26281667,1.0,0.03058144,0.085442774,-0.056246214,10440.0,0.6,521,0.8758796,10440.0
0.2628205,1.0,0.030581549,0.085443616,-0.04513595,10460.0,0.6,522,0.8758955,10460.0
0.26282394,1.0,0.030581767,0.08544437,-0.08285438,10480.0,0.5,523,0.8759112,10480.0
0.26282308,1.0,0.030576682,0.08543093,-0.05701934,10500.0,0.7,524,0.875905,10500.0
0.2628218,1.0,0.030572612,0.085418284,-0.035763826,10520.0,0.8,525,0.8759009,10520.0
0.26281935,1.0,0.030570816,0.0854089,-0.048935242,10540.0,0.7,526,0.87588865,10540.0
0.26281378,1.0,0.030567622,0.08539966,-0.046945773,10560.0,0.65,527,0.8758695,10560.0
0.26280504,1.0,0.030567965,0.08539993,-0.08021982,10580.0,0.5,528,0.87583715,10580.0
0.26280493,1.0,0.03056392,0.08539056,-0.068718284,10600.0,0.7,529,0.8758368,10600.0
0.26281184,1.0,0.030565247,0.08539192,-0.07604863,10620.0,0.7,530,0.8758604,10620.0
0.2628143,1.0,0.0305664,0.08539692,-0.081276186,10640.0,0.75,531,0.8758679,10640.0
0.26281118,1.0,0.030567879,0.08540221,-0.042623535,10660.0,0.85,532,0.8758572,10660.0
0.26281196,1.0,0.030566478,0.0853979,-0.075647496,10680.0,0.8,533,0.875859,10680.0
0.26282042,1.0,0.030565243,0.085395895,-0.06239487,10700.0,0.85,534,0.8758939,10700.0
0.26282218,1.0,0.030564368,0.0853971,-0.07788177,10720.0,0.8,535,0.8758993,10720.0
0.26282847,1.0,0.030566406,0.08540293,-0.099539794,10740.0,0.7,536,0.8759236,10740.0
0.26282516,1.0,0.030565912,0.08540555,-0.0811119,10760.0,0.75,537,0.87591386,10760.0
0.26281756,1.0,0.030565832,0.08540529,-0.06004118,10780.0,0.6,538,0.8758866,10780.0
0.26281387,1.0,0.030561954,0.08538697,-0.05794372,10800.0,0.7,539,0.87587327,10800.0
0.2628077,1.0,0.030560642,0.08538264,-0.06677155,10820.0,0.55,540,0.8758495,10820.0
0.26281196,1.0,0.03055656,0.08536755,-0.044842206,10840.0,0.75,541,0.87586516,10840.0
0.2628094,1.0,0.030554777,0.085361235,-0.048595883,10860.0,0.7,542,0.8758543,10860.0
