stats_o/std,stats_o/mean,epoch,train/success_rate,stats_g/std,train/episode,test/success_rate,stats_g/mean,test/mean_Q,test/episode
0.08954666,0.18685485,49,0.11,0.16926952,5000.0,0.2,0.7951417,-14.8274555,1000.0
0.089959994,0.18695244,50,0.13,0.16936068,5100.0,0.35,0.79565316,-11.206296,1020.0
0.09006906,0.18709406,51,0.12,0.16919917,5200.0,0.3,0.7964079,-17.484188,1040.0
0.09002736,0.18719058,52,0.18,0.16894944,5300.0,0.35,0.79685706,-15.0481615,1060.0
0.09024968,0.187315,53,0.14,0.16900963,5400.0,0.25,0.797611,-13.929812,1080.0
0.09011111,0.18747431,54,0.17,0.16861826,5500.0,0.45,0.7983072,-12.612719,1100.0
0.09028074,0.18757816,55,0.13,0.16833834,5600.0,0.3,0.79897696,-15.458372,1120.0
0.09027334,0.18767501,56,0.16,0.16821094,5700.0,0.35,0.799354,-15.43428,1140.0
0.09050031,0.1877715,57,0.12,0.16804802,5800.0,0.25,0.7997685,-18.260086,1160.0
0.09065026,0.18781833,58,0.16,0.16804278,5900.0,0.35,0.800052,-14.815651,1180.0
0.09078078,0.18793344,59,0.18,0.1679671,6000.0,0.25,0.8005557,-18.804117,1200.0
0.090854235,0.18803935,60,0.09,0.16790265,6100.0,0.4,0.8011052,-15.92421,1220.0
0.090885,0.18808061,61,0.17,0.16766588,6200.0,0.3,0.8014985,-16.746563,1240.0
0.09090004,0.1882136,62,0.19,0.16747026,6300.0,0.2,0.80182594,-15.25986,1260.0
0.09082828,0.18829222,63,0.16,0.16709952,6400.0,0.55,0.8022538,-11.491144,1280.0
0.090772346,0.18836136,64,0.16,0.16702943,6500.0,0.65,0.80259234,-7.437503,1300.0
0.090850286,0.1884197,65,0.13,0.16705577,6600.0,0.45,0.80287474,-14.226468,1320.0
0.09081468,0.18856916,66,0.14,0.16702338,6700.0,0.4,0.803222,-13.652853,1340.0
0.090918325,0.18868023,67,0.18,0.16668457,6800.0,0.35,0.8034632,-15.3900585,1360.0
0.09096456,0.18874644,68,0.14,0.16650368,6900.0,0.4,0.80381393,-14.236898,1380.0
0.09096336,0.18888338,69,0.14,0.16629018,7000.0,0.35,0.8042566,-15.660898,1400.0
0.09098672,0.18887658,70,0.25,0.16644864,7100.0,0.55,0.804244,-14.627986,1420.0
0.090960674,0.18891853,71,0.16,0.16629416,7200.0,0.4,0.80460924,-16.252537,1440.0
0.090976804,0.18900284,72,0.17,0.16623151,7300.0,0.3,0.8050541,-17.678402,1460.0
0.09094663,0.18905662,73,0.19,0.16620035,7400.0,0.4,0.805289,-14.572165,1480.0
0.09101112,0.18906002,74,0.11,0.16619085,7500.0,0.45,0.8054678,-11.799042,1500.0
0.0909351,0.18906559,75,0.17,0.16619387,7600.0,0.35,0.8056433,-15.480566,1520.0
0.090940125,0.18908325,76,0.11,0.16602235,7700.0,0.25,0.8059108,-15.55509,1540.0
0.090938196,0.18909067,77,0.15,0.16588055,7800.0,0.35,0.8059454,-14.208653,1560.0
0.090975545,0.18910097,78,0.17,0.16590361,7900.0,0.55,0.80624557,-10.765624,1580.0
0.09110416,0.18914434,79,0.21,0.16617323,8000.0,0.35,0.8063223,-11.759802,1600.0
0.09107665,0.18916205,80,0.15,0.16618134,8100.0,0.25,0.8064969,-16.495525,1620.0
0.091126926,0.18922552,81,0.17,0.16616194,8200.0,0.35,0.80681103,-14.116285,1640.0
0.091056384,0.18928522,82,0.15,0.16612668,8300.0,0.1,0.8070038,-22.727367,1660.0
0.091284454,0.18931553,83,0.23,0.1661802,8400.0,0.5,0.8072317,-15.352228,1680.0
0.09136186,0.18935767,84,0.12,0.16615887,8500.0,0.35,0.80742955,-18.376307,1700.0
0.091454096,0.18937859,85,0.18,0.1663665,8600.0,0.3,0.8074958,-16.604206,1720.0
0.091761045,0.18941034,86,0.13,0.16660222,8700.0,0.65,0.80757004,-12.473391,1740.0
0.091742314,0.18944149,87,0.17,0.16658309,8800.0,0.45,0.80767125,-13.051839,1760.0
0.0918345,0.18944371,88,0.22,0.16646606,8900.0,0.65,0.8079004,-11.410754,1780.0
0.092117265,0.18948221,89,0.13,0.16653408,9000.0,0.3,0.8081654,-19.115025,1800.0
0.09216846,0.18955491,90,0.17,0.16643405,9100.0,0.5,0.80841494,-14.623291,1820.0
0.09239812,0.18948887,91,0.14,0.16670842,9200.0,0.45,0.8081992,-13.996721,1840.0
0.09250277,0.18959643,92,0.19,0.16669361,9300.0,0.45,0.80846524,-16.136845,1860.0
0.09275427,0.18964438,93,0.13,0.16703553,9400.0,0.45,0.8085823,-14.098368,1880.0
0.09277371,0.18964377,94,0.22,0.1672376,9500.0,0.6,0.80856496,-13.758989,1900.0
0.092778675,0.1896733,95,0.21,0.16716824,9600.0,0.3,0.8085937,-17.664267,1920.0
0.09285638,0.18969937,96,0.12,0.16710891,9700.0,0.15,0.80867463,-16.688398,1940.0
0.09289718,0.1896949,97,0.18,0.16710643,9800.0,0.4,0.80869675,-12.263416,1960.0
0.09290103,0.18969747,98,0.11,0.16716582,9900.0,0.45,0.8087178,-17.518618,1980.0
0.092880875,0.18974452,99,0.14,0.16697276,10000.0,0.3,0.8088653,-15.485224,2000.0
0.092874214,0.18976083,100,0.2,0.16695158,10100.0,0.4,0.8088391,-18.430231,2020.0
0.092821114,0.18977144,101,0.11,0.16690047,10200.0,0.45,0.8089239,-14.189112,2040.0
0.09308373,0.1897703,102,0.23,0.16702224,10300.0,0.45,0.8089759,-17.02987,2060.0
0.09301744,0.18978028,103,0.18,0.16694556,10400.0,0.6,0.80912685,-14.7417345,2080.0
0.09308111,0.1897626,104,0.13,0.16703707,10500.0,0.4,0.8091659,-16.872078,2100.0
0.09306411,0.18976137,105,0.2,0.16705668,10600.0,0.55,0.80924886,-13.591983,2120.0
0.093182795,0.18981166,106,0.15,0.16712976,10700.0,0.35,0.80948216,-17.77615,2140.0
0.09320495,0.18978149,107,0.25,0.16707261,10800.0,0.35,0.8094709,-18.3586,2160.0
0.09326754,0.18977363,108,0.2,0.16720702,10900.0,0.75,0.80965096,-9.966648,2180.0
0.09323285,0.18975325,109,0.16,0.16706502,11000.0,0.4,0.8097768,-12.8856325,2200.0
0.09318034,0.18974134,110,0.13,0.16693066,11100.0,0.3,0.80980104,-17.007975,2220.0
0.093208894,0.18981184,111,0.16,0.16676955,11200.0,0.55,0.81010336,-13.526602,2240.0
0.09327112,0.18983383,112,0.15,0.16670555,11300.0,0.55,0.8101974,-12.042783,2260.0
0.0933228,0.18985695,113,0.19,0.1666293,11400.0,0.45,0.81027335,-14.692999,2280.0
0.0932948,0.18991281,114,0.18,0.16654384,11500.0,0.35,0.8104027,-14.603729,2300.0
0.09329163,0.18995236,115,0.21,0.16640462,11600.0,0.45,0.8105726,-11.950973,2320.0
0.09338617,0.18998086,116,0.17,0.16640998,11700.0,0.4,0.810673,-15.102124,2340.0
0.09371764,0.19004036,117,0.13,0.16646326,11800.0,0.6,0.8107753,-13.018123,2360.0
0.09371945,0.19007808,118,0.19,0.16628724,11900.0,0.7,0.8109192,-10.333308,2380.0
0.09382489,0.19012327,119,0.2,0.16626957,12000.0,0.3,0.81107837,-15.183054,2400.0
0.09391902,0.19018663,120,0.14,0.16627043,12100.0,0.65,0.8113163,-9.868063,2420.0
0.09410084,0.19025433,121,0.15,0.16611795,12200.0,0.5,0.8115425,-13.320433,2440.0
0.09420063,0.1902765,122,0.11,0.16612095,12300.0,0.45,0.81165797,-16.95602,2460.0
0.09424136,0.19033058,123,0.17,0.16618587,12400.0,0.4,0.8119437,-14.851107,2480.0
0.09433486,0.19037844,124,0.16,0.16607839,12500.0,0.55,0.8121913,-11.805865,2500.0
0.09443405,0.19042076,125,0.17,0.16618489,12600.0,0.55,0.81228274,-13.825498,2520.0
0.09437558,0.19044615,126,0.16,0.16607839,12700.0,0.25,0.8123737,-18.164532,2540.0
0.094339095,0.19050974,127,0.15,0.16588752,12800.0,0.5,0.8126254,-15.0575485,2560.0
0.09431091,0.19057824,128,0.24,0.16576199,12900.0,0.25,0.8128038,-15.533667,2580.0
0.094371274,0.1905942,129,0.25,0.16570996,13000.0,0.5,0.812915,-13.914803,2600.0
0.09432962,0.19064939,130,0.15,0.16550131,13100.0,0.3,0.8131097,-17.627377,2620.0
0.09433817,0.19069432,131,0.17,0.1655195,13200.0,0.6,0.81327504,-11.90023,2640.0
0.094508104,0.19068342,132,0.18,0.16568425,13300.0,0.75,0.8133416,-9.744149,2660.0
0.09453263,0.19073096,133,0.12,0.16558345,13400.0,0.45,0.81353027,-12.150158,2680.0
0.09469152,0.19073664,134,0.14,0.16576873,13500.0,0.6,0.8135287,-9.45251,2700.0
0.09466451,0.19080144,135,0.25,0.16574077,13600.0,0.45,0.8137384,-11.228057,2720.0
0.094640315,0.19082752,136,0.23,0.16565019,13700.0,0.55,0.8139489,-10.345525,2740.0
0.09463555,0.19085747,137,0.1,0.16564178,13800.0,0.4,0.814086,-15.074255,2760.0
0.094639786,0.19090728,138,0.16,0.16555741,13900.0,0.65,0.8142634,-11.003718,2780.0
0.0946958,0.19094591,139,0.15,0.16557209,14000.0,0.6,0.8144241,-10.138445,2800.0
0.09470542,0.19095768,140,0.11,0.16536044,14100.0,0.75,0.8146432,-10.840471,2820.0
0.094671294,0.19098103,141,0.19,0.16513595,14200.0,0.35,0.8146934,-12.154668,2840.0
0.09462371,0.19100541,142,0.14,0.16517174,14300.0,0.45,0.8148043,-12.338049,2860.0
0.09468483,0.19102079,143,0.17,0.16511,14400.0,0.65,0.81496143,-14.5006,2880.0
0.094655655,0.19107613,144,0.19,0.1650539,14500.0,0.6,0.81509167,-12.902486,2900.0
0.09468661,0.19109367,145,0.18,0.1650776,14600.0,0.6,0.81524605,-13.094038,2920.0
0.094675094,0.19113186,146,0.2,0.16509752,14700.0,0.5,0.81539124,-11.908564,2940.0
0.09466993,0.19118561,147,0.19,0.16498014,14800.0,0.55,0.8155648,-11.325262,2960.0
0.09466138,0.19121802,148,0.2,0.16495319,14900.0,0.55,0.81566566,-11.839284,2980.0
0.09464684,0.19125089,149,0.2,0.1647843,15000.0,0.55,0.8158109,-12.530831,3000.0
0.09473027,0.19127586,150,0.15,0.16468395,15100.0,0.5,0.81602955,-11.801646,3020.0
0.09472053,0.19130395,151,0.17,0.164661,15200.0,0.25,0.8161368,-14.67142,3040.0
0.09481372,0.1913408,152,0.2,0.16464998,15300.0,0.6,0.81624913,-11.905446,3060.0
0.09490881,0.19136593,153,0.17,0.16482083,15400.0,0.6,0.8163621,-11.01052,3080.0
0.09493595,0.19139959,154,0.12,0.16474515,15500.0,0.55,0.8164737,-12.563002,3100.0
0.09499261,0.19145225,155,0.25,0.16462226,15600.0,0.7,0.8166711,-9.94729,3120.0
0.09497117,0.19148637,156,0.18,0.16457985,15700.0,0.45,0.8167393,-14.111287,3140.0
0.09502888,0.19150722,157,0.09,0.16456823,15800.0,0.6,0.81676,-10.906027,3160.0
0.09500203,0.19151327,158,0.13,0.16445032,15900.0,0.75,0.81686634,-8.361166,3180.0
0.09507451,0.19155277,159,0.13,0.16437986,16000.0,0.55,0.81703997,-11.453639,3200.0
0.09514396,0.19156677,160,0.18,0.16445504,16100.0,0.7,0.81707335,-10.998396,3220.0
0.09528299,0.19159013,161,0.18,0.1644664,16200.0,0.75,0.817163,-10.453717,3240.0
0.09525533,0.19161688,162,0.24,0.16436334,16300.0,0.55,0.8173252,-11.810229,3260.0
0.09525241,0.19163546,163,0.12,0.16424088,16400.0,0.55,0.8174141,-10.232151,3280.0
0.09519124,0.19164194,164,0.19,0.1640869,16500.0,0.5,0.81750566,-11.523705,3300.0
0.0951471,0.19166023,165,0.15,0.16392978,16600.0,0.6,0.81762505,-11.243991,3320.0
0.095162004,0.19168341,166,0.14,0.16381763,16700.0,0.6,0.8176713,-10.275426,3340.0
0.095097885,0.1917124,167,0.17,0.16377454,16800.0,0.5,0.8177821,-11.470776,3360.0
0.0950614,0.19174826,168,0.2,0.16364859,16900.0,0.5,0.8178687,-14.393094,3380.0
0.09506726,0.19175802,169,0.15,0.16371287,17000.0,0.5,0.81793875,-14.936317,3400.0
0.09498803,0.1917938,170,0.21,0.16354649,17100.0,0.45,0.8180621,-12.502693,3420.0
0.094949454,0.19182001,171,0.2,0.16345246,17200.0,0.7,0.8181837,-12.244878,3440.0
0.094907485,0.19181708,172,0.16,0.16345222,17300.0,0.55,0.81824917,-11.871099,3460.0
0.09492616,0.19184135,173,0.13,0.16337758,17400.0,0.35,0.81837606,-13.277052,3480.0
0.0948846,0.19185637,174,0.23,0.16326214,17500.0,0.65,0.81847864,-12.444716,3500.0
0.094851226,0.19188207,175,0.14,0.1631042,17600.0,0.5,0.8186423,-11.125661,3520.0
0.09484625,0.19190821,176,0.15,0.16304971,17700.0,0.5,0.8186677,-8.945,3540.0
0.094866574,0.19193289,177,0.15,0.1630479,17800.0,0.55,0.81869364,-12.493575,3560.0
0.09491151,0.19197905,178,0.17,0.16301358,17900.0,0.55,0.8187876,-11.75206,3580.0
0.09496587,0.19201687,179,0.1,0.16304438,18000.0,0.55,0.81884366,-13.002695,3600.0
0.09499505,0.19204359,180,0.17,0.1629842,18100.0,0.65,0.818937,-12.698013,3620.0
0.095039874,0.19207983,181,0.13,0.1629567,18200.0,0.3,0.819032,-15.038625,3640.0
0.09505643,0.19212043,182,0.2,0.16292758,18300.0,0.5,0.81911606,-9.244293,3660.0
0.095106475,0.19212888,183,0.16,0.16299377,18400.0,0.55,0.8191752,-11.112114,3680.0
0.09512935,0.19215824,184,0.09,0.16293593,18500.0,0.45,0.81924814,-12.979147,3700.0
0.09517488,0.19220209,185,0.15,0.1628809,18600.0,0.45,0.8193211,-8.996462,3720.0
0.09517125,0.19223808,186,0.11,0.16291197,18700.0,0.3,0.819473,-11.487866,3740.0
0.09516872,0.19225161,187,0.11,0.16286704,18800.0,0.35,0.8195796,-14.944101,3760.0
0.09518176,0.19230558,188,0.2,0.16280594,18900.0,0.4,0.8197579,-11.693022,3780.0
0.095199004,0.19231658,189,0.14,0.16279869,19000.0,0.65,0.8198368,-10.211931,3800.0
0.095136754,0.19233614,190,0.2,0.16272831,19100.0,0.7,0.8199296,-9.77343,3820.0
0.09513731,0.19236025,191,0.14,0.16269764,19200.0,0.6,0.82007664,-13.016586,3840.0
0.09507696,0.1923831,192,0.17,0.16261141,19300.0,0.45,0.8201396,-11.955658,3860.0
0.09501494,0.1923958,193,0.16,0.16257206,19400.0,0.55,0.8202016,-12.766402,3880.0
0.09497899,0.19242227,194,0.16,0.16251966,19500.0,0.45,0.8202856,-14.892056,3900.0
0.0949389,0.19246443,195,0.16,0.16242464,19600.0,0.7,0.8203687,-11.372523,3920.0
0.0949412,0.19247562,196,0.22,0.16246502,19700.0,0.7,0.8203886,-11.300748,3940.0
0.09493125,0.19250827,197,0.15,0.16247667,19800.0,0.45,0.82042605,-13.993136,3960.0
0.094932355,0.19251499,198,0.13,0.16243993,19900.0,0.4,0.8204274,-11.839213,3980.0
0.09486546,0.19254296,199,0.16,0.1623752,20000.0,0.65,0.82048494,-11.814188,4000.0
0.094811335,0.19255745,200,0.23,0.16228028,20100.0,0.55,0.82055354,-11.021189,4020.0
0.09480257,0.1925596,201,0.16,0.16229427,20200.0,0.45,0.8205207,-15.703493,4040.0
0.09479127,0.19257599,202,0.16,0.16235842,20300.0,0.5,0.820544,-13.866592,4060.0
0.09476319,0.19258651,203,0.17,0.16238676,20400.0,0.55,0.8205171,-13.705542,4080.0
0.09472417,0.19261865,204,0.13,0.16242138,20500.0,0.5,0.82050467,-15.544806,4100.0
0.09468421,0.19262856,205,0.2,0.16240834,20600.0,0.55,0.820496,-12.675331,4120.0
0.09467725,0.19263811,206,0.19,0.16246116,20700.0,0.55,0.82040095,-13.615939,4140.0
0.09462899,0.19264877,207,0.15,0.16244392,20800.0,0.55,0.8204343,-13.939258,4160.0
0.09458943,0.19266361,208,0.16,0.162414,20900.0,0.7,0.8204429,-14.508349,4180.0
0.09455854,0.19266196,209,0.2,0.16245438,21000.0,0.5,0.8205536,-17.646055,4200.0
0.09453023,0.1926773,210,0.18,0.16244397,21100.0,0.7,0.8206211,-12.2347145,4220.0
0.09447753,0.192682,211,0.16,0.16238983,21200.0,0.3,0.8206699,-14.981708,4240.0
0.09449118,0.19267778,212,0.1,0.16240358,21300.0,0.5,0.8206908,-15.6880245,4260.0
0.09443314,0.19270563,213,0.16,0.16231214,21400.0,0.45,0.8208146,-15.950949,4280.0
0.094456285,0.19271845,214,0.13,0.1623686,21500.0,0.25,0.8208702,-20.626644,4300.0
0.094517164,0.19272864,215,0.2,0.16246766,21600.0,0.4,0.82085174,-20.194683,4320.0
0.09451688,0.19272551,216,0.18,0.16254647,21700.0,0.65,0.8208868,-10.992356,4340.0
0.09448994,0.19275306,217,0.13,0.16247664,21800.0,0.4,0.82099015,-16.744165,4360.0
0.094444245,0.19277492,218,0.22,0.16238028,21900.0,0.4,0.82101256,-17.702095,4380.0
0.09440617,0.19277309,219,0.21,0.16235232,22000.0,0.6,0.8210351,-13.927542,4400.0
0.09441748,0.19276263,220,0.25,0.16236837,22100.0,0.35,0.8210623,-19.530903,4420.0
0.09435657,0.19275245,221,0.17,0.16234626,22200.0,0.4,0.82105964,-16.567253,4440.0
0.094306834,0.19276266,222,0.19,0.16230859,22300.0,0.6,0.8210853,-12.472704,4460.0
0.094280146,0.19277565,223,0.09,0.16233903,22400.0,0.3,0.8211105,-17.560978,4480.0
0.09426062,0.1927928,224,0.18,0.16226985,22500.0,0.4,0.82123584,-16.72388,4500.0
0.09429925,0.1928286,225,0.2,0.1622519,22600.0,0.45,0.8212711,-17.274282,4520.0
0.09436416,0.19284458,226,0.12,0.16228245,22700.0,0.65,0.8213257,-12.362284,4540.0
0.09444686,0.19286545,227,0.2,0.16232888,22800.0,0.6,0.8213932,-9.8329735,4560.0
0.094483234,0.19289492,228,0.14,0.16236496,22900.0,0.65,0.8214522,-11.103343,4580.0
0.094529025,0.19290742,229,0.15,0.16227253,23000.0,0.6,0.8215211,-13.775709,4600.0
0.09470661,0.19292152,230,0.15,0.16230538,23100.0,0.55,0.82158256,-12.598977,4620.0
0.094732024,0.19294739,231,0.15,0.1623185,23200.0,0.55,0.82168555,-11.512015,4640.0
0.09481195,0.19297451,232,0.2,0.16232225,23300.0,0.25,0.82176286,-13.025485,4660.0
0.09478716,0.19299161,233,0.13,0.16224505,23400.0,0.65,0.821794,-9.378488,4680.0
0.094790325,0.19302021,234,0.14,0.16219346,23500.0,0.85,0.8218663,-8.1125,4700.0
0.094803974,0.19303569,235,0.09,0.16218168,23600.0,0.55,0.8218751,-11.709482,4720.0
0.09482942,0.19306931,236,0.18,0.16219033,23700.0,0.3,0.8219698,-16.629522,4740.0
0.09485228,0.19309506,237,0.16,0.1621744,23800.0,0.75,0.822021,-8.274443,4760.0
0.09487091,0.19312109,238,0.14,0.16226512,23900.0,0.4,0.82204884,-10.543768,4780.0
0.09488793,0.19313867,239,0.16,0.1621896,24000.0,0.4,0.82210225,-11.529656,4800.0
0.094946645,0.19314341,240,0.19,0.16228156,24100.0,0.45,0.8220291,-11.300068,4820.0
0.09495077,0.193154,241,0.17,0.16227297,24200.0,0.4,0.82210034,-11.373721,4840.0
0.09497129,0.1931553,242,0.14,0.16221698,24300.0,0.6,0.8221577,-11.217104,4860.0
0.094983034,0.19316986,243,0.13,0.16218789,24400.0,0.6,0.82224274,-11.2235365,4880.0
0.09497084,0.1931645,244,0.17,0.16220637,24500.0,0.55,0.8222294,-10.298467,4900.0
0.094978265,0.19319507,245,0.19,0.16210832,24600.0,0.65,0.8223545,-9.479619,4920.0
0.09498336,0.1932115,246,0.19,0.16203769,24700.0,0.3,0.82238954,-16.32639,4940.0
0.09500077,0.19321659,247,0.11,0.16200219,24800.0,0.5,0.8224006,-9.600462,4960.0
0.09500347,0.19323492,248,0.25,0.16195372,24900.0,0.5,0.8224299,-9.912841,4980.0
0.095021494,0.19324999,249,0.18,0.16196156,25000.0,0.4,0.82251316,-12.981506,5000.0
0.095126145,0.193293,250,0.14,0.16197343,25100.0,0.55,0.82260084,-11.940471,5020.0
0.09515121,0.1933031,251,0.27,0.16191436,25200.0,0.6,0.82263607,-11.307536,5040.0
0.0951827,0.19332813,252,0.12,0.16189562,25300.0,0.25,0.8226754,-14.758664,5060.0
0.09527949,0.19335441,253,0.16,0.16196272,25400.0,0.5,0.8227222,-11.610132,5080.0
0.09526536,0.19337168,254,0.14,0.16195072,25500.0,0.55,0.8227282,-11.177328,5100.0
0.09527755,0.19338807,255,0.12,0.16195019,25600.0,0.25,0.822726,-13.679372,5120.0
0.09535165,0.19338831,256,0.19,0.1619413,25700.0,0.4,0.8227496,-12.801687,5140.0
0.09534525,0.19341148,257,0.16,0.16191977,25800.0,0.4,0.822824,-10.8792515,5160.0
0.09533462,0.19343206,258,0.08,0.16188689,25900.0,0.5,0.8227946,-8.434031,5180.0
0.095362574,0.19346906,259,0.15,0.16186641,26000.0,0.55,0.8228541,-9.805902,5200.0
0.09544329,0.19347703,260,0.13,0.1619416,26100.0,0.55,0.82279736,-9.86399,5220.0
0.09547286,0.19349879,261,0.18,0.16187534,26200.0,0.65,0.82286733,-10.499887,5240.0
0.09547922,0.19353272,262,0.17,0.1617818,26300.0,0.55,0.82288915,-9.603467,5260.0
0.09551824,0.19355604,263,0.16,0.1617349,26400.0,0.55,0.82290524,-11.114756,5280.0
0.09552176,0.19358213,264,0.17,0.16169,26500.0,0.65,0.82299703,-11.488889,5300.0
0.09554509,0.19360454,265,0.25,0.16166319,26600.0,0.45,0.8230513,-9.052596,5320.0
0.09553565,0.19363116,266,0.18,0.16156161,26700.0,0.3,0.8231036,-14.799754,5340.0
0.09556653,0.19363987,267,0.2,0.1615807,26800.0,0.8,0.8230997,-8.906891,5360.0
0.09558374,0.19367284,268,0.13,0.16161965,26900.0,0.4,0.8231494,-13.520244,5380.0
0.0955953,0.19367604,269,0.17,0.16162507,27000.0,0.5,0.823139,-13.483076,5400.0
0.09563236,0.19369267,270,0.18,0.16167577,27100.0,0.55,0.82314587,-11.8990755,5420.0
0.09563344,0.19372177,271,0.13,0.16168578,27200.0,0.4,0.8232065,-13.166791,5440.0
0.09562835,0.19372708,272,0.17,0.1616335,27300.0,0.45,0.8232601,-10.653325,5460.0
0.0956115,0.19374624,273,0.14,0.16162632,27400.0,0.4,0.8232749,-12.877393,5480.0
0.095626585,0.1937723,274,0.16,0.16162597,27500.0,0.65,0.82328755,-8.014955,5500.0
0.095614955,0.19379194,275,0.18,0.16158213,27600.0,0.6,0.8233325,-13.983126,5520.0
0.09562546,0.19379805,276,0.18,0.1615737,27700.0,0.35,0.82332784,-13.959063,5540.0
0.095597334,0.19381471,277,0.19,0.16153534,27800.0,0.35,0.82332104,-13.297748,5560.0
