stats_o/std,stats_o/mean,epoch,train/success_rate,stats_g/std,train/episode,test/success_rate,stats_g/mean,test/mean_Q,test/episode
0.09558961,0.19381678,278,0.13,0.16154994,27900.0,0.4,0.82333523,-14.432202,5580.0
0.09561146,0.19381283,279,0.2,0.16151123,28000.0,0.65,0.82336706,-9.991554,5600.0
0.09557847,0.193826,280,0.11,0.16147034,28100.0,0.4,0.82343507,-13.736307,5620.0
0.09558253,0.19383363,281,0.21,0.16149026,28200.0,0.2,0.8234377,-16.080322,5640.0
0.09557727,0.19384903,282,0.17,0.16149268,28300.0,0.55,0.8234659,-10.971594,5660.0
0.09555537,0.19387116,283,0.15,0.1614374,28400.0,0.7,0.82352924,-9.788226,5680.0
0.095604554,0.19386968,284,0.13,0.16158418,28500.0,0.65,0.8234953,-11.450404,5700.0
0.095591106,0.1938773,285,0.16,0.16156964,28600.0,0.5,0.8235299,-11.491228,5720.0
0.0956367,0.19387676,286,0.12,0.16166307,28700.0,0.45,0.8235626,-9.403187,5740.0
0.09561992,0.19387281,287,0.19,0.16163856,28800.0,0.75,0.8235347,-11.32762,5760.0
0.095598176,0.19388315,288,0.13,0.16163173,28900.0,0.6,0.82357603,-12.028214,5780.0
0.095583655,0.19388264,289,0.09,0.16160083,29000.0,0.8,0.8235858,-8.370043,5800.0
0.09556525,0.19389199,290,0.23,0.16152556,29100.0,0.45,0.8236046,-13.390651,5820.0
0.095574066,0.19391374,291,0.17,0.16149388,29200.0,0.75,0.82369655,-10.837578,5840.0
0.09557539,0.19390236,292,0.17,0.16152512,29300.0,0.5,0.8237521,-12.653487,5860.0
0.09554985,0.19391067,293,0.22,0.16153203,29400.0,0.65,0.82377934,-11.480663,5880.0
0.09554069,0.19391382,294,0.23,0.16153768,29500.0,0.6,0.8238223,-13.739914,5900.0
0.09551757,0.19392444,295,0.23,0.16150396,29600.0,0.4,0.8238537,-12.567088,5920.0
0.09555333,0.19392604,296,0.15,0.16151613,29700.0,0.35,0.8238619,-12.647963,5940.0
0.09557188,0.19394043,297,0.12,0.16150631,29800.0,0.65,0.8239038,-12.277569,5960.0
0.095580816,0.19393551,298,0.13,0.16147645,29900.0,0.55,0.8239812,-10.6793995,5980.0
0.09557275,0.19394688,299,0.2,0.16141178,30000.0,0.65,0.824003,-11.999168,6000.0
0.095563345,0.19394389,300,0.15,0.16142038,30100.0,0.4,0.82399994,-14.023084,6020.0
0.0955507,0.19392823,301,0.2,0.16140963,30200.0,0.5,0.8240269,-10.743909,6040.0
0.09554478,0.19393104,302,0.19,0.16133277,30300.0,0.4,0.8240543,-11.964506,6060.0
0.09558484,0.19393723,303,0.12,0.16128576,30400.0,0.7,0.8240804,-9.383661,6080.0
0.09560277,0.19392502,304,0.18,0.16126971,30500.0,0.5,0.82410836,-13.186496,6100.0
0.09562289,0.19393595,305,0.21,0.16120684,30600.0,0.7,0.82418245,-9.611422,6120.0
0.09564621,0.19393411,306,0.15,0.16126041,30700.0,0.4,0.8241579,-10.347516,6140.0
0.095665224,0.19393477,307,0.21,0.16122377,30800.0,0.55,0.8241763,-7.0805902,6160.0
0.095676735,0.19393954,308,0.06,0.16123568,30900.0,0.55,0.82418585,-10.080923,6180.0
0.09572158,0.1939402,309,0.18,0.16121681,31000.0,0.3,0.8242236,-12.688318,6200.0
0.095777534,0.19394636,310,0.14,0.16126662,31100.0,0.35,0.8242225,-11.299566,6220.0
0.09581369,0.19393995,311,0.17,0.16129349,31200.0,0.4,0.8242321,-9.981796,6240.0
0.095830604,0.19394113,312,0.21,0.16125695,31300.0,0.4,0.82427,-10.039237,6260.0
0.095815286,0.19394955,313,0.14,0.1612084,31400.0,0.35,0.8243274,-12.25537,6280.0
0.09581271,0.19395235,314,0.18,0.16120398,31500.0,0.45,0.8243589,-10.358638,6300.0
0.0957994,0.19396408,315,0.19,0.16113193,31600.0,0.5,0.8244102,-10.911367,6320.0
0.095830545,0.19396627,316,0.14,0.16116124,31700.0,0.25,0.82445383,-10.516984,6340.0
0.09587346,0.19398443,317,0.17,0.16116412,31800.0,0.25,0.82450765,-13.577746,6360.0
0.09589419,0.19398193,318,0.26,0.16115354,31900.0,0.45,0.82452506,-10.388083,6380.0
0.09591939,0.19396406,319,0.25,0.16121994,32000.0,0.65,0.8245182,-10.369982,6400.0
0.09593476,0.19396184,320,0.14,0.16117086,32100.0,0.65,0.82451963,-12.094965,6420.0
0.09593487,0.1939519,321,0.14,0.16115928,32200.0,0.35,0.824519,-13.027933,6440.0
0.095956266,0.1939615,322,0.26,0.16115385,32300.0,0.45,0.8245303,-12.173294,6460.0
0.095933296,0.19395302,323,0.2,0.16108245,32400.0,0.5,0.82453793,-10.694512,6480.0
0.09592474,0.19395342,324,0.16,0.16104193,32500.0,0.55,0.82460135,-14.658636,6500.0
0.09590191,0.19395626,325,0.16,0.16101585,32600.0,0.4,0.8246569,-11.566221,6520.0
0.09590391,0.19395117,326,0.21,0.16103296,32700.0,0.55,0.82461804,-11.939108,6540.0
0.09591041,0.19394654,327,0.19,0.16104524,32800.0,0.55,0.8246587,-9.513509,6560.0
0.09589622,0.19394672,328,0.16,0.16100645,32900.0,0.1,0.82465667,-15.756607,6580.0
0.09586688,0.19394405,329,0.17,0.16095574,33000.0,0.75,0.8246637,-11.163391,6600.0
0.09583447,0.19394338,330,0.19,0.16091095,33100.0,0.6,0.82465595,-11.6179495,6620.0
0.09581599,0.19394526,331,0.14,0.16088687,33200.0,0.7,0.82469636,-12.109853,6640.0
0.09580095,0.19394615,332,0.17,0.16088279,33300.0,0.35,0.8247432,-16.68976,6660.0
0.095768936,0.1939491,333,0.19,0.16085277,33400.0,0.55,0.82478315,-14.280931,6680.0
0.09576318,0.19394492,334,0.25,0.16086711,33500.0,0.7,0.824786,-12.358519,6700.0
0.09574938,0.19393837,335,0.12,0.16083033,33600.0,0.5,0.8248232,-12.382768,6720.0
0.09571323,0.19395131,336,0.13,0.16078687,33700.0,0.65,0.82485694,-12.041765,6740.0
0.09569968,0.19395092,337,0.19,0.16075008,33800.0,0.6,0.82485896,-13.202187,6760.0
0.09572129,0.19395117,338,0.13,0.16079707,33900.0,0.3,0.8248672,-16.04738,6780.0
0.095686,0.19395658,339,0.09,0.16078268,34000.0,0.65,0.82488996,-10.783636,6800.0
0.095666796,0.1939478,340,0.16,0.16075113,34100.0,0.75,0.824884,-14.194758,6820.0
0.09566671,0.19394077,341,0.22,0.16067581,34200.0,0.35,0.8248842,-13.577603,6840.0
0.09569433,0.19394533,342,0.11,0.16068755,34300.0,0.65,0.82492274,-12.316931,6860.0
0.095667064,0.19394808,343,0.15,0.16064708,34400.0,0.75,0.8249512,-12.253578,6880.0
0.09565997,0.19394411,344,0.2,0.16060895,34500.0,0.55,0.82494146,-16.28382,6900.0
0.09565952,0.19394627,345,0.2,0.16060635,34600.0,0.55,0.8249846,-13.111868,6920.0
0.095653765,0.19394574,346,0.19,0.16059874,34700.0,0.7,0.8250344,-14.947912,6940.0
0.09563253,0.19395944,347,0.19,0.1605996,34800.0,0.45,0.82506275,-14.371633,6960.0
0.09565141,0.19395973,348,0.2,0.16058695,34900.0,0.5,0.8250642,-14.103922,6980.0
0.09562043,0.193963,349,0.14,0.16054432,35000.0,0.35,0.8250925,-17.068666,7000.0
0.0956164,0.19395894,350,0.18,0.16056846,35100.0,0.7,0.8251274,-12.804039,7020.0
0.095613964,0.1939645,351,0.2,0.16056003,35200.0,0.45,0.8251522,-14.363721,7040.0
0.09559924,0.193957,352,0.17,0.16055925,35300.0,0.7,0.82512665,-13.455548,7060.0
0.095624596,0.19394654,353,0.08,0.16058329,35400.0,0.75,0.8251229,-13.885109,7080.0
0.09559956,0.19393626,354,0.16,0.16055034,35500.0,0.6,0.825133,-13.798747,7100.0
0.095597565,0.19394417,355,0.16,0.16049558,35600.0,0.7,0.82517356,-10.687497,7120.0
0.09558297,0.19395417,356,0.16,0.16044788,35700.0,0.55,0.82520133,-11.0981455,7140.0
0.095580265,0.19395207,357,0.18,0.16044079,35800.0,0.5,0.825238,-12.478985,7160.0
0.09556253,0.19395502,358,0.14,0.16042249,35900.0,0.75,0.8252878,-13.329803,7180.0
0.095575735,0.1939565,359,0.18,0.16043663,36000.0,0.7,0.8252971,-11.954335,7200.0
0.095561326,0.19396353,360,0.19,0.16043454,36100.0,0.75,0.8252649,-12.864751,7220.0
0.09557768,0.19397932,361,0.18,0.16045691,36200.0,0.65,0.8253376,-12.147012,7240.0
0.09559598,0.19399065,362,0.17,0.16046539,36300.0,0.45,0.8253432,-15.190599,7260.0
0.09559089,0.19399269,363,0.18,0.16044939,36400.0,0.65,0.82538193,-10.737216,7280.0
0.09558511,0.1939862,364,0.18,0.16041966,36500.0,0.4,0.8253942,-13.320227,7300.0
0.095590785,0.19398865,365,0.13,0.16040336,36600.0,0.4,0.8254268,-11.35483,7320.0
0.095579885,0.19399787,366,0.16,0.16035913,36700.0,0.45,0.825432,-13.675761,7340.0
0.095575444,0.19400209,367,0.12,0.16033562,36800.0,0.55,0.8254671,-12.44405,7360.0
0.09555058,0.19401579,368,0.17,0.16030106,36900.0,0.5,0.8255181,-13.653513,7380.0
0.09552288,0.19402006,369,0.18,0.16028203,37000.0,0.55,0.82553345,-11.072064,7400.0
0.0955462,0.19404177,370,0.14,0.1602663,37100.0,0.6,0.8255922,-11.156484,7420.0
0.0955503,0.19405371,371,0.15,0.16025983,37200.0,0.7,0.82560563,-7.421805,7440.0
0.09556613,0.1940465,372,0.16,0.1603158,37300.0,0.55,0.82562953,-11.438553,7460.0
0.09556974,0.19404636,373,0.19,0.16028178,37400.0,0.6,0.82566833,-15.35639,7480.0
0.09558402,0.19405659,374,0.18,0.16026554,37500.0,0.5,0.82568383,-13.876341,7500.0
0.095559165,0.19406253,375,0.16,0.16021682,37600.0,0.8,0.8257055,-7.8817163,7520.0
0.095546044,0.19406195,376,0.18,0.16020644,37700.0,0.45,0.8257125,-12.05483,7540.0
0.0955615,0.19405738,377,0.14,0.16023524,37800.0,0.75,0.8256648,-9.970309,7560.0
0.09555977,0.1940648,378,0.07,0.16021208,37900.0,0.7,0.8257258,-12.24335,7580.0
0.09558036,0.19406644,379,0.19,0.1602862,38000.0,0.55,0.825759,-11.223223,7600.0
0.0955833,0.19406463,380,0.19,0.16035174,38100.0,0.5,0.8257231,-14.015116,7620.0
0.09560586,0.19407237,381,0.19,0.16035949,38200.0,0.55,0.82571286,-9.578932,7640.0
0.09559774,0.19408715,382,0.18,0.16030252,38300.0,0.45,0.8257281,-14.578423,7660.0
0.09559111,0.19409938,383,0.2,0.16024333,38400.0,0.55,0.82573897,-14.66523,7680.0
0.095601015,0.19408871,384,0.17,0.16023363,38500.0,0.5,0.8257332,-13.063471,7700.0
0.095610075,0.19408278,385,0.17,0.16023733,38600.0,0.7,0.82575446,-10.089723,7720.0
0.09560313,0.19408299,386,0.14,0.16025276,38700.0,0.6,0.8257589,-14.877492,7740.0
0.095622264,0.19408941,387,0.12,0.16024646,38800.0,0.55,0.8257618,-12.661641,7760.0
0.09565177,0.19409473,388,0.19,0.16024005,38900.0,0.5,0.82575005,-11.798642,7780.0
0.09562506,0.1940986,389,0.16,0.16019274,39000.0,0.55,0.8257659,-13.183126,7800.0
0.09562211,0.19411051,390,0.14,0.16020401,39100.0,0.4,0.82581884,-16.410467,7820.0
0.095605046,0.19411682,391,0.18,0.16018642,39200.0,0.65,0.82589,-12.481941,7840.0
0.09561546,0.19412513,392,0.18,0.1601675,39300.0,0.55,0.82594067,-13.049176,7860.0
0.09561493,0.19413015,393,0.14,0.16016854,39400.0,0.75,0.82597494,-9.023905,7880.0
0.09562669,0.19412565,394,0.31,0.16012698,39500.0,0.45,0.8260258,-15.523401,7900.0
0.09561055,0.19414036,395,0.26,0.16011404,39600.0,0.45,0.8260846,-14.006907,7920.0
0.09558877,0.19413137,396,0.13,0.16010846,39700.0,0.5,0.82609075,-10.402863,7940.0
0.095577575,0.19413239,397,0.25,0.16009606,39800.0,0.4,0.8260773,-12.731663,7960.0
0.09556422,0.1941287,398,0.14,0.16003804,39900.0,0.65,0.8260932,-10.437866,7980.0
0.09554914,0.19413424,399,0.2,0.16001444,40000.0,0.5,0.8260935,-14.052088,8000.0
0.09551709,0.19413868,400,0.1,0.15996541,40100.0,0.65,0.8261195,-10.5379,8020.0
0.095523596,0.19413403,401,0.17,0.15994997,40200.0,0.5,0.8261245,-11.103632,8040.0
0.09555245,0.19414349,402,0.12,0.15992226,40300.0,0.65,0.8261474,-10.875,8060.0
0.09556979,0.19414411,403,0.19,0.15989082,40400.0,0.45,0.8261576,-13.502306,8080.0
0.09554469,0.19414392,404,0.09,0.15993375,40500.0,0.4,0.82619363,-15.239752,8100.0
0.09551984,0.19414786,405,0.15,0.1599199,40600.0,0.7,0.826224,-12.181368,8120.0
0.09554879,0.19413592,406,0.15,0.15992905,40700.0,0.55,0.8261962,-15.819208,8140.0
0.09556771,0.19412625,407,0.15,0.15997672,40800.0,0.85,0.82618785,-9.135719,8160.0
0.095592774,0.19413288,408,0.2,0.1600439,40900.0,0.55,0.8262212,-13.063879,8180.0
0.09560391,0.19414757,409,0.12,0.16005044,41000.0,0.65,0.8262444,-10.644887,8200.0
0.095582,0.19415215,410,0.14,0.16001903,41100.0,0.7,0.82629603,-8.275872,8220.0
0.0955804,0.19416346,411,0.13,0.16000475,41200.0,0.6,0.82634497,-12.379616,8240.0
0.09560516,0.1941618,412,0.14,0.16000618,41300.0,0.65,0.82636166,-11.862195,8260.0
0.09561896,0.19415618,413,0.17,0.16002853,41400.0,0.55,0.82637453,-13.059212,8280.0
0.09560685,0.1941492,414,0.21,0.15995333,41500.0,0.6,0.82640886,-10.500226,8300.0
0.09563089,0.19414532,415,0.12,0.15996753,41600.0,0.15,0.8264303,-18.075893,8320.0
0.09564486,0.19414511,416,0.16,0.15989871,41700.0,0.75,0.82644767,-9.624081,8340.0
0.09564059,0.1941508,417,0.12,0.15982804,41800.0,0.3,0.82648295,-13.499163,8360.0
0.09566434,0.19415407,418,0.19,0.15984097,41900.0,0.35,0.82648414,-11.09348,8380.0
0.095713,0.19415139,419,0.17,0.15985817,42000.0,0.45,0.82648045,-10.718648,8400.0
0.095708154,0.19414514,420,0.14,0.15987958,42100.0,0.55,0.8264982,-9.750116,8420.0
0.095720366,0.19413643,421,0.18,0.15986593,42200.0,0.55,0.82649344,-11.332319,8440.0
0.09570275,0.1941351,422,0.13,0.15985435,42300.0,0.45,0.8264952,-11.078819,8460.0
0.0956897,0.19414383,423,0.15,0.15981232,42400.0,0.6,0.8265392,-10.246807,8480.0
0.0956723,0.19415271,424,0.14,0.15977617,42500.0,0.45,0.82656807,-16.37139,8500.0
0.09568019,0.19415261,425,0.12,0.15976083,42600.0,0.6,0.82659787,-9.344151,8520.0
0.095684364,0.19415565,426,0.13,0.15974641,42700.0,0.55,0.8266277,-10.132704,8540.0
0.09565688,0.19416273,427,0.17,0.15969132,42800.0,0.7,0.8266662,-10.2288885,8560.0
0.095653296,0.1941584,428,0.11,0.15967369,42900.0,0.45,0.8266707,-14.191058,8580.0
0.09562808,0.19415735,429,0.15,0.159669,43000.0,0.45,0.82667035,-12.444441,8600.0
0.095615014,0.19415551,430,0.14,0.15963443,43100.0,0.6,0.82670903,-13.361681,8620.0
0.09561269,0.19414587,431,0.17,0.15965761,43200.0,0.35,0.82670265,-13.356466,8640.0
0.09558629,0.19415455,432,0.2,0.15963732,43300.0,0.6,0.82669735,-11.8241,8660.0
0.09556037,0.19415666,433,0.18,0.15959854,43400.0,0.4,0.8267436,-11.791033,8680.0
0.09554321,0.19415762,434,0.15,0.15958363,43500.0,0.65,0.8267543,-11.390824,8700.0
0.09555605,0.19415714,435,0.18,0.15961206,43600.0,0.5,0.8267947,-15.656766,8720.0
0.09555116,0.19415838,436,0.21,0.1595863,43700.0,0.7,0.82680064,-10.987846,8740.0
0.095532924,0.19416119,437,0.18,0.15960622,43800.0,0.5,0.8268023,-14.671727,8760.0
0.09553788,0.1941647,438,0.12,0.15959541,43900.0,0.75,0.82683563,-11.202291,8780.0
0.095520504,0.1941672,439,0.17,0.15957557,44000.0,0.4,0.82687026,-18.207232,8800.0
0.09550206,0.19417393,440,0.14,0.15957695,44100.0,0.65,0.8268942,-14.202319,8820.0
0.09549509,0.19417465,441,0.11,0.15959974,44200.0,0.7,0.8268755,-10.81991,8840.0
0.09547942,0.19417958,442,0.19,0.15957104,44300.0,0.5,0.82690173,-14.101262,8860.0
0.09553185,0.19417498,443,0.1,0.1596461,44400.0,0.55,0.8268933,-15.196436,8880.0
0.09554939,0.19417952,444,0.16,0.15970652,44500.0,0.45,0.82688373,-10.831703,8900.0
0.09554145,0.19419263,445,0.17,0.15966788,44600.0,0.4,0.82690805,-12.366284,8920.0
0.09558537,0.19419539,446,0.17,0.15971427,44700.0,0.4,0.8269012,-9.5858555,8940.0
0.095590964,0.19419523,447,0.23,0.15974756,44800.0,0.45,0.82689685,-12.226259,8960.0
0.09560237,0.19419004,448,0.16,0.15977031,44900.0,0.55,0.8268976,-9.419471,8980.0
0.095606744,0.19420618,449,0.12,0.15974969,45000.0,0.65,0.82692736,-10.114535,9000.0
0.09562022,0.19421409,450,0.14,0.1597904,45100.0,0.35,0.8269434,-9.048994,9020.0
0.09566209,0.19422816,451,0.12,0.1597983,45200.0,0.55,0.8269717,-11.777796,9040.0
0.09565935,0.19425121,452,0.17,0.1597998,45300.0,0.5,0.8270185,-8.975845,9060.0
0.09574189,0.19426197,453,0.08,0.15993173,45400.0,0.4,0.8269991,-13.638945,9080.0
0.09575296,0.19427702,454,0.09,0.15997012,45500.0,0.3,0.8270283,-11.783161,9100.0
0.09574414,0.19428363,455,0.17,0.15997395,45600.0,0.55,0.82701254,-11.347082,9120.0
0.09577012,0.19429582,456,0.17,0.15999947,45700.0,0.3,0.82701916,-11.831118,9140.0
0.095802926,0.19432026,457,0.2,0.16000353,45800.0,0.35,0.8270791,-14.146993,9160.0
0.095818736,0.19431987,458,0.15,0.15998644,45900.0,0.4,0.8270932,-12.882092,9180.0
0.09583772,0.19433819,459,0.19,0.15998377,46000.0,0.7,0.82714003,-11.224302,9200.0
0.095847696,0.19433703,460,0.17,0.15995134,46100.0,0.5,0.8271642,-9.156866,9220.0
0.095860794,0.1943417,461,0.11,0.15995662,46200.0,0.6,0.8271968,-9.969828,9240.0
0.095875,0.19433868,462,0.22,0.159944,46300.0,0.7,0.8271789,-8.257993,9260.0
0.09586153,0.19433294,463,0.11,0.15993409,46400.0,0.65,0.8271851,-9.917429,9280.0
0.09585654,0.19433728,464,0.12,0.15992044,46500.0,0.7,0.8272009,-8.082599,9300.0
0.09585329,0.19434273,465,0.19,0.1598987,46600.0,0.6,0.8272092,-7.7354646,9320.0
0.09585538,0.1943447,466,0.2,0.15991382,46700.0,0.6,0.8272319,-12.4732685,9340.0
0.09587976,0.1943401,467,0.23,0.15990874,46800.0,0.65,0.82722807,-14.432553,9360.0
0.09587972,0.19434875,468,0.17,0.15989819,46900.0,0.5,0.82724005,-13.635149,9380.0
0.095872395,0.19435166,469,0.18,0.15991028,47000.0,0.45,0.82726145,-15.584452,9400.0
0.09591846,0.19434443,470,0.14,0.15993401,47100.0,0.75,0.8272602,-8.148985,9420.0
0.09593736,0.19433974,471,0.17,0.15994029,47200.0,0.65,0.8272628,-9.557077,9440.0
0.095950864,0.19434689,472,0.15,0.15995477,47300.0,0.45,0.8272905,-13.633069,9460.0
0.09595983,0.19434729,473,0.17,0.1599735,47400.0,0.7,0.8272989,-10.61828,9480.0
0.0959806,0.19434616,474,0.19,0.16000758,47500.0,0.45,0.82732695,-13.03084,9500.0
0.096010655,0.1943467,475,0.15,0.16005671,47600.0,0.65,0.8273156,-14.341626,9520.0
0.09605174,0.19434378,476,0.15,0.16006856,47700.0,0.5,0.82730144,-11.43696,9540.0
0.09607068,0.19434433,477,0.19,0.16005455,47800.0,0.45,0.8273255,-11.057057,9560.0
0.09605567,0.19435874,478,0.22,0.16001664,47900.0,0.5,0.8273478,-10.416126,9580.0
0.096077226,0.19435057,479,0.16,0.1600527,48000.0,0.55,0.8273709,-13.799955,9600.0
0.09612549,0.19435526,480,0.18,0.1600823,48100.0,0.65,0.8273569,-10.9992,9620.0
0.096121274,0.19434482,481,0.13,0.16012196,48200.0,0.65,0.82734555,-12.364645,9640.0
0.0961642,0.19435161,482,0.21,0.16013359,48300.0,0.65,0.8273449,-11.007626,9660.0
0.09621049,0.19435076,483,0.13,0.1601597,48400.0,0.6,0.8273239,-13.359856,9680.0
0.09623339,0.19434962,484,0.15,0.16019063,48500.0,0.45,0.8273367,-12.562065,9700.0
0.09624232,0.19435179,485,0.15,0.16017729,48600.0,0.6,0.8273349,-9.79353,9720.0
0.09629025,0.19434133,486,0.17,0.16018702,48700.0,0.8,0.8273377,-7.085656,9740.0
0.09630252,0.19434634,487,0.18,0.16021161,48800.0,0.3,0.8273267,-13.277273,9760.0
0.09631946,0.19434689,488,0.1,0.16018856,48900.0,0.55,0.82735354,-10.570079,9780.0
0.09632379,0.19433881,489,0.21,0.16019696,49000.0,0.6,0.8273318,-8.388281,9800.0
0.09635558,0.19434498,490,0.17,0.16025662,49100.0,0.4,0.82732517,-13.793981,9820.0
0.09636679,0.19435124,491,0.17,0.16025917,49200.0,0.7,0.8273678,-9.309992,9840.0
0.09637298,0.19436048,492,0.11,0.16025178,49300.0,0.5,0.8273905,-7.9576387,9860.0
0.096372575,0.19435951,493,0.14,0.16022499,49400.0,0.45,0.82741946,-10.525336,9880.0
0.096444994,0.1943606,494,0.14,0.16025281,49500.0,0.5,0.82743853,-12.615961,9900.0
0.09645541,0.1943613,495,0.15,0.16028456,49600.0,0.6,0.82745194,-9.475874,9920.0
0.09647534,0.19436693,496,0.14,0.1602678,49700.0,0.7,0.82746094,-10.69029,9940.0
0.09647893,0.19438095,497,0.1,0.16027825,49800.0,0.5,0.82748795,-11.015523,9960.0
0.09649406,0.19439429,498,0.16,0.16030668,49900.0,0.4,0.82753366,-11.0061455,9980.0
0.09651028,0.19439588,499,0.12,0.16033956,50000.0,0.4,0.82754606,-12.138435,10000.0
0.09653207,0.19439171,500,0.15,0.16038477,50100.0,0.3,0.82752514,-13.173645,10020.0
0.09652004,0.19439323,501,0.23,0.16035287,50200.0,0.45,0.82753783,-10.051454,10040.0
0.09652852,0.19439249,502,0.21,0.16033639,50300.0,0.7,0.82754564,-10.452248,10060.0
0.09654546,0.19439247,503,0.17,0.16036719,50400.0,0.35,0.82756275,-7.8783646,10080.0
0.09654605,0.19439195,504,0.19,0.16035177,50500.0,0.4,0.8275549,-12.278965,10100.0
0.09657917,0.19438975,505,0.27,0.16035062,50600.0,0.4,0.82755,-11.8502865,10120.0
0.096576735,0.19439478,506,0.1,0.16034399,50700.0,0.75,0.82755184,-9.510294,10140.0
0.0966125,0.1943944,507,0.12,0.16036554,50800.0,0.55,0.82755,-12.190485,10160.0
0.096604474,0.19439293,508,0.17,0.1603676,50900.0,0.4,0.82753533,-9.249595,10180.0
0.09661466,0.19439566,509,0.09,0.16036414,51000.0,0.35,0.8275571,-13.815448,10200.0
0.09663699,0.19438833,510,0.09,0.16035905,51100.0,0.6,0.8275456,-8.240468,10220.0
0.09665379,0.19438684,511,0.15,0.16039474,51200.0,0.6,0.8275557,-10.102251,10240.0
0.096643,0.19439052,512,0.11,0.16040652,51300.0,0.45,0.8275488,-10.103792,10260.0
0.09665041,0.19438702,513,0.15,0.16039456,51400.0,0.55,0.8275335,-9.721722,10280.0
0.09666887,0.19438756,514,0.15,0.16037126,51500.0,0.5,0.8275469,-12.086699,10300.0
0.096701995,0.19438009,515,0.14,0.16041282,51600.0,0.3,0.82753366,-12.910848,10320.0
0.0967222,0.19437677,516,0.13,0.16040987,51700.0,0.4,0.82754517,-13.218515,10340.0
0.09675664,0.19437557,517,0.19,0.16043091,51800.0,0.6,0.8275418,-9.416288,10360.0
0.096773535,0.19437468,518,0.16,0.16049339,51900.0,0.4,0.8275342,-13.642464,10380.0
0.09678978,0.19436543,519,0.17,0.16054189,52000.0,0.65,0.82752657,-11.681959,10400.0
0.0967928,0.1943659,520,0.12,0.16054823,52100.0,0.55,0.82754725,-10.83909,10420.0
0.0968106,0.19435848,521,0.15,0.16054653,52200.0,0.7,0.8275447,-11.032512,10440.0
0.096834704,0.194354,522,0.14,0.16055782,52300.0,0.7,0.8275094,-10.663171,10460.0
0.096820384,0.19435576,523,0.18,0.16053836,52400.0,0.6,0.8275144,-11.631581,10480.0
0.09683745,0.19434655,524,0.2,0.16059904,52500.0,0.7,0.82749397,-12.76198,10500.0
0.09689271,0.19434349,525,0.17,0.16064568,52600.0,0.55,0.8274725,-14.359238,10520.0
0.096918285,0.19434062,526,0.16,0.16068502,52700.0,0.5,0.8274626,-13.415339,10540.0
0.09691766,0.19434075,527,0.26,0.16067033,52800.0,0.35,0.8274602,-15.063295,10560.0
0.09691228,0.1943382,528,0.12,0.16067156,52900.0,0.7,0.8274767,-11.497478,10580.0
0.09693647,0.19432744,529,0.13,0.16070014,53000.0,0.55,0.8274498,-11.900415,10600.0
0.096996605,0.19431973,530,0.12,0.16070753,53100.0,0.35,0.8274444,-12.97444,10620.0
0.09704184,0.19430758,531,0.14,0.16076887,53200.0,0.75,0.8274062,-11.193033,10640.0
0.09704658,0.19430766,532,0.22,0.16081269,53300.0,0.85,0.8273885,-10.154929,10660.0
0.097080015,0.19430798,533,0.26,0.16083156,53400.0,0.4,0.8273651,-16.039738,10680.0
0.0971003,0.19430745,534,0.24,0.16083802,53500.0,0.6,0.8273365,-9.302022,10700.0
0.097090766,0.19430833,535,0.22,0.16089757,53600.0,0.6,0.8273135,-10.986058,10720.0
0.09709638,0.19430815,536,0.2,0.16092406,53700.0,0.55,0.8272975,-12.138964,10740.0
0.097105294,0.19431278,537,0.16,0.16094214,53800.0,0.5,0.82729155,-16.250439,10760.0
0.097107485,0.19431467,538,0.2,0.16095018,53900.0,0.6,0.82729214,-12.36599,10780.0
0.09713837,0.19431943,539,0.14,0.16101243,54000.0,0.5,0.827281,-14.004046,10800.0
0.0971806,0.19431171,540,0.2,0.16107295,54100.0,0.6,0.8272616,-11.730398,10820.0
0.0972368,0.19430275,541,0.11,0.16114958,54200.0,0.45,0.82726806,-14.619242,10840.0
0.09723386,0.19429937,542,0.17,0.16114025,54300.0,0.35,0.8272597,-15.30279,10860.0
0.09724056,0.194304,543,0.12,0.16114797,54400.0,0.6,0.82725215,-10.193809,10880.0
0.09727606,0.19429412,544,0.16,0.16122174,54500.0,0.35,0.8272049,-13.55392,10900.0
0.09727468,0.19429857,545,0.19,0.1612287,54600.0,0.4,0.82720715,-14.186813,10920.0
0.09726394,0.19429311,546,0.2,0.16121154,54700.0,0.5,0.827184,-13.135823,10940.0
0.09728822,0.19428517,547,0.2,0.16124041,54800.0,0.6,0.8271408,-13.415491,10960.0
0.097308226,0.19428213,548,0.16,0.16127175,54900.0,0.45,0.82713526,-15.436182,10980.0
0.097328804,0.19427973,549,0.12,0.1613133,55000.0,0.75,0.8271195,-11.732808,11000.0
0.09735854,0.1942781,550,0.17,0.16136353,55100.0,0.55,0.8271148,-10.965034,11020.0
0.097403154,0.19427174,551,0.15,0.16138662,55200.0,0.7,0.8271113,-11.974951,11040.0
0.09742671,0.19426645,552,0.21,0.16140129,55300.0,0.25,0.8270895,-16.555683,11060.0
0.097470045,0.19426748,553,0.16,0.16140811,55400.0,0.55,0.827095,-13.193751,11080.0
0.09747527,0.19426805,554,0.17,0.16142726,55500.0,0.45,0.82708305,-13.256833,11100.0
0.09750625,0.19425921,555,0.21,0.16147932,55600.0,0.3,0.82703286,-16.097649,11120.0
