stats_g/std,train/success_rate,train/episode,test/success_rate,test/episode,stats_o/mean,stats_g/mean,test/mean_Q,stats_o/std,epoch
0.0662489,0.95,26900.0,1.0,5380.0,0.20014748,0.83820385,-1.1806809,0.1058522,268
0.06623032,0.96,27000.0,0.95,5400.0,0.20016117,0.8381982,-1.4197347,0.105883904,269
0.066206135,0.96,27100.0,0.95,5420.0,0.20018572,0.8382003,-1.4293897,0.105877526,270
0.06617665,0.96,27200.0,1.0,5440.0,0.20021315,0.8382018,-1.1555147,0.10591031,271
0.066171326,0.96,27300.0,1.0,5460.0,0.20022626,0.8382306,-1.2027864,0.1059488,272
0.06615918,0.99,27400.0,1.0,5480.0,0.20023055,0.83823365,-1.1511906,0.1059521,273
0.06615379,0.94,27500.0,1.0,5500.0,0.20023763,0.83823997,-0.82603276,0.10597518,274
0.06614166,0.97,27600.0,1.0,5520.0,0.20023565,0.8382618,-1.0952195,0.10593795,275
0.06611133,0.97,27700.0,1.0,5540.0,0.20023027,0.8382805,-1.1052358,0.10588708,276
0.06609375,0.98,27800.0,1.0,5560.0,0.20023279,0.83828306,-0.8897728,0.105902664,277
0.06606925,0.98,27900.0,1.0,5580.0,0.20022322,0.83827823,-0.92842627,0.10592439,278
0.066042684,0.98,28000.0,1.0,5600.0,0.2002332,0.83825415,-1.0447314,0.10592151,279
0.06603081,0.97,28100.0,1.0,5620.0,0.20025635,0.8382731,-1.1375575,0.10594695,280
0.06603864,0.98,28200.0,1.0,5640.0,0.20024039,0.8382595,-0.82579553,0.10596605,281
0.06601485,0.95,28300.0,1.0,5660.0,0.2002443,0.838274,-1.054133,0.1059206,282
0.06600203,0.96,28400.0,1.0,5680.0,0.20026012,0.8382862,-0.9719844,0.10593455,283
0.06600918,0.96,28500.0,1.0,5700.0,0.20026828,0.83829314,-1.1588676,0.10590999,284
0.065983824,0.94,28600.0,1.0,5720.0,0.20027904,0.838285,-1.004329,0.10595191,285
0.065976925,0.94,28700.0,1.0,5740.0,0.20029597,0.83828545,-1.2114191,0.1059951,286
0.066003814,0.95,28800.0,1.0,5760.0,0.20029345,0.8382843,-1.1327711,0.106033966,287
0.066022396,0.97,28900.0,1.0,5780.0,0.20029955,0.8382903,-0.9921411,0.10604636,288
0.06600363,0.98,29000.0,1.0,5800.0,0.20029682,0.83829516,-1.1193433,0.106037855,289
0.06599634,0.98,29100.0,1.0,5820.0,0.20033045,0.8383307,-1.1572711,0.10608302,290
0.06597669,0.95,29200.0,1.0,5840.0,0.20034546,0.8383619,-1.1569918,0.106145866,291
0.0659539,0.97,29300.0,1.0,5860.0,0.20035453,0.8383519,-1.0837485,0.106160425,292
0.06593122,0.95,29400.0,1.0,5880.0,0.20037194,0.8383674,-0.9448826,0.10619115,293
0.06592339,0.93,29500.0,1.0,5900.0,0.20039243,0.83838135,-1.0086073,0.10623052,294
0.065924935,0.94,29600.0,1.0,5920.0,0.2004157,0.83838177,-0.9546257,0.106213786,295
0.06594032,0.94,29700.0,1.0,5940.0,0.20041601,0.83837605,-1.2198608,0.10623427,296
0.065927595,0.94,29800.0,1.0,5960.0,0.20041603,0.83838415,-1.1639731,0.10623583,297
0.06594383,0.93,29900.0,1.0,5980.0,0.20040853,0.8383832,-1.1840391,0.10626647,298
0.065937966,0.94,30000.0,1.0,6000.0,0.20041548,0.83838564,-1.2317863,0.10629997,299
