train/success_rate,epoch,stats_g/mean,test/mean_Q,stats_o/std,stats_o/mean,stats_g/std,test/success_rate,test/episode,train/episode
0.01,273,0.8517041,-44.23817,0.074301146,0.17693268,0.11857629,0.0,5480.0,27400.0
0.01,274,0.85171384,-41.239388,0.07432438,0.17692548,0.1185823,0.0,5500.0,27500.0
0.0,275,0.8517501,-47.39833,0.07431309,0.17692257,0.118596494,0.0,5520.0,27600.0
0.0,276,0.8517239,-44.68033,0.074358925,0.17691147,0.1185837,0.0,5540.0,27700.0
0.0,277,0.85170704,-43.671253,0.07437138,0.17690133,0.11859661,0.05,5560.0,27800.0
0.01,278,0.85167557,-44.790314,0.074374504,0.17688127,0.11858239,0.0,5580.0,27900.0
0.03,279,0.8516695,-42.561832,0.07435701,0.1768582,0.11858515,0.0,5600.0,28000.0
0.01,280,0.85165405,-46.69388,0.074375756,0.17687021,0.11857077,0.0,5620.0,28100.0
0.01,281,0.85160893,-43.71813,0.074357554,0.17686947,0.11857631,0.0,5640.0,28200.0
0.01,282,0.85160667,-45.91504,0.07439813,0.17686912,0.11857287,0.0,5660.0,28300.0
0.0,283,0.8515752,-43.753376,0.07439545,0.17686762,0.11857182,0.0,5680.0,28400.0
0.0,284,0.8515709,-46.14386,0.07445133,0.1768613,0.11857406,0.0,5700.0,28500.0
0.01,285,0.851548,-44.135338,0.07446201,0.1768671,0.11857166,0.0,5720.0,28600.0
0.01,286,0.8515423,-43.444496,0.07444917,0.17687343,0.11858282,0.0,5740.0,28700.0
0.03,287,0.8515174,-44.78225,0.07446142,0.17687172,0.118590154,0.0,5760.0,28800.0
0.01,288,0.851546,-46.66279,0.07444772,0.17687328,0.11859542,0.0,5780.0,28900.0
0.02,289,0.851553,-45.34011,0.07447078,0.17687017,0.11862657,0.0,5800.0,29000.0
0.01,290,0.851556,-46.81656,0.07446973,0.1768752,0.11862711,0.0,5820.0,29100.0
0.0,291,0.85160136,-46.513832,0.07448044,0.17687984,0.11861455,0.0,5840.0,29200.0
0.01,292,0.8516342,-47.167107,0.07448221,0.17688444,0.118606605,0.0,5860.0,29300.0
0.02,293,0.85162634,-46.114876,0.074506864,0.17689663,0.11861951,0.0,5880.0,29400.0
0.02,294,0.85164213,-45.61341,0.07453244,0.1769021,0.118598096,0.0,5900.0,29500.0
0.03,295,0.85165596,-45.101402,0.07454299,0.17691217,0.11858535,0.05,5920.0,29600.0
0.01,296,0.8516578,-44.958374,0.0745922,0.17693016,0.11859398,0.05,5940.0,29700.0
0.01,297,0.8516495,-44.263435,0.07462249,0.17694958,0.11861656,0.0,5960.0,29800.0
0.01,298,0.85169244,-45.02378,0.074698,0.17696732,0.11862352,0.0,5980.0,29900.0
0.01,299,0.8516672,-43.897808,0.074750215,0.17697893,0.11860455,0.0,6000.0,30000.0
0.02,300,0.8516303,-45.712784,0.07476915,0.1769955,0.118611,0.0,6020.0,30100.0
0.03,301,0.85164505,-43.90293,0.07480963,0.17700377,0.11863085,0.0,6040.0,30200.0
0.02,302,0.8516589,-43.083046,0.07482234,0.17702259,0.11863654,0.0,6060.0,30300.0
0.02,303,0.8516357,-44.116894,0.07484427,0.17702562,0.118629016,0.0,6080.0,30400.0
0.04,304,0.8516326,-45.85891,0.07486435,0.17704134,0.11861668,0.0,6100.0,30500.0
0.02,305,0.8516671,-42.77057,0.07489359,0.17706366,0.11861396,0.05,6120.0,30600.0
0.02,306,0.8516473,-45.147423,0.07494142,0.17707518,0.11863637,0.0,6140.0,30700.0
0.0,307,0.8516559,-38.59209,0.07499599,0.17708899,0.11864523,0.0,6160.0,30800.0
0.01,308,0.8516241,-45.970177,0.07498052,0.1771082,0.118652225,0.0,6180.0,30900.0
0.03,309,0.8516181,-42.940536,0.074988365,0.17713949,0.11864627,0.0,6200.0,31000.0
0.02,310,0.8515981,-43.350033,0.07498024,0.17715286,0.11866293,0.0,6220.0,31100.0
0.03,311,0.8515975,-40.235996,0.07502451,0.17716755,0.118663274,0.05,6240.0,31200.0
0.02,312,0.85157174,-41.1504,0.07504802,0.17718327,0.11865154,0.05,6260.0,31300.0
0.02,313,0.8515648,-44.218422,0.07505585,0.17719556,0.118662715,0.0,6280.0,31400.0
0.01,314,0.85157084,-39.06185,0.07509053,0.17720671,0.11865294,0.05,6300.0,31500.0
0.02,315,0.85158724,-41.848938,0.07508955,0.17723003,0.11865175,0.0,6320.0,31600.0
0.0,316,0.8516085,-39.694206,0.07511402,0.17725289,0.11866281,0.05,6340.0,31700.0
0.0,317,0.85163456,-40.822144,0.075113505,0.17727982,0.11867628,0.0,6360.0,31800.0
0.0,318,0.851618,-35.25777,0.07512834,0.17730434,0.11870118,0.0,6380.0,31900.0
0.03,319,0.8516008,-37.71341,0.07514038,0.17731042,0.118676625,0.05,6400.0,32000.0
0.01,320,0.85157305,-40.46459,0.07514774,0.17732765,0.1186826,0.0,6420.0,32100.0
0.01,321,0.8515617,-38.93678,0.075146206,0.1773313,0.11867469,0.05,6440.0,32200.0
0.02,322,0.85152745,-40.010365,0.075144164,0.17733262,0.11867275,0.0,6460.0,32300.0
0.0,323,0.8515001,-41.482506,0.07514099,0.17733607,0.11867976,0.0,6480.0,32400.0
0.01,324,0.85151845,-42.082104,0.075115554,0.1773439,0.11868334,0.0,6500.0,32500.0
0.01,325,0.8515343,-41.5004,0.07509944,0.17735562,0.11867251,0.0,6520.0,32600.0
0.0,326,0.85149366,-40.630695,0.075174496,0.17736053,0.11866552,0.0,6540.0,32700.0
0.01,327,0.85149217,-40.95313,0.075255975,0.17736433,0.11866943,0.0,6560.0,32800.0
0.01,328,0.85148793,-40.644867,0.07527388,0.17737299,0.11866003,0.0,6580.0,32900.0
0.02,329,0.8514913,-42.03556,0.07528483,0.1773794,0.118639804,0.0,6600.0,33000.0
0.01,330,0.8514784,-40.41269,0.07532822,0.17738208,0.11862052,0.0,6620.0,33100.0
0.03,331,0.8515025,-41.708866,0.07531466,0.1773897,0.11863168,0.0,6640.0,33200.0
0.0,332,0.8514962,-43.947014,0.075348645,0.17740296,0.11864248,0.0,6660.0,33300.0
0.01,333,0.85152894,-42.335186,0.07538738,0.17741233,0.1186462,0.05,6680.0,33400.0
0.02,334,0.8515303,-42.282936,0.07538203,0.17742018,0.11865061,0.0,6700.0,33500.0
0.0,335,0.8515582,-43.576103,0.075398214,0.17742717,0.118655555,0.0,6720.0,33600.0
0.01,336,0.8515466,-37.106358,0.07538047,0.17744045,0.11866555,0.05,6740.0,33700.0
0.0,337,0.85152555,-42.359566,0.0753802,0.17745963,0.118691765,0.05,6760.0,33800.0
0.02,338,0.85152626,-42.308266,0.07544426,0.17747055,0.11870182,0.05,6780.0,33900.0
0.0,339,0.8515584,-42.463524,0.07544282,0.17749092,0.118703574,0.0,6800.0,34000.0
0.03,340,0.851522,-41.01999,0.0754557,0.17749162,0.118718326,0.1,6820.0,34100.0
0.0,341,0.85149264,-42.508324,0.07545987,0.17750855,0.11869546,0.0,6840.0,34200.0
0.0,342,0.851518,-43.146545,0.07552165,0.17751624,0.1187008,0.0,6860.0,34300.0
0.0,343,0.85150623,-40.05613,0.07553162,0.17754063,0.11868953,0.05,6880.0,34400.0
0.0,344,0.8514797,-42.304684,0.075549394,0.17755361,0.1186831,0.0,6900.0,34500.0
0.01,345,0.85149026,-41.74563,0.0756274,0.17755713,0.11866752,0.05,6920.0,34600.0
0.0,346,0.8515454,-40.51779,0.07572164,0.17757449,0.11869013,0.0,6940.0,34700.0
0.02,347,0.8515385,-42.177055,0.075770356,0.17758846,0.118698396,0.0,6960.0,34800.0
0.01,348,0.85150796,-39.703342,0.075804204,0.17760658,0.11869647,0.05,6980.0,34900.0
0.01,349,0.8514969,-40.537327,0.0758495,0.1776305,0.11869796,0.0,7000.0,35000.0
0.01,350,0.8515272,-42.86233,0.075898215,0.17765306,0.11869619,0.0,7020.0,35100.0
0.0,351,0.85154194,-43.688732,0.075941496,0.17766623,0.11868721,0.0,7040.0,35200.0
0.01,352,0.85151196,-41.623455,0.07598635,0.17767341,0.11870929,0.0,7060.0,35300.0
0.02,353,0.8514989,-41.124496,0.07601111,0.1776779,0.11871042,0.0,7080.0,35400.0
0.0,354,0.85148174,-40.357376,0.076063536,0.17767847,0.11872693,0.0,7100.0,35500.0
0.02,355,0.85149795,-38.032295,0.07616138,0.17767987,0.118729234,0.0,7120.0,35600.0
0.0,356,0.8514929,-35.708855,0.07622897,0.17768034,0.11872196,0.0,7140.0,35700.0
0.02,357,0.85148853,-41.614323,0.07627146,0.17768262,0.118730985,0.0,7160.0,35800.0
0.01,358,0.85149163,-43.741325,0.07631162,0.17768848,0.1187309,0.0,7180.0,35900.0
0.0,359,0.8514902,-43.399223,0.07635426,0.17769378,0.11873575,0.0,7200.0,36000.0
0.0,360,0.8514488,-39.02527,0.076395474,0.17769378,0.11872276,0.0,7220.0,36100.0
0.0,361,0.85148096,-39.390232,0.07644919,0.17770495,0.11872426,0.0,7240.0,36200.0
0.02,362,0.8514507,-43.72976,0.076507896,0.17771158,0.11871157,0.0,7260.0,36300.0
0.0,363,0.8514912,-40.040222,0.07657677,0.17770994,0.118701994,0.1,7280.0,36400.0
0.03,364,0.8514938,-43.01028,0.07657698,0.17769977,0.11869377,0.0,7300.0,36500.0
0.02,365,0.85148716,-41.75831,0.07658847,0.17769809,0.11869866,0.0,7320.0,36600.0
0.0,366,0.85148096,-41.84197,0.07663142,0.17770024,0.118696354,0.05,7340.0,36700.0
0.02,367,0.8514635,-45.899986,0.07667086,0.17769916,0.1187009,0.0,7360.0,36800.0
0.01,368,0.8514612,-38.36423,0.07669423,0.17770262,0.118696906,0.05,7380.0,36900.0
0.03,369,0.8514752,-39.477062,0.07672627,0.17769666,0.11870426,0.0,7400.0,37000.0
0.03,370,0.85149664,-41.49898,0.07675936,0.17770353,0.11870185,0.0,7420.0,37100.0
0.0,371,0.8514909,-36.341484,0.076778315,0.17770216,0.118671335,0.05,7440.0,37200.0
0.01,372,0.8514936,-40.478504,0.07678586,0.17769884,0.11869216,0.05,7460.0,37300.0
0.02,373,0.85151964,-42.99106,0.07681283,0.17768872,0.118690215,0.0,7480.0,37400.0
0.0,374,0.8515281,-42.306877,0.07681396,0.17768508,0.11869747,0.0,7500.0,37500.0
0.03,375,0.8515127,-40.323616,0.076854296,0.1776846,0.11870382,0.0,7520.0,37600.0
0.03,376,0.85149115,-40.08946,0.076892115,0.17767052,0.11870185,0.05,7540.0,37700.0
0.01,377,0.85143775,-42.281754,0.076969385,0.17765608,0.11871338,0.0,7560.0,37800.0
0.0,378,0.8514748,-39.055046,0.07698666,0.1776596,0.118703395,0.05,7580.0,37900.0
0.03,379,0.8514727,-40.440624,0.07704175,0.17765749,0.11871681,0.0,7600.0,38000.0
0.0,380,0.85141563,-40.499977,0.07715541,0.17765127,0.11871654,0.0,7620.0,38100.0
0.02,381,0.851391,-39.048126,0.07721748,0.1776488,0.11871966,0.05,7640.0,38200.0
0.01,382,0.85135335,-42.270023,0.077259295,0.17765541,0.11868888,0.0,7660.0,38300.0
0.02,383,0.8513577,-43.263752,0.077263966,0.17765936,0.118675806,0.05,7680.0,38400.0
0.01,384,0.8513577,-42.491615,0.07732262,0.17765358,0.11866739,0.0,7700.0,38500.0
0.01,385,0.8513681,-40.243034,0.07734923,0.17766038,0.11867851,0.0,7720.0,38600.0
0.01,386,0.85135525,-43.54787,0.07736576,0.1776529,0.11867368,0.0,7740.0,38700.0
0.0,387,0.85135454,-41.705887,0.07735334,0.1776467,0.11869154,0.0,7760.0,38800.0
0.02,388,0.85132366,-42.85277,0.0773807,0.17764331,0.11869007,0.0,7780.0,38900.0
0.0,389,0.8512922,-42.7754,0.07738186,0.17763722,0.118679166,0.0,7800.0,39000.0
0.01,390,0.8513131,-43.425766,0.07737587,0.17763989,0.11869222,0.0,7820.0,39100.0
0.01,391,0.8513519,-42.793938,0.07737822,0.17763785,0.1186811,0.0,7840.0,39200.0
0.01,392,0.8513635,-42.797543,0.07739154,0.17762765,0.118681274,0.0,7860.0,39300.0
0.02,393,0.85135746,-39.68525,0.0774149,0.17762306,0.11866345,0.0,7880.0,39400.0
0.03,394,0.8513751,-44.119118,0.077462494,0.17761979,0.1186643,0.0,7900.0,39500.0
0.02,395,0.8513954,-44.600727,0.07743762,0.17762674,0.118659504,0.0,7920.0,39600.0
0.03,396,0.8513889,-43.07643,0.07744786,0.17762654,0.11865058,0.05,7940.0,39700.0
0.03,397,0.8513577,-44.98358,0.077475116,0.17764309,0.118637405,0.0,7960.0,39800.0
0.01,398,0.85135204,-43.046417,0.07744962,0.17764908,0.11863465,0.0,7980.0,39900.0
0.0,399,0.8513405,-44.68447,0.077429906,0.177656,0.11863297,0.0,8000.0,40000.0
0.03,400,0.8513346,-41.099686,0.07741484,0.17766134,0.11863459,0.0,8020.0,40100.0
0.02,401,0.8513424,-42.464222,0.0774029,0.17766283,0.11864036,0.0,8040.0,40200.0
0.02,402,0.851325,-43.030285,0.07738494,0.17766623,0.11863055,0.0,8060.0,40300.0
0.03,403,0.85130876,-39.65973,0.07737441,0.17766716,0.1186376,0.0,8080.0,40400.0
0.02,404,0.8513508,-44.405766,0.077383086,0.17766787,0.118660845,0.0,8100.0,40500.0
0.0,405,0.8513438,-45.754646,0.077367455,0.17766932,0.11868479,0.0,8120.0,40600.0
0.0,406,0.8512834,-41.310047,0.077364326,0.17766485,0.11870012,0.0,8140.0,40700.0
0.02,407,0.85129666,-40.453968,0.07737075,0.1776618,0.11870992,0.0,8160.0,40800.0
0.0,408,0.8513058,-42.048195,0.07739732,0.17766537,0.11872334,0.0,8180.0,40900.0
0.02,409,0.8513101,-41.336617,0.07739175,0.17767642,0.11873311,0.0,8200.0,41000.0
0.01,410,0.8513379,-39.12797,0.077379264,0.17767899,0.1187528,0.0,8220.0,41100.0
0.03,411,0.85134053,-43.620262,0.07741508,0.1776837,0.11877047,0.05,8240.0,41200.0
0.05,412,0.85133415,-43.136715,0.077457234,0.17768799,0.118785314,0.05,8260.0,41300.0
0.03,413,0.85134834,-42.61804,0.07743657,0.17768794,0.11879808,0.0,8280.0,41400.0
0.04,414,0.85134983,-41.734642,0.07749101,0.1776907,0.11880242,0.05,8300.0,41500.0
0.01,415,0.85140294,-43.887554,0.07748049,0.17769678,0.118824035,0.05,8320.0,41600.0
0.04,416,0.851407,-42.514057,0.07752061,0.17770353,0.11883559,0.0,8340.0,41700.0
0.04,417,0.8514119,-40.68,0.07755962,0.17770247,0.11884761,0.1,8360.0,41800.0
0.03,418,0.8513935,-42.46068,0.0775834,0.17771444,0.11885399,0.0,8380.0,41900.0
0.01,419,0.85140914,-40.2069,0.07761788,0.17772369,0.118875444,0.05,8400.0,42000.0
0.03,420,0.85145,-43.788677,0.077649504,0.17773731,0.11889056,0.0,8420.0,42100.0
0.04,421,0.8514421,-41.09077,0.07767188,0.17773655,0.11889624,0.0,8440.0,42200.0
0.02,422,0.85142875,-41.814842,0.07771594,0.17774117,0.11889469,0.0,8460.0,42300.0
0.02,423,0.8514313,-44.64003,0.07775149,0.17774847,0.11888731,0.0,8480.0,42400.0
0.02,424,0.8514261,-40.36912,0.07781126,0.1777439,0.11888325,0.05,8500.0,42500.0
0.0,425,0.8514599,-42.201393,0.07789636,0.17773914,0.11889148,0.0,8520.0,42600.0
0.02,426,0.8514707,-36.391045,0.07795471,0.1777392,0.11889096,0.0,8540.0,42700.0
0.0,427,0.8514807,-35.9898,0.077968374,0.1777382,0.11890031,0.0,8560.0,42800.0
0.03,428,0.8514803,-40.46804,0.0779936,0.17773029,0.11890939,0.0,8580.0,42900.0
0.01,429,0.8514798,-36.701332,0.07797201,0.17773092,0.118931144,0.0,8600.0,43000.0
0.02,430,0.8514974,-37.91465,0.077954516,0.17773464,0.118950635,0.0,8620.0,43100.0
0.0,431,0.85150975,-39.25579,0.077952206,0.1777237,0.11896941,0.0,8640.0,43200.0
0.02,432,0.8514836,-42.96525,0.077953495,0.17772207,0.11898222,0.0,8660.0,43300.0
0.0,433,0.85149884,-39.017204,0.077948704,0.1777112,0.11896459,0.0,8680.0,43400.0
0.02,434,0.8514635,-39.20887,0.07797851,0.17770892,0.11896849,0.0,8700.0,43500.0
0.01,435,0.8514982,-43.14989,0.077960856,0.17770855,0.11899454,0.0,8720.0,43600.0
0.01,436,0.85147834,-38.070286,0.07798779,0.17771566,0.119001634,0.0,8740.0,43700.0
0.01,437,0.85147476,-41.182255,0.07803084,0.17771757,0.119024254,0.0,8760.0,43800.0
0.0,438,0.85149413,-40.556984,0.078038186,0.17771073,0.11902389,0.0,8780.0,43900.0
0.01,439,0.8515053,-40.01712,0.07807905,0.1777078,0.11902294,0.0,8800.0,44000.0
0.0,440,0.8515045,-38.382225,0.07807122,0.17770359,0.11904856,0.0,8820.0,44100.0
0.01,441,0.8514853,-41.08984,0.07810289,0.17769372,0.11907021,0.0,8840.0,44200.0
0.01,442,0.8514852,-37.72058,0.07813849,0.17769222,0.11907011,0.0,8860.0,44300.0
0.0,443,0.8515022,-44.34115,0.078166686,0.17768946,0.1190638,0.0,8880.0,44400.0
0.01,444,0.8514817,-37.40466,0.07815442,0.17768604,0.11907577,0.0,8900.0,44500.0
0.02,445,0.8514671,-40.485985,0.078161165,0.17768115,0.11907888,0.0,8920.0,44600.0
0.0,446,0.8514375,-42.70561,0.07819296,0.1776698,0.11908358,0.0,8940.0,44700.0
0.02,447,0.85143495,-38.242252,0.07820507,0.17766315,0.119075924,0.0,8960.0,44800.0
0.02,448,0.85143334,-36.350124,0.07820193,0.17765234,0.11908686,0.0,8980.0,44900.0
0.04,449,0.8514069,-37.21537,0.07825265,0.17765044,0.11909305,0.0,9000.0,45000.0
0.02,450,0.8513885,-38.108284,0.0782597,0.17765054,0.119088404,0.0,9020.0,45100.0
0.0,451,0.85135704,-39.13331,0.07833138,0.17765078,0.11909882,0.0,9040.0,45200.0
0.02,452,0.8513748,-39.418724,0.07839642,0.17764525,0.119101524,0.0,9060.0,45300.0
0.01,453,0.8513667,-38.084053,0.078414276,0.17764099,0.119128294,0.0,9080.0,45400.0
0.0,454,0.8513651,-35.218372,0.0784447,0.17762765,0.119140714,0.0,9100.0,45500.0
0.02,455,0.8513279,-40.28585,0.07850262,0.1776205,0.11914458,0.0,9120.0,45600.0
0.01,456,0.8513252,-35.163494,0.07855987,0.17761114,0.11914585,0.0,9140.0,45700.0
0.01,457,0.8513463,-39.164772,0.07856959,0.17761333,0.11917142,0.0,9160.0,45800.0
0.0,458,0.85133713,-35.510246,0.078610145,0.17760813,0.11918088,0.0,9180.0,45900.0
0.0,459,0.85135776,-34.521004,0.07859782,0.1776031,0.11919708,0.0,9200.0,46000.0
0.0,460,0.8513685,-34.86461,0.07862858,0.17759077,0.119192384,0.0,9220.0,46100.0
0.0,461,0.8513796,-35.47091,0.07861343,0.17758432,0.119195245,0.0,9240.0,46200.0
0.02,462,0.8513462,-33.103912,0.07860321,0.17756741,0.11920833,0.0,9260.0,46300.0
0.0,463,0.8513427,-36.65731,0.0786184,0.17755891,0.119206734,0.0,9280.0,46400.0
0.01,464,0.8513367,-34.141987,0.0786103,0.17755221,0.11921949,0.0,9300.0,46500.0
0.01,465,0.851309,-35.385616,0.078596205,0.17754349,0.11921447,0.0,9320.0,46600.0
0.01,466,0.8513089,-35.490833,0.078598335,0.17753643,0.119222045,0.0,9340.0,46700.0
0.0,467,0.8512818,-40.934734,0.078588635,0.17753486,0.119232066,0.0,9360.0,46800.0
0.03,468,0.8512762,-36.69991,0.07858452,0.17753102,0.11923144,0.0,9380.0,46900.0
0.01,469,0.8513033,-39.48277,0.078568175,0.17752212,0.119239695,0.0,9400.0,47000.0
0.01,470,0.85131997,-35.73703,0.078557834,0.17752054,0.11924171,0.05,9420.0,47100.0
0.01,471,0.8513225,-38.1976,0.07855074,0.1775106,0.11925441,0.0,9440.0,47200.0
0.02,472,0.85135144,-38.585106,0.0785268,0.17751232,0.119250305,0.0,9460.0,47300.0
0.02,473,0.8513601,-40.60502,0.078532755,0.17751074,0.119255126,0.0,9480.0,47400.0
0.02,474,0.85137206,-37.396507,0.078531556,0.17751142,0.11925742,0.0,9500.0,47500.0
0.01,475,0.8513537,-38.328136,0.078568965,0.17749774,0.11927999,0.05,9520.0,47600.0
0.0,476,0.8513312,-37.558586,0.0785971,0.17749687,0.11928951,0.0,9540.0,47700.0
0.03,477,0.85133076,-35.33892,0.07860623,0.17749588,0.11927842,0.05,9560.0,47800.0
0.02,478,0.85131955,-37.626675,0.078601465,0.17749652,0.119270444,0.0,9580.0,47900.0
0.01,479,0.8513413,-34.904945,0.07860575,0.17749166,0.11928133,0.0,9600.0,48000.0
0.04,480,0.85133386,-37.209545,0.078617066,0.17749216,0.11928824,0.0,9620.0,48100.0
0.04,481,0.8513519,-40.752518,0.07862672,0.1774922,0.119291745,0.0,9640.0,48200.0
0.02,482,0.85134244,-37.61102,0.07863631,0.17748688,0.11930687,0.0,9660.0,48300.0
0.03,483,0.8513596,-36.261288,0.07863406,0.1774815,0.119317226,0.0,9680.0,48400.0
0.01,484,0.85136706,-38.684807,0.07863302,0.1774804,0.119321674,0.05,9700.0,48500.0
0.03,485,0.8513555,-33.386066,0.07864393,0.17747854,0.11932885,0.05,9720.0,48600.0
0.01,486,0.8513737,-37.044365,0.078648254,0.1774738,0.119335115,0.0,9740.0,48700.0
0.03,487,0.8513482,-35.60147,0.07865786,0.17747803,0.11933953,0.0,9760.0,48800.0
0.0,488,0.85134315,-36.87211,0.07864166,0.17748153,0.11936733,0.05,9780.0,48900.0
0.05,489,0.85133433,-38.615776,0.07864163,0.17747921,0.119370066,0.05,9800.0,49000.0
0.01,490,0.8513312,-41.96885,0.07865862,0.17747538,0.11938349,0.0,9820.0,49100.0
0.01,491,0.8513658,-36.62011,0.0786725,0.1774703,0.11938142,0.05,9840.0,49200.0
0.01,492,0.8513782,-37.56722,0.078666374,0.17747267,0.11938265,0.0,9860.0,49300.0
0.02,493,0.851396,-37.947247,0.078690946,0.17746764,0.11938875,0.1,9880.0,49400.0
0.02,494,0.85138243,-41.06524,0.07867208,0.1774713,0.11939982,0.0,9900.0,49500.0
0.01,495,0.85139036,-37.73152,0.078658395,0.17747006,0.119397946,0.0,9920.0,49600.0
0.03,496,0.85137814,-40.663227,0.07865121,0.17746982,0.119391866,0.0,9940.0,49700.0
0.02,497,0.8513883,-37.616066,0.07865615,0.17746362,0.11940178,0.05,9960.0,49800.0
0.03,498,0.8514006,-39.495293,0.0786599,0.1774706,0.11938719,0.0,9980.0,49900.0
0.01,499,0.8514099,-41.114655,0.0786801,0.17746128,0.11940218,0.0,10000.0,50000.0
0.01,500,0.8513872,-38.45395,0.07867969,0.17745334,0.11940843,0.0,10020.0,50100.0
0.02,501,0.8513716,-40.669754,0.078671455,0.17744927,0.119405575,0.0,10040.0,50200.0
0.04,502,0.8513486,-37.224953,0.0786489,0.17744678,0.11941627,0.0,10060.0,50300.0
0.0,503,0.85133886,-37.394764,0.078633785,0.17745276,0.119422175,0.05,10080.0,50400.0
0.0,504,0.8513306,-42.047142,0.07862986,0.17744452,0.11941845,0.0,10100.0,50500.0
0.01,505,0.8513296,-41.4098,0.07863465,0.17744072,0.11941352,0.0,10120.0,50600.0
0.01,506,0.8513076,-40.301258,0.07863497,0.17744094,0.119413644,0.0,10140.0,50700.0
0.0,507,0.85130024,-41.303215,0.078617215,0.17744303,0.11942727,0.0,10160.0,50800.0
0.03,508,0.8512935,-39.543533,0.07861519,0.17743991,0.119433485,0.05,10180.0,50900.0
0.0,509,0.8512921,-42.62046,0.078613,0.17743737,0.11942845,0.0,10200.0,51000.0
0.01,510,0.8512586,-41.626656,0.078610376,0.17743388,0.11943119,0.05,10220.0,51100.0
0.02,511,0.8512759,-40.18966,0.07862639,0.17743072,0.11942998,0.05,10240.0,51200.0
0.0,512,0.8512806,-42.319923,0.078656465,0.17743164,0.119428016,0.0,10260.0,51300.0
0.02,513,0.8512542,-41.073692,0.078639224,0.17743014,0.11944539,0.0,10280.0,51400.0
0.02,514,0.8512559,-44.08923,0.07864649,0.17743404,0.11943542,0.0,10300.0,51500.0
0.02,515,0.851253,-42.00254,0.07866263,0.17743228,0.11943868,0.0,10320.0,51600.0
0.01,516,0.8512605,-43.54119,0.07870597,0.1774318,0.119442455,0.0,10340.0,51700.0
0.01,517,0.85128236,-41.80876,0.078699656,0.17743367,0.11944843,0.05,10360.0,51800.0
0.02,518,0.8513115,-41.563393,0.07872811,0.1774238,0.11945656,0.05,10380.0,51900.0
0.0,519,0.8513152,-43.09244,0.07875581,0.17742313,0.11947104,0.0,10400.0,52000.0
0.04,520,0.85132927,-40.999687,0.0787707,0.1774279,0.11948162,0.0,10420.0,52100.0
0.07,521,0.8513236,-43.218212,0.07877426,0.17742199,0.1194875,0.0,10440.0,52200.0
0.0,522,0.85128933,-42.348785,0.078785434,0.17741771,0.11950698,0.0,10460.0,52300.0
0.01,523,0.8513096,-40.353786,0.07883185,0.17741358,0.119514324,0.1,10480.0,52400.0
0.01,524,0.85132736,-42.516354,0.07888997,0.17741497,0.119533636,0.0,10500.0,52500.0
0.02,525,0.8513167,-38.32189,0.07897196,0.1774159,0.1195366,0.0,10520.0,52600.0
0.0,526,0.8513153,-34.643497,0.07904673,0.1774219,0.1195493,0.0,10540.0,52700.0
0.0,527,0.85130125,-36.352215,0.07914239,0.17742199,0.119560726,0.0,10560.0,52800.0
0.01,528,0.8513429,-34.06532,0.0792271,0.1774123,0.11956069,0.0,10580.0,52900.0
0.02,529,0.85134774,-32.793903,0.07929229,0.17740513,0.11956414,0.0,10600.0,53000.0
0.01,530,0.85134935,-35.64748,0.07932328,0.17740548,0.11955934,0.0,10620.0,53100.0
0.01,531,0.8513398,-35.84833,0.07935665,0.17739731,0.11957497,0.0,10640.0,53200.0
0.01,532,0.85133547,-34.89149,0.07939419,0.17739241,0.11957585,0.0,10660.0,53300.0
0.0,533,0.8513233,-36.646545,0.07943608,0.17739107,0.119582444,0.0,10680.0,53400.0
0.0,534,0.85129446,-35.36395,0.07946041,0.17739277,0.11959455,0.0,10700.0,53500.0
0.0,535,0.85127646,-34.34192,0.07948154,0.1773999,0.11960561,0.0,10720.0,53600.0
0.0,536,0.8512675,-37.83324,0.07949754,0.17739622,0.11961358,0.0,10740.0,53700.0
0.0,537,0.8512544,-36.91398,0.07951421,0.17740025,0.11961756,0.0,10760.0,53800.0
0.0,538,0.851254,-35.285114,0.079507105,0.1773942,0.11961508,0.05,10780.0,53900.0
0.01,539,0.85124713,-35.157856,0.079520896,0.17739432,0.119622976,0.05,10800.0,54000.0
0.0,540,0.8512473,-36.192257,0.07951145,0.17739636,0.11962849,0.0,10820.0,54100.0
0.0,541,0.85125566,-37.74389,0.0795131,0.17739072,0.11963636,0.0,10840.0,54200.0
0.0,542,0.8512616,-38.76278,0.079496905,0.1773877,0.11964071,0.0,10860.0,54300.0
0.0,543,0.85125667,-34.70089,0.07950322,0.17739071,0.11965609,0.0,10880.0,54400.0
0.0,544,0.851238,-38.117546,0.07949557,0.1773846,0.11966763,0.0,10900.0,54500.0
0.0,545,0.8512381,-39.581425,0.07949423,0.1773813,0.11967572,0.0,10920.0,54600.0
0.01,546,0.8512426,-35.70732,0.079504035,0.17737053,0.11968184,0.0,10940.0,54700.0
0.01,547,0.85122776,-41.04197,0.079546034,0.17736208,0.1196903,0.0,10960.0,54800.0
0.01,548,0.85123426,-39.556374,0.07953905,0.1773535,0.11969739,0.0,10980.0,54900.0
0.01,549,0.8512179,-39.483665,0.07956389,0.17734732,0.119704604,0.0,11000.0,55000.0
0.0,550,0.8512313,-38.925495,0.07956087,0.17734502,0.11970144,0.0,11020.0,55100.0
0.01,551,0.8512351,-36.179974,0.07956203,0.17733933,0.11969745,0.0,11040.0,55200.0
