test/success_rate,train/success_rate,stats_o/mean,train/episode,stats_g/mean,test/episode,test/mean_Q,stats_g/std,epoch,stats_o/std
1.0,0.96,0.20208132,54800.0,0.8375495,10960.0,-1.249668,0.07143193,547,0.11669575
1.0,0.95,0.20208278,54900.0,0.8375527,10980.0,-0.98185205,0.07142391,548,0.116660416
1.0,0.94,0.20209122,55000.0,0.8375556,11000.0,-1.169873,0.071423694,549,0.11664935
1.0,0.96,0.2020945,55100.0,0.8375478,11020.0,-1.0595407,0.07143959,550,0.11668601
1.0,0.99,0.20209593,55200.0,0.83755493,11040.0,-1.0616165,0.07141707,551,0.11667266
1.0,0.97,0.20209318,55300.0,0.83754474,11060.0,-0.8264769,0.07140466,552,0.116668366
1.0,0.94,0.20209256,55400.0,0.8375564,11080.0,-1.0511029,0.07140673,553,0.11664373
1.0,0.97,0.20208025,55500.0,0.83754855,11100.0,-1.1201675,0.07140759,554,0.116633825
1.0,0.96,0.20207857,55600.0,0.837549,11120.0,-1.0421839,0.07140734,555,0.116638705
1.0,0.93,0.20207828,55700.0,0.8375543,11140.0,-0.90190566,0.071418196,556,0.116636485
1.0,0.98,0.20208211,55800.0,0.8375581,11160.0,-1.2465341,0.07141018,557,0.11662675
1.0,0.94,0.20208353,55900.0,0.8375661,11180.0,-1.0401449,0.071398705,558,0.1166282
1.0,0.95,0.20208052,56000.0,0.8375592,11200.0,-1.2809963,0.071396075,559,0.11664323
1.0,0.95,0.20208292,56100.0,0.83757025,11220.0,-0.9518501,0.07140817,560,0.1166488
1.0,0.94,0.20207578,56200.0,0.8375835,11240.0,-0.9972037,0.07143738,561,0.11668321
1.0,0.93,0.20206124,56300.0,0.83757657,11260.0,-0.93219006,0.07145291,562,0.11668942
1.0,0.97,0.20206404,56400.0,0.8375766,11280.0,-0.7872509,0.07143446,563,0.1166972
1.0,0.95,0.2020663,56500.0,0.8375655,11300.0,-1.0644095,0.071430005,564,0.11671415
1.0,0.95,0.20207332,56600.0,0.8375845,11320.0,-1.1204207,0.07141883,565,0.116702646
1.0,0.96,0.20207886,56700.0,0.8375892,11340.0,-0.97580516,0.071404226,566,0.11674014
1.0,0.92,0.20208114,56800.0,0.83759284,11360.0,-1.0567029,0.07140364,567,0.116738446
1.0,0.97,0.20208225,56900.0,0.8375825,11380.0,-0.99355906,0.07139619,568,0.116763055
1.0,0.94,0.2020797,57000.0,0.83757097,11400.0,-1.0428843,0.0714185,569,0.11677762
1.0,0.96,0.20208718,57100.0,0.83755976,11420.0,-0.8649828,0.07143306,570,0.11681284
1.0,0.96,0.20208752,57200.0,0.83755237,11440.0,-0.6836437,0.071460865,571,0.11681721
1.0,0.91,0.20208447,57300.0,0.83756065,11460.0,-1.1165631,0.07144781,572,0.11682842
1.0,0.94,0.20207575,57400.0,0.8375605,11480.0,-0.8005451,0.07143202,573,0.116824456
1.0,0.97,0.20208393,57500.0,0.83757,11500.0,-0.91051495,0.071418114,574,0.11680747
1.0,0.99,0.20209087,57600.0,0.83757013,11520.0,-1.0533135,0.07140534,575,0.11680716
1.0,0.98,0.20208596,57700.0,0.83756685,11540.0,-0.97807634,0.07138889,576,0.11681834
0.95,0.94,0.20209096,57800.0,0.83756423,11560.0,-1.0419208,0.07137847,577,0.11680999
1.0,0.91,0.20208688,57900.0,0.8375699,11580.0,-1.0990646,0.07137839,578,0.11682116
0.95,0.94,0.20208313,58000.0,0.837564,11600.0,-1.618747,0.07135808,579,0.1168056
1.0,0.95,0.2020799,58100.0,0.83756286,11620.0,-1.0391295,0.07135686,580,0.1168217
1.0,0.93,0.20207724,58200.0,0.8375521,11640.0,-0.88075435,0.07136119,581,0.11685041
1.0,0.95,0.20206434,58300.0,0.8375687,11660.0,-0.8676807,0.07137633,582,0.11684724
1.0,0.96,0.20206498,58400.0,0.8375685,11680.0,-1.3695631,0.07137779,583,0.11685542
1.0,0.92,0.20207052,58500.0,0.8375822,11700.0,-1.172137,0.07138244,584,0.116868354
1.0,0.95,0.20207015,58600.0,0.83758575,11720.0,-0.8668912,0.07139156,585,0.116855286
1.0,0.97,0.20207505,58700.0,0.8375933,11740.0,-0.98501825,0.07139135,586,0.11686542
1.0,0.93,0.20206888,58800.0,0.8376009,11760.0,-0.91129667,0.07138499,587,0.116898015
1.0,0.98,0.20208289,58900.0,0.837604,11780.0,-0.8315302,0.071384035,588,0.1169183
1.0,0.96,0.20209242,59000.0,0.8376066,11800.0,-0.878535,0.0713745,589,0.11694251
1.0,0.96,0.20209,59100.0,0.83760744,11820.0,-1.2637541,0.071363755,590,0.11696029
1.0,0.93,0.20209174,59200.0,0.8376095,11840.0,-0.9574022,0.07138295,591,0.11697155
1.0,0.99,0.20209503,59300.0,0.83761746,11860.0,-1.0671303,0.07137569,592,0.11695287
1.0,0.92,0.20209612,59400.0,0.8376257,11880.0,-1.2891884,0.07139316,593,0.11695468
1.0,0.95,0.20209934,59500.0,0.837617,11900.0,-0.8751612,0.07138278,594,0.11694974
0.95,0.96,0.20209914,59600.0,0.8376182,11920.0,-1.829765,0.07138022,595,0.11695861
1.0,0.94,0.20209952,59700.0,0.83762026,11940.0,-1.0982163,0.071376584,596,0.11697247
0.95,0.91,0.2021034,59800.0,0.8376202,11960.0,-1.0426081,0.07136469,597,0.116947375
1.0,0.95,0.20210055,59900.0,0.83762234,11980.0,-0.8996047,0.07138144,598,0.11694906
1.0,0.95,0.20209661,60000.0,0.8376133,12000.0,-0.89871866,0.07138067,599,0.11697741
1.0,0.98,0.20210354,60100.0,0.8376196,12020.0,-1.121609,0.071364485,600,0.1169892
1.0,0.92,0.20211703,60200.0,0.837625,12040.0,-1.2279744,0.071377456,601,0.11701874
1.0,0.94,0.20212038,60300.0,0.83761376,12060.0,-0.86759007,0.071374424,602,0.11701709
1.0,0.98,0.2021275,60400.0,0.8376291,12080.0,-0.8939847,0.07136699,603,0.11703798
1.0,0.96,0.20213197,60500.0,0.8376319,12100.0,-1.2873255,0.071354665,604,0.117041
1.0,0.93,0.20213634,60600.0,0.837632,12120.0,-1.3111298,0.07134174,605,0.11703372
1.0,0.92,0.20214485,60700.0,0.83763605,12140.0,-1.0984931,0.07133058,606,0.11703669
1.0,0.97,0.20215382,60800.0,0.8376334,12160.0,-0.9817799,0.071319535,607,0.117031835
1.0,0.93,0.20213781,60900.0,0.83763784,12180.0,-1.1704657,0.071315765,608,0.117052965
1.0,0.95,0.20213434,61000.0,0.8376358,12200.0,-0.9919138,0.07130567,609,0.11706199
1.0,1.0,0.20213631,61100.0,0.8376339,12220.0,-0.7856611,0.07129786,610,0.11703925
1.0,0.98,0.20213766,61200.0,0.83763033,12240.0,-0.9016547,0.07129256,611,0.117057994
1.0,0.94,0.2021359,61300.0,0.83762974,12260.0,-0.99650747,0.07128217,612,0.117041826
1.0,0.98,0.20213217,61400.0,0.83762884,12280.0,-0.8032524,0.071272135,613,0.11703518
1.0,0.99,0.20212936,61500.0,0.83762604,12300.0,-0.9878728,0.071258955,614,0.117042236
1.0,0.95,0.20212214,61600.0,0.83761907,12320.0,-0.896502,0.07125314,615,0.11705239
1.0,0.93,0.20212671,61700.0,0.83762646,12340.0,-1.2437155,0.071235456,616,0.11705169
1.0,0.95,0.20213345,61800.0,0.8376344,12360.0,-1.0453284,0.07126255,617,0.11705532
1.0,1.0,0.20213318,61900.0,0.8376387,12380.0,-0.9586946,0.07125031,618,0.11705341
1.0,0.97,0.20213597,62000.0,0.8376417,12400.0,-1.0109513,0.071238466,619,0.11704957
0.95,0.92,0.20213537,62100.0,0.8376429,12420.0,-1.1014913,0.07124605,620,0.117047876
1.0,0.94,0.2021347,62200.0,0.8376446,12440.0,-1.4900602,0.0712479,621,0.11704629
1.0,0.93,0.20213786,62300.0,0.8376491,12460.0,-1.0562029,0.0712613,622,0.11706039
1.0,0.96,0.20213604,62400.0,0.8376449,12480.0,-0.91979474,0.07124871,623,0.11705382
1.0,0.95,0.20213714,62500.0,0.8376444,12500.0,-1.0031292,0.07123237,624,0.11705606
1.0,0.97,0.20214441,62600.0,0.83764523,12520.0,-1.1664207,0.07122351,625,0.11706124
1.0,0.98,0.20214657,62700.0,0.8376462,12540.0,-1.435454,0.07121163,626,0.11704185
1.0,0.95,0.20214756,62800.0,0.8376427,12560.0,-1.0997496,0.071201995,627,0.1170547
1.0,1.0,0.20213965,62900.0,0.83763,12580.0,-1.0202404,0.07119044,628,0.117059976
1.0,0.96,0.20213944,63000.0,0.8376302,12600.0,-0.99106646,0.07118306,629,0.11706717
1.0,0.96,0.20214596,63100.0,0.8376446,12620.0,-1.0379101,0.07117228,630,0.1170683
1.0,0.97,0.20214762,63200.0,0.83764523,12640.0,-1.1564691,0.071175516,631,0.11707197
1.0,0.98,0.2021536,63300.0,0.83764505,12660.0,-0.928294,0.07116215,632,0.11708004
1.0,0.93,0.20216173,63400.0,0.8376486,12680.0,-1.0566537,0.07116338,633,0.11709473
1.0,0.94,0.20216183,63500.0,0.83764696,12700.0,-0.98256236,0.07116904,634,0.11709366
0.95,0.93,0.2021697,63600.0,0.83764595,12720.0,-2.1418586,0.071188055,635,0.11712369
1.0,0.98,0.20217316,63700.0,0.83764815,12740.0,-0.96988976,0.0711736,636,0.1171279
1.0,0.95,0.20217161,63800.0,0.8376601,12760.0,-1.0074052,0.07116681,637,0.1171328
1.0,0.98,0.20217097,63900.0,0.8376543,12780.0,-1.0656226,0.07115526,638,0.11713617
1.0,0.93,0.20216873,64000.0,0.8376433,12800.0,-0.9764503,0.07116075,639,0.117148675
1.0,0.95,0.20217623,64100.0,0.837651,12820.0,-0.9427304,0.07115687,640,0.11714192
1.0,0.92,0.20217542,64200.0,0.83764696,12840.0,-0.9686316,0.071166955,641,0.117125146
1.0,0.94,0.20217691,64300.0,0.8376476,12860.0,-1.1183469,0.07118829,642,0.11711687
1.0,0.96,0.20216954,64400.0,0.8376455,12880.0,-0.7874758,0.07121643,643,0.117120616
1.0,0.95,0.20216307,64500.0,0.8376413,12900.0,-0.776945,0.071216606,644,0.11712159
1.0,0.93,0.20216508,64600.0,0.8376433,12920.0,-1.051698,0.07123612,645,0.117153674
1.0,0.95,0.20216037,64700.0,0.83763605,12940.0,-0.86329544,0.07124648,646,0.11717458
1.0,0.96,0.20215914,64800.0,0.8376364,12960.0,-0.9674798,0.07125685,647,0.117198095
1.0,0.94,0.20215484,64900.0,0.8376474,12980.0,-0.80452335,0.07125739,648,0.11721131
1.0,0.95,0.20215708,65000.0,0.8376573,13000.0,-1.0540221,0.07124723,649,0.117228225
1.0,0.95,0.20215328,65100.0,0.8376531,13020.0,-1.143249,0.07126141,650,0.11723508
1.0,0.96,0.20215325,65200.0,0.8376527,13040.0,-0.6761834,0.07126392,651,0.11723281
1.0,0.97,0.20214498,65300.0,0.837652,13060.0,-0.94400775,0.071252145,652,0.11722257
1.0,0.98,0.20214158,65400.0,0.83765334,13080.0,-0.897939,0.07123821,653,0.117214814
1.0,0.95,0.20213915,65500.0,0.83765596,13100.0,-0.82288754,0.07123444,654,0.11720881
1.0,0.93,0.20214061,65600.0,0.8376644,13120.0,-0.8606037,0.07122238,655,0.11720519
1.0,0.95,0.202138,65700.0,0.8376639,13140.0,-1.2275232,0.071210265,656,0.11718791
1.0,0.97,0.20213781,65800.0,0.8376693,13160.0,-1.0419987,0.07121522,657,0.1171954
1.0,0.97,0.20213766,65900.0,0.83766794,13180.0,-1.0781875,0.07121182,658,0.11719691
1.0,0.98,0.20214728,66000.0,0.83766514,13200.0,-0.9343093,0.07119883,659,0.11721924
1.0,0.95,0.20215192,66100.0,0.83767766,13220.0,-1.1245416,0.07118759,660,0.11720891
1.0,0.96,0.2021539,66200.0,0.8376684,13240.0,-0.8936261,0.071183346,661,0.11721185
1.0,0.99,0.20215483,66300.0,0.8376806,13260.0,-0.93494827,0.07118778,662,0.11721679
1.0,0.97,0.20215069,66400.0,0.8376797,13280.0,-0.8285521,0.07117956,663,0.117210865
1.0,0.98,0.20214775,66500.0,0.8376851,13300.0,-0.85603267,0.07116678,664,0.11721744
1.0,0.95,0.20214373,66600.0,0.83768636,13320.0,-0.9125571,0.07115465,665,0.117213465
1.0,0.95,0.20215112,66700.0,0.8376898,13340.0,-0.96787244,0.07115538,666,0.11722686
1.0,0.96,0.20214756,66800.0,0.83769107,13360.0,-0.89090014,0.07114315,667,0.117220394
1.0,0.95,0.20215061,66900.0,0.8376978,13380.0,-0.9142836,0.07113963,668,0.1172308
1.0,0.99,0.20214477,67000.0,0.83769655,13400.0,-0.8771741,0.07112749,669,0.117218345
1.0,0.96,0.20214528,67100.0,0.83769494,13420.0,-0.97216815,0.07114147,670,0.11722388
1.0,0.96,0.2021409,67200.0,0.8376951,13440.0,-1.0037227,0.07113926,671,0.117225856
1.0,0.94,0.20214686,67300.0,0.8377072,13460.0,-0.93860567,0.07113106,672,0.11722466
1.0,0.98,0.20214733,67400.0,0.8377104,13480.0,-0.7118529,0.07111225,673,0.11723123
1.0,0.94,0.20214437,67500.0,0.8377101,13500.0,-0.91141284,0.07109627,674,0.11726165
1.0,0.95,0.2021455,67600.0,0.8377075,13520.0,-1.1538993,0.071090065,675,0.11725633
1.0,0.92,0.20215029,67700.0,0.8377142,13540.0,-0.8175911,0.0710873,676,0.11727493
1.0,0.96,0.20215668,67800.0,0.8377175,13560.0,-0.7643733,0.07109972,677,0.11728408
1.0,0.97,0.2021645,67900.0,0.83771706,13580.0,-0.94019926,0.07108544,678,0.11727605
1.0,0.97,0.20216638,68000.0,0.83771664,13600.0,-1.0445669,0.07107448,679,0.11726752
1.0,0.94,0.20216465,68100.0,0.8377137,13620.0,-0.889573,0.07106724,680,0.11726384
1.0,0.97,0.2021643,68200.0,0.837717,13640.0,-1.0396655,0.07105561,681,0.11724761
1.0,0.98,0.20216833,68300.0,0.83772326,13660.0,-0.8786402,0.0710469,682,0.11722575
1.0,0.96,0.20217107,68400.0,0.8377357,13680.0,-1.0004054,0.07104095,683,0.11724112
1.0,0.98,0.20218146,68500.0,0.8377428,13700.0,-0.9692135,0.07102948,684,0.11722531
1.0,0.96,0.20218474,68600.0,0.8377405,13720.0,-0.826332,0.071018346,685,0.11722661
1.0,0.97,0.2021819,68700.0,0.8377418,13740.0,-1.0685722,0.0710215,686,0.117247686
1.0,0.93,0.20218068,68800.0,0.8377452,13760.0,-1.1394104,0.07104843,687,0.117276534
1.0,0.97,0.20218138,68900.0,0.8377518,13780.0,-1.0209644,0.07104987,688,0.11725698
1.0,0.98,0.20217492,69000.0,0.8377437,13800.0,-0.9487874,0.07104043,689,0.11725902
1.0,0.99,0.20217888,69100.0,0.8377478,13820.0,-1.0684676,0.07102867,690,0.1172608
1.0,0.97,0.20217349,69200.0,0.8377516,13840.0,-1.080596,0.07101958,691,0.117240764
1.0,0.98,0.2021769,69300.0,0.8377516,13860.0,-0.86647844,0.07100323,692,0.11722996
1.0,0.97,0.20217481,69400.0,0.8377493,13880.0,-1.0066011,0.07100309,693,0.117224365
1.0,0.95,0.20217353,69500.0,0.8377593,13900.0,-1.018451,0.07100619,694,0.1172261
1.0,0.93,0.20217147,69600.0,0.8377575,13920.0,-1.0630312,0.07100487,695,0.117239736
1.0,0.96,0.20217036,69700.0,0.8377554,13940.0,-0.9606984,0.07100124,696,0.11724275
1.0,0.98,0.20217714,69800.0,0.83775806,13960.0,-0.74957436,0.07099221,697,0.117248
1.0,0.98,0.20217256,69900.0,0.8377612,13980.0,-1.0021222,0.070982754,698,0.1172497
1.0,0.96,0.20218228,70000.0,0.8377686,14000.0,-0.9360073,0.0709893,699,0.11727292
1.0,0.95,0.20218125,70100.0,0.8377562,14020.0,-0.71703076,0.0710018,700,0.1172845
1.0,0.99,0.20218468,70200.0,0.83775705,14040.0,-1.0973072,0.07099503,701,0.117285565
1.0,0.98,0.20217514,70300.0,0.83776075,14060.0,-1.0454658,0.07099038,702,0.11730387
1.0,0.94,0.20218058,70400.0,0.8377578,14080.0,-1.2595567,0.07101471,703,0.11732392
1.0,0.92,0.20218481,70500.0,0.8377609,14100.0,-0.9463453,0.07101663,704,0.117332585
1.0,0.96,0.20218469,70600.0,0.83776784,14120.0,-0.9207965,0.07100772,705,0.117325164
1.0,0.94,0.20218286,70700.0,0.8377736,14140.0,-0.8809606,0.07099925,706,0.11732135
1.0,0.93,0.2021891,70800.0,0.8377824,14160.0,-1.0242856,0.071004115,707,0.11734676
1.0,0.99,0.20218438,70900.0,0.8377742,14180.0,-1.0133106,0.07100713,708,0.11735725
1.0,0.96,0.20218234,71000.0,0.8377742,14200.0,-0.964544,0.070993714,709,0.11735585
1.0,0.98,0.20218754,71100.0,0.83776814,14220.0,-0.7723713,0.07098265,710,0.11736032
1.0,0.9,0.20218305,71200.0,0.83777255,14240.0,-0.9109419,0.07099022,711,0.117353275
1.0,0.98,0.2021887,71300.0,0.8377707,14260.0,-0.9440215,0.070981644,712,0.11736332
1.0,0.94,0.20219812,71400.0,0.83777684,14280.0,-1.0966582,0.070980795,713,0.11736884
1.0,0.97,0.20219918,71500.0,0.8377817,14300.0,-1.1976871,0.070978,714,0.11736171
1.0,0.96,0.2022105,71600.0,0.8377877,14320.0,-1.0208073,0.07097362,715,0.117348135
1.0,0.92,0.20220679,71700.0,0.83779025,14340.0,-1.0117905,0.07098086,716,0.1173697
1.0,0.98,0.20220764,71800.0,0.8377883,14360.0,-0.93484974,0.07098188,717,0.11737862
1.0,0.93,0.20220354,71900.0,0.83778,14380.0,-0.71033335,0.07098548,718,0.1173721
1.0,0.93,0.2022024,72000.0,0.83777314,14400.0,-1.0341502,0.07099385,719,0.11736278
0.95,0.92,0.20220314,72100.0,0.8377748,14420.0,-0.9860279,0.070993625,720,0.11737608
1.0,0.96,0.20220429,72200.0,0.83776885,14440.0,-0.9129311,0.07098547,721,0.11739583
1.0,0.95,0.20220622,72300.0,0.8377709,14460.0,-1.1364139,0.07097744,722,0.11739407
1.0,0.96,0.202207,72400.0,0.83777237,14480.0,-0.93558663,0.07098173,723,0.11742255
1.0,0.93,0.20220837,72500.0,0.83776903,14500.0,-0.7882289,0.07100169,724,0.11743247
1.0,0.95,0.2021998,72600.0,0.83776325,14520.0,-1.1332427,0.07100182,725,0.11743325
1.0,0.95,0.2022053,72700.0,0.837765,14540.0,-0.9178716,0.07099461,726,0.11743777
1.0,0.92,0.20221023,72800.0,0.8377686,14560.0,-0.98899096,0.07099453,727,0.11742114
1.0,0.96,0.2022132,72900.0,0.83777434,14580.0,-1.1266463,0.07098132,728,0.117422305
1.0,0.99,0.20222092,73000.0,0.837781,14600.0,-0.67213786,0.07096912,729,0.117412575
1.0,0.94,0.20222157,73100.0,0.83777624,14620.0,-0.84245384,0.07098489,730,0.11741002
1.0,0.91,0.20223007,73200.0,0.83778,14640.0,-1.2769738,0.0709771,731,0.117421046
1.0,0.92,0.20222655,73300.0,0.8377846,14660.0,-0.9167961,0.07096906,732,0.11741236
1.0,0.94,0.20222603,73400.0,0.8377965,14680.0,-0.92063695,0.07096586,733,0.11741825
0.95,0.93,0.20222591,73500.0,0.83781034,14700.0,-1.4837046,0.07095318,734,0.117410995
1.0,0.97,0.20222588,73600.0,0.8378107,14720.0,-1.0883992,0.07094104,735,0.11740811
1.0,0.93,0.20222911,73700.0,0.8378189,14740.0,-0.85620815,0.07093408,736,0.11742726
1.0,0.94,0.20222767,73800.0,0.83780694,14760.0,-1.1184425,0.07093413,737,0.11742259
1.0,0.96,0.20222373,73900.0,0.8378026,14780.0,-0.8162159,0.070923544,738,0.117447354
1.0,0.93,0.20222183,74000.0,0.83779436,14800.0,-0.9680775,0.070927806,739,0.11743669
1.0,0.94,0.2022278,74100.0,0.8377989,14820.0,-0.77180713,0.070925266,740,0.117425315
1.0,0.98,0.20223087,74200.0,0.8377981,14840.0,-1.1237212,0.07091863,741,0.1174234
1.0,0.96,0.20223036,74300.0,0.8377907,14860.0,-1.0305176,0.07092295,742,0.117421046
1.0,0.93,0.20223552,74400.0,0.837794,14880.0,-0.9929062,0.07093967,743,0.11742465
1.0,0.94,0.20223406,74500.0,0.8377967,14900.0,-0.9841865,0.07093213,744,0.11741914
0.95,0.94,0.20223862,74600.0,0.8377994,14920.0,-1.947513,0.07093566,745,0.11743413
1.0,0.87,0.20222837,74700.0,0.8377965,14940.0,-1.1839851,0.070969865,746,0.11744308
1.0,0.92,0.2022227,74800.0,0.8377908,14960.0,-0.91774666,0.07098266,747,0.11745358
1.0,0.97,0.20222554,74900.0,0.83779144,14980.0,-0.9011401,0.07097078,748,0.11744664
1.0,0.93,0.2022231,75000.0,0.837797,15000.0,-0.8935298,0.070964806,749,0.117455184
1.0,0.97,0.20222887,75100.0,0.83779913,15020.0,-0.81166345,0.07096718,750,0.117451146
1.0,0.97,0.20222992,75200.0,0.8378033,15040.0,-0.82989883,0.07096695,751,0.117444314
1.0,0.92,0.20222862,75300.0,0.8377997,15060.0,-1.0992091,0.070975,752,0.11744233
1.0,0.98,0.20223215,75400.0,0.8378026,15080.0,-0.97213805,0.07097813,753,0.11746428
1.0,0.94,0.20223013,75500.0,0.8378102,15100.0,-0.99690646,0.07097655,754,0.11744195
1.0,0.98,0.2022307,75600.0,0.8378094,15120.0,-0.852277,0.07096387,755,0.117426254
1.0,0.98,0.20222734,75700.0,0.8378045,15140.0,-0.8728982,0.07095546,756,0.11743177
1.0,0.95,0.2022289,75800.0,0.83779293,15160.0,-0.8104541,0.070948936,757,0.11742688
1.0,0.98,0.20222971,75900.0,0.8377948,15180.0,-1.1340005,0.07094932,758,0.117421255
1.0,0.99,0.20222956,76000.0,0.83779746,15200.0,-1.3664794,0.07093956,759,0.117424875
1.0,0.94,0.20222662,76100.0,0.8377989,15220.0,-0.90892303,0.0709306,760,0.117405556
1.0,0.97,0.20223206,76200.0,0.8378013,15240.0,-1.2527087,0.07092239,761,0.1174004
1.0,0.94,0.20223366,76300.0,0.8377994,15260.0,-0.82662374,0.07091225,762,0.11740011
1.0,0.96,0.20223852,76400.0,0.8378027,15280.0,-0.90102494,0.070902474,763,0.11740177
1.0,0.95,0.2022361,76500.0,0.83779836,15300.0,-1.0544637,0.07089775,764,0.117389075
1.0,0.96,0.20223646,76600.0,0.837791,15320.0,-1.0130888,0.07089523,765,0.11739089
1.0,0.92,0.20223537,76700.0,0.83780026,15340.0,-0.98098457,0.07088954,766,0.11738509
1.0,0.93,0.20223148,76800.0,0.83780533,15360.0,-1.2325231,0.07087775,767,0.117392264
1.0,0.97,0.20223407,76900.0,0.8378082,15380.0,-1.0639117,0.07086627,768,0.11739562
1.0,0.97,0.20224257,77000.0,0.83780503,15400.0,-1.1170056,0.070874274,769,0.11740348
0.95,0.96,0.20223582,77100.0,0.8378031,15420.0,-1.20397,0.070866786,770,0.11741018
0.95,0.95,0.2022347,77200.0,0.8378089,15440.0,-2.2345157,0.070857264,771,0.11740865
1.0,0.95,0.20223646,77300.0,0.83780336,15460.0,-0.777853,0.07086016,772,0.11741142
1.0,0.97,0.2022399,77400.0,0.8378043,15480.0,-0.97186315,0.07085282,773,0.117392614
1.0,0.97,0.20223385,77500.0,0.83779925,15500.0,-0.95115006,0.07084955,774,0.11738136
1.0,0.96,0.2022394,77600.0,0.8378009,15520.0,-1.0589365,0.0708408,775,0.117375724
1.0,0.97,0.20224272,77700.0,0.8378019,15540.0,-1.0887395,0.07083416,776,0.117369786
1.0,0.98,0.2022416,77800.0,0.83779955,15560.0,-0.83049095,0.07082537,777,0.11736578
1.0,0.96,0.20224644,77900.0,0.8378094,15580.0,-1.0938752,0.07081724,778,0.117361546
1.0,0.96,0.20225254,78000.0,0.8378082,15600.0,-0.9055831,0.0708048,779,0.11736583
1.0,0.95,0.20225868,78100.0,0.83780867,15620.0,-1.024369,0.0707958,780,0.11737949
1.0,0.99,0.20225756,78200.0,0.83780384,15640.0,-0.85374993,0.07078763,781,0.11736354
1.0,0.97,0.2022602,78300.0,0.83779985,15660.0,-1.1727525,0.07078658,782,0.117373876
1.0,0.97,0.20226045,78400.0,0.8378045,15680.0,-1.1584265,0.07077614,783,0.11736975
1.0,0.99,0.20226146,78500.0,0.8378001,15700.0,-0.8934854,0.07076765,784,0.1173684
1.0,0.96,0.20226109,78600.0,0.83780485,15720.0,-1.0452917,0.07075868,785,0.117369965
1.0,0.96,0.20225893,78700.0,0.8378048,15740.0,-1.1260788,0.0707752,786,0.117388256
1.0,0.92,0.20225355,78800.0,0.8377983,15760.0,-0.8623503,0.07078727,787,0.11738509
1.0,0.99,0.20225224,78900.0,0.8377939,15780.0,-0.7823116,0.07077644,788,0.1173847
1.0,0.9,0.20225105,79000.0,0.83779025,15800.0,-1.285082,0.070785396,789,0.117383756
1.0,0.93,0.20225357,79100.0,0.8377921,15820.0,-0.92048246,0.07077976,790,0.117368385
1.0,0.97,0.2022541,79200.0,0.83779496,15840.0,-0.8396301,0.070776336,791,0.11736693
1.0,0.95,0.20224796,79300.0,0.8377948,15860.0,-1.217625,0.07076333,792,0.11735742
1.0,0.98,0.20224816,79400.0,0.8377957,15880.0,-1.1689538,0.0707516,793,0.11735968
1.0,0.94,0.20225386,79500.0,0.83780223,15900.0,-1.0066509,0.070754595,794,0.11734594
1.0,0.97,0.20225844,79600.0,0.8377974,15920.0,-1.1294167,0.07074829,795,0.117331766
1.0,0.99,0.20225762,79700.0,0.83779764,15940.0,-0.85896665,0.07073562,796,0.11731798
1.0,0.94,0.20225996,79800.0,0.83780336,15960.0,-1.0731405,0.07072664,797,0.11731454
1.0,0.98,0.20225771,79900.0,0.8377963,15980.0,-1.004709,0.07071615,798,0.11730691
1.0,0.96,0.20226981,80000.0,0.8378,16000.0,-0.9554617,0.07071969,799,0.117316596
1.0,0.98,0.20226842,80100.0,0.8378036,16020.0,-0.94299376,0.0707098,800,0.117326915
1.0,0.94,0.20227474,80200.0,0.83780575,16040.0,-1.1743381,0.07070669,801,0.117325656
0.95,0.98,0.2022755,80300.0,0.8378012,16060.0,-1.5955005,0.07070072,802,0.11731443
1.0,0.96,0.20227134,80400.0,0.8378076,16080.0,-1.0982544,0.070695885,803,0.117318355
1.0,0.96,0.20227739,80500.0,0.8378163,16100.0,-0.76179147,0.07069447,804,0.117315054
1.0,0.98,0.20228352,80600.0,0.8378267,16120.0,-1.225216,0.07068703,805,0.117313355
1.0,0.98,0.2022904,80700.0,0.8378268,16140.0,-0.9974104,0.07067721,806,0.11731123
1.0,0.97,0.20229633,80800.0,0.83782625,16160.0,-1.0376301,0.070666485,807,0.117313296
1.0,0.94,0.20230062,80900.0,0.83783215,16180.0,-0.72351265,0.07066584,808,0.11732129
1.0,0.94,0.20230265,81000.0,0.8378329,16200.0,-1.0454496,0.07065883,809,0.117311954
1.0,0.93,0.20229906,81100.0,0.8378389,16220.0,-0.98606455,0.0706526,810,0.11730689
1.0,0.94,0.20230094,81200.0,0.8378516,16240.0,-0.8704443,0.070652016,811,0.11730101
1.0,0.93,0.20230253,81300.0,0.83785456,16260.0,-0.60038096,0.070651524,812,0.117300175
1.0,0.91,0.20230857,81400.0,0.8378642,16280.0,-1.0861442,0.07064146,813,0.11730634
1.0,0.96,0.20231335,81500.0,0.8378622,16300.0,-1.1982071,0.07066086,814,0.117329426
1.0,0.96,0.20232219,81600.0,0.83785754,16320.0,-0.80702513,0.070651956,815,0.11732191
1.0,0.97,0.20232597,81700.0,0.8378609,16340.0,-0.867856,0.07064224,816,0.117321864
1.0,0.96,0.2023327,81800.0,0.8378634,16360.0,-1.0341808,0.07063372,817,0.11731267
1.0,0.95,0.20233297,81900.0,0.8378737,16380.0,-1.0298777,0.07063002,818,0.11730731
1.0,0.99,0.2023292,82000.0,0.83787227,16400.0,-1.0749973,0.07061671,819,0.11731661
1.0,0.93,0.20233677,82100.0,0.8378815,16420.0,-0.9870957,0.070615984,820,0.11732458
