test/success_rate,train/success_rate,stats_o/mean,train/episode,stats_g/mean,test/episode,test/mean_Q,stats_g/std,epoch,stats_o/std
1.0,0.92,0.20191821,27400.0,0.8367105,5480.0,-1.3221618,0.073972955,273,0.11413636
0.95,0.94,0.20192792,27500.0,0.83671826,5500.0,-1.0559732,0.07393523,274,0.11415228
0.95,0.92,0.20191652,27600.0,0.8367391,5520.0,-1.8782902,0.07394516,275,0.114197806
1.0,0.93,0.20191662,27700.0,0.83675593,5540.0,-1.1306092,0.07392871,276,0.114215896
1.0,0.95,0.20190702,27800.0,0.8367595,5560.0,-0.84318715,0.073912196,277,0.114197895
1.0,0.97,0.20191917,27900.0,0.8367624,5580.0,-0.9018816,0.07389456,278,0.114194766
1.0,0.97,0.20191711,28000.0,0.836751,5600.0,-1.0900978,0.07385968,279,0.11416522
1.0,0.94,0.20194344,28100.0,0.8367758,5620.0,-1.2145299,0.07382957,280,0.114149764
1.0,0.95,0.20192182,28200.0,0.83676404,5640.0,-0.90745384,0.07382374,281,0.11411275
1.0,0.91,0.20191978,28300.0,0.8367777,5660.0,-1.1376336,0.0737916,282,0.11409237
1.0,0.94,0.20192581,28400.0,0.8367898,5680.0,-0.9316622,0.07374971,283,0.114129566
0.95,0.94,0.20193337,28500.0,0.8368077,5700.0,-1.2318993,0.07372191,284,0.11417458
1.0,0.97,0.20192839,28600.0,0.8368077,5720.0,-0.8854616,0.07368115,285,0.114179716
1.0,0.94,0.20191702,28700.0,0.83681417,5740.0,-1.1507133,0.07364277,286,0.11416987
1.0,0.94,0.20192616,28800.0,0.8368092,5760.0,-1.2416357,0.07361198,287,0.11415509
1.0,0.98,0.20193118,28900.0,0.83681303,5780.0,-0.95705223,0.073570676,288,0.114151925
1.0,0.92,0.20193365,29000.0,0.8368198,5800.0,-1.1441226,0.07356357,289,0.11418005
1.0,0.93,0.20193551,29100.0,0.83685666,5820.0,-1.3372935,0.073598795,290,0.11416695
1.0,0.92,0.20193166,29200.0,0.8368893,5840.0,-1.0890534,0.07358682,291,0.11419093
1.0,0.92,0.20192277,29300.0,0.8368769,5860.0,-1.0772574,0.07358754,292,0.11420788
1.0,0.95,0.2019301,29400.0,0.8368922,5880.0,-0.9099191,0.073594704,293,0.11424043
1.0,0.96,0.20193605,29500.0,0.83691216,5900.0,-1.0780289,0.07357102,294,0.11427416
1.0,0.95,0.20192792,29600.0,0.8369152,5920.0,-1.2251576,0.07353946,295,0.11423493
1.0,0.98,0.20190702,29700.0,0.83690363,5940.0,-1.2016529,0.07351381,296,0.11425543
1.0,0.94,0.20190756,29800.0,0.8369143,5960.0,-1.1181597,0.0734992,297,0.11426244
1.0,0.96,0.2019041,29900.0,0.8369205,5980.0,-1.1741027,0.073476955,298,0.11421998
1.0,0.98,0.20189865,30000.0,0.8369251,6000.0,-1.2891519,0.07344469,299,0.11420699
1.0,0.96,0.20191348,30100.0,0.8369519,6020.0,-0.8383787,0.07342387,300,0.11423044
1.0,0.95,0.20192318,30200.0,0.83694744,6040.0,-1.2247225,0.07343326,301,0.11423966
1.0,0.97,0.20192786,30300.0,0.8369463,6060.0,-1.132815,0.073398836,302,0.11420949
1.0,0.95,0.20195064,30400.0,0.8369677,6080.0,-0.94028044,0.073374055,303,0.11422614
1.0,0.97,0.20196494,30500.0,0.8369681,6100.0,-0.99160594,0.073345646,304,0.11425537
1.0,0.96,0.20196798,30600.0,0.8369605,6120.0,-0.9898548,0.07335566,305,0.11426295
1.0,0.94,0.20196751,30700.0,0.8369581,6140.0,-1.3946359,0.07332447,306,0.114264175
1.0,0.97,0.20196351,30800.0,0.83696795,6160.0,-1.4367594,0.07333001,307,0.114291236
1.0,0.98,0.20196243,30900.0,0.836989,6180.0,-1.1188413,0.07332198,308,0.11439332
1.0,0.95,0.20197448,31000.0,0.8369951,6200.0,-1.0033038,0.07331555,309,0.114379145
1.0,0.95,0.20197581,31100.0,0.83699256,6220.0,-1.0618032,0.0732858,310,0.11435471
1.0,0.95,0.20201351,31200.0,0.83701783,6240.0,-0.78246295,0.07327152,311,0.114363015
0.95,0.93,0.20201784,31300.0,0.8370359,6260.0,-1.4759934,0.07330725,312,0.11441659
1.0,0.96,0.201999,31400.0,0.8370459,6280.0,-0.82728416,0.07327906,313,0.11443135
1.0,0.92,0.20199403,31500.0,0.8370478,6300.0,-1.1064683,0.0732711,314,0.11442735
1.0,0.97,0.20199089,31600.0,0.8370359,6320.0,-1.1204513,0.0732567,315,0.11441091
1.0,0.96,0.2019913,31700.0,0.8370374,6340.0,-0.9969314,0.073219836,316,0.11440693
1.0,0.96,0.20199871,31800.0,0.83704835,6360.0,-0.9019743,0.07318472,317,0.11446353
1.0,0.93,0.20200899,31900.0,0.83704305,6380.0,-1.2435476,0.07315235,318,0.11452376
1.0,0.97,0.20201391,32000.0,0.83704424,6400.0,-0.9390173,0.0731226,319,0.11452235
1.0,0.92,0.20202318,32100.0,0.8370454,6420.0,-1.1016366,0.07308945,320,0.11451188
1.0,0.98,0.20202534,32200.0,0.8370598,6440.0,-1.2499468,0.0730519,321,0.11452618
0.95,0.93,0.202037,32300.0,0.83706623,6460.0,-1.2026489,0.07304318,322,0.11458819
1.0,0.93,0.20202065,32400.0,0.837066,6480.0,-0.96099913,0.07303404,323,0.1146276
1.0,0.95,0.20201395,32500.0,0.83707446,6500.0,-1.485728,0.07300334,324,0.11463683
1.0,0.94,0.20202217,32600.0,0.8370898,6520.0,-1.1358751,0.07298187,325,0.11460941
1.0,0.96,0.20202985,32700.0,0.8370857,6540.0,-0.97502387,0.072969936,326,0.11460665
0.95,0.94,0.20203583,32800.0,0.8370938,6560.0,-1.3964756,0.07296335,327,0.11461875
1.0,0.95,0.2020464,32900.0,0.8370959,6580.0,-0.798719,0.07293486,328,0.11464804
1.0,0.93,0.2020298,33000.0,0.8371041,6600.0,-1.248092,0.07293293,329,0.11470279
1.0,0.97,0.20204715,33100.0,0.8371121,6620.0,-0.9039186,0.07294413,330,0.11474595
1.0,0.96,0.2020493,33200.0,0.83710986,6640.0,-1.2597328,0.07294123,331,0.11476442
1.0,0.98,0.20203768,33300.0,0.83712095,6660.0,-1.4953654,0.07292921,332,0.11481952
1.0,0.94,0.20203044,33400.0,0.83710796,6680.0,-0.8394173,0.0729028,333,0.114847206
1.0,0.95,0.2020347,33500.0,0.83708495,6700.0,-0.97138804,0.072878845,334,0.114850186
1.0,0.96,0.20204239,33600.0,0.8370699,6720.0,-0.88819754,0.07284973,335,0.11481618
1.0,0.95,0.20203537,33700.0,0.8370822,6740.0,-0.88029766,0.07287046,336,0.11485972
1.0,0.97,0.20205171,33800.0,0.8371046,6760.0,-1.43694,0.07284382,337,0.11485822
1.0,0.94,0.20204592,33900.0,0.8371029,6780.0,-1.1012547,0.07284744,338,0.11491517
1.0,0.95,0.20202765,34000.0,0.8371087,6800.0,-1.072623,0.07288878,339,0.11496323
1.0,0.97,0.20204413,34100.0,0.83710414,6820.0,-1.020221,0.072860934,340,0.114964895
1.0,0.95,0.20203564,34200.0,0.8370909,6840.0,-0.964544,0.072859295,341,0.11496649
1.0,0.96,0.20203091,34300.0,0.83708173,6860.0,-1.07044,0.07289409,342,0.115016185
1.0,0.93,0.2020536,34400.0,0.8370945,6880.0,-1.0947776,0.07291054,343,0.115094215
1.0,0.99,0.20206559,34500.0,0.83711576,6900.0,-0.92392176,0.072873645,344,0.11508115
1.0,0.98,0.20206602,34600.0,0.83711094,6920.0,-0.8889106,0.07284218,345,0.115041584
1.0,0.93,0.20207658,34700.0,0.8371062,6940.0,-0.977527,0.07282714,346,0.11504548
1.0,0.95,0.20207874,34800.0,0.8371175,6960.0,-1.2921668,0.07280375,347,0.11506464
1.0,0.96,0.20207886,34900.0,0.83710605,6980.0,-0.9743109,0.07280453,348,0.11507997
1.0,0.95,0.20208012,35000.0,0.8371145,7000.0,-1.1075764,0.072791696,349,0.11509977
1.0,0.95,0.20208685,35100.0,0.8371277,7020.0,-1.0964115,0.072775416,350,0.11509908
1.0,0.96,0.20208827,35200.0,0.8371343,7040.0,-1.0849096,0.072759114,351,0.11511466
1.0,0.92,0.20207466,35300.0,0.8371379,7060.0,-1.0490024,0.07278059,352,0.11515379
1.0,0.95,0.20208706,35400.0,0.837131,7080.0,-1.2362831,0.07277923,353,0.11514021
1.0,0.96,0.20209232,35500.0,0.8371323,7100.0,-1.0339947,0.07277735,354,0.115167834
1.0,0.94,0.20210008,35600.0,0.8371522,7120.0,-1.0886841,0.07274983,355,0.11514556
1.0,0.97,0.20209229,35700.0,0.8371577,7140.0,-1.2916543,0.072721876,356,0.115162104
1.0,0.98,0.2020924,35800.0,0.83717555,7160.0,-0.9984552,0.07269832,357,0.1152071
1.0,0.96,0.20207761,35900.0,0.8371582,7180.0,-0.66135347,0.0726699,358,0.11521554
1.0,0.93,0.20206036,36000.0,0.837146,7200.0,-0.85783756,0.07268259,359,0.11520393
1.0,0.96,0.20204306,36100.0,0.8371437,7220.0,-1.0865341,0.07264907,360,0.11521138
1.0,0.91,0.20204523,36200.0,0.83716273,7240.0,-1.112381,0.072624095,361,0.11523403
1.0,0.89,0.20205463,36300.0,0.8371615,7260.0,-1.062352,0.07259939,362,0.11525943
1.0,0.97,0.20205575,36400.0,0.83717877,7280.0,-0.9615876,0.072575964,363,0.115254335
1.0,0.96,0.20204654,36500.0,0.8371741,7300.0,-0.8759012,0.07256022,364,0.11528626
0.95,0.92,0.20202577,36600.0,0.8371735,7320.0,-1.2416351,0.07255459,365,0.115308955
1.0,0.93,0.20202827,36700.0,0.8371825,7340.0,-0.9089637,0.07256647,366,0.11529784
1.0,0.95,0.20202032,36800.0,0.8371921,7360.0,-0.8504276,0.07253988,367,0.115304425
1.0,0.95,0.20201117,36900.0,0.8371896,7380.0,-1.1608757,0.07254804,368,0.11533046
1.0,0.9,0.20200375,37000.0,0.83720344,7400.0,-1.2196171,0.072551735,369,0.11536374
1.0,0.96,0.20200934,37100.0,0.8372087,7420.0,-1.1534027,0.07252795,370,0.11534888
1.0,0.91,0.2020195,37200.0,0.837225,7440.0,-1.0745438,0.072551064,371,0.11536503
1.0,0.93,0.20202856,37300.0,0.8372275,7460.0,-0.98808134,0.07252363,372,0.115365475
1.0,0.97,0.2020339,37400.0,0.83721095,7480.0,-0.91635907,0.07250242,373,0.11538643
1.0,0.93,0.20204638,37500.0,0.8372038,7500.0,-0.9470212,0.07247745,374,0.11538498
0.95,0.93,0.20204233,37600.0,0.8372014,7520.0,-1.1824329,0.0724666,375,0.115380414
1.0,0.96,0.2020571,37700.0,0.8372114,7540.0,-1.1207273,0.072437935,376,0.11542253
1.0,0.95,0.20206763,37800.0,0.83722615,7560.0,-1.1417068,0.072441764,377,0.11548203
1.0,0.98,0.20207581,37900.0,0.8372328,7580.0,-1.2500796,0.072440006,378,0.11549244
1.0,0.96,0.20207773,38000.0,0.83723855,7600.0,-1.137867,0.072438754,379,0.1154648
1.0,0.99,0.20206745,38100.0,0.8372531,7620.0,-1.2491001,0.072414845,380,0.11546239
1.0,0.95,0.20208134,38200.0,0.83728075,7640.0,-0.7166158,0.07239043,381,0.11542665
1.0,0.95,0.20207828,38300.0,0.83728474,7660.0,-0.92073405,0.072389856,382,0.11548285
1.0,0.97,0.20208286,38400.0,0.8372883,7680.0,-1.0678484,0.07239015,383,0.115473785
1.0,0.96,0.20209576,38500.0,0.83728486,7700.0,-1.0818092,0.07236954,384,0.11545331
1.0,0.94,0.20211779,38600.0,0.8372867,7720.0,-0.8195623,0.0723954,385,0.115457185
1.0,0.99,0.20212196,38700.0,0.8373006,7740.0,-1.0220575,0.07237324,386,0.11543146
1.0,0.97,0.20213038,38800.0,0.8373057,7760.0,-1.0663831,0.072355546,387,0.11543811
1.0,0.98,0.20212431,38900.0,0.8373231,7780.0,-0.79422057,0.07233382,388,0.11543973
1.0,0.93,0.20211963,39000.0,0.8373278,7800.0,-0.87281144,0.072310634,389,0.115418024
1.0,0.97,0.2021302,39100.0,0.8373249,7820.0,-1.138563,0.07228519,390,0.11541974
1.0,0.99,0.20211923,39200.0,0.8373349,7840.0,-1.1168497,0.07227037,391,0.11542822
1.0,0.97,0.20210792,39300.0,0.8373385,7860.0,-0.59377086,0.07224538,392,0.11543837
1.0,0.93,0.20212615,39400.0,0.8373308,7880.0,-0.96184176,0.072258994,393,0.115451604
1.0,0.93,0.20213097,39500.0,0.8373398,7900.0,-1.0593071,0.07226679,394,0.11548846
1.0,0.93,0.20212786,39600.0,0.83734757,7920.0,-1.1755297,0.07226722,395,0.11549768
1.0,0.93,0.20213434,39700.0,0.8373477,7940.0,-1.0555876,0.07224628,396,0.11550901
1.0,0.93,0.20212686,39800.0,0.83735865,7960.0,-0.74640054,0.07224675,397,0.11550775
1.0,0.96,0.20213234,39900.0,0.83737755,7980.0,-0.94263566,0.07223469,398,0.11551349
1.0,0.94,0.2021323,40000.0,0.8373766,8000.0,-1.1325628,0.07221532,399,0.115526855
1.0,0.95,0.20212911,40100.0,0.8373711,8020.0,-0.8534274,0.07219235,400,0.11550815
1.0,0.97,0.20212255,40200.0,0.8373663,8040.0,-1.1957641,0.072169475,401,0.11549947
1.0,0.95,0.20211892,40300.0,0.837375,8060.0,-1.0213797,0.072187684,402,0.11546686
1.0,0.96,0.20212452,40400.0,0.8373697,8080.0,-0.9996421,0.07219284,403,0.11547265
1.0,0.95,0.20211974,40500.0,0.83737737,8100.0,-0.89055264,0.07217025,404,0.115493886
1.0,0.98,0.20211974,40600.0,0.83737665,8120.0,-0.91223925,0.07215318,405,0.115486406
1.0,0.99,0.20211817,40700.0,0.8373683,8140.0,-0.90559113,0.07212945,406,0.11546867
1.0,0.96,0.20212445,40800.0,0.8373882,8160.0,-1.1866024,0.07212668,407,0.11549943
1.0,0.92,0.20211847,40900.0,0.83740145,8180.0,-1.0536287,0.07210818,408,0.11550892
1.0,0.94,0.20213094,41000.0,0.83740395,8200.0,-1.0323298,0.07208628,409,0.115530364
1.0,0.95,0.20211902,41100.0,0.8374069,8220.0,-0.934338,0.072057806,410,0.11554555
1.0,0.93,0.20211883,41200.0,0.8374081,8240.0,-0.9907921,0.07204581,411,0.11553832
1.0,0.95,0.20212989,41300.0,0.8374074,8260.0,-1.2725577,0.07205356,412,0.11560506
1.0,0.95,0.20212975,41400.0,0.8374105,8280.0,-0.8947347,0.07202842,413,0.11561732
1.0,0.93,0.20211981,41500.0,0.83740765,8300.0,-0.9517935,0.07201242,414,0.1156437
1.0,0.94,0.20213516,41600.0,0.83741003,8320.0,-1.2280742,0.072013564,415,0.11566047
1.0,0.94,0.20214237,41700.0,0.8374128,8340.0,-1.1263539,0.072014034,416,0.115693934
1.0,0.99,0.20214693,41800.0,0.8374036,8360.0,-1.4104284,0.071986146,417,0.115712956
1.0,0.99,0.20214736,41900.0,0.8374181,8380.0,-1.1423115,0.07195709,418,0.11571928
1.0,0.97,0.20213644,42000.0,0.83742815,8400.0,-1.0849807,0.07194809,419,0.11572513
1.0,0.95,0.20212741,42100.0,0.83742315,8420.0,-1.1919022,0.07192801,420,0.11571918
1.0,0.94,0.20214087,42200.0,0.83742267,8440.0,-0.83796614,0.07193334,421,0.1157724
1.0,0.95,0.20214564,42300.0,0.8374277,8460.0,-1.2459834,0.07190926,422,0.11576165
1.0,0.98,0.20214981,42400.0,0.83741444,8480.0,-0.88643426,0.071891434,423,0.115773685
1.0,0.97,0.20215203,42500.0,0.83739716,8500.0,-1.1207143,0.07188418,424,0.115821384
1.0,0.98,0.20214413,42600.0,0.83740735,8520.0,-0.95813066,0.07187284,425,0.11582515
1.0,0.97,0.20214947,42700.0,0.8373947,8540.0,-1.0891938,0.07186385,426,0.1158126
1.0,0.97,0.20214005,42800.0,0.8373907,8560.0,-1.1810879,0.07186826,427,0.11583907
1.0,0.97,0.20214202,42900.0,0.8373962,8580.0,-1.0522956,0.07184597,428,0.115833156
1.0,0.97,0.20213804,43000.0,0.83738846,8600.0,-0.87424725,0.07183003,429,0.11583148
1.0,0.97,0.20213346,43100.0,0.8373933,8620.0,-0.86284626,0.071829244,430,0.1158528
1.0,0.96,0.20213263,43200.0,0.83740646,8640.0,-0.7632214,0.07181482,431,0.11586959
1.0,0.96,0.20212874,43300.0,0.8374154,8660.0,-0.82978857,0.07179702,432,0.11586462
1.0,0.98,0.20214047,43400.0,0.8374178,8680.0,-0.8923054,0.07180062,433,0.1158685
1.0,0.96,0.2021359,43500.0,0.8374107,8700.0,-1.0567013,0.07178598,434,0.115884125
1.0,0.93,0.20213284,43600.0,0.83742523,8720.0,-1.0895569,0.07178012,435,0.11587854
1.0,0.98,0.20213275,43700.0,0.8374327,8740.0,-0.9955555,0.07175889,436,0.11585214
1.0,0.96,0.20214653,43800.0,0.837439,8760.0,-1.4231263,0.07173819,437,0.11585004
1.0,0.92,0.20215131,43900.0,0.8374381,8780.0,-1.0108613,0.071731366,438,0.11584142
1.0,0.9,0.20215945,44000.0,0.8374445,8800.0,-1.0772303,0.0717221,439,0.11586818
1.0,0.98,0.20216781,44100.0,0.83744663,8820.0,-0.9146159,0.07171888,440,0.11588544
1.0,0.94,0.2021594,44200.0,0.8374478,8840.0,-0.8903723,0.07169919,441,0.11590754
1.0,0.91,0.20215541,44300.0,0.8374503,8860.0,-0.9967453,0.07170036,442,0.115912735
1.0,0.95,0.20215763,44400.0,0.8374517,8880.0,-1.1280795,0.07167628,443,0.1158871
1.0,0.91,0.20215605,44500.0,0.83745575,8900.0,-0.8626901,0.07168482,444,0.115927115
1.0,0.93,0.20216967,44600.0,0.83745664,8920.0,-0.96244705,0.07170502,445,0.11594453
1.0,0.96,0.20216452,44700.0,0.83747214,8940.0,-1.0210803,0.07170492,446,0.11594585
1.0,0.92,0.20217107,44800.0,0.83748007,8960.0,-1.03608,0.07169604,447,0.11596105
1.0,0.96,0.20218739,44900.0,0.8374755,8980.0,-0.9055349,0.071677916,448,0.11595446
1.0,0.96,0.20219344,45000.0,0.83746845,9000.0,-1.0389321,0.07167272,449,0.11599067
0.95,0.93,0.20219584,45100.0,0.8374636,9020.0,-0.92755604,0.07165373,450,0.1160098
1.0,0.97,0.20220083,45200.0,0.83747655,9040.0,-0.85335225,0.07166707,451,0.1160256
1.0,0.98,0.20220067,45300.0,0.8374718,9060.0,-0.8725316,0.07165709,452,0.11603585
0.95,0.96,0.20219502,45400.0,0.8374772,9080.0,-1.3518136,0.07163608,453,0.11601554
1.0,0.96,0.20218937,45500.0,0.83747905,9100.0,-1.067657,0.071625195,454,0.1160015
1.0,0.96,0.20219584,45600.0,0.83748716,9120.0,-1.0369984,0.0716022,455,0.11600841
1.0,0.93,0.20219412,45700.0,0.8374935,9140.0,-1.0117347,0.07162482,456,0.11603904
1.0,0.92,0.20217527,45800.0,0.83748716,9160.0,-1.1342685,0.07162649,457,0.11606715
1.0,0.98,0.2021705,45900.0,0.83748126,9180.0,-1.441449,0.071598776,458,0.1160752
1.0,0.96,0.20216398,46000.0,0.83749825,9200.0,-0.7561141,0.07161921,459,0.11608495
1.0,0.95,0.20216303,46100.0,0.8374842,9220.0,-1.210137,0.07161574,460,0.116076596
1.0,0.97,0.2021707,46200.0,0.8374884,9240.0,-1.03107,0.07159906,461,0.116114095
1.0,0.97,0.20217995,46300.0,0.8374941,9260.0,-1.0941575,0.0716226,462,0.116136596
1.0,0.93,0.20217322,46400.0,0.837488,9280.0,-0.9834102,0.071612395,463,0.11610412
1.0,0.95,0.20216283,46500.0,0.8374903,9300.0,-1.0529015,0.07162351,464,0.11612624
1.0,0.97,0.2021622,46600.0,0.8374978,9320.0,-1.0386043,0.07160938,465,0.11613191
1.0,0.95,0.20215857,46700.0,0.83748955,9340.0,-1.317219,0.07158899,466,0.11612498
1.0,0.92,0.20215347,46800.0,0.8374955,9360.0,-1.0579618,0.07161054,467,0.116146825
1.0,0.96,0.20214969,46900.0,0.8375051,9380.0,-0.6059054,0.07159326,468,0.116157815
1.0,0.94,0.20214586,47000.0,0.8375009,9400.0,-1.2667925,0.07160524,469,0.116172515
1.0,0.96,0.20214422,47100.0,0.83749837,9420.0,-1.0675675,0.07158817,470,0.11616538
1.0,0.97,0.20214549,47200.0,0.8375084,9440.0,-0.7853635,0.07159741,471,0.11615212
1.0,0.98,0.20214048,47300.0,0.83750296,9460.0,-0.93898773,0.07158151,472,0.11615355
1.0,0.96,0.20214492,47400.0,0.83750486,9480.0,-1.1767874,0.07157691,473,0.11615859
1.0,0.97,0.20214514,47500.0,0.83750516,9500.0,-1.1744754,0.07155704,474,0.11614932
1.0,0.96,0.20213924,47600.0,0.83749276,9520.0,-1.020422,0.071566306,475,0.11614732
1.0,0.94,0.20212977,47700.0,0.8375017,9540.0,-1.1680298,0.071567886,476,0.11614895
0.95,0.99,0.20212956,47800.0,0.83749574,9560.0,-1.3628784,0.07155182,477,0.11614647
1.0,0.97,0.2021378,47900.0,0.83750457,9580.0,-1.06245,0.07154513,478,0.11615828
1.0,0.93,0.2021422,48000.0,0.8375039,9600.0,-0.8442281,0.07155047,479,0.11616113
1.0,0.97,0.20215029,48100.0,0.8375036,9620.0,-1.0727495,0.07156153,480,0.1161488
1.0,0.91,0.20215121,48200.0,0.8375168,9640.0,-1.2431984,0.071545556,481,0.11614888
1.0,0.97,0.20215687,48300.0,0.8375192,9660.0,-0.9732712,0.07153181,482,0.11614611
1.0,0.94,0.20216194,48400.0,0.8375147,9680.0,-0.75947833,0.071538106,483,0.116166286
1.0,0.96,0.2021618,48500.0,0.8375094,9700.0,-1.1239529,0.07153324,484,0.1161781
1.0,0.97,0.20214456,48600.0,0.8375025,9720.0,-1.2215278,0.07151922,485,0.11617591
1.0,0.95,0.20213592,48700.0,0.8375077,9740.0,-1.0170844,0.07152876,486,0.11620818
1.0,0.96,0.20211859,48800.0,0.8374956,9760.0,-0.91832334,0.071511246,487,0.11625093
1.0,0.96,0.20210402,48900.0,0.83748263,9780.0,-0.6509138,0.07150381,488,0.11624327
1.0,0.92,0.20210834,49000.0,0.8374856,9800.0,-1.1227677,0.071493715,489,0.11626683
1.0,0.94,0.20212236,49100.0,0.83748645,9820.0,-1.1588552,0.071495526,490,0.11630185
1.0,0.96,0.20212997,49200.0,0.83747315,9840.0,-1.0446975,0.07149472,491,0.116320714
1.0,0.92,0.20211476,49300.0,0.83745486,9860.0,-0.91823816,0.07148645,492,0.116292045
1.0,0.93,0.20210966,49400.0,0.83747005,9880.0,-0.863587,0.07149825,493,0.11630944
1.0,0.91,0.20211105,49500.0,0.83748394,9900.0,-0.89466715,0.07151977,494,0.116343126
1.0,0.95,0.20209803,49600.0,0.83747905,9920.0,-0.91968954,0.07152421,495,0.1163572
1.0,0.96,0.20209889,49700.0,0.83748883,9940.0,-0.81555384,0.07152262,496,0.116361454
1.0,0.93,0.20211084,49800.0,0.8375067,9960.0,-1.2060859,0.07155073,497,0.116363585
1.0,0.94,0.20209971,49900.0,0.83750457,9980.0,-0.78390825,0.07153609,498,0.11633925
1.0,0.95,0.20209986,50000.0,0.8374953,10000.0,-1.3420744,0.07154388,499,0.11635115
1.0,0.96,0.20210046,50100.0,0.83750683,10020.0,-1.0313208,0.07153102,500,0.11636677
1.0,0.93,0.20210119,50200.0,0.83751106,10040.0,-1.1955447,0.07155716,501,0.11637382
1.0,0.92,0.20211084,50300.0,0.83751607,10060.0,-0.7921053,0.07160301,502,0.11637211
1.0,0.95,0.20210057,50400.0,0.8375082,10080.0,-0.9691917,0.07159061,503,0.11637896
1.0,0.97,0.20210837,50500.0,0.8375075,10100.0,-0.9338379,0.07158428,504,0.11642155
1.0,0.95,0.20211022,50600.0,0.8375251,10120.0,-0.8304467,0.07156896,505,0.11641949
1.0,0.93,0.20210204,50700.0,0.83753157,10140.0,-0.9940241,0.071580455,506,0.11643589
1.0,0.95,0.20209266,50800.0,0.837526,10160.0,-0.9574623,0.07158538,507,0.11645076
1.0,0.95,0.20210367,50900.0,0.83752984,10180.0,-0.80393255,0.071578205,508,0.11645456
1.0,0.94,0.20210668,51000.0,0.8375425,10200.0,-0.9515155,0.07156006,509,0.116463095
1.0,0.96,0.20209612,51100.0,0.83753514,10220.0,-1.0197394,0.071548074,510,0.11649748
1.0,0.94,0.20209736,51200.0,0.8375285,10240.0,-1.0159202,0.07155557,511,0.11648947
1.0,0.98,0.20209189,51300.0,0.83753777,10260.0,-1.3699304,0.07154364,512,0.1165164
1.0,0.96,0.20208864,51400.0,0.83753467,10280.0,-1.1185606,0.071551554,513,0.11653338
1.0,0.96,0.2020921,51500.0,0.83753633,10300.0,-0.89735174,0.07153164,514,0.116532825
1.0,0.98,0.20207457,51600.0,0.8375469,10320.0,-1.1231349,0.07151904,515,0.116568744
1.0,0.95,0.2020814,51700.0,0.8375562,10340.0,-1.3357035,0.071521506,516,0.116580285
0.95,0.94,0.20208357,51800.0,0.83755535,10360.0,-1.3289636,0.07152411,517,0.116563275
1.0,0.94,0.20208132,51900.0,0.8375569,10380.0,-1.0315796,0.071515,518,0.1165639
0.95,0.92,0.2020731,52000.0,0.83756274,10400.0,-2.1421704,0.0715433,519,0.11657991
1.0,0.91,0.20207213,52100.0,0.837557,10420.0,-1.1740675,0.07155335,520,0.11657563
1.0,0.96,0.20207615,52200.0,0.837557,10440.0,-0.80809164,0.07153147,521,0.116595544
1.0,0.97,0.20207451,52300.0,0.8375504,10460.0,-1.1734228,0.07151396,522,0.116594814
1.0,0.96,0.20207138,52400.0,0.8375409,10480.0,-1.0803269,0.07150239,523,0.116584845
1.0,0.98,0.20207319,52500.0,0.8375433,10500.0,-1.0229795,0.07150566,524,0.116586104
1.0,0.96,0.20206521,52600.0,0.83755255,10520.0,-0.9421934,0.07152201,525,0.11660655
1.0,0.95,0.2020599,52700.0,0.83755475,10540.0,-0.95493954,0.07152549,526,0.11659288
1.0,0.96,0.20205748,52800.0,0.8375573,10560.0,-1.082483,0.07151274,527,0.11658913
1.0,0.94,0.2020515,52900.0,0.8375655,10580.0,-1.0968573,0.07152151,528,0.116601154
1.0,0.95,0.20205674,53000.0,0.83756495,10600.0,-0.94427824,0.071521685,529,0.11659977
1.0,0.97,0.20206459,53100.0,0.8375699,10620.0,-1.1242399,0.071507834,530,0.11659299
1.0,0.96,0.20206547,53200.0,0.8375593,10640.0,-1.1172216,0.071509115,531,0.11658844
1.0,0.94,0.20207044,53300.0,0.8375409,10660.0,-1.1565107,0.071517795,532,0.11661312
1.0,0.92,0.20206092,53400.0,0.8375439,10680.0,-1.0804509,0.07155194,533,0.116643324
1.0,0.98,0.20205162,53500.0,0.83754855,10700.0,-0.95294106,0.07154042,534,0.116637506
1.0,0.94,0.2020487,53600.0,0.8375461,10720.0,-0.81343746,0.07152734,535,0.116638936
1.0,0.94,0.20206106,53700.0,0.83755755,10740.0,-1.286364,0.07154108,536,0.116658695
1.0,0.94,0.2020617,53800.0,0.8375494,10760.0,-1.0792336,0.07156507,537,0.116700575
1.0,0.98,0.20206381,53900.0,0.8375464,10780.0,-1.0779853,0.07154561,538,0.116740935
1.0,0.94,0.20206282,54000.0,0.83754236,10800.0,-1.0591407,0.07154586,539,0.11670998
1.0,0.96,0.20206854,54100.0,0.8375511,10820.0,-1.0355244,0.071541086,540,0.11671458
0.95,0.94,0.20207956,54200.0,0.83754784,10840.0,-1.5572151,0.0715271,541,0.116712466
1.0,0.97,0.20207155,54300.0,0.8375485,10860.0,-0.6461227,0.07152114,542,0.116698846
1.0,0.98,0.20207098,54400.0,0.83755094,10880.0,-1.3120211,0.071504116,543,0.11670008
1.0,0.96,0.20207086,54500.0,0.8375563,10900.0,-1.2507432,0.07148312,544,0.11671621
1.0,0.98,0.20207348,54600.0,0.8375518,10920.0,-0.84495145,0.07146117,545,0.116703995
1.0,0.98,0.20208094,54700.0,0.8375514,10940.0,-0.81284857,0.07144739,546,0.1167059
