train/episode,test/episode,test/success_rate,stats_o/std,stats_g/std,stats_o/mean,epoch,train/success_rate,test/mean_Q,stats_g/mean
3700.0,740.0,0.0,0.05256098,0.060726818,0.2010689,36,0.08,-33.253105,0.838882
3800.0,760.0,0.1,0.052937288,0.060646128,0.20107962,37,0.03,-28.462292,0.83885425
3900.0,780.0,0.2,0.05368659,0.06063923,0.2010935,38,0.06,-24.581493,0.83882195
4000.0,800.0,0.05,0.05441082,0.06060153,0.20110102,39,0.03,-27.979595,0.8387354
4100.0,820.0,0.1,0.054654654,0.060618725,0.2010874,40,0.09,-30.83067,0.8386736
4200.0,840.0,0.1,0.05469182,0.06063475,0.20108075,41,0.05,-31.667847,0.8387762
4300.0,860.0,0.15,0.054954764,0.0606226,0.20112507,42,0.04,-31.552288,0.8386448
4400.0,880.0,0.05,0.05488096,0.060579285,0.20111208,43,0.09,-34.32804,0.8388295
4500.0,900.0,0.05,0.055338297,0.060598295,0.20108476,44,0.04,-31.68475,0.83900636
4600.0,920.0,0.1,0.05555871,0.060639795,0.20113721,45,0.09,-30.230429,0.838996
4700.0,940.0,0.0,0.055380043,0.0607129,0.20114468,46,0.1,-35.11451,0.8389527
4800.0,960.0,0.15,0.05550051,0.06069995,0.20113307,47,0.06,-28.272852,0.83897066
4900.0,980.0,0.1,0.055474844,0.060655277,0.20111965,48,0.09,-28.010477,0.83905214
5000.0,1000.0,0.1,0.05535717,0.06065515,0.2011,49,0.11,-30.527515,0.8391168
5100.0,1020.0,0.05,0.055406407,0.060676184,0.20113972,50,0.07,-36.781807,0.8391013
5200.0,1040.0,0.05,0.0553253,0.06070228,0.2011612,51,0.11,-34.07789,0.8391156
5300.0,1060.0,0.15,0.055598665,0.06069709,0.20118336,52,0.07,-32.549187,0.8391071
5400.0,1080.0,0.05,0.055540882,0.060711626,0.20120151,53,0.05,-30.567432,0.83909434
5500.0,1100.0,0.1,0.055529404,0.060781192,0.20118314,54,0.03,-32.64046,0.8390322
5600.0,1120.0,0.05,0.05554714,0.060800895,0.20118923,55,0.07,-34.721596,0.8391698
5700.0,1140.0,0.1,0.055653915,0.060807005,0.20119578,56,0.05,-31.898355,0.8391488
5800.0,1160.0,0.0,0.05594636,0.06079076,0.20119931,57,0.11,-36.28366,0.8392327
5900.0,1180.0,0.15,0.056277566,0.060757194,0.20122784,58,0.07,-32.570812,0.8391705
6000.0,1200.0,0.0,0.05624325,0.06079583,0.20123586,59,0.05,-36.84437,0.8390226
6100.0,1220.0,0.05,0.056477636,0.06079259,0.20128365,60,0.11,-38.264412,0.8390352
6200.0,1240.0,0.1,0.056715813,0.060775056,0.20131171,61,0.05,-33.60588,0.8390425
6300.0,1260.0,0.05,0.057147894,0.060787354,0.20124453,62,0.07,-33.52586,0.83899736
6400.0,1280.0,0.05,0.057025984,0.060808208,0.20124054,63,0.09,-37.063744,0.83892936
6500.0,1300.0,0.1,0.057163727,0.060828123,0.20128086,64,0.04,-36.802727,0.8389123
6600.0,1320.0,0.0,0.05711896,0.0608013,0.2012846,65,0.08,-41.94784,0.83886415
6700.0,1340.0,0.1,0.05722019,0.06082299,0.2012564,66,0.07,-36.565372,0.83886
6800.0,1360.0,0.0,0.057293072,0.06083673,0.20126234,67,0.09,-39.924953,0.83883476
6900.0,1380.0,0.15,0.05735908,0.06079583,0.20128107,68,0.08,-33.867363,0.8388099
7000.0,1400.0,0.05,0.057228357,0.06078774,0.20129,69,0.09,-40.284527,0.83882767
7100.0,1420.0,0.05,0.057054814,0.060797084,0.20127775,70,0.06,-41.090126,0.83884335
7200.0,1440.0,0.0,0.05702543,0.060805276,0.20128508,71,0.11,-43.90748,0.8388183
7300.0,1460.0,0.05,0.05712659,0.06080016,0.20130602,72,0.1,-35.02764,0.8388342
7400.0,1480.0,0.1,0.057039887,0.06079425,0.20132567,73,0.07,-34.734306,0.8388433
7500.0,1500.0,0.05,0.056995966,0.060810402,0.20131992,74,0.06,-37.651245,0.8388224
7600.0,1520.0,0.2,0.05697531,0.060841624,0.2013366,75,0.08,-33.75269,0.83876324
7700.0,1540.0,0.1,0.0571381,0.060839072,0.20131908,76,0.06,-34.62137,0.8387849
7800.0,1560.0,0.05,0.05708516,0.060825124,0.201315,77,0.09,-41.022243,0.8387901
7900.0,1580.0,0.0,0.057166643,0.060809795,0.20135994,78,0.11,-42.68682,0.83879423
8000.0,1600.0,0.0,0.057171945,0.06078365,0.20136404,79,0.09,-38.960197,0.838778
8100.0,1620.0,0.0,0.057177678,0.060785744,0.20135169,80,0.07,-41.26327,0.8387911
8200.0,1640.0,0.0,0.05725396,0.060756132,0.20135844,81,0.1,-40.692284,0.8388192
8300.0,1660.0,0.0,0.05719514,0.06076478,0.20135847,82,0.1,-42.11331,0.8388379
8400.0,1680.0,0.05,0.057186216,0.06078953,0.20136806,83,0.03,-39.953983,0.8388576
8500.0,1700.0,0.15,0.05730772,0.060800117,0.20137791,84,0.11,-35.250538,0.83888316
8600.0,1720.0,0.05,0.05735527,0.06081685,0.2013554,85,0.06,-38.671078,0.83889765
8700.0,1740.0,0.15,0.057454795,0.0608232,0.2013555,86,0.08,-33.123825,0.8389039
8800.0,1760.0,0.15,0.057535592,0.060823206,0.20135486,87,0.07,-35.639153,0.8389354
8900.0,1780.0,0.1,0.057651352,0.060836565,0.20138325,88,0.05,-36.619896,0.83894247
9000.0,1800.0,0.15,0.057662386,0.060823444,0.20138419,89,0.11,-35.186363,0.838924
9100.0,1820.0,0.05,0.057637595,0.060831293,0.20136955,90,0.06,-32.00924,0.83892107
9200.0,1840.0,0.1,0.057627514,0.060817823,0.20137691,91,0.05,-37.725407,0.8389043
9300.0,1860.0,0.15,0.057605788,0.06082448,0.20137587,92,0.1,-33.14012,0.8389199
9400.0,1880.0,0.0,0.057517346,0.06085903,0.20136459,93,0.12,-36.200592,0.83892035
9500.0,1900.0,0.1,0.057538234,0.06089656,0.20136556,94,0.05,-28.636536,0.8388578
9600.0,1920.0,0.1,0.05755584,0.060934167,0.20136501,95,0.1,-30.739697,0.8388112
9700.0,1940.0,0.05,0.057583656,0.060899407,0.20135641,96,0.1,-39.641697,0.8388419
9800.0,1960.0,0.1,0.057595097,0.060934797,0.20134857,97,0.11,-38.66717,0.83885694
9900.0,1980.0,0.05,0.057548314,0.060950164,0.20134683,98,0.05,-38.533493,0.8388651
10000.0,2000.0,0.25,0.057562754,0.060959503,0.20137182,99,0.09,-29.378193,0.8388533
10100.0,2020.0,0.0,0.05762695,0.060949862,0.20138228,100,0.09,-40.850666,0.838875
10200.0,2040.0,0.05,0.057692736,0.06093873,0.20139627,101,0.06,-37.705116,0.838819
10300.0,2060.0,0.0,0.057757467,0.060905512,0.20139484,102,0.04,-40.916866,0.8388281
10400.0,2080.0,0.05,0.05770489,0.06094164,0.20139308,103,0.09,-38.213917,0.8388705
10500.0,2100.0,0.0,0.05767489,0.0609599,0.20138428,104,0.09,-38.513786,0.83891916
10600.0,2120.0,0.05,0.05763042,0.06097653,0.20138747,105,0.06,-32.21528,0.8389189
10700.0,2140.0,0.05,0.05764958,0.06099042,0.2013957,106,0.07,-38.84717,0.8388725
10800.0,2160.0,0.05,0.05773752,0.060990438,0.2013926,107,0.04,-37.580196,0.838872
10900.0,2180.0,0.05,0.05769494,0.060984835,0.2013822,108,0.11,-37.642136,0.83882314
11000.0,2200.0,0.05,0.057653867,0.06098233,0.20137672,109,0.05,-38.57193,0.8388303
11100.0,2220.0,0.0,0.05762866,0.06097969,0.20138006,110,0.05,-38.718933,0.83884364
11200.0,2240.0,0.15,0.057575494,0.060991194,0.20137985,111,0.06,-35.02855,0.83885187
11300.0,2260.0,0.05,0.057568178,0.060998205,0.20137425,112,0.05,-32.580467,0.83884937
11400.0,2280.0,0.05,0.057599284,0.061010834,0.20139703,113,0.08,-29.236832,0.8387699
11500.0,2300.0,0.0,0.05761693,0.06100854,0.20139444,114,0.08,-41.136482,0.8387742
11600.0,2320.0,0.05,0.057593852,0.061007496,0.20140553,115,0.06,-36.54345,0.83876467
11700.0,2340.0,0.2,0.057584524,0.061022546,0.20140773,116,0.02,-30.187845,0.8387237
11800.0,2360.0,0.15,0.0576009,0.06102783,0.2014003,117,0.07,-33.333084,0.8386604
11900.0,2380.0,0.1,0.057541132,0.061034027,0.2013895,118,0.06,-35.089382,0.8386356
12000.0,2400.0,0.05,0.057515077,0.06103988,0.20139301,119,0.06,-37.34916,0.8386035
12100.0,2420.0,0.15,0.05748494,0.061034832,0.2013893,120,0.05,-36.7582,0.838573
12200.0,2440.0,0.15,0.057510603,0.061023235,0.20139028,121,0.03,-33.62472,0.83855504
12300.0,2460.0,0.05,0.057442687,0.06105962,0.20139423,122,0.09,-33.634502,0.8385587
12400.0,2480.0,0.05,0.057388477,0.061079804,0.20138904,123,0.08,-39.991745,0.8386157
12500.0,2500.0,0.1,0.05734611,0.061082784,0.20139402,124,0.05,-33.433727,0.838617
12600.0,2520.0,0.05,0.057351332,0.061077967,0.2013894,125,0.03,-35.54517,0.8385934
12700.0,2540.0,0.0,0.057596255,0.06107774,0.20141485,126,0.05,-42.035133,0.8385834
12800.0,2560.0,0.05,0.05765785,0.06109047,0.2014049,127,0.06,-40.998867,0.8385634
12900.0,2580.0,0.0,0.05765773,0.061089203,0.20139095,128,0.06,-43.58883,0.8385678
13000.0,2600.0,0.1,0.05760452,0.061088745,0.20140314,129,0.04,-36.489532,0.83853173
13100.0,2620.0,0.15,0.057537433,0.061106388,0.20141213,130,0.18,-39.00701,0.8385442
13200.0,2640.0,0.1,0.05749329,0.06109791,0.20138851,131,0.08,-31.793484,0.8385168
13300.0,2660.0,0.1,0.05745188,0.061085645,0.20138603,132,0.1,-36.068516,0.8384907
13400.0,2680.0,0.15,0.057388116,0.061069246,0.20139046,133,0.11,-35.55432,0.83851886
13500.0,2700.0,0.25,0.057361394,0.061060067,0.20139553,134,0.07,-29.305408,0.838512
13600.0,2720.0,0.1,0.057303093,0.06105353,0.20140572,135,0.09,-33.01437,0.83850247
13700.0,2740.0,0.0,0.05725036,0.06103826,0.20141163,136,0.07,-37.499474,0.8385267
13800.0,2760.0,0.05,0.05717645,0.061031494,0.20140435,137,0.06,-38.037914,0.8385513
13900.0,2780.0,0.0,0.057104662,0.061023567,0.20141329,138,0.02,-42.90279,0.8385699
14000.0,2800.0,0.05,0.057062045,0.061031487,0.20142105,139,0.07,-39.186943,0.83858013
14100.0,2820.0,0.0,0.05701148,0.061015878,0.20142876,140,0.05,-43.602676,0.8385771
14200.0,2840.0,0.05,0.056997433,0.06102186,0.20142339,141,0.06,-39.11568,0.838567
14300.0,2860.0,0.0,0.056948032,0.061036427,0.20141342,142,0.09,-40.648556,0.838551
14400.0,2880.0,0.05,0.05688257,0.061039295,0.20140915,143,0.1,-38.661797,0.83853704
14500.0,2900.0,0.05,0.056890182,0.061018284,0.2014045,144,0.07,-42.05656,0.8384938
14600.0,2920.0,0.05,0.05691968,0.061031144,0.20140696,145,0.1,-42.423244,0.8384796
14700.0,2940.0,0.1,0.056884818,0.06103973,0.20141606,146,0.07,-39.204735,0.83847433
14800.0,2960.0,0.05,0.056913543,0.06104779,0.20141062,147,0.09,-43.710335,0.83851194
14900.0,2980.0,0.1,0.056847382,0.06104572,0.20140655,148,0.03,-37.74116,0.83851266
15000.0,3000.0,0.0,0.056803778,0.06105927,0.20139523,149,0.1,-40.64805,0.8385024
15100.0,3020.0,0.0,0.056762513,0.0610346,0.20138986,150,0.04,-39.104702,0.83849716
15200.0,3040.0,0.15,0.056730174,0.06103632,0.2013949,151,0.09,-37.071484,0.83855313
15300.0,3060.0,0.1,0.05667414,0.061055597,0.20138477,152,0.07,-36.58152,0.8385396
15400.0,3080.0,0.05,0.056805097,0.061067764,0.20140652,153,0.02,-37.420094,0.83850783
15500.0,3100.0,0.05,0.056772232,0.06106168,0.20140417,154,0.08,-39.01939,0.83851224
15600.0,3120.0,0.0,0.056769155,0.061056633,0.20139408,155,0.05,-42.043007,0.8385542
15700.0,3140.0,0.0,0.056752253,0.06106248,0.20138808,156,0.06,-43.023575,0.83853227
15800.0,3160.0,0.1,0.056701194,0.061052844,0.20139211,157,0.07,-32.713814,0.83853716
15900.0,3180.0,0.05,0.056668703,0.061052155,0.20137887,158,0.06,-39.65843,0.8385258
16000.0,3200.0,0.1,0.05664292,0.0610463,0.20136586,159,0.05,-40.534935,0.8385288
16100.0,3220.0,0.0,0.05658562,0.06106693,0.20136324,160,0.05,-40.744816,0.83853054
16200.0,3240.0,0.2,0.05655968,0.061082765,0.20135812,161,0.1,-31.749683,0.8385388
16300.0,3260.0,0.15,0.056502484,0.061062578,0.20134908,162,0.09,-32.651947,0.83853453
16400.0,3280.0,0.05,0.056529664,0.061060283,0.20134401,163,0.11,-34.23556,0.83851796
16500.0,3300.0,0.1,0.056515425,0.06105421,0.2013471,164,0.07,-38.14451,0.83853036
16600.0,3320.0,0.05,0.056490347,0.061075773,0.20134415,165,0.08,-37.03446,0.8385401
16700.0,3340.0,0.05,0.056444105,0.061061773,0.20135671,166,0.11,-38.20252,0.8385212
16800.0,3360.0,0.0,0.05639381,0.06107301,0.20136148,167,0.05,-41.202023,0.8385768
16900.0,3380.0,0.1,0.056366447,0.061072882,0.20136099,168,0.03,-37.01064,0.8385672
17000.0,3400.0,0.05,0.05632336,0.061064173,0.20136395,169,0.06,-39.951054,0.83856004
17100.0,3420.0,0.05,0.056292534,0.06107497,0.201359,170,0.05,-43.11864,0.83853024
17200.0,3440.0,0.05,0.05629544,0.06107898,0.20135984,171,0.07,-42.95919,0.83856416
17300.0,3460.0,0.15,0.056242805,0.061065003,0.20137537,172,0.08,-37.736267,0.8385393
17400.0,3480.0,0.05,0.05620534,0.061074868,0.20137747,173,0.04,-37.788246,0.83853227
17500.0,3500.0,0.05,0.056167636,0.06105524,0.20136902,174,0.06,-40.1538,0.8385463
17600.0,3520.0,0.1,0.056155764,0.061051115,0.20137349,175,0.07,-36.886784,0.8385372
17700.0,3540.0,0.1,0.05614647,0.06104377,0.20137453,176,0.08,-39.861046,0.83859825
17800.0,3560.0,0.05,0.056132488,0.061049625,0.2013706,177,0.06,-39.182472,0.8385932
17900.0,3580.0,0.05,0.05615938,0.061066594,0.2013663,178,0.05,-40.955345,0.83860475
18000.0,3600.0,0.1,0.056183454,0.061067853,0.20136699,179,0.02,-39.642967,0.8385882
18100.0,3620.0,0.1,0.056170996,0.061060395,0.20138016,180,0.07,-38.014942,0.8385639
18200.0,3640.0,0.1,0.056205917,0.061064973,0.20138337,181,0.06,-36.357906,0.83855563
18300.0,3660.0,0.0,0.056166876,0.061048683,0.2013821,182,0.06,-44.36777,0.83851415
18400.0,3680.0,0.1,0.056113895,0.06104053,0.20139013,183,0.07,-37.193527,0.8385644
18500.0,3700.0,0.15,0.056088373,0.06103674,0.20139143,184,0.03,-39.263805,0.83852345
18600.0,3720.0,0.0,0.05607607,0.061022397,0.20138925,185,0.06,-44.31611,0.83853656
18700.0,3740.0,0.05,0.05603755,0.061024103,0.20138575,186,0.05,-39.005608,0.83849174
18800.0,3760.0,0.05,0.055992264,0.06104465,0.20139304,187,0.15,-45.034462,0.838537
18900.0,3780.0,0.0,0.05603927,0.06103973,0.20141256,188,0.06,-43.710983,0.8385324
19000.0,3800.0,0.05,0.055999946,0.061038356,0.201406,189,0.08,-40.946022,0.8384995
19100.0,3820.0,0.15,0.055950023,0.06104203,0.20140839,190,0.08,-33.973286,0.8385022
19200.0,3840.0,0.0,0.056007653,0.061054762,0.20139354,191,0.05,-43.79517,0.8384707
19300.0,3860.0,0.1,0.056034423,0.061056927,0.2013992,192,0.08,-39.788918,0.8384746
19400.0,3880.0,0.05,0.055988483,0.061058883,0.20139267,193,0.05,-41.96508,0.83844304
19500.0,3900.0,0.0,0.055992566,0.061043855,0.20139252,194,0.06,-41.714283,0.83841866
19600.0,3920.0,0.05,0.055944357,0.061063588,0.20139457,195,0.07,-39.976974,0.8384104
19700.0,3940.0,0.05,0.055890992,0.061060727,0.20138617,196,0.08,-41.96841,0.838387
19800.0,3960.0,0.0,0.055873178,0.061055794,0.20138964,197,0.08,-44.282887,0.83837074
19900.0,3980.0,0.05,0.05581687,0.061052248,0.20137163,198,0.11,-42.37627,0.8383651
20000.0,4000.0,0.0,0.05578642,0.06103513,0.20136832,199,0.06,-45.570324,0.83837193
20100.0,4020.0,0.05,0.05572527,0.061045807,0.2013538,200,0.08,-42.846306,0.8383344
20200.0,4040.0,0.2,0.05567575,0.06104536,0.20135377,201,0.06,-36.4878,0.83833283
20300.0,4060.0,0.05,0.055637814,0.061055098,0.20135248,202,0.09,-42.756348,0.83832806
20400.0,4080.0,0.1,0.055650096,0.061049502,0.2013494,203,0.05,-38.440742,0.8383236
20500.0,4100.0,0.05,0.05566706,0.06105983,0.20135412,204,0.11,-42.78419,0.83832234
20600.0,4120.0,0.1,0.055628408,0.061052714,0.2013424,205,0.08,-40.94739,0.8383444
20700.0,4140.0,0.0,0.05559223,0.061041,0.20133547,206,0.09,-43.9196,0.83835155
20800.0,4160.0,0.1,0.055567507,0.061029855,0.20133807,207,0.08,-41.054363,0.8383386
20900.0,4180.0,0.0,0.055529,0.061035916,0.20133698,208,0.06,-41.016884,0.8383612
21000.0,4200.0,0.05,0.055482525,0.06105208,0.20133974,209,0.09,-45.410477,0.8383582
21100.0,4220.0,0.1,0.055442233,0.061044723,0.2013523,210,0.07,-39.092934,0.8383734
21200.0,4240.0,0.0,0.05539015,0.061041057,0.20135613,211,0.12,-47.403164,0.83833456
21300.0,4260.0,0.0,0.05534261,0.061046693,0.20135327,212,0.08,-41.88102,0.83835
21400.0,4280.0,0.0,0.05533605,0.061052416,0.20134518,213,0.06,-45.957985,0.8383608
21500.0,4300.0,0.05,0.055293225,0.06104323,0.20135346,214,0.06,-42.62104,0.83836573
21600.0,4320.0,0.05,0.05526262,0.061037466,0.20136334,215,0.08,-44.099224,0.8383708
21700.0,4340.0,0.0,0.055210844,0.061034486,0.20137434,216,0.11,-46.236095,0.8383613
21800.0,4360.0,0.1,0.055222772,0.061037328,0.20137894,217,0.03,-38.996338,0.83836436
21900.0,4380.0,0.1,0.05520441,0.061049405,0.20136964,218,0.09,-37.67046,0.8383685
22000.0,4400.0,0.15,0.05518566,0.061062034,0.20136553,219,0.09,-38.270958,0.83835703
22100.0,4420.0,0.0,0.055171892,0.061070893,0.20136322,220,0.1,-46.558327,0.8383625
22200.0,4440.0,0.0,0.055135675,0.061057363,0.20135632,221,0.11,-44.674843,0.8383685
22300.0,4460.0,0.05,0.055136215,0.061067004,0.20134836,222,0.05,-42.922028,0.8383618
22400.0,4480.0,0.1,0.05510012,0.0610864,0.20135242,223,0.13,-42.257126,0.83835834
22500.0,4500.0,0.05,0.055097535,0.061065856,0.20134701,224,0.08,-43.469418,0.83835435
22600.0,4520.0,0.05,0.055055726,0.061061163,0.20134978,225,0.03,-42.495094,0.8383362
22700.0,4540.0,0.05,0.055091694,0.061072294,0.20135778,226,0.07,-40.321907,0.8383427
22800.0,4560.0,0.15,0.05507868,0.061070587,0.20134638,227,0.05,-37.176186,0.8383381
22900.0,4580.0,0.1,0.055105466,0.061067715,0.2013346,228,0.05,-43.43606,0.83832437
23000.0,4600.0,0.05,0.0550804,0.061090317,0.20133257,229,0.07,-40.300545,0.8383201
23100.0,4620.0,0.05,0.05503925,0.061086748,0.20133075,230,0.04,-44.047657,0.8383228
23200.0,4640.0,0.15,0.055033196,0.06108904,0.2013299,231,0.06,-38.44593,0.8383507
23300.0,4660.0,0.05,0.055022918,0.06109591,0.20132479,232,0.05,-46.182976,0.83833224
23400.0,4680.0,0.1,0.055113573,0.061121598,0.20133102,233,0.08,-43.524906,0.8383262
23500.0,4700.0,0.15,0.055082764,0.06113225,0.20132741,234,0.09,-39.987312,0.83833975
23600.0,4720.0,0.0,0.05504983,0.06112607,0.20133048,235,0.03,-45.03739,0.83830315
23700.0,4740.0,0.05,0.055063106,0.061129734,0.20133944,236,0.06,-43.664192,0.8382928
23800.0,4760.0,0.15,0.055030193,0.061126646,0.20135361,237,0.04,-36.611618,0.83827525
23900.0,4780.0,0.0,0.05499424,0.061120566,0.20135078,238,0.12,-42.03358,0.83829457
24000.0,4800.0,0.1,0.05502757,0.0611272,0.20135666,239,0.05,-42.123894,0.83830374
24100.0,4820.0,0.05,0.05508167,0.061128464,0.20135146,240,0.07,-42.675777,0.8382611
24200.0,4840.0,0.1,0.055048905,0.061126176,0.20135602,241,0.08,-35.927677,0.83828956
24300.0,4860.0,0.1,0.05501101,0.06112114,0.20136555,242,0.07,-36.479164,0.8383135
24400.0,4880.0,0.1,0.05502738,0.061126307,0.20136425,243,0.08,-41.525898,0.8383177
24500.0,4900.0,0.1,0.055044804,0.06111668,0.2013628,244,0.1,-35.480377,0.8383258
24600.0,4920.0,0.15,0.055007335,0.061126992,0.20136671,245,0.09,-39.42524,0.83831424
24700.0,4940.0,0.05,0.054960128,0.06113489,0.20137769,246,0.06,-40.113083,0.83830947
24800.0,4960.0,0.1,0.054970264,0.061122295,0.20137297,247,0.05,-36.016483,0.83830327
24900.0,4980.0,0.15,0.05499857,0.06112321,0.201376,248,0.02,-37.26139,0.83830166
25000.0,5000.0,0.1,0.05497056,0.061124828,0.20137973,249,0.04,-41.21702,0.8382897
25100.0,5020.0,0.05,0.054943886,0.061126884,0.20137888,250,0.08,-43.83573,0.83830804
25200.0,5040.0,0.05,0.054915924,0.06111966,0.20138259,251,0.05,-44.02866,0.8383139
25300.0,5060.0,0.1,0.05487888,0.06112999,0.20138659,252,0.12,-43.25968,0.83831006
25400.0,5080.0,0.05,0.05487576,0.06113768,0.20139076,253,0.07,-40.1166,0.8382948
25500.0,5100.0,0.1,0.0548624,0.061122432,0.20139399,254,0.09,-41.542137,0.83830863
25600.0,5120.0,0.1,0.054842178,0.061131373,0.20139149,255,0.05,-37.266483,0.838326
25700.0,5140.0,0.1,0.0548188,0.061144326,0.20140253,256,0.1,-42.096874,0.83832866
25800.0,5160.0,0.15,0.054795362,0.061147753,0.20140748,257,0.03,-37.070435,0.8383333
25900.0,5180.0,0.15,0.054767445,0.06113504,0.20140778,258,0.09,-40.501553,0.8383201
26000.0,5200.0,0.05,0.05473447,0.061134342,0.20141378,259,0.09,-42.91263,0.8383534
26100.0,5220.0,0.05,0.054723825,0.061144765,0.20141576,260,0.07,-43.601635,0.8383511
26200.0,5240.0,0.0,0.054707833,0.061135843,0.20142086,261,0.09,-45.551216,0.83833104
26300.0,5260.0,0.2,0.054672405,0.061135616,0.20141335,262,0.1,-36.588768,0.83830947
26400.0,5280.0,0.05,0.05464772,0.06113321,0.2014135,263,0.05,-42.956097,0.8382701
26500.0,5300.0,0.05,0.054614753,0.061135724,0.20141044,264,0.05,-40.712303,0.8382929
26600.0,5320.0,0.05,0.054593135,0.061141346,0.20141195,265,0.07,-39.776558,0.8383127
26700.0,5340.0,0.05,0.05457732,0.06113058,0.20142159,266,0.07,-45.67206,0.83829373
26800.0,5360.0,0.05,0.054565072,0.06113172,0.20142317,267,0.06,-41.478794,0.8382911
26900.0,5380.0,0.05,0.05455066,0.061129197,0.20141822,268,0.09,-45.920464,0.83831024
27000.0,5400.0,0.1,0.054587793,0.06113504,0.20142236,269,0.03,-42.731575,0.83830374
27100.0,5420.0,0.0,0.054632317,0.061133098,0.20142183,270,0.05,-41.676834,0.83830285
27200.0,5440.0,0.0,0.05461579,0.061123237,0.20141955,271,0.02,-44.006657,0.83830565
27300.0,5460.0,0.0,0.054606143,0.061125983,0.20141438,272,0.06,-43.939743,0.838334
27400.0,5480.0,0.0,0.054601572,0.061134115,0.20141011,273,0.1,-41.44247,0.83833426
27500.0,5500.0,0.15,0.05458355,0.061132047,0.20140907,274,0.06,-30.652615,0.8383339
27600.0,5520.0,0.05,0.054563418,0.06114477,0.20140694,275,0.09,-37.820778,0.8383534
27700.0,5540.0,0.05,0.054559395,0.06113641,0.20139743,276,0.03,-40.729618,0.8383705
27800.0,5560.0,0.1,0.054554068,0.061134454,0.20140241,277,0.05,-37.80697,0.83837414
27900.0,5580.0,0.1,0.054552194,0.06113215,0.20140049,278,0.06,-37.781765,0.83837396
