test/success_rate,epoch,stats_o/mean,test/episode,train/success_rate,test/mean_Q,stats_o/std,stats_g/mean,train/episode,stats_g/std
0.0,273,0.20390967,5480.0,0.04,-9.902499,0.052347325,0.8756996,27400.0,0.10611389
0.05,274,0.20389885,5500.0,0.04,-10.120299,0.052484054,0.8756981,27500.0,0.10611694
0.0,275,0.20390719,5520.0,0.04,-11.1456585,0.05265205,0.8756733,27600.0,0.10610732
0.05,276,0.20390567,5540.0,0.03,-7.6005754,0.05271535,0.87572145,27700.0,0.10613316
0.0,277,0.20390613,5560.0,0.06,-6.483514,0.052750908,0.8757217,27800.0,0.10612679
0.0,278,0.20390311,5580.0,0.01,-12.418318,0.05280444,0.87575483,27900.0,0.10615512
0.0,279,0.20391394,5600.0,0.1,-11.224248,0.052882332,0.87572265,28000.0,0.10614558
0.0,280,0.20390871,5620.0,0.07,-10.835932,0.053031415,0.87568194,28100.0,0.10613775
0.05,281,0.20390838,5640.0,0.03,-7.872592,0.053081732,0.8756757,28200.0,0.10612575
0.0,282,0.20390993,5660.0,0.01,-10.41279,0.053153925,0.8756651,28300.0,0.106110275
0.0,283,0.2039091,5680.0,0.04,-11.803728,0.053245515,0.87567586,28400.0,0.106097996
0.05,284,0.20391567,5700.0,0.05,-10.15614,0.053290315,0.8756759,28500.0,0.10610517
0.0,285,0.20392218,5720.0,0.03,-10.973726,0.053316962,0.87569743,28600.0,0.10610888
0.0,286,0.20392634,5740.0,0.02,-9.625737,0.05340729,0.8757062,28700.0,0.10612003
0.1,287,0.20393077,5760.0,0.04,-11.103256,0.05344612,0.8757084,28800.0,0.1061221
0.0,288,0.20392777,5780.0,0.07,-10.348306,0.05348427,0.87568235,28900.0,0.10611498
0.05,289,0.20392065,5800.0,0.04,-11.468423,0.053572044,0.8757038,29000.0,0.10612234
0.0,290,0.20391347,5820.0,0.04,-10.10441,0.053600572,0.87572306,29100.0,0.106122755
0.05,291,0.20391211,5840.0,0.03,-9.575214,0.053623218,0.87573606,29200.0,0.10611547
0.1,292,0.20391606,5860.0,0.07,-7.232171,0.05363163,0.8757381,29300.0,0.10610954
0.05,293,0.20391446,5880.0,0.03,-11.088778,0.053647757,0.8757458,29400.0,0.10610217
0.0,294,0.20391928,5900.0,0.04,-9.111234,0.053680282,0.8757258,29500.0,0.10608697
0.05,295,0.20391746,5920.0,0.02,-9.228968,0.053753003,0.8757222,29600.0,0.106096305
0.0,296,0.20392247,5940.0,0.03,-9.884172,0.053770646,0.87577057,29700.0,0.106111445
0.0,297,0.20392323,5960.0,0.02,-9.838245,0.05377401,0.87577844,29800.0,0.10610857
0.05,298,0.20392519,5980.0,0.04,-8.3554325,0.053822573,0.87579554,29900.0,0.10610771
0.0,299,0.20390946,6000.0,0.04,-10.724981,0.05393563,0.8757389,30000.0,0.10608932
0.05,300,0.20391008,6020.0,0.02,-9.034454,0.05393763,0.8757679,30100.0,0.10610803
0.0,301,0.2039092,6040.0,0.05,-11.855137,0.054085117,0.87574863,30200.0,0.106102265
0.0,302,0.2039167,6060.0,0.03,-9.513903,0.05405944,0.87578756,30300.0,0.10610792
0.05,303,0.20392044,6080.0,0.04,-10.567228,0.05409432,0.875801,30400.0,0.10610166
0.0,304,0.20391646,6100.0,0.06,-9.848277,0.05411593,0.8758052,30500.0,0.10608452
0.05,305,0.20390975,6120.0,0.05,-9.322082,0.054213315,0.8758088,30600.0,0.106092475
0.1,306,0.2039104,6140.0,0.06,-10.320635,0.05430994,0.8758361,30700.0,0.10610214
0.0,307,0.20390093,6160.0,0.04,-10.504018,0.054446477,0.87586623,30800.0,0.10611075
0.1,308,0.20389539,6180.0,0.05,-8.288544,0.054536536,0.87587434,30900.0,0.10610812
0.05,309,0.20389648,6200.0,0.03,-10.816467,0.054645006,0.87589866,31000.0,0.10610942
0.05,310,0.20389688,6220.0,0.06,-13.671641,0.054758262,0.8759008,31100.0,0.106112204
0.0,311,0.20389108,6240.0,0.09,-9.877395,0.054900147,0.8759218,31200.0,0.10612699
0.05,312,0.20388542,6260.0,0.06,-11.577297,0.05501948,0.8759136,31300.0,0.10612893
0.0,313,0.20387644,6280.0,0.04,-8.157951,0.055139408,0.8758917,31400.0,0.10611582
0.0,314,0.20387958,6300.0,0.01,-10.748486,0.055190455,0.87590986,31500.0,0.106112815
0.15,315,0.20387392,6320.0,0.01,-8.294103,0.05524155,0.8759058,31600.0,0.106107734
0.0,316,0.20388223,6340.0,0.06,-8.589686,0.05525383,0.87589717,31700.0,0.10610384
0.05,317,0.20388481,6360.0,0.06,-9.416845,0.055267025,0.87591106,31800.0,0.10611435
0.0,318,0.20387651,6380.0,0.02,-9.058548,0.055333056,0.8759089,31900.0,0.10611859
0.0,319,0.20387685,6400.0,0.03,-10.992346,0.055345654,0.87590784,32000.0,0.106129676
0.05,320,0.20387602,6420.0,0.04,-10.0223675,0.055379175,0.87589455,32100.0,0.106128186
0.0,321,0.20387344,6440.0,0.07,-9.007453,0.05535645,0.87588835,32200.0,0.10613393
0.05,322,0.20387171,6460.0,0.02,-8.184847,0.055381224,0.87587625,32300.0,0.106129706
0.05,323,0.2038658,6480.0,0.02,-13.175842,0.05538661,0.87590504,32400.0,0.10614377
0.0,324,0.20386703,6500.0,0.04,-9.228425,0.055371936,0.8759245,32500.0,0.10614588
0.0,325,0.20386295,6520.0,0.03,-10.298245,0.055425115,0.875911,32600.0,0.10615409
0.05,326,0.20386274,6540.0,0.04,-12.4981985,0.05543167,0.87589264,32700.0,0.10614165
0.0,327,0.20385633,6560.0,0.03,-11.016577,0.05546101,0.87593555,32800.0,0.106144875
0.0,328,0.20385279,6580.0,0.03,-10.905989,0.055447686,0.8759451,32900.0,0.10615746
0.0,329,0.2038558,6600.0,0.07,-9.248453,0.05549805,0.87592435,33000.0,0.10614332
0.05,330,0.20385723,6620.0,0.04,-10.522597,0.05548731,0.87595147,33100.0,0.1061551
0.0,331,0.20385197,6640.0,0.04,-8.787202,0.055494275,0.8759536,33200.0,0.10616215
0.1,332,0.20384632,6660.0,0.03,-10.95205,0.055563394,0.87596536,33300.0,0.106170736
0.05,333,0.20384294,6680.0,0.04,-11.000806,0.05565553,0.8759749,33400.0,0.106196426
0.0,334,0.20384777,6700.0,0.03,-8.671088,0.05566197,0.8759702,33500.0,0.10618696
0.0,335,0.20384732,6720.0,0.03,-11.812093,0.05577452,0.8759649,33600.0,0.10616378
0.05,336,0.20384239,6740.0,0.04,-10.4044285,0.055860445,0.87598276,33700.0,0.106174074
0.05,337,0.20384435,6760.0,0.05,-9.745725,0.055970408,0.8759827,33800.0,0.1061852
0.15,338,0.20383814,6780.0,0.08,-9.782072,0.056030698,0.8760006,33900.0,0.10619555
0.0,339,0.20384043,6800.0,0.04,-8.828076,0.056068417,0.8759907,34000.0,0.10619402
0.05,340,0.20383711,6820.0,0.04,-10.481228,0.056052398,0.87598604,34100.0,0.10619507
0.0,341,0.203838,6840.0,0.03,-10.188793,0.056065224,0.8760074,34200.0,0.106200375
0.1,342,0.20383324,6860.0,0.03,-9.060885,0.05612501,0.876,34300.0,0.106209405
0.1,343,0.20382357,6880.0,0.06,-10.611805,0.05620195,0.87600756,34400.0,0.10621613
0.05,344,0.20381498,6900.0,0.07,-10.688166,0.056237675,0.8759777,34500.0,0.10621176
0.0,345,0.2038192,6920.0,0.0,-10.844972,0.056300797,0.87598974,34600.0,0.10620888
0.05,346,0.20382032,6940.0,0.06,-9.154606,0.056398284,0.8759921,34700.0,0.1062206
0.15,347,0.20382105,6960.0,0.02,-10.3731365,0.05645786,0.87598133,34800.0,0.10622612
0.0,348,0.20380543,6980.0,0.03,-10.380786,0.0565063,0.876002,34900.0,0.10622992
0.1,349,0.20380849,7000.0,0.02,-9.986219,0.056568526,0.8760178,35000.0,0.10625037
0.0,350,0.20381083,7020.0,0.05,-9.230668,0.05658117,0.87600845,35100.0,0.1062602
0.0,351,0.20381369,7040.0,0.04,-9.458879,0.05663148,0.87600535,35200.0,0.106254496
0.0,352,0.20381275,7060.0,0.03,-8.51568,0.056693353,0.875982,35300.0,0.10624724
0.05,353,0.20381871,7080.0,0.05,-11.046956,0.056720756,0.87594014,35400.0,0.106237434
0.1,354,0.20382002,7100.0,0.02,-8.305916,0.056750447,0.87596554,35500.0,0.10623001
0.1,355,0.20381042,7120.0,0.03,-10.137845,0.05682419,0.8759406,35600.0,0.10621958
0.0,356,0.203809,7140.0,0.03,-12.819208,0.05688069,0.87596816,35700.0,0.10621997
0.05,357,0.20380278,7160.0,0.06,-10.39417,0.056872204,0.8759451,35800.0,0.10621557
0.05,358,0.20380336,7180.0,0.02,-11.763627,0.056917917,0.87595433,35900.0,0.10620675
0.1,359,0.20379789,7200.0,0.04,-10.46681,0.05693747,0.8759443,36000.0,0.106200755
0.0,360,0.20379648,7220.0,0.06,-10.534437,0.05694895,0.8759306,36100.0,0.10619537
0.0,361,0.20379421,7240.0,0.04,-10.300454,0.056971308,0.8759146,36200.0,0.10619836
0.0,362,0.20378745,7260.0,0.03,-10.626431,0.057054564,0.8759129,36300.0,0.106193416
0.05,363,0.2037821,7280.0,0.05,-10.540471,0.05709168,0.8759157,36400.0,0.10618778
0.05,364,0.20377663,7300.0,0.03,-11.392195,0.05711872,0.8758965,36500.0,0.10618416
0.0,365,0.2037805,7320.0,0.05,-11.95977,0.057110485,0.8758903,36600.0,0.10618532
0.05,366,0.20378187,7340.0,0.01,-11.493367,0.05710595,0.87588406,36700.0,0.10616901
0.05,367,0.20378698,7360.0,0.05,-9.980403,0.057090677,0.87589616,36800.0,0.10616811
0.0,368,0.2037782,7380.0,0.01,-11.225263,0.057133425,0.87591434,36900.0,0.10616827
0.05,369,0.20377363,7400.0,0.03,-9.851137,0.057166666,0.8759168,37000.0,0.10616299
0.1,370,0.20377511,7420.0,0.03,-10.125384,0.05721772,0.87592846,37100.0,0.10618448
0.0,371,0.20377606,7440.0,0.04,-11.734772,0.057272263,0.8759143,37200.0,0.10618574
0.05,372,0.203771,7460.0,0.02,-9.595062,0.05731227,0.87592155,37300.0,0.10618479
0.0,373,0.20376681,7480.0,0.07,-9.57971,0.05733533,0.87592906,37400.0,0.106197394
0.05,374,0.20376533,7500.0,0.07,-10.136194,0.057352796,0.8759294,37500.0,0.10619483
0.1,375,0.20375906,7520.0,0.04,-9.7718725,0.057393227,0.8759279,37600.0,0.10619793
0.05,376,0.20375553,7540.0,0.04,-7.5384917,0.057509284,0.875935,37700.0,0.10620364
0.0,377,0.20375858,7560.0,0.03,-11.174835,0.057552557,0.87591505,37800.0,0.10618931
0.1,378,0.20375152,7580.0,0.03,-8.46615,0.0576491,0.8759211,37900.0,0.10619395
0.0,379,0.20375356,7600.0,0.04,-9.508571,0.057685193,0.8759152,38000.0,0.10619225
0.0,380,0.2037524,7620.0,0.04,-9.885294,0.05772626,0.8758936,38100.0,0.10618546
0.05,381,0.20374632,7640.0,0.06,-8.415213,0.05780582,0.87586236,38200.0,0.10617653
0.0,382,0.2037463,7660.0,0.03,-9.287411,0.057831675,0.87587374,38300.0,0.10617179
0.0,383,0.20375264,7680.0,0.05,-7.881027,0.057871226,0.8758574,38400.0,0.10617285
0.05,384,0.2037588,7700.0,0.02,-8.8402605,0.057973918,0.8758495,38500.0,0.10616078
0.0,385,0.20375377,7720.0,0.04,-9.458647,0.05802715,0.875851,38600.0,0.10615694
0.0,386,0.20375118,7740.0,0.06,-10.045371,0.058100022,0.8758495,38700.0,0.10615373
0.1,387,0.20375131,7760.0,0.02,-9.497071,0.058166552,0.8758761,38800.0,0.10617322
0.15,388,0.20375186,7780.0,0.06,-8.671672,0.05822728,0.8758703,38900.0,0.10616928
0.0,389,0.20375387,7800.0,0.03,-8.780063,0.05837005,0.8758474,39000.0,0.10616169
0.0,390,0.20375556,7820.0,0.03,-9.939914,0.05846263,0.87585264,39100.0,0.106166035
0.1,391,0.20374699,7840.0,0.03,-7.167456,0.058588948,0.87580156,39200.0,0.106154144
0.1,392,0.20374489,7860.0,0.06,-7.732418,0.058711804,0.87579685,39300.0,0.106143914
0.05,393,0.2037412,7880.0,0.1,-7.533155,0.05886067,0.8757887,39400.0,0.106143326
0.05,394,0.20373486,7900.0,0.03,-7.986989,0.059089974,0.87578624,39500.0,0.10613666
0.0,395,0.20372766,7920.0,0.04,-9.588557,0.059231,0.8757883,39600.0,0.106133245
0.05,396,0.20373349,7940.0,0.05,-11.614029,0.059495505,0.8758168,39700.0,0.10613733
0.05,397,0.20373146,7960.0,0.03,-10.663821,0.059757136,0.87584263,39800.0,0.10614564
0.05,398,0.20373388,7980.0,0.03,-7.5298223,0.059891388,0.8758397,39900.0,0.106144466
0.0,399,0.20373537,8000.0,0.02,-10.244825,0.060066447,0.8758306,40000.0,0.10614282
0.0,400,0.20372929,8020.0,0.1,-9.268285,0.060183067,0.87581474,40100.0,0.10614183
0.1,401,0.20372967,8040.0,0.03,-8.6007395,0.06031999,0.87581724,40200.0,0.10613948
0.05,402,0.20373206,8060.0,0.03,-10.216736,0.060440846,0.87583715,40300.0,0.10615516
0.1,403,0.20374401,8080.0,0.02,-8.140945,0.06062165,0.875843,40400.0,0.106149755
0.0,404,0.2037415,8100.0,0.04,-9.771479,0.06082591,0.87583613,40500.0,0.106152445
0.05,405,0.20373769,8120.0,0.03,-9.407841,0.061005097,0.8758629,40600.0,0.10615627
0.05,406,0.20374188,8140.0,0.05,-8.054189,0.061159626,0.87585354,40700.0,0.10616225
0.0,407,0.20373705,8160.0,0.03,-10.667478,0.061340567,0.8758745,40800.0,0.10617647
0.0,408,0.20374237,8180.0,0.03,-7.3003554,0.06151605,0.875892,40900.0,0.106181085
0.05,409,0.20373814,8200.0,0.03,-10.624964,0.061638474,0.875897,41000.0,0.10617491
0.05,410,0.2037364,8220.0,0.03,-9.956193,0.061721474,0.87588054,41100.0,0.10616494
0.0,411,0.2037346,8240.0,0.05,-7.2785354,0.06183888,0.8758867,41200.0,0.106164
0.05,412,0.20372514,8260.0,0.01,-7.9405274,0.061940547,0.87591076,41300.0,0.10617436
0.0,413,0.20372204,8280.0,0.04,-9.503569,0.062045332,0.875911,41400.0,0.106172085
0.1,414,0.2037244,8300.0,0.05,-6.273,0.062093254,0.8758874,41500.0,0.106173635
0.0,415,0.20372017,8320.0,0.05,-9.416198,0.06214031,0.8758931,41600.0,0.10617587
0.05,416,0.20372003,8340.0,0.03,-7.556031,0.062223975,0.8759063,41700.0,0.10618522
0.0,417,0.2037245,8360.0,0.06,-9.556893,0.06227888,0.8758912,41800.0,0.1061937
0.05,418,0.20372877,8380.0,0.05,-8.762241,0.06237713,0.87590367,41900.0,0.10618254
0.0,419,0.20372753,8400.0,0.05,-10.091613,0.06242948,0.8759137,42000.0,0.10617771
0.05,420,0.20372267,8420.0,0.03,-11.214574,0.06245687,0.8759365,42100.0,0.10619665
0.1,421,0.2037334,8440.0,0.06,-7.726702,0.062472977,0.87593985,42200.0,0.106200635
0.05,422,0.20373453,8460.0,0.02,-9.759094,0.06250777,0.875936,42300.0,0.10619896
0.0,423,0.20373873,8480.0,0.04,-9.909728,0.06255,0.87595415,42400.0,0.10618042
0.1,424,0.20373774,8500.0,0.05,-9.985258,0.06257017,0.875967,42500.0,0.106170595
0.05,425,0.20374006,8520.0,0.03,-9.098163,0.06260256,0.8759591,42600.0,0.10616293
0.05,426,0.2037412,8540.0,0.04,-9.031513,0.062612526,0.87595296,42700.0,0.10616645
0.0,427,0.20374456,8560.0,0.01,-10.249399,0.06265435,0.87592477,42800.0,0.106165625
0.1,428,0.20374787,8580.0,0.02,-8.69766,0.062698156,0.8759208,42900.0,0.10617554
0.0,429,0.20374556,8600.0,0.05,-9.879973,0.06271014,0.87593985,43000.0,0.10619017
0.05,430,0.20374557,8620.0,0.06,-11.224006,0.06278807,0.87596804,43100.0,0.1062
0.05,431,0.20374355,8640.0,0.04,-10.007075,0.06284818,0.8759711,43200.0,0.10619065
0.05,432,0.20374376,8660.0,0.05,-7.612563,0.06287651,0.87595326,43300.0,0.10617354
0.0,433,0.20374005,8680.0,0.02,-10.638085,0.06291053,0.8759696,43400.0,0.10618025
0.0,434,0.2037414,8700.0,0.02,-9.088367,0.06294037,0.8759945,43500.0,0.10619833
0.0,435,0.20373854,8720.0,0.04,-10.996454,0.06301746,0.87596756,43600.0,0.10619354
0.05,436,0.20373565,8740.0,0.01,-9.729994,0.06302172,0.8759642,43700.0,0.10618043
0.05,437,0.20373672,8760.0,0.03,-10.319163,0.06300744,0.8759718,43800.0,0.106182694
0.15,438,0.20373438,8780.0,0.11,-8.385846,0.06301272,0.8759506,43900.0,0.106173836
0.0,439,0.20372938,8800.0,0.05,-9.858709,0.063070364,0.8759605,44000.0,0.10618063
0.05,440,0.20372438,8820.0,0.02,-14.052419,0.063158765,0.8759559,44100.0,0.10617057
0.05,441,0.20372681,8840.0,0.02,-10.000746,0.06320455,0.8759814,44200.0,0.10616214
0.05,442,0.20373245,8860.0,0.02,-10.99001,0.06318205,0.87598306,44300.0,0.10615644
0.0,443,0.20372596,8880.0,0.03,-12.1008,0.06318792,0.875989,44400.0,0.10615834
0.0,444,0.20373127,8900.0,0.07,-10.403334,0.06320481,0.8759961,44500.0,0.10614792
0.0,445,0.20373438,8920.0,0.0,-12.183995,0.06325852,0.87600803,44600.0,0.10615047
0.1,446,0.20373507,8940.0,0.03,-8.777361,0.06325182,0.87599653,44700.0,0.106131576
0.05,447,0.20373431,8960.0,0.06,-10.410173,0.063294284,0.8759853,44800.0,0.1061292
0.0,448,0.20373213,8980.0,0.05,-11.190538,0.0633167,0.8759651,44900.0,0.106117584
0.05,449,0.20372754,9000.0,0.03,-12.235555,0.06334533,0.8759811,45000.0,0.10613138
0.0,450,0.20373446,9020.0,0.03,-10.138552,0.06339076,0.87601846,45100.0,0.10614165
0.0,451,0.20373581,9040.0,0.05,-10.153684,0.06342388,0.87603116,45200.0,0.10614189
0.05,452,0.20373431,9060.0,0.03,-10.90719,0.063425615,0.8760319,45300.0,0.106134
0.05,453,0.20373365,9080.0,0.03,-9.015132,0.06351439,0.8760361,45400.0,0.10613567
0.1,454,0.2037363,9100.0,0.03,-9.721045,0.06356334,0.8760317,45500.0,0.10613028
0.0,455,0.20373018,9120.0,0.02,-9.5550785,0.06358897,0.8760422,45600.0,0.10613328
0.0,456,0.20373271,9140.0,0.05,-8.309716,0.06361468,0.8760445,45700.0,0.10613605
0.0,457,0.20372841,9160.0,0.04,-10.575959,0.06361955,0.87605596,45800.0,0.10614302
0.2,458,0.20373134,9180.0,0.08,-8.057298,0.0636275,0.8760186,45900.0,0.106128216
0.05,459,0.20373052,9200.0,0.0,-11.015017,0.06364956,0.87601644,46000.0,0.1061239
0.0,460,0.20372716,9220.0,0.05,-10.393123,0.063688666,0.8760093,46100.0,0.10611857
0.0,461,0.20372601,9240.0,0.04,-11.746586,0.06373647,0.8759928,46200.0,0.10612526
0.05,462,0.20371933,9260.0,0.02,-8.951752,0.06373895,0.8759938,46300.0,0.10612472
0.05,463,0.20372409,9280.0,0.02,-8.640648,0.063762076,0.87599593,46400.0,0.10612031
0.0,464,0.20372063,9300.0,0.03,-9.694479,0.06377246,0.87598974,46500.0,0.10611659
0.1,465,0.20372322,9320.0,0.01,-7.6935196,0.06379536,0.8759732,46600.0,0.10611232
0.05,466,0.20372233,9340.0,0.03,-9.465311,0.063802816,0.875962,46700.0,0.10610733
0.0,467,0.20371921,9360.0,0.02,-9.122466,0.063826166,0.8759672,46800.0,0.106118254
0.0,468,0.20371836,9380.0,0.04,-10.249847,0.06384442,0.87595886,46900.0,0.10612291
0.0,469,0.20371735,9400.0,0.03,-10.299331,0.0639128,0.87597173,47000.0,0.10612861
0.0,470,0.20371124,9420.0,0.06,-9.165392,0.06393076,0.875968,47100.0,0.106138
0.1,471,0.20370883,9440.0,0.02,-11.130129,0.063949525,0.8759828,47200.0,0.10614676
0.1,472,0.20371197,9460.0,0.02,-9.12968,0.06403119,0.8759802,47300.0,0.10614661
0.0,473,0.20370622,9480.0,0.04,-11.456168,0.06403773,0.8760028,47400.0,0.106162645
0.05,474,0.20369297,9500.0,0.03,-11.047195,0.064096704,0.8759988,47500.0,0.106170356
0.05,475,0.20369728,9520.0,0.01,-12.492994,0.06413469,0.87600183,47600.0,0.10617421
0.05,476,0.20370062,9540.0,0.02,-9.933642,0.06417761,0.8760225,47700.0,0.10617862
0.0,477,0.20370167,9560.0,0.09,-8.427386,0.06422518,0.87600607,47800.0,0.10618401
0.05,478,0.20369612,9580.0,0.03,-10.592992,0.064287044,0.8760118,47900.0,0.10617403
0.05,479,0.20369387,9600.0,0.04,-10.261002,0.06433637,0.8760341,48000.0,0.10618493
0.0,480,0.20369777,9620.0,0.06,-12.029863,0.06442149,0.8760443,48100.0,0.10618127
0.05,481,0.20369428,9640.0,0.0,-10.115576,0.06444782,0.8760465,48200.0,0.10617811
0.0,482,0.20368993,9660.0,0.01,-11.777313,0.06452535,0.8760538,48300.0,0.1061761
0.0,483,0.20369586,9680.0,0.05,-10.081976,0.06454315,0.8760622,48400.0,0.106178306
0.0,484,0.2036983,9700.0,0.06,-9.776989,0.06459053,0.8761042,48500.0,0.106192864
0.1,485,0.20368575,9720.0,0.02,-10.851465,0.06466616,0.876086,48600.0,0.10618963
0.0,486,0.2036904,9740.0,0.03,-11.232511,0.064713344,0.8760969,48700.0,0.10619279
0.05,487,0.20368342,9760.0,0.04,-9.139368,0.06475074,0.87608606,48800.0,0.106185324
0.1,488,0.20369291,9780.0,0.07,-11.002665,0.06481847,0.8760895,48900.0,0.10618061
0.0,489,0.2036893,9800.0,0.07,-9.315695,0.0648839,0.8760943,49000.0,0.10618401
0.0,490,0.20369607,9820.0,0.03,-10.443243,0.06490916,0.87609106,49100.0,0.106182374
0.05,491,0.20370185,9840.0,0.02,-10.551769,0.06495175,0.8761123,49200.0,0.10619128
0.1,492,0.20369714,9860.0,0.04,-8.958469,0.06499039,0.8761065,49300.0,0.106191956
0.05,493,0.20369339,9880.0,0.04,-8.067503,0.065007776,0.8760936,49400.0,0.10618403
0.05,494,0.20369133,9900.0,0.05,-7.416659,0.06501599,0.87609106,49500.0,0.10618228
0.05,495,0.20369993,9920.0,0.01,-8.52091,0.0650311,0.8760999,49600.0,0.10617676
0.05,496,0.20369871,9940.0,0.02,-6.6025267,0.06503781,0.8760967,49700.0,0.10617892
0.0,497,0.2036996,9960.0,0.03,-9.434135,0.065053605,0.8760848,49800.0,0.10616688
0.0,498,0.20369755,9980.0,0.0,-8.905699,0.06504252,0.8760813,49900.0,0.1061646
0.05,499,0.20369631,10000.0,0.01,-8.78666,0.06507285,0.87608856,50000.0,0.106170714
0.05,500,0.20369317,10020.0,0.05,-7.874846,0.06509782,0.8760856,50100.0,0.10617697
0.0,501,0.20369071,10040.0,0.01,-9.079817,0.06511343,0.876108,50200.0,0.10618377
0.0,502,0.2036923,10060.0,0.02,-9.763613,0.06510169,0.8761197,50300.0,0.10619215
0.0,503,0.2036928,10080.0,0.04,-7.4924,0.06511603,0.8761234,50400.0,0.10619607
0.0,504,0.20368943,10100.0,0.03,-7.7253942,0.0651375,0.87612516,50500.0,0.10619352
0.0,505,0.2036897,10120.0,0.07,-11.315148,0.06514957,0.8761173,50600.0,0.106192864
0.0,506,0.20369428,10140.0,0.0,-9.623007,0.065152735,0.8761036,50700.0,0.10618213
0.0,507,0.20369136,10160.0,0.04,-8.715586,0.06516049,0.87608725,50800.0,0.106179185
0.05,508,0.20369488,10180.0,0.03,-8.281308,0.065184645,0.8760831,50900.0,0.10618272
0.0,509,0.203692,10200.0,0.04,-11.6464815,0.06521251,0.87606364,51000.0,0.106170855
0.05,510,0.20368882,10220.0,0.0,-8.096232,0.06522798,0.87607193,51100.0,0.10617354
0.0,511,0.20368642,10240.0,0.03,-9.003253,0.06524132,0.87606263,51200.0,0.10617244
0.05,512,0.20368725,10260.0,0.07,-9.2624,0.06525123,0.8760548,51300.0,0.10617139
0.05,513,0.20369135,10280.0,0.06,-5.869347,0.065246426,0.8760285,51400.0,0.10616361
0.0,514,0.20369393,10300.0,0.01,-9.207371,0.06529739,0.8760562,51500.0,0.10616765
0.15,515,0.20369032,10320.0,0.02,-6.095287,0.065343745,0.87606627,51600.0,0.10616472
0.0,516,0.20369788,10340.0,0.04,-7.474021,0.06538842,0.87606555,51700.0,0.10616361
0.0,517,0.20370607,10360.0,0.04,-9.911926,0.065404564,0.87606573,51800.0,0.10616684
0.05,518,0.20370501,10380.0,0.06,-7.6197767,0.065427236,0.87606853,51900.0,0.106167816
0.0,519,0.20370375,10400.0,0.04,-9.807309,0.065436974,0.8760729,52000.0,0.10616966
0.1,520,0.20370393,10420.0,0.04,-6.439576,0.06544452,0.87609214,52100.0,0.1061751
0.0,521,0.203706,10440.0,0.02,-7.5164657,0.065493405,0.87608224,52200.0,0.10617397
0.05,522,0.20370437,10460.0,0.04,-10.804593,0.06550329,0.8760815,52300.0,0.10617859
0.05,523,0.20370537,10480.0,0.07,-8.066918,0.06549942,0.87607354,52400.0,0.10617515
0.0,524,0.2037023,10500.0,0.07,-7.82427,0.06549601,0.8760783,52500.0,0.1061675
0.1,525,0.20370203,10520.0,0.05,-7.686142,0.06552016,0.87608546,52600.0,0.1061606
0.15,526,0.20370275,10540.0,0.06,-6.2241325,0.065516695,0.87608665,52700.0,0.10615339
0.1,527,0.2037023,10560.0,0.06,-6.541645,0.06553268,0.87609005,52800.0,0.106158376
0.1,528,0.20370103,10580.0,0.01,-7.502707,0.06553687,0.8760944,52900.0,0.106164314
0.0,529,0.20370393,10600.0,0.05,-10.653273,0.06556064,0.87609726,53000.0,0.10615928
0.05,530,0.20371287,10620.0,0.05,-9.491611,0.06556195,0.8761065,53100.0,0.10615611
0.0,531,0.20370945,10640.0,0.04,-6.8575797,0.06558183,0.8761087,53200.0,0.1061571
0.05,532,0.20370713,10660.0,0.11,-8.537788,0.06558305,0.876101,53300.0,0.10614409
0.05,533,0.2037081,10680.0,0.03,-8.711464,0.06557334,0.87608576,53400.0,0.106137596
0.1,534,0.20370825,10700.0,0.07,-7.024144,0.06558411,0.87610453,53500.0,0.106143914
0.15,535,0.20370583,10720.0,0.03,-7.5351157,0.065586574,0.87610173,53600.0,0.106134355
0.1,536,0.20370421,10740.0,0.06,-7.55542,0.065576784,0.8761182,53700.0,0.10614896
0.05,537,0.2037027,10760.0,0.04,-6.4906883,0.06558051,0.8761101,53800.0,0.10614892
0.0,538,0.20369647,10780.0,0.05,-7.1373086,0.06559863,0.87609833,53900.0,0.10614141
0.0,539,0.20369592,10800.0,0.03,-10.542751,0.06560453,0.8761093,54000.0,0.106148124
0.1,540,0.20369555,10820.0,0.03,-7.983838,0.065608054,0.87610817,54100.0,0.106151484
0.1,541,0.20369679,10840.0,0.07,-7.2431755,0.06559625,0.8761008,54200.0,0.1061494
0.1,542,0.2036973,10860.0,0.01,-6.779977,0.065601245,0.87609696,54300.0,0.106139936
0.05,543,0.20369838,10880.0,0.04,-7.163368,0.06560255,0.8760867,54400.0,0.106140815
0.1,544,0.20370007,10900.0,0.03,-8.251299,0.06559045,0.87608624,54500.0,0.106143825
0.05,545,0.20370075,10920.0,0.03,-7.631349,0.06557362,0.876087,54600.0,0.10613821
0.1,546,0.20369859,10940.0,0.04,-8.712965,0.06556865,0.876095,54700.0,0.1061481
0.0,547,0.20370474,10960.0,0.05,-8.480097,0.06555255,0.87608653,54800.0,0.10614791
0.1,548,0.2037068,10980.0,0.05,-6.41722,0.065557905,0.8761041,54900.0,0.10614067
0.15,549,0.20370755,11000.0,0.03,-7.2977686,0.065541856,0.8761111,55000.0,0.10615007
0.05,550,0.20371293,11020.0,0.04,-8.769636,0.06555809,0.8761144,55100.0,0.10615548
