train/episode,stats_g/mean,test/episode,test/success_rate,stats_o/std,epoch,test/mean_Q,stats_o/mean,train/success_rate,stats_g/std
2900.0,0.7500062,580.0,0.3,0.07989666,28,-16.647732,0.18155147,0.12,0.1675791
3000.0,0.7511294,600.0,0.1,0.0802468,29,-21.20123,0.18180819,0.08,0.16783428
3100.0,0.752116,620.0,0.15,0.08016603,30,-19.790194,0.18200085,0.1,0.1671999
3200.0,0.75317836,640.0,0.25,0.08030329,31,-16.757174,0.18220234,0.09,0.16731943
3300.0,0.7541787,660.0,0.2,0.08048789,32,-17.617918,0.18253559,0.06,0.16721232
3400.0,0.75541574,680.0,0.15,0.08083508,33,-20.37041,0.18288161,0.07,0.16767736
3500.0,0.7561597,700.0,0.25,0.08114809,34,-17.999157,0.1831302,0.11,0.16749682
3600.0,0.75751615,720.0,0.15,0.08155326,35,-23.397089,0.18334943,0.11,0.16831279
3700.0,0.7586474,740.0,0.05,0.08186273,36,-20.787546,0.18341556,0.12,0.16848208
3800.0,0.75972694,760.0,0.25,0.082160264,37,-18.517157,0.18358961,0.19,0.1687267
3900.0,0.7607859,780.0,0.4,0.08248212,38,-15.642276,0.18366466,0.15,0.1690789
4000.0,0.7614379,800.0,0.0,0.082877226,39,-21.585342,0.1837806,0.11,0.16931818
4100.0,0.7622721,820.0,0.25,0.08287681,40,-19.000656,0.18391937,0.12,0.16905786
4200.0,0.7631069,840.0,0.15,0.082912356,41,-22.481163,0.18402958,0.13,0.16916268
4300.0,0.76361436,860.0,0.35,0.08323335,42,-14.975795,0.18411739,0.13,0.16974907
4400.0,0.7640006,880.0,0.4,0.083540335,43,-14.548307,0.18413237,0.12,0.16988735
4500.0,0.7644374,900.0,0.1,0.08374431,44,-21.296753,0.18425405,0.08,0.17003243
4600.0,0.76463467,920.0,0.25,0.083799064,45,-20.841618,0.1842203,0.12,0.1706863
4700.0,0.7654136,940.0,0.25,0.08402358,46,-21.765377,0.18435617,0.14,0.17081392
4800.0,0.7660058,960.0,0.4,0.08410285,47,-16.097818,0.18443224,0.13,0.1711305
4900.0,0.76684123,980.0,0.6,0.0842641,48,-11.976,0.18454695,0.16,0.17144734
5000.0,0.76773125,1000.0,0.2,0.08424011,49,-21.908823,0.18465462,0.15,0.17142816
5100.0,0.76847553,1020.0,0.45,0.08445426,50,-17.210497,0.18483755,0.15,0.17181934
5200.0,0.76919776,1040.0,0.2,0.085199766,51,-21.094513,0.18502006,0.1,0.17260103
5300.0,0.7696212,1060.0,0.3,0.085917,52,-21.980669,0.18505125,0.12,0.17311852
5400.0,0.77026993,1080.0,0.25,0.08620296,53,-18.132517,0.1851087,0.1,0.17342977
5500.0,0.77079135,1100.0,0.25,0.08674049,54,-14.649785,0.18521772,0.1,0.17385393
5600.0,0.77132577,1120.0,0.2,0.087295316,55,-20.783457,0.18526371,0.09,0.17406203
5700.0,0.7717169,1140.0,0.15,0.087876655,56,-18.327648,0.18528324,0.11,0.17442138
5800.0,0.7720635,1160.0,0.05,0.0885852,57,-22.597662,0.1852656,0.1,0.17498344
5900.0,0.7724264,1180.0,0.2,0.08917649,58,-18.130434,0.1852893,0.12,0.17541818
6000.0,0.77289414,1200.0,0.1,0.08947665,59,-22.199055,0.18542016,0.12,0.17552656
6100.0,0.77358055,1220.0,0.45,0.08969133,60,-15.952367,0.18552642,0.12,0.17548396
6200.0,0.7742343,1240.0,0.2,0.08989463,61,-21.315416,0.1855496,0.08,0.17570966
6300.0,0.7748287,1260.0,0.15,0.09011245,62,-22.956776,0.18564151,0.11,0.17586057
6400.0,0.7752991,1280.0,0.2,0.09010811,63,-20.576788,0.1857078,0.17,0.17557615
6500.0,0.7756645,1300.0,0.45,0.09020055,64,-11.481343,0.18566556,0.17,0.17597081
6600.0,0.7760372,1320.0,0.4,0.09022846,65,-17.0351,0.18564327,0.11,0.17613798
6700.0,0.77636486,1340.0,0.4,0.09035099,66,-16.833387,0.18574697,0.13,0.17633162
6800.0,0.7768111,1360.0,0.4,0.09059191,67,-14.42148,0.18584463,0.19,0.17621948
6900.0,0.7772034,1380.0,0.4,0.09072528,68,-13.101306,0.18586393,0.15,0.176313
7000.0,0.7777193,1400.0,0.35,0.0907865,69,-14.813599,0.18593112,0.12,0.17630474
7100.0,0.7778506,1420.0,0.2,0.09090032,70,-19.94305,0.18596683,0.14,0.17629807
7200.0,0.77830815,1440.0,0.2,0.09110678,71,-19.4994,0.18598849,0.08,0.17634483
7300.0,0.77894115,1460.0,0.2,0.0911421,72,-16.887001,0.1860579,0.18,0.17620659
7400.0,0.77912825,1480.0,0.15,0.091377124,73,-14.942429,0.18611336,0.15,0.17638387
7500.0,0.7794483,1500.0,0.35,0.09162836,74,-15.585886,0.18614158,0.17,0.17638116
7600.0,0.7794871,1520.0,0.25,0.0917155,75,-17.218206,0.18615192,0.24,0.1763022
7700.0,0.7798707,1540.0,0.4,0.09173093,76,-13.949504,0.1861703,0.19,0.1762821
7800.0,0.78004694,1560.0,0.3,0.09174991,77,-17.73187,0.18620102,0.18,0.17635518
7900.0,0.7803383,1580.0,0.4,0.09189664,78,-14.246666,0.1862002,0.16,0.17677261
8000.0,0.78054684,1600.0,0.5,0.09188243,79,-13.075577,0.18622057,0.13,0.17694616
8100.0,0.7808433,1620.0,0.25,0.092008635,80,-22.051203,0.18627317,0.22,0.17702721
8200.0,0.7812772,1640.0,0.25,0.092085056,81,-17.601646,0.18637535,0.16,0.1771668
8300.0,0.7816305,1660.0,0.3,0.09212292,82,-20.65909,0.18644226,0.16,0.177113
8400.0,0.78194577,1680.0,0.45,0.09231618,83,-15.142015,0.18650328,0.13,0.17718305
8500.0,0.78233594,1700.0,0.2,0.09229309,84,-17.730917,0.18655616,0.25,0.17711163
8600.0,0.78264165,1720.0,0.3,0.092375,85,-16.463634,0.1866185,0.17,0.17712957
8700.0,0.78299326,1740.0,0.4,0.09249978,86,-17.267065,0.18667597,0.2,0.17726737
8800.0,0.78324217,1760.0,0.2,0.092652485,87,-17.699516,0.18672004,0.13,0.17732935
8900.0,0.7834608,1780.0,0.55,0.09277327,88,-12.6792965,0.1867396,0.14,0.17743076
9000.0,0.7838454,1800.0,0.4,0.09280069,89,-16.927526,0.18680187,0.12,0.17731035
9100.0,0.7840693,1820.0,0.3,0.09305359,90,-17.079096,0.1868046,0.17,0.17752458
9200.0,0.7841101,1840.0,0.35,0.09321495,91,-16.442774,0.18680911,0.17,0.17750259
9300.0,0.78431064,1860.0,0.3,0.0932866,92,-15.672261,0.18686306,0.21,0.17746826
9400.0,0.78445596,1880.0,0.15,0.09336209,93,-18.953812,0.18689436,0.18,0.17750715
9500.0,0.7846859,1900.0,0.4,0.09336391,94,-17.355974,0.18694161,0.11,0.17743967
9600.0,0.78470427,1920.0,0.25,0.093558915,95,-17.899426,0.1869662,0.13,0.1777461
9700.0,0.78476125,1940.0,0.45,0.093655996,96,-15.305456,0.18696205,0.14,0.17787553
9800.0,0.7848411,1960.0,0.65,0.093634546,97,-11.646819,0.18698503,0.13,0.1778514
9900.0,0.7850198,1980.0,0.25,0.09390369,98,-19.82657,0.18701807,0.22,0.17788474
10000.0,0.785177,2000.0,0.4,0.09392026,99,-14.806885,0.18702365,0.18,0.1779996
10100.0,0.78531796,2020.0,0.2,0.09410065,100,-19.002602,0.18702972,0.15,0.17807567
10200.0,0.78549075,2040.0,0.2,0.09419485,101,-20.841501,0.18704508,0.14,0.17812319
10300.0,0.785755,2060.0,0.5,0.094186,102,-18.397923,0.18708633,0.18,0.17810829
10400.0,0.7861132,2080.0,0.3,0.09413362,103,-17.20918,0.18717909,0.17,0.17815061
10500.0,0.7862654,2100.0,0.3,0.09420818,104,-18.77155,0.18718891,0.21,0.17809983
10600.0,0.78633165,2120.0,0.5,0.09422636,105,-15.0297575,0.1872118,0.12,0.17799456
10700.0,0.786542,2140.0,0.35,0.09422647,106,-18.043417,0.18724178,0.14,0.17792933
10800.0,0.7866377,2160.0,0.55,0.094283916,107,-15.838516,0.18724567,0.15,0.17798598
10900.0,0.7868932,2180.0,0.3,0.09444328,108,-18.141554,0.18736044,0.17,0.17829494
11000.0,0.7870664,2200.0,0.5,0.09439956,109,-12.683527,0.18736677,0.17,0.1782353
11100.0,0.7872061,2220.0,0.45,0.09439854,110,-18.489653,0.18737131,0.19,0.17813921
11200.0,0.7876289,2240.0,0.4,0.094369374,111,-15.578682,0.18743439,0.14,0.17807281
11300.0,0.7878054,2260.0,0.35,0.0943927,112,-14.246546,0.18746756,0.16,0.17800029
11400.0,0.788043,2280.0,0.35,0.094455354,113,-17.117468,0.18749066,0.13,0.17791255
11500.0,0.78829354,2300.0,0.45,0.09457216,114,-14.173683,0.18754481,0.15,0.17797029
11600.0,0.78848934,2320.0,0.5,0.09472117,115,-14.459432,0.18760511,0.16,0.17801988
11700.0,0.7886924,2340.0,0.55,0.09480811,116,-9.98864,0.18765448,0.2,0.1779955
11800.0,0.7889204,2360.0,0.55,0.094886675,117,-15.09947,0.18768145,0.23,0.17800255
11900.0,0.788995,2380.0,0.55,0.09496923,118,-10.767218,0.18767078,0.19,0.17811537
12000.0,0.7892255,2400.0,0.35,0.095028706,119,-16.147478,0.18769497,0.26,0.17822361
12100.0,0.78945524,2420.0,0.3,0.095071465,120,-17.728237,0.18771663,0.14,0.17828147
12200.0,0.78968626,2440.0,0.55,0.095061235,121,-13.31398,0.18772635,0.19,0.17832099
12300.0,0.79002887,2460.0,0.5,0.09506388,122,-16.258724,0.18777622,0.19,0.17823358
12400.0,0.79024434,2480.0,0.25,0.09505316,123,-17.862806,0.18779796,0.11,0.17812645
12500.0,0.7905684,2500.0,0.35,0.09506372,124,-15.038588,0.1878413,0.21,0.1780767
12600.0,0.79080486,2520.0,0.55,0.09518199,125,-15.700541,0.187851,0.12,0.17814435
12700.0,0.79091364,2540.0,0.4,0.09525666,126,-15.914395,0.18785352,0.22,0.1781481
12800.0,0.79115754,2560.0,0.45,0.09528014,127,-15.833097,0.18788277,0.22,0.1780244
12900.0,0.79137874,2580.0,0.4,0.095182866,128,-13.775853,0.18792301,0.18,0.17785609
13000.0,0.7914434,2600.0,0.6,0.095245846,129,-15.781072,0.18791601,0.28,0.1779085
13100.0,0.79159504,2620.0,0.4,0.09525276,130,-16.07341,0.18793666,0.19,0.17785627
13200.0,0.7918374,2640.0,0.4,0.095361754,131,-17.544895,0.18798912,0.16,0.17797841
13300.0,0.79204625,2660.0,0.55,0.095355675,132,-12.849817,0.1880143,0.19,0.17796433
13400.0,0.7923269,2680.0,0.65,0.095384456,133,-12.49471,0.18806942,0.23,0.17796741
13500.0,0.7924672,2700.0,0.45,0.095435515,134,-15.053538,0.1880879,0.16,0.17796922
13600.0,0.7927181,2720.0,0.55,0.09539399,135,-14.5497875,0.1881149,0.27,0.1778155
13700.0,0.7928898,2740.0,0.65,0.09544043,136,-11.341503,0.18812297,0.2,0.17788124
13800.0,0.7930786,2760.0,0.35,0.09546024,137,-16.164095,0.18813814,0.24,0.1777557
13900.0,0.7932403,2780.0,0.5,0.09539843,138,-17.020166,0.18816644,0.27,0.17757706
14000.0,0.79337907,2800.0,0.5,0.095302954,139,-15.110204,0.1882133,0.24,0.17742193
14100.0,0.7936458,2820.0,0.65,0.095384434,140,-11.856073,0.18827018,0.2,0.17739493
14200.0,0.79373604,2840.0,0.45,0.09540761,141,-17.792992,0.18827863,0.23,0.17740218
14300.0,0.7938893,2860.0,0.3,0.09553544,142,-18.884363,0.18831144,0.26,0.17750607
14400.0,0.79397327,2880.0,0.3,0.09549556,143,-20.826786,0.18831341,0.19,0.17737575
14500.0,0.79414433,2900.0,0.6,0.09541085,144,-15.365225,0.18835141,0.27,0.17717572
14600.0,0.79429555,2920.0,0.55,0.095500365,145,-15.860504,0.18837555,0.17,0.17743818
14700.0,0.79451275,2940.0,0.45,0.09549123,146,-15.303134,0.18842386,0.28,0.17735298
14800.0,0.79464597,2960.0,0.3,0.09553212,147,-20.31427,0.18844797,0.14,0.17748469
14900.0,0.79475594,2980.0,0.45,0.09559131,148,-16.657782,0.18843623,0.18,0.17746241
15000.0,0.79487276,3000.0,0.15,0.095693424,149,-22.259584,0.18845302,0.11,0.1776825
15100.0,0.7951231,3020.0,0.6,0.09565165,150,-14.602305,0.18851905,0.16,0.17757092
15200.0,0.7951963,3040.0,0.4,0.09567751,151,-22.225574,0.18852752,0.27,0.17757815
15300.0,0.7952873,3060.0,0.35,0.09560814,152,-20.28181,0.18853642,0.32,0.17742424
15400.0,0.7953298,3080.0,0.6,0.09572799,153,-15.120546,0.18855372,0.15,0.17753403
15500.0,0.7954212,3100.0,0.75,0.09582588,154,-13.932602,0.18855476,0.24,0.17749225
15600.0,0.7955556,3120.0,0.35,0.09590879,155,-14.063601,0.18857439,0.16,0.17751603
15700.0,0.795636,3140.0,0.4,0.09591761,156,-20.13853,0.18860137,0.24,0.17742012
15800.0,0.7957237,3160.0,0.4,0.09593849,157,-19.28542,0.18860935,0.24,0.17739944
15900.0,0.7958622,3180.0,0.55,0.09596465,158,-12.271536,0.18862888,0.18,0.17730819
16000.0,0.7960689,3200.0,0.85,0.095976084,159,-12.726176,0.18864217,0.14,0.17721707
16100.0,0.796128,3220.0,0.4,0.09609171,160,-19.491093,0.18863203,0.17,0.17735769
16200.0,0.7961919,3240.0,0.3,0.096061364,161,-20.01603,0.188624,0.19,0.17748244
16300.0,0.7963497,3260.0,0.5,0.096134044,162,-13.336777,0.18865097,0.14,0.17752458
16400.0,0.7965009,3280.0,0.55,0.09616895,163,-15.28791,0.18869066,0.19,0.17757349
16500.0,0.796717,3300.0,0.35,0.09616355,164,-21.439068,0.1887241,0.21,0.1774932
16600.0,0.7968448,3320.0,0.45,0.09626933,165,-19.135708,0.18874688,0.21,0.17753093
16700.0,0.79690343,3340.0,0.5,0.09627977,166,-13.2066345,0.18874589,0.23,0.17750697
16800.0,0.7970238,3360.0,0.5,0.09631742,167,-16.843742,0.18877172,0.16,0.17755719
16900.0,0.7971423,3380.0,0.55,0.096429974,168,-16.682636,0.18881144,0.15,0.17750531
17000.0,0.79730564,3400.0,0.45,0.096459195,169,-16.186665,0.18884654,0.24,0.1774459
17100.0,0.79745144,3420.0,0.55,0.096495666,170,-14.592989,0.18887337,0.17,0.1773901
17200.0,0.7976107,3440.0,0.55,0.09648939,171,-16.634495,0.18890947,0.22,0.17732163
17300.0,0.7977646,3460.0,0.55,0.09643361,172,-16.67799,0.18891865,0.23,0.17725086
17400.0,0.7979195,3480.0,0.55,0.09641166,173,-13.41275,0.1889372,0.19,0.17714773
17500.0,0.7980254,3500.0,0.45,0.09637213,174,-17.07976,0.18893667,0.16,0.1771142
17600.0,0.7981205,3520.0,0.4,0.09646186,175,-20.385525,0.18892366,0.19,0.17715614
17700.0,0.79826266,3540.0,0.5,0.096467316,176,-11.94934,0.18896452,0.27,0.17707841
17800.0,0.7983888,3560.0,0.6,0.0965059,177,-13.442247,0.18898547,0.21,0.17705528
17900.0,0.79851675,3580.0,0.5,0.09649573,178,-16.123295,0.18899661,0.21,0.17697686
18000.0,0.79864,3600.0,0.45,0.096450955,179,-18.344896,0.18902145,0.28,0.17683893
18100.0,0.79879886,3620.0,0.7,0.09644595,180,-13.808443,0.18904625,0.17,0.17675894
18200.0,0.79897326,3640.0,0.55,0.09647393,181,-15.086894,0.18905735,0.16,0.17672004
18300.0,0.7991032,3660.0,0.4,0.096440785,182,-13.083529,0.18907845,0.23,0.17669092
18400.0,0.7991788,3680.0,0.6,0.096476115,183,-12.46947,0.18908875,0.25,0.17675768
18500.0,0.79921,3700.0,0.45,0.09647408,184,-16.099285,0.18909718,0.17,0.1767108
18600.0,0.79931253,3720.0,0.4,0.09648296,185,-15.303728,0.18912153,0.2,0.17669283
18700.0,0.7994075,3740.0,0.5,0.09655476,186,-14.743602,0.18913122,0.18,0.17674595
18800.0,0.7995294,3760.0,0.35,0.09653272,187,-18.095238,0.18914865,0.25,0.17662688
18900.0,0.7997432,3780.0,0.45,0.09654208,188,-15.365805,0.18920907,0.16,0.17657094
19000.0,0.7998864,3800.0,0.65,0.09653129,189,-11.873623,0.18924044,0.25,0.17649384
19100.0,0.80000716,3820.0,0.65,0.09651626,190,-14.826881,0.18924883,0.16,0.17644744
19200.0,0.8001554,3840.0,0.55,0.09654321,191,-15.440715,0.18926251,0.2,0.17641449
19300.0,0.8002508,3860.0,0.5,0.09655296,192,-16.57273,0.18927832,0.19,0.1764281
19400.0,0.80031234,3880.0,0.65,0.09656619,193,-14.167041,0.18928482,0.19,0.17650096
19500.0,0.80043316,3900.0,0.45,0.09650577,194,-15.481079,0.18931268,0.19,0.17644632
19600.0,0.80052537,3920.0,0.65,0.09649201,195,-14.922226,0.18934198,0.14,0.17633744
19700.0,0.8005831,3940.0,0.8,0.09642522,196,-14.913733,0.18934664,0.27,0.17624106
19800.0,0.8006378,3960.0,0.5,0.09645982,197,-14.340251,0.1893523,0.19,0.17641611
19900.0,0.80076796,3980.0,0.75,0.09645442,198,-10.363897,0.18938085,0.27,0.17637861
20000.0,0.8008271,4000.0,0.55,0.09654634,199,-14.770475,0.1893907,0.26,0.17640893
20100.0,0.80096465,4020.0,0.8,0.09657842,200,-9.180835,0.18942893,0.19,0.17636396
20200.0,0.80104524,4040.0,0.55,0.096603505,201,-16.047861,0.1894432,0.24,0.17628516
20300.0,0.8012018,4060.0,0.6,0.09657216,202,-13.99899,0.18947075,0.2,0.17625743
20400.0,0.801239,4080.0,0.35,0.09655666,203,-18.146646,0.18948291,0.23,0.17618151
20500.0,0.80135727,4100.0,0.5,0.09658995,204,-16.342152,0.18953638,0.18,0.17625393
20600.0,0.80140024,4120.0,0.55,0.096573934,205,-15.49705,0.18954973,0.24,0.17625605
20700.0,0.8014408,4140.0,0.75,0.09656001,206,-12.322657,0.18955776,0.23,0.17626397
20800.0,0.8015316,4160.0,0.65,0.09655803,207,-13.805441,0.18956633,0.18,0.17630237
20900.0,0.8015766,4180.0,0.45,0.09652812,208,-18.71535,0.18955927,0.18,0.17631036
21000.0,0.8016436,4200.0,0.55,0.0965347,209,-18.263048,0.1895516,0.2,0.17635703
21100.0,0.8016963,4220.0,0.55,0.0965341,210,-13.713007,0.18954225,0.2,0.17637725
21200.0,0.8017924,4240.0,0.5,0.09652476,211,-16.788492,0.18955818,0.15,0.1763434
21300.0,0.8018036,4260.0,0.7,0.09648179,212,-13.427198,0.18955426,0.22,0.17630373
21400.0,0.8019554,4280.0,0.6,0.09649107,213,-14.725836,0.18960898,0.3,0.17629357
21500.0,0.80207676,4300.0,0.55,0.096512705,214,-18.599281,0.18963854,0.18,0.17631538
21600.0,0.80212706,4320.0,0.5,0.09656013,215,-16.573423,0.1896382,0.25,0.17641406
21700.0,0.80218726,4340.0,0.6,0.096516915,216,-15.581217,0.18964466,0.14,0.17637187
21800.0,0.80231,4360.0,0.45,0.096550904,217,-18.377392,0.18965742,0.22,0.17641704
21900.0,0.80239296,4380.0,0.55,0.096597604,218,-19.447222,0.18965876,0.19,0.17650811
22000.0,0.80251306,4400.0,0.6,0.0966101,219,-17.457224,0.18966979,0.25,0.17653279
22100.0,0.80260605,4420.0,0.45,0.09660573,220,-20.164553,0.18968931,0.22,0.17662655
22200.0,0.8026753,4440.0,0.7,0.09661719,221,-12.518825,0.18970129,0.25,0.1765766
22300.0,0.80275375,4460.0,0.55,0.09666379,222,-15.5533085,0.18970455,0.22,0.17658263
22400.0,0.80284834,4480.0,0.65,0.0966705,223,-16.903233,0.18971594,0.2,0.17663419
22500.0,0.8029423,4500.0,0.6,0.09670502,224,-16.066097,0.1897061,0.12,0.17655718
22600.0,0.80297023,4520.0,0.4,0.096770786,225,-21.497412,0.18970373,0.17,0.17659403
22700.0,0.8031059,4540.0,0.55,0.09677625,226,-12.639594,0.18972254,0.14,0.17661834
22800.0,0.80330676,4560.0,0.7,0.096823305,227,-11.058695,0.18976289,0.16,0.17666435
22900.0,0.8033616,4580.0,0.65,0.096854776,228,-11.338163,0.18976156,0.17,0.17673941
23000.0,0.8034108,4600.0,0.5,0.096942455,229,-16.80608,0.18975592,0.23,0.17679918
23100.0,0.8034711,4620.0,0.55,0.09693596,230,-14.995985,0.18975464,0.26,0.17674081
23200.0,0.8036029,4640.0,0.6,0.096973516,231,-13.693585,0.18976268,0.19,0.17675067
23300.0,0.8036626,4660.0,0.7,0.096953705,232,-12.173243,0.18976721,0.27,0.17679316
23400.0,0.8036149,4680.0,0.6,0.09701243,233,-12.885681,0.18976216,0.19,0.17694598
23500.0,0.80366445,4700.0,0.6,0.09707021,234,-12.287519,0.1897776,0.19,0.17705882
23600.0,0.8036359,4720.0,0.7,0.0970569,235,-12.972946,0.18976721,0.23,0.1771171
23700.0,0.80369526,4740.0,0.35,0.09704519,236,-17.155209,0.18976346,0.16,0.1771338
23800.0,0.80375576,4760.0,0.55,0.09712184,237,-11.641691,0.18978097,0.22,0.17724131
23900.0,0.8037941,4780.0,0.7,0.0971173,238,-11.115831,0.18977156,0.26,0.1772751
24000.0,0.80386996,4800.0,0.55,0.097141735,239,-14.926184,0.18977188,0.19,0.17726773
24100.0,0.8038225,4820.0,0.75,0.097214155,240,-11.01692,0.18976755,0.17,0.17732783
24200.0,0.80390906,4840.0,0.7,0.097241566,241,-11.604042,0.18978709,0.33,0.17729218
24300.0,0.80394095,4860.0,0.6,0.09728572,242,-11.440053,0.18978444,0.24,0.17728615
24400.0,0.804019,4880.0,0.55,0.09736815,243,-12.860754,0.18978855,0.21,0.17728566
24500.0,0.8040437,4900.0,0.7,0.097434714,244,-9.985876,0.18980414,0.15,0.17737173
24600.0,0.80412793,4920.0,0.6,0.09748962,245,-17.544672,0.18980198,0.29,0.17735426
24700.0,0.8041928,4940.0,0.2,0.09750742,246,-18.88956,0.18980889,0.2,0.17731977
24800.0,0.8041956,4960.0,0.55,0.09762168,247,-12.977715,0.18979779,0.24,0.17736904
24900.0,0.80418515,4980.0,0.75,0.09765155,248,-9.272951,0.18978475,0.21,0.17738722
25000.0,0.80423945,5000.0,0.6,0.097654626,249,-13.071826,0.1897807,0.21,0.17741515
25100.0,0.80431795,5020.0,0.4,0.09774634,250,-15.686948,0.18978886,0.15,0.17743604
25200.0,0.8044068,5040.0,0.75,0.09773159,251,-11.704866,0.18979672,0.2,0.17736977
25300.0,0.80444413,5060.0,0.75,0.09778922,252,-14.004634,0.18978897,0.18,0.17739134
25400.0,0.8044911,5080.0,0.55,0.097865164,253,-13.093137,0.18978383,0.15,0.17743377
25500.0,0.80454683,5100.0,0.55,0.097887754,254,-10.849375,0.18978657,0.25,0.1774946
25600.0,0.80457443,5120.0,0.5,0.09792693,255,-14.871948,0.18978502,0.24,0.17748581
25700.0,0.804652,5140.0,0.65,0.09791591,256,-12.568047,0.18978697,0.25,0.17743872
25800.0,0.80470175,5160.0,0.5,0.097898416,257,-12.543092,0.18980128,0.22,0.17740928
25900.0,0.804699,5180.0,0.7,0.097896166,258,-8.841962,0.1898073,0.21,0.17738986
26000.0,0.8047636,5200.0,0.95,0.0979062,259,-9.078705,0.18982626,0.2,0.1773767
26100.0,0.8047491,5220.0,0.65,0.09790652,260,-11.007657,0.18981455,0.24,0.17735088
26200.0,0.80483764,5240.0,0.25,0.09792665,261,-14.484607,0.18981445,0.16,0.17737986
26300.0,0.80486935,5260.0,0.6,0.09793363,262,-10.836954,0.18981326,0.28,0.17733175
26400.0,0.8049032,5280.0,0.6,0.09796456,263,-14.215175,0.18981683,0.2,0.17739002
26500.0,0.80499846,5300.0,0.4,0.097975284,264,-14.555441,0.1898251,0.15,0.17743619
26600.0,0.80508804,5320.0,0.65,0.09797334,265,-12.309489,0.18982428,0.17,0.17743962
26700.0,0.80508727,5340.0,0.5,0.09803875,266,-18.573824,0.18982853,0.18,0.17752045
26800.0,0.8050757,5360.0,0.65,0.09808764,267,-11.395014,0.18983012,0.19,0.17755483
26900.0,0.805115,5380.0,0.5,0.09811721,268,-16.55953,0.18984793,0.16,0.1776185
27000.0,0.8050913,5400.0,0.6,0.09820451,269,-14.161606,0.18983242,0.26,0.17766793
27100.0,0.8050463,5420.0,0.55,0.0982442,270,-14.356926,0.18982589,0.17,0.17767705
27200.0,0.80508226,5440.0,0.65,0.09822396,271,-11.525101,0.18982393,0.22,0.17768389
27300.0,0.80509406,5460.0,0.9,0.098196074,272,-10.086709,0.18982689,0.17,0.17771576
27400.0,0.8051446,5480.0,0.7,0.09824842,273,-15.371445,0.18983535,0.2,0.17773889
27500.0,0.8051772,5500.0,0.65,0.09826316,274,-8.82476,0.18984304,0.22,0.17773326
27600.0,0.80522054,5520.0,0.6,0.098275654,275,-16.286808,0.1898502,0.23,0.17777146
27700.0,0.80522984,5540.0,0.8,0.09830437,276,-13.329793,0.1898478,0.29,0.17779343
27800.0,0.80523294,5560.0,0.5,0.09835118,277,-17.467337,0.18983251,0.15,0.17782639
