test/episode,train/success_rate,train/episode,stats_g/std,test/success_rate,test/mean_Q,stats_g/mean,epoch,stats_o/mean,stats_o/std
5560.0,0.68,27800.0,0.097022355,0.95,-1.9321404,0.8443988,277,0.20471077,0.1108103
5580.0,0.52,27900.0,0.097033955,0.8,-4.9323983,0.8444174,278,0.2047168,0.11083793
5600.0,0.61,28000.0,0.09703168,0.85,-4.8112707,0.84440356,279,0.20470324,0.11083304
5620.0,0.63,28100.0,0.09705474,0.9,-1.2842311,0.8443987,280,0.20470421,0.11082581
5640.0,0.7,28200.0,0.09703555,0.95,-1.8850338,0.84441847,281,0.2046901,0.11080327
5660.0,0.58,28300.0,0.097006254,0.9,-2.8672676,0.8444341,282,0.20469834,0.11077844
5680.0,0.56,28400.0,0.09704396,0.7,-2.6997151,0.84447926,283,0.20471667,0.110822275
5700.0,0.64,28500.0,0.097031675,0.85,-3.1670442,0.8445003,284,0.20472862,0.110827096
5720.0,0.52,28600.0,0.09707332,0.9,-1.9075077,0.8445198,285,0.20473562,0.110908836
5740.0,0.51,28700.0,0.097099006,0.85,-2.5637078,0.8445197,286,0.20473108,0.110906765
5760.0,0.59,28800.0,0.09711996,0.7,-3.5226073,0.8445399,287,0.20474263,0.11093253
5780.0,0.61,28900.0,0.09710955,0.85,-2.046514,0.8445449,288,0.20474459,0.11090051
5800.0,0.5,29000.0,0.09713266,0.75,-2.444124,0.8445565,289,0.20476007,0.110920355
5820.0,0.61,29100.0,0.097129256,0.8,-2.2427268,0.8445866,290,0.2047686,0.11090081
5840.0,0.63,29200.0,0.097116075,0.95,-1.6287416,0.84461313,291,0.20478335,0.11089912
5860.0,0.59,29300.0,0.097109936,0.95,-1.0320514,0.84464043,292,0.20478219,0.110877246
5880.0,0.6,29400.0,0.097136475,0.9,-2.0102406,0.84467226,293,0.20479147,0.110906765
5900.0,0.65,29500.0,0.09713063,0.95,-1.020325,0.8446746,294,0.20478049,0.1109457
5920.0,0.56,29600.0,0.097134985,0.95,-1.6472508,0.84469247,295,0.20478342,0.11093926
5940.0,0.54,29700.0,0.09714964,0.95,-1.2846113,0.8447501,296,0.20479397,0.110924385
5960.0,0.56,29800.0,0.097146034,0.95,-1.1351131,0.844762,297,0.2047931,0.11093
5980.0,0.57,29900.0,0.097138576,0.95,-1.0852581,0.84479076,298,0.20478912,0.11092922
6000.0,0.69,30000.0,0.09711602,0.95,-1.2838337,0.8447687,299,0.20477362,0.110911645
6020.0,0.53,30100.0,0.097130634,0.9,-0.9726408,0.8447891,300,0.20478038,0.11087318
6040.0,0.58,30200.0,0.09714482,0.7,-2.0639498,0.84478045,301,0.20478113,0.11088269
6060.0,0.57,30300.0,0.09713305,0.9,-1.1393723,0.8448166,302,0.20478186,0.11090496
6080.0,0.54,30400.0,0.09711576,0.8,-1.4508024,0.8448542,303,0.20480753,0.1108961
6100.0,0.65,30500.0,0.09709334,0.85,-1.3187445,0.84488183,304,0.20480894,0.11087151
6120.0,0.64,30600.0,0.097105764,0.85,-1.5245916,0.8449135,305,0.20482306,0.11088306
6140.0,0.56,30700.0,0.097124495,0.9,-1.7314358,0.8449454,306,0.20481649,0.11090491
6160.0,0.5,30800.0,0.09714072,0.95,-1.2339017,0.84498113,307,0.20482245,0.110886574
6180.0,0.56,30900.0,0.09715354,0.95,-1.0698133,0.8449965,308,0.20483595,0.11086312
6200.0,0.55,31000.0,0.09715458,0.95,-1.5790416,0.8450303,309,0.20483364,0.110844165
6220.0,0.56,31100.0,0.09714937,0.65,-2.502376,0.8450374,310,0.2048372,0.11081314
6240.0,0.48,31200.0,0.09720356,0.9,-1.5189266,0.8450578,311,0.20484991,0.110799186
6260.0,0.53,31300.0,0.097207345,0.75,-2.0974717,0.8450509,312,0.20485392,0.11078015
6280.0,0.59,31400.0,0.09718889,0.95,-1.0343119,0.84505135,313,0.2048639,0.110782735
6300.0,0.54,31500.0,0.09719639,0.85,-1.4740493,0.84507436,314,0.20486756,0.11080554
6320.0,0.62,31600.0,0.09719234,0.95,-1.0394247,0.84508467,315,0.20487075,0.110821925
6340.0,0.58,31700.0,0.09720451,0.95,-0.9801191,0.84510523,316,0.20487486,0.11081277
6360.0,0.53,31800.0,0.09722858,0.8,-1.6400303,0.84511614,317,0.20488253,0.11082447
6380.0,0.57,31900.0,0.0972147,0.95,-1.1364522,0.8451311,318,0.20488398,0.11082836
6400.0,0.59,32000.0,0.09723955,0.8,-1.6619995,0.8451355,319,0.20486636,0.110827014
6420.0,0.58,32100.0,0.097251214,0.9,-1.2986834,0.84514046,320,0.20486532,0.1108281
6440.0,0.64,32200.0,0.09725366,0.95,-1.1716887,0.8451452,321,0.20486818,0.110802144
6460.0,0.58,32300.0,0.097235285,1.0,-0.81990767,0.8451379,322,0.20486389,0.11083749
6480.0,0.51,32400.0,0.09727451,0.85,-1.99635,0.8451633,323,0.2048793,0.110866204
6500.0,0.52,32500.0,0.09731581,0.9,-1.1846434,0.845171,324,0.20489445,0.110856816
6520.0,0.56,32600.0,0.09730854,0.85,-1.4133383,0.8451783,325,0.20489198,0.110848844
6540.0,0.58,32700.0,0.09729511,0.75,-1.9435539,0.84518296,326,0.20490462,0.11081782
6560.0,0.53,32800.0,0.09731436,0.8,-1.4880518,0.84522253,327,0.20490843,0.110826425
6580.0,0.61,32900.0,0.09730055,0.75,-1.7479235,0.84525293,328,0.2049209,0.11079962
6600.0,0.62,33000.0,0.09728685,1.0,-0.8987366,0.84525317,329,0.2049335,0.11080651
6620.0,0.54,33100.0,0.09728206,1.0,-1.3537934,0.8452861,330,0.20493542,0.11080428
6640.0,0.55,33200.0,0.09727862,1.0,-0.88230485,0.845306,331,0.20495579,0.110824645
6660.0,0.61,33300.0,0.09730383,0.9,-1.2277921,0.8453023,332,0.20494656,0.11081463
6680.0,0.51,33400.0,0.09731779,0.95,-1.2481799,0.84530973,333,0.2049477,0.11083031
6700.0,0.56,33500.0,0.09731215,1.0,-1.2108374,0.84532446,334,0.20495312,0.1108486
6720.0,0.55,33600.0,0.097278096,0.85,-1.4603256,0.8453445,335,0.20495987,0.11085187
6740.0,0.55,33700.0,0.097281314,0.95,-1.3147748,0.84537125,336,0.2049598,0.110865444
6760.0,0.59,33800.0,0.09728562,0.85,-2.2036717,0.84538764,337,0.20496973,0.110846415
6780.0,0.56,33900.0,0.097302936,0.9,-1.1194532,0.8454104,338,0.20498084,0.110835895
6800.0,0.63,34000.0,0.097284175,0.95,-0.9172497,0.8454296,339,0.20499302,0.1108332
6820.0,0.53,34100.0,0.09726927,0.9,-1.5753701,0.8454356,340,0.20499855,0.110802114
6840.0,0.58,34200.0,0.097291075,0.9,-1.1814991,0.84546524,341,0.2050029,0.11081764
6860.0,0.55,34300.0,0.097302586,0.95,-1.0094115,0.8454612,342,0.20501164,0.110819206
6880.0,0.61,34400.0,0.097317465,0.95,-1.4903286,0.8454618,343,0.20499794,0.11080837
6900.0,0.63,34500.0,0.09729125,0.95,-1.2571955,0.84545785,344,0.20499524,0.11077044
6920.0,0.58,34600.0,0.09728884,0.9,-1.2507298,0.8454828,345,0.20500046,0.110758655
6940.0,0.59,34700.0,0.09726592,0.95,-0.8768994,0.8454917,346,0.20500934,0.110771224
6960.0,0.55,34800.0,0.09728988,0.9,-1.310409,0.84550494,347,0.20501225,0.110777505
6980.0,0.53,34900.0,0.09729508,0.85,-1.4411029,0.84552187,348,0.20501749,0.1107908
7000.0,0.51,35000.0,0.09731119,0.9,-1.2400088,0.8455536,349,0.20502016,0.11080455
7020.0,0.52,35100.0,0.09729788,1.0,-1.0551057,0.8455596,350,0.20502248,0.11079622
7040.0,0.57,35200.0,0.09729139,0.9,-1.2249402,0.84557384,351,0.20502636,0.11079632
7060.0,0.6,35300.0,0.09728434,0.9,-0.9851012,0.8455725,352,0.20503351,0.110790126
7080.0,0.57,35400.0,0.097266875,0.85,-1.4546598,0.84556466,353,0.20504256,0.11076794
7100.0,0.55,35500.0,0.09727093,0.95,-0.79807335,0.8455922,354,0.20504203,0.11077949
7120.0,0.61,35600.0,0.09724408,0.9,-1.3214834,0.8455939,355,0.20504265,0.11076515
7140.0,0.51,35700.0,0.0972571,0.65,-2.0845919,0.84561366,356,0.20504,0.11079048
7160.0,0.64,35800.0,0.09726118,0.8,-1.3039119,0.8456113,357,0.2050547,0.11078863
7180.0,0.51,35900.0,0.09725329,0.9,-1.432231,0.8456364,358,0.20506863,0.11078227
7200.0,0.57,36000.0,0.0972496,0.8,-1.8397949,0.8456402,359,0.20505764,0.11078778
7220.0,0.59,36100.0,0.09724078,1.0,-1.113785,0.8456438,360,0.20507355,0.11080137
7240.0,0.49,36200.0,0.0972428,0.9,-1.2945879,0.8456387,361,0.20506294,0.110811055
7260.0,0.55,36300.0,0.09725375,1.0,-0.9984807,0.8456463,362,0.20506728,0.11084934
7280.0,0.61,36400.0,0.09724942,0.85,-1.4798374,0.84566003,363,0.20505592,0.11085675
7300.0,0.59,36500.0,0.09726077,0.8,-1.3745836,0.84565496,364,0.20504066,0.11087597
7320.0,0.61,36600.0,0.09726422,0.85,-1.530175,0.8456796,365,0.20505229,0.11086487
7340.0,0.6,36700.0,0.09725708,0.85,-1.4502467,0.84569305,366,0.20504504,0.110859126
7360.0,0.56,36800.0,0.09731432,1.0,-1.0984685,0.8457057,367,0.20505546,0.11087519
7380.0,0.55,36900.0,0.09732274,0.95,-1.180956,0.8457308,368,0.20506191,0.11089549
7400.0,0.56,37000.0,0.09731188,1.0,-1.0721053,0.84574515,369,0.20506434,0.11090765
7420.0,0.54,37100.0,0.097327136,0.95,-1.0001967,0.84576917,370,0.20506135,0.11092081
7440.0,0.71,37200.0,0.09732058,0.85,-1.7335913,0.8457753,371,0.20507054,0.11090524
7460.0,0.58,37300.0,0.09731769,0.95,-1.2635763,0.84578556,372,0.20506895,0.11092516
7480.0,0.6,37400.0,0.097334124,0.9,-1.2489698,0.84579206,373,0.20508288,0.110930786
7500.0,0.59,37500.0,0.09732667,0.95,-1.0594094,0.84581333,374,0.2050952,0.11095258
7520.0,0.53,37600.0,0.0973477,0.95,-0.9683062,0.8458209,375,0.20511037,0.110957965
7540.0,0.53,37700.0,0.09737176,1.0,-0.8189522,0.8458309,376,0.20512037,0.110996954
7560.0,0.58,37800.0,0.09734545,0.9,-1.2284181,0.8458383,377,0.20511995,0.11099527
7580.0,0.58,37900.0,0.09735358,0.9,-1.127145,0.84585387,378,0.2051337,0.11096757
7600.0,0.55,38000.0,0.09736258,0.95,-1.1157247,0.845856,379,0.20515117,0.110973775
7620.0,0.63,38100.0,0.09735239,0.95,-1.0233636,0.84586936,380,0.205148,0.110966995
7640.0,0.7,38200.0,0.097327806,0.95,-1.2199023,0.84586245,381,0.20514892,0.11094778
7660.0,0.52,38300.0,0.09732375,0.9,-1.171848,0.8458809,382,0.2051613,0.1109455
7680.0,0.55,38400.0,0.09732606,1.0,-0.95268476,0.84587115,383,0.20514937,0.11094743
7700.0,0.7,38500.0,0.09731832,1.0,-1.0754855,0.84587973,384,0.20514643,0.11092422
7720.0,0.51,38600.0,0.09730681,0.9,-1.062876,0.84589005,385,0.20514783,0.11093259
7740.0,0.55,38700.0,0.09729337,0.9,-1.2599353,0.84590644,386,0.205147,0.11092206
7760.0,0.53,38800.0,0.097297974,0.85,-1.1942837,0.8459201,387,0.20514922,0.11092536
7780.0,0.54,38900.0,0.09729449,0.85,-1.1976559,0.8459225,388,0.20514727,0.110914476
7800.0,0.7,39000.0,0.09729645,1.0,-0.9133811,0.8459292,389,0.20515175,0.11089954
7820.0,0.56,39100.0,0.09730115,0.9,-1.4012372,0.8459447,390,0.20516041,0.11088662
7840.0,0.63,39200.0,0.09727541,1.0,-0.8836216,0.8459212,391,0.20515244,0.11086137
7860.0,0.64,39300.0,0.097257935,0.95,-0.9253314,0.84593564,392,0.20515716,0.11083706
7880.0,0.59,39400.0,0.097243845,0.85,-0.89523256,0.8459377,393,0.20514889,0.11082795
7900.0,0.52,39500.0,0.09724527,0.9,-1.2893684,0.84593964,394,0.20516233,0.11085308
7920.0,0.61,39600.0,0.09723198,0.85,-1.3678277,0.8459498,395,0.20515856,0.11084038
7940.0,0.52,39700.0,0.09724756,0.7,-1.6579529,0.84597677,396,0.20516792,0.11087384
7960.0,0.61,39800.0,0.0972627,0.85,-1.6240656,0.8460025,397,0.20517173,0.1108632
7980.0,0.51,39900.0,0.097253226,0.95,-0.89704865,0.84601885,398,0.20518023,0.11086279
8000.0,0.6,40000.0,0.09723585,0.85,-1.3801589,0.84602255,399,0.205172,0.11086422
8020.0,0.64,40100.0,0.09722058,0.9,-1.1627299,0.8460241,400,0.20516543,0.11082725
8040.0,0.54,40200.0,0.09720781,0.9,-1.1917851,0.84604055,401,0.20516483,0.11081022
8060.0,0.54,40300.0,0.09720718,0.85,-1.2405298,0.84605956,402,0.20515917,0.110795625
8080.0,0.56,40400.0,0.09718155,0.95,-0.9259179,0.84607506,403,0.20515913,0.11078017
8100.0,0.54,40500.0,0.09715923,0.95,-1.2140796,0.8460819,404,0.20516288,0.11074615
8120.0,0.63,40600.0,0.097159,0.95,-1.5309222,0.84610647,405,0.2051712,0.11074382
8140.0,0.52,40700.0,0.097154595,0.95,-1.1849098,0.8461036,406,0.2051628,0.11073007
8160.0,0.56,40800.0,0.097147405,0.9,-1.4103161,0.84612495,407,0.20516697,0.11074105
8180.0,0.48,40900.0,0.097142786,1.0,-0.89677924,0.8461487,408,0.20516703,0.110736
8200.0,0.55,41000.0,0.09714205,0.9,-1.3198836,0.8461668,409,0.20517664,0.11074576
8220.0,0.53,41100.0,0.09713742,0.8,-1.5341923,0.84616333,410,0.20517696,0.11075019
8240.0,0.6,41200.0,0.09713411,1.0,-1.0008076,0.8461814,411,0.20517375,0.11073308
8260.0,0.53,41300.0,0.09714069,0.95,-0.83363974,0.8461997,412,0.20517868,0.110723674
8280.0,0.62,41400.0,0.09712905,0.8,-1.2674819,0.8462274,413,0.20518225,0.110723555
8300.0,0.61,41500.0,0.09711831,1.0,-0.79148626,0.84622127,414,0.20518237,0.110711105
8320.0,0.53,41600.0,0.09710643,0.95,-1.1490462,0.84623647,415,0.20518826,0.110689014
8340.0,0.54,41700.0,0.09712302,1.0,-0.7466334,0.84625244,416,0.20518927,0.11069188
8360.0,0.6,41800.0,0.097114176,1.0,-1.0378616,0.84625036,417,0.20520324,0.11071334
8380.0,0.53,41900.0,0.09710934,0.95,-0.9890121,0.8462617,418,0.20520492,0.110708654
8400.0,0.55,42000.0,0.09710125,0.9,-1.3240106,0.84628385,419,0.20522131,0.1106771
8420.0,0.5,42100.0,0.0971255,0.9,-1.6357301,0.8462916,420,0.20522554,0.11069556
8440.0,0.5,42200.0,0.097120084,1.0,-0.79353416,0.8463023,421,0.20523608,0.110678166
8460.0,0.55,42300.0,0.097109586,0.95,-1.0587044,0.8463089,422,0.20524263,0.11067527
8480.0,0.51,42400.0,0.09709048,0.95,-1.0812948,0.84633857,423,0.20525175,0.110654995
8500.0,0.57,42500.0,0.09707213,0.85,-1.4551206,0.84636325,424,0.20526376,0.11065429
8520.0,0.48,42600.0,0.09708225,1.0,-0.8237071,0.8463623,425,0.20526041,0.11067279
8540.0,0.56,42700.0,0.09707075,1.0,-1.0492246,0.8463688,426,0.20526744,0.11067108
8560.0,0.59,42800.0,0.097075455,0.95,-1.0654842,0.8463556,427,0.2052576,0.11069346
8580.0,0.57,42900.0,0.0970786,1.0,-0.91029483,0.8463598,428,0.20525065,0.11069995
8600.0,0.5,43000.0,0.09708926,1.0,-1.0400349,0.84638,429,0.20527014,0.110723324
8620.0,0.49,43100.0,0.097114764,0.95,-1.2298467,0.8464095,430,0.20526867,0.11074075
8640.0,0.54,43200.0,0.0971154,0.9,-1.206831,0.8464203,431,0.20526922,0.110740386
8660.0,0.63,43300.0,0.097090684,0.85,-0.9127507,0.8464189,432,0.20526227,0.11074591
8680.0,0.52,43400.0,0.097103946,0.8,-1.221164,0.8464413,433,0.20526975,0.11073633
8700.0,0.42,43500.0,0.09713217,0.95,-0.9214471,0.84645534,434,0.20527494,0.11075139
8720.0,0.62,43600.0,0.09711846,0.95,-1.2116407,0.8464448,435,0.20527804,0.11074338
8740.0,0.55,43700.0,0.09710135,0.95,-0.9570385,0.8464548,436,0.20528096,0.110750474
8760.0,0.59,43800.0,0.0971,0.95,-1.3070047,0.8464629,437,0.20527476,0.11074294
8780.0,0.62,43900.0,0.09708492,1.0,-0.8544308,0.8464603,438,0.20527029,0.1107308
8800.0,0.57,44000.0,0.097083636,1.0,-0.85629016,0.84647137,439,0.20526843,0.110719435
8820.0,0.53,44100.0,0.09707152,0.9,-1.9063793,0.84648037,440,0.20527586,0.11072027
8840.0,0.47,44200.0,0.097079,0.9,-1.1229153,0.8464908,441,0.20528045,0.110736154
8860.0,0.6,44300.0,0.097068906,0.9,-1.2096844,0.8465018,442,0.20528364,0.110706285
8880.0,0.52,44400.0,0.097059906,1.0,-1.3029922,0.8465152,443,0.20529236,0.11068917
8900.0,0.52,44500.0,0.09706054,0.95,-1.1854863,0.84652156,444,0.20529318,0.11068779
8920.0,0.46,44600.0,0.09707836,0.9,-1.6179268,0.8465286,445,0.2053071,0.1106889
8940.0,0.58,44700.0,0.097070254,0.95,-1.0344292,0.8465354,446,0.20531592,0.110689275
8960.0,0.59,44800.0,0.09707428,0.95,-1.2461504,0.8465412,447,0.20532279,0.11069335
8980.0,0.57,44900.0,0.09707144,0.8,-1.4327786,0.84654516,448,0.20531899,0.110682085
9000.0,0.49,45000.0,0.0970748,0.95,-1.3642112,0.84655744,449,0.20532417,0.11065693
9020.0,0.47,45100.0,0.09709316,1.0,-1.1068499,0.84658355,450,0.20533484,0.110666186
9040.0,0.55,45200.0,0.097094275,1.0,-1.0734383,0.8465995,451,0.205347,0.1106657
9060.0,0.51,45300.0,0.09708839,0.85,-1.3378581,0.84660584,452,0.205351,0.1106507
9080.0,0.55,45400.0,0.097091235,1.0,-1.0202686,0.8466122,453,0.2053582,0.110628195
9100.0,0.55,45500.0,0.09707844,0.9,-1.172665,0.84661484,454,0.20535564,0.110629395
9120.0,0.54,45600.0,0.09708941,0.95,-0.98857164,0.8466279,455,0.20537439,0.11063569
9140.0,0.55,45700.0,0.0970827,1.0,-0.9716589,0.8466296,456,0.20537403,0.110626936
9160.0,0.46,45800.0,0.09707574,0.8,-1.4915179,0.84662795,457,0.20537955,0.11061989
9180.0,0.59,45900.0,0.09706143,0.95,-1.0454971,0.8466099,458,0.20537317,0.11060097
9200.0,0.52,46000.0,0.09706092,0.9,-1.3459387,0.8466107,459,0.20537908,0.11061662
9220.0,0.66,46100.0,0.09704268,0.9,-1.0821811,0.84661716,460,0.20537303,0.11060017
9240.0,0.65,46200.0,0.09703831,0.9,-1.4272255,0.84661794,461,0.20537633,0.11060533
9260.0,0.47,46300.0,0.09703002,1.0,-0.8139165,0.8466191,462,0.20538597,0.11060056
9280.0,0.55,46400.0,0.097010046,0.9,-1.032011,0.8466305,463,0.2053782,0.11058341
9300.0,0.55,46500.0,0.097001486,1.0,-1.0448979,0.84663075,464,0.20538336,0.1105727
9320.0,0.53,46600.0,0.096986234,0.95,-0.9118079,0.84662515,465,0.20537941,0.110604
9340.0,0.56,46700.0,0.09699693,0.85,-1.2525936,0.84663105,466,0.20538595,0.1106173
9360.0,0.48,46800.0,0.09698957,1.0,-0.8422907,0.8466444,467,0.2053933,0.1106064
9380.0,0.6,46900.0,0.09697822,1.0,-1.0147818,0.8466448,468,0.20539823,0.110588305
9400.0,0.53,47000.0,0.096975565,0.85,-1.1935825,0.8466596,469,0.20539562,0.11057362
9420.0,0.55,47100.0,0.09698246,1.0,-1.0977868,0.8466571,470,0.2054008,0.11059441
9440.0,0.51,47200.0,0.09700153,0.9,-1.2353913,0.8466652,471,0.20540056,0.11059387
9460.0,0.55,47300.0,0.09699715,1.0,-1.1212478,0.8466673,472,0.20539318,0.11060199
9480.0,0.56,47400.0,0.09699214,0.95,-1.4345624,0.8466811,473,0.2053829,0.11058493
9500.0,0.52,47500.0,0.09699825,1.0,-1.1497322,0.8466768,474,0.20538412,0.110587806
9520.0,0.57,47600.0,0.096996814,0.85,-1.4691288,0.8466893,475,0.20539317,0.11058239
9540.0,0.45,47700.0,0.0970098,0.85,-1.1262703,0.8467135,476,0.20539692,0.11059622
9560.0,0.56,47800.0,0.09700487,1.0,-0.8572763,0.8467029,477,0.20539318,0.11056236
9580.0,0.52,47900.0,0.096997,0.95,-1.0654761,0.84671634,478,0.20538959,0.11056727
9600.0,0.53,48000.0,0.097008884,1.0,-1.0658703,0.84673303,479,0.20538418,0.11059348
9620.0,0.5,48100.0,0.097013205,0.8,-1.6166394,0.84674793,480,0.20538582,0.11057076
9640.0,0.63,48200.0,0.097008444,0.9,-1.3288429,0.84675807,481,0.20539741,0.110566035
9660.0,0.52,48300.0,0.09699917,0.9,-1.3747016,0.8467681,482,0.20540161,0.110578775
9680.0,0.55,48400.0,0.09699149,0.95,-1.0197419,0.8467825,483,0.20540673,0.11056948
9700.0,0.54,48500.0,0.096996345,1.0,-1.2486739,0.84681344,484,0.2054119,0.1105672
9720.0,0.56,48600.0,0.09698353,0.8,-1.3038776,0.84680766,485,0.20541735,0.110567875
9740.0,0.57,48700.0,0.096977346,1.0,-1.3250644,0.8468202,486,0.20541984,0.11056473
9760.0,0.56,48800.0,0.09697473,1.0,-0.9340879,0.84681994,487,0.20542185,0.1105753
9780.0,0.55,48900.0,0.09696034,0.85,-1.1096442,0.84683055,488,0.20543087,0.11056967
9800.0,0.53,49000.0,0.096951805,0.95,-1.172406,0.84683913,489,0.20543379,0.11057813
9820.0,0.53,49100.0,0.09694462,0.95,-1.243729,0.84684116,490,0.20544066,0.11057223
9840.0,0.54,49200.0,0.09694642,0.95,-1.4718575,0.84685963,491,0.20543751,0.110557795
9860.0,0.64,49300.0,0.096941195,0.95,-0.8934516,0.84685713,492,0.20544079,0.11054672
9880.0,0.59,49400.0,0.09693102,1.0,-1.0702391,0.8468558,493,0.2054436,0.110530525
9900.0,0.5,49500.0,0.09692961,1.0,-0.8595754,0.8468573,494,0.20544633,0.11052642
9920.0,0.49,49600.0,0.096922375,0.95,-1.2175701,0.8468737,495,0.20545219,0.110523395
9940.0,0.53,49700.0,0.09693674,1.0,-1.0563053,0.8468743,496,0.20545262,0.11053979
9960.0,0.63,49800.0,0.09692499,0.95,-1.1761352,0.84687716,497,0.2054554,0.11056802
9980.0,0.56,49900.0,0.096922904,1.0,-1.0087357,0.84688497,498,0.20546047,0.11055436
10000.0,0.56,50000.0,0.09693877,0.9,-1.3111566,0.84688777,499,0.20546614,0.11054081
10020.0,0.52,50100.0,0.09695735,0.9,-1.9009106,0.84688145,500,0.20547193,0.11056882
10040.0,0.5,50200.0,0.096945204,0.95,-1.0061948,0.8468929,501,0.20547599,0.11055457
10060.0,0.45,50300.0,0.09694705,0.9,-1.3238789,0.84690976,502,0.20547703,0.11054733
10080.0,0.56,50400.0,0.09694395,0.95,-0.8722116,0.8469153,503,0.20547771,0.11053051
10100.0,0.5,50500.0,0.09693935,0.95,-0.98209155,0.84692246,504,0.20548496,0.110527866
10120.0,0.63,50600.0,0.096928604,0.95,-1.1106014,0.8469278,505,0.2054927,0.1104873
10140.0,0.54,50700.0,0.0969185,0.95,-1.1452221,0.84692556,506,0.2054923,0.11048303
10160.0,0.62,50800.0,0.09691954,0.95,-1.1886208,0.8469233,507,0.20549963,0.110489175
10180.0,0.5,50900.0,0.09694227,0.95,-1.0319657,0.84691876,508,0.20550361,0.110508
10200.0,0.59,51000.0,0.09691942,0.8,-1.716933,0.8469121,509,0.20550789,0.11048248
10220.0,0.53,51100.0,0.09692136,0.9,-1.186153,0.8469185,510,0.20550403,0.110475264
10240.0,0.57,51200.0,0.096932165,0.95,-1.2392957,0.84691304,511,0.20550543,0.110469475
10260.0,0.53,51300.0,0.09691829,0.95,-1.2497735,0.84691477,512,0.20550585,0.110457376
10280.0,0.66,51400.0,0.09691282,1.0,-0.5589405,0.8469114,513,0.20550923,0.11044972
10300.0,0.55,51500.0,0.09691461,0.95,-1.2499479,0.84693336,514,0.20552889,0.11043432
10320.0,0.57,51600.0,0.096913755,1.0,-0.7535007,0.8469437,515,0.20553719,0.1104286
10340.0,0.49,51700.0,0.09692615,0.95,-0.9280136,0.8469472,516,0.20554604,0.11044039
10360.0,0.65,51800.0,0.09692955,1.0,-1.0732337,0.84695816,517,0.20553863,0.11046102
10380.0,0.57,51900.0,0.09691962,1.0,-1.115732,0.8469648,518,0.20553562,0.11045115
10400.0,0.58,52000.0,0.09690835,0.95,-1.3617606,0.8469693,519,0.20554031,0.11042609
10420.0,0.54,52100.0,0.09691607,1.0,-0.94478655,0.8469779,520,0.20553996,0.110408135
10440.0,0.58,52200.0,0.096903466,0.95,-0.8527098,0.8469885,521,0.2055427,0.11040416
10460.0,0.54,52300.0,0.09689083,0.8,-1.5358809,0.8469942,522,0.20554343,0.1103924
10480.0,0.58,52400.0,0.09688421,0.9,-0.96594226,0.84699386,523,0.20554347,0.110396236
10500.0,0.48,52500.0,0.09687689,0.9,-1.1106707,0.8469942,524,0.20555082,0.11038797
10520.0,0.59,52600.0,0.09686015,0.95,-0.8880153,0.8470087,525,0.20555836,0.110386126
10540.0,0.53,52700.0,0.096856296,1.0,-0.63087267,0.84701186,526,0.20555666,0.11037488
10560.0,0.54,52800.0,0.09687436,1.0,-0.81088334,0.8470076,527,0.20556189,0.1103645
10580.0,0.5,52900.0,0.096877806,1.0,-0.97293997,0.84701395,528,0.20555611,0.11036637
10600.0,0.58,53000.0,0.09686592,0.85,-1.4675697,0.8470235,529,0.20555563,0.110361196
10620.0,0.52,53100.0,0.0968687,0.95,-1.3453556,0.84704477,530,0.20557041,0.11037012
10640.0,0.58,53200.0,0.0968697,1.0,-0.81172407,0.8470414,531,0.2055744,0.11037695
10660.0,0.64,53300.0,0.096847095,0.95,-0.9391702,0.84704405,532,0.20557798,0.11036357
10680.0,0.55,53400.0,0.096844256,1.0,-1.2152734,0.8470397,533,0.20557962,0.11036431
10700.0,0.48,53500.0,0.09684641,1.0,-0.8556714,0.8470456,534,0.2055816,0.11038396
10720.0,0.5,53600.0,0.096839525,0.95,-0.9857475,0.8470562,535,0.20558962,0.11037403
10740.0,0.49,53700.0,0.09685006,1.0,-0.94208014,0.84705836,536,0.20558745,0.1103683
10760.0,0.56,53800.0,0.09684164,1.0,-0.89117754,0.84705186,537,0.20557657,0.11034896
10780.0,0.63,53900.0,0.09683705,1.0,-1.0689447,0.8470578,538,0.20557989,0.110330686
10800.0,0.59,54000.0,0.09684936,0.9,-1.5244219,0.84706306,539,0.20558594,0.11033938
10820.0,0.58,54100.0,0.096841425,1.0,-1.20653,0.8470726,540,0.20558956,0.11032623
10840.0,0.58,54200.0,0.096835546,0.9,-1.2038982,0.8470752,541,0.20558786,0.11032963
10860.0,0.57,54300.0,0.09682172,1.0,-1.1813105,0.8470771,542,0.2055904,0.11032381
10880.0,0.61,54400.0,0.09682193,0.95,-1.1300657,0.8470755,543,0.20559469,0.11031717
10900.0,0.62,54500.0,0.09682407,0.85,-1.0613589,0.84708166,544,0.20560351,0.11031066
10920.0,0.54,54600.0,0.09681695,1.0,-0.8484678,0.8470833,545,0.20559645,0.110299885
10940.0,0.61,54700.0,0.096823655,0.95,-0.9355769,0.8470914,546,0.20559156,0.11029872
10960.0,0.57,54800.0,0.09682823,0.95,-0.91534936,0.84708804,547,0.20559086,0.110298134
10980.0,0.58,54900.0,0.096832454,0.95,-0.79944545,0.8471038,548,0.20559272,0.110299
11000.0,0.65,55000.0,0.096826576,0.9,-0.93974006,0.84711033,549,0.20559561,0.110303335
11020.0,0.52,55100.0,0.09682453,0.95,-1.0614522,0.84711456,550,0.20559338,0.11030152
