test/success_rate,test/episode,stats_g/mean,train/episode,train/success_rate,stats_o/mean,stats_g/std,test/mean_Q,stats_o/std,epoch
1.0,10880.0,0.83811456,54400.0,0.94,0.20180173,0.07145267,-1.0506127,0.11384944,543
1.0,10900.0,0.83811945,54500.0,0.96,0.20180349,0.07143352,-1.2106892,0.11384961,544
1.0,10920.0,0.8381131,54600.0,0.95,0.20180859,0.071452454,-0.85290843,0.11385026,545
1.0,10940.0,0.8381147,54700.0,0.95,0.2018124,0.071439214,-0.99839413,0.11385924,546
1.0,10960.0,0.83810836,54800.0,0.99,0.20182079,0.07142671,-1.1852254,0.113864966,547
1.0,10980.0,0.83810633,54900.0,0.96,0.2018208,0.07143031,-0.818824,0.11386305,548
1.0,11000.0,0.8381071,55000.0,0.94,0.20181817,0.071447276,-1.2761426,0.113853976,549
1.0,11020.0,0.8381013,55100.0,0.99,0.2018179,0.07143054,-1.0043738,0.11386792,550
1.0,11040.0,0.83810616,55200.0,0.93,0.20182256,0.07141835,-1.1574361,0.113868885,551
1.0,11060.0,0.8380924,55300.0,0.97,0.20182224,0.07142611,-0.90246487,0.11387929,552
1.0,11080.0,0.83810276,55400.0,0.97,0.20181975,0.07142911,-0.96515083,0.11389276,553
1.0,11100.0,0.8380931,55500.0,0.95,0.20181996,0.071413636,-1.1074882,0.113864906,554
1.0,11120.0,0.83809114,55600.0,0.96,0.20181458,0.07139959,-1.0870694,0.11387296,555
1.0,11140.0,0.8380944,55700.0,0.94,0.201824,0.071386434,-0.91925764,0.11386279,556
1.0,11160.0,0.83809656,55800.0,0.96,0.20182237,0.07140609,-1.1755773,0.11385968,557
1.0,11180.0,0.8380987,55900.0,0.96,0.20182343,0.0714323,-1.1484929,0.113877766,558
1.0,11200.0,0.8380919,56000.0,0.94,0.20182201,0.07141522,-1.1552298,0.11387683,559
1.0,11220.0,0.8381006,56100.0,0.97,0.2018319,0.07140326,-0.93852603,0.11388471,560
1.0,11240.0,0.83811116,56200.0,0.96,0.20183952,0.07140265,-1.03364,0.11386876,561
1.0,11260.0,0.8381067,56300.0,0.97,0.20182945,0.07138299,-0.8304942,0.11387504,562
0.95,11280.0,0.838106,56400.0,0.94,0.20182852,0.07138006,-0.8338305,0.11388006,563
1.0,11300.0,0.83809376,56500.0,0.98,0.20183586,0.07136718,-1.0267407,0.113883555,564
1.0,11320.0,0.8381107,56600.0,0.98,0.20184524,0.07136563,-1.0689783,0.113889195,565
1.0,11340.0,0.83811194,56700.0,0.93,0.20185389,0.071352385,-0.95829237,0.1138942,566
1.0,11360.0,0.8381205,56800.0,0.94,0.2018632,0.07134273,-1.0395477,0.11388965,567
0.95,11380.0,0.8381085,56900.0,0.93,0.20185928,0.071338676,-1.2524937,0.11389232,568
1.0,11400.0,0.83809495,57000.0,0.93,0.20186251,0.071349666,-1.13178,0.113888234,569
1.0,11420.0,0.8380842,57100.0,0.96,0.20186664,0.07134464,-0.88879585,0.11389112,570
1.0,11440.0,0.83807594,57200.0,0.91,0.20187473,0.07134409,-0.7957306,0.11388267,571
1.0,11460.0,0.8380801,57300.0,0.91,0.20187683,0.07136736,-1.0520273,0.1138913,572
1.0,11480.0,0.8380775,57400.0,0.94,0.20187867,0.07135924,-0.8150236,0.11387456,573
1.0,11500.0,0.83808607,57500.0,0.94,0.20189062,0.07135988,-0.91514224,0.113883674,574
1.0,11520.0,0.83808655,57600.0,0.95,0.20189612,0.07136377,-1.0943674,0.11386926,575
1.0,11540.0,0.8380828,57700.0,0.97,0.20189363,0.07134586,-0.9682806,0.11388819,576
1.0,11560.0,0.8380764,57800.0,0.94,0.2018949,0.071352206,-0.9378673,0.11388547,577
1.0,11580.0,0.8380769,57900.0,0.96,0.2018994,0.07133933,-1.1679256,0.11389909,578
1.0,11600.0,0.83806753,58000.0,0.92,0.20189835,0.07133963,-1.1076833,0.113928825,579
1.0,11620.0,0.83806735,58100.0,0.97,0.20189708,0.071343794,-1.163029,0.113918394,580
1.0,11640.0,0.83805585,58200.0,0.98,0.20189756,0.07132637,-0.878459,0.11393466,581
1.0,11660.0,0.8380738,58300.0,0.93,0.20189732,0.0713276,-0.8761945,0.113922946,582
1.0,11680.0,0.838074,58400.0,0.98,0.20189829,0.07131626,-1.43418,0.11393397,583
1.0,11700.0,0.8380893,58500.0,0.96,0.2019032,0.07129917,-1.129884,0.113926455,584
1.0,11720.0,0.8380936,58600.0,0.95,0.20190881,0.071307145,-1.0762202,0.113929234,585
1.0,11740.0,0.8381002,58700.0,0.98,0.2019145,0.07129533,-1.0383949,0.113920204,586
1.0,11760.0,0.8381057,58800.0,0.97,0.20191981,0.07127973,-0.9420806,0.11391811,587
1.0,11780.0,0.83810735,58900.0,0.96,0.20191838,0.0712678,-1.0681325,0.11391489,588
1.0,11800.0,0.83810884,59000.0,0.94,0.20191744,0.071259186,-0.9329044,0.11392865,589
1.0,11820.0,0.8381071,59100.0,0.95,0.20191813,0.07124523,-1.3175087,0.1139243,590
1.0,11840.0,0.8381085,59200.0,0.92,0.20192842,0.071290866,-1.0005906,0.11394089,591
0.95,11860.0,0.83811474,59300.0,0.95,0.20193528,0.07131574,-1.0444185,0.11394933,592
1.0,11880.0,0.8381243,59400.0,0.97,0.20193793,0.071301036,-1.3256861,0.11394927,593
1.0,11900.0,0.8381145,59500.0,0.97,0.20193319,0.07129934,-0.8777609,0.113956854,594
1.0,11920.0,0.83811647,59600.0,0.99,0.20193146,0.07130032,-0.9028686,0.11394633,595
1.0,11940.0,0.8381166,59700.0,0.99,0.20192821,0.07128422,-1.2526969,0.11393651,596
1.0,11960.0,0.8381161,59800.0,0.99,0.20192523,0.07127469,-1.0493535,0.11392596,597
1.0,11980.0,0.838118,59900.0,0.97,0.20193152,0.071276024,-0.9534963,0.113946,598
1.0,12000.0,0.8381102,60000.0,0.95,0.201929,0.07128154,-1.2145752,0.11396344,599
1.0,12020.0,0.83811706,60100.0,0.9,0.20192955,0.07126908,-1.1411654,0.11395911,600
1.0,12040.0,0.83812326,60200.0,0.97,0.20194197,0.07125562,-1.2954366,0.11395673,601
1.0,12060.0,0.8381133,60300.0,0.93,0.20194072,0.071259655,-0.93154514,0.11396697,602
1.0,12080.0,0.83812624,60400.0,0.99,0.2019408,0.07125045,-0.8179819,0.11396912,603
1.0,12100.0,0.83813137,60500.0,0.97,0.2019434,0.07123739,-1.0798019,0.11396729,604
1.0,12120.0,0.8381298,60600.0,0.96,0.20194365,0.07123893,-1.4959681,0.113972224,605
1.0,12140.0,0.8381304,60700.0,0.95,0.20194703,0.071238615,-1.1027448,0.11397944,606
1.0,12160.0,0.8381274,60800.0,0.92,0.2019525,0.07122577,-0.9381644,0.113979466,607
1.0,12180.0,0.8381307,60900.0,0.94,0.20194979,0.07120738,-1.186621,0.11397145,608
0.95,12200.0,0.8381279,61000.0,0.93,0.20194992,0.071209356,-2.2820423,0.1139827,609
1.0,12220.0,0.8381293,61100.0,0.93,0.20195666,0.07122024,-0.75426984,0.11398088,610
1.0,12240.0,0.83812827,61200.0,0.96,0.201947,0.07120491,-0.9076832,0.11399333,611
1.0,12260.0,0.8381277,61300.0,0.92,0.20195061,0.07119178,-0.92377436,0.11399075,612
1.0,12280.0,0.8381274,61400.0,0.95,0.20195827,0.07118324,-0.838456,0.113995686,613
1.0,12300.0,0.8381228,61500.0,0.94,0.20196621,0.07117297,-0.9891609,0.113980316,614
1.0,12320.0,0.8381159,61600.0,0.95,0.20196532,0.07119402,-0.9551446,0.11399757,615
1.0,12340.0,0.8381222,61700.0,0.93,0.20196678,0.07119385,-1.3405116,0.11400127,616
1.0,12360.0,0.8381327,61800.0,0.97,0.20196839,0.07118366,-1.1821651,0.11399408,617
1.0,12380.0,0.8381372,61900.0,0.91,0.2019744,0.0711781,-0.96533835,0.11400478,618
0.95,12400.0,0.8381393,62000.0,0.96,0.201963,0.071163855,-1.5216159,0.114014424,619
1.0,12420.0,0.8381384,62100.0,0.92,0.20197275,0.07115538,-0.9412243,0.11401929,620
1.0,12440.0,0.8381404,62200.0,0.93,0.20197785,0.07114231,-1.4373939,0.11401336,621
1.0,12460.0,0.83814377,62300.0,0.91,0.20198303,0.071140185,-1.1358013,0.1139981,622
1.0,12480.0,0.83813316,62400.0,0.95,0.20198046,0.071143255,-1.002625,0.11400778,623
1.0,12500.0,0.83813,62500.0,0.98,0.20198475,0.07112923,-0.9603388,0.11400009,624
1.0,12520.0,0.83813286,62600.0,0.93,0.20198727,0.07113137,-1.0599715,0.11398963,625
0.9,12540.0,0.8381329,62700.0,0.96,0.20199072,0.07112925,-2.1068826,0.11399167,626
1.0,12560.0,0.83812875,62800.0,0.97,0.20198633,0.07112199,-1.0074102,0.11401,627
1.0,12580.0,0.8381143,62900.0,0.92,0.20197697,0.071135625,-1.0224022,0.11401953,628
1.0,12600.0,0.83811593,63000.0,0.93,0.20198195,0.07114473,-1.00686,0.114041984,629
1.0,12620.0,0.8381302,63100.0,0.95,0.2019829,0.07114432,-0.99662006,0.11404572,630
0.9,12640.0,0.8381317,63200.0,0.94,0.20198476,0.071131796,-1.636088,0.11401734,631
1.0,12660.0,0.8381316,63300.0,0.95,0.20199305,0.07111957,-0.9253632,0.114012934,632
1.0,12680.0,0.83813614,63400.0,0.91,0.202005,0.07113959,-1.1557157,0.11403006,633
1.0,12700.0,0.83813447,63500.0,0.97,0.20200415,0.07113622,-0.98172426,0.11404733,634
1.0,12720.0,0.83813494,63600.0,0.92,0.20201077,0.071129434,-0.96502227,0.114056654,635
1.0,12740.0,0.8381367,63700.0,0.95,0.20200413,0.0711129,-1.2108911,0.11406356,636
1.0,12760.0,0.8381465,63800.0,0.93,0.20200333,0.07112927,-1.0927012,0.11406003,637
1.0,12780.0,0.8381408,63900.0,0.95,0.20201115,0.071120344,-1.0013485,0.11408785,638
1.0,12800.0,0.83813244,64000.0,0.97,0.20200479,0.07111719,-0.98488665,0.114075534,639
1.0,12820.0,0.83813995,64100.0,0.96,0.20200105,0.07110342,-0.95653933,0.11406749,640
1.0,12840.0,0.83813596,64200.0,0.97,0.20200622,0.07109056,-1.0466365,0.11406987,641
1.0,12860.0,0.8381389,64300.0,0.97,0.20200723,0.071105145,-1.0735235,0.11407628,642
1.0,12880.0,0.8381428,64400.0,0.95,0.20200378,0.07110052,-0.8889362,0.11406629,643
1.0,12900.0,0.83813596,64500.0,0.98,0.2020098,0.07109893,-0.89117414,0.114037655,644
1.0,12920.0,0.8381402,64600.0,0.96,0.20201431,0.071111985,-1.2096411,0.11405713,645
1.0,12940.0,0.83813125,64700.0,0.97,0.20201614,0.071111,-0.81339806,0.11407903,646
1.0,12960.0,0.8381324,64800.0,0.97,0.2020184,0.07110124,-1.3324246,0.114088066,647
1.0,12980.0,0.83814234,64900.0,0.95,0.20201807,0.07108953,-0.84180003,0.1140651,648
1.0,13000.0,0.8381501,65000.0,0.96,0.20202753,0.071076535,-1.0756645,0.114054464,649
1.0,13020.0,0.83815044,65100.0,0.96,0.2020325,0.07108522,-1.2544929,0.114070676,650
1.0,13040.0,0.83815,65200.0,0.96,0.20203,0.07108754,-0.6757869,0.11407283,651
1.0,13060.0,0.8381488,65300.0,0.99,0.20202924,0.071075894,-1.0800645,0.114066966,652
1.0,13080.0,0.83814806,65400.0,0.97,0.202027,0.07107539,-1.019178,0.11406455,653
1.0,13100.0,0.8381478,65500.0,0.94,0.20203088,0.07107616,-0.90780556,0.11406395,654
0.95,13120.0,0.8381591,65600.0,0.89,0.20203283,0.07106144,-0.8479415,0.11406596,655
1.0,13140.0,0.8381605,65700.0,0.96,0.20203617,0.07105039,-1.1854839,0.114063956,656
0.95,13160.0,0.8381656,65800.0,0.93,0.20204619,0.07104615,-1.03439,0.114056915,657
1.0,13180.0,0.83816385,65900.0,0.96,0.20204422,0.0710369,-1.0091126,0.11404399,658
1.0,13200.0,0.83815986,66000.0,0.97,0.2020434,0.07103585,-0.93395483,0.11407617,659
1.0,13220.0,0.83817226,66100.0,0.96,0.20205155,0.07102575,-1.105768,0.114055976,660
1.0,13240.0,0.83816296,66200.0,0.98,0.20205502,0.07101788,-0.9387722,0.11405232,661
1.0,13260.0,0.8381756,66300.0,0.97,0.2020555,0.07100426,-0.8852743,0.11405911,662
0.9,13280.0,0.8381748,66400.0,0.97,0.20205389,0.07101213,-2.1739373,0.11405263,663
1.0,13300.0,0.8381762,66500.0,0.98,0.20206058,0.07101636,-0.9829996,0.11405908,664
0.95,13320.0,0.8381772,66600.0,0.95,0.20205411,0.0710104,-0.94591665,0.114062816,665
1.0,13340.0,0.8381793,66700.0,0.98,0.20205878,0.07102051,-0.9134022,0.11408212,666
1.0,13360.0,0.83818024,66800.0,0.97,0.20207132,0.07101487,-0.8771914,0.11408742,667
1.0,13380.0,0.83818585,66900.0,0.95,0.20207433,0.07101451,-0.8330898,0.11407843,668
1.0,13400.0,0.8381842,67000.0,0.99,0.2020776,0.07101805,-0.87259233,0.11408189,669
1.0,13420.0,0.83818465,67100.0,0.93,0.20207691,0.07101095,-1.035248,0.11407795,670
1.0,13440.0,0.83818406,67200.0,0.95,0.20207222,0.070995465,-1.0483499,0.11407996,671
1.0,13460.0,0.8381922,67300.0,0.93,0.20207621,0.07099555,-1.0051827,0.11409827,672
1.0,13480.0,0.8381937,67400.0,0.94,0.20207746,0.07098957,-0.6171679,0.11411571,673
1.0,13500.0,0.8381903,67500.0,0.97,0.20207703,0.07097257,-0.8727608,0.114110254,674
1.0,13520.0,0.83818895,67600.0,0.95,0.20208094,0.070972346,-1.1024827,0.11409612,675
1.0,13540.0,0.83820087,67700.0,0.93,0.20208173,0.070982106,-0.9048356,0.11410352,676
0.95,13560.0,0.83820206,67800.0,0.98,0.20208053,0.070989825,-0.89617187,0.11410567,677
1.0,13580.0,0.8381973,67900.0,0.97,0.20208508,0.070978455,-1.001437,0.1140991,678
1.0,13600.0,0.83819526,68000.0,0.98,0.20208488,0.07097835,-1.1838958,0.11409686,679
1.0,13620.0,0.8381913,68100.0,0.96,0.20208275,0.07097936,-0.8681266,0.11408772,680
1.0,13640.0,0.83819133,68200.0,0.92,0.20208536,0.07097725,-1.0917515,0.11407647,681
1.0,13660.0,0.8381987,68300.0,0.96,0.20208845,0.07098202,-1.0343864,0.11407878,682
1.0,13680.0,0.838209,68400.0,0.94,0.20209001,0.07097168,-0.9354652,0.11407931,683
1.0,13700.0,0.8382139,68500.0,0.97,0.2020915,0.07096572,-0.80810195,0.1140835,684
1.0,13720.0,0.838212,68600.0,0.94,0.20209189,0.07095831,-0.8652684,0.114079565,685
1.0,13740.0,0.8382115,68700.0,0.93,0.20208529,0.070951894,-1.0257692,0.11409094,686
1.0,13760.0,0.83821553,68800.0,0.94,0.20208415,0.07095214,-1.0720544,0.11409621,687
1.0,13780.0,0.838223,68900.0,0.98,0.20208183,0.07094218,-1.2558656,0.114075534,688
1.0,13800.0,0.8382147,69000.0,0.95,0.20209423,0.070929736,-0.98456097,0.11409596,689
0.95,13820.0,0.83821934,69100.0,0.99,0.20210123,0.07092596,-1.1491789,0.114101686,690
1.0,13840.0,0.8382239,69200.0,0.96,0.20210056,0.07091427,-1.0875697,0.11409225,691
1.0,13860.0,0.83822256,69300.0,0.96,0.20210448,0.07089988,-0.96468925,0.11410949,692
1.0,13880.0,0.83821946,69400.0,0.94,0.20209867,0.070903204,-1.1691744,0.11411625,693
1.0,13900.0,0.83822995,69500.0,0.93,0.20210157,0.07091232,-1.1010678,0.114117414,694
1.0,13920.0,0.83822966,69600.0,0.96,0.20209669,0.07090565,-1.1056764,0.114132494,695
1.0,13940.0,0.8382284,69700.0,0.97,0.20209372,0.07089267,-1.0856152,0.11412395,696
1.0,13960.0,0.8382309,69800.0,0.97,0.20209026,0.070890106,-0.7497426,0.11413428,697
1.0,13980.0,0.83823246,69900.0,0.97,0.20209543,0.070893355,-1.0453488,0.11413718,698
0.95,14000.0,0.8382401,70000.0,0.98,0.2020969,0.07087957,-1.8011776,0.11413659,699
1.0,14020.0,0.8382282,70100.0,0.94,0.20210189,0.0708812,-0.7410174,0.114141606,700
1.0,14040.0,0.83822995,70200.0,0.95,0.2021049,0.07088625,-1.0914167,0.11414044,701
1.0,14060.0,0.8382356,70300.0,0.96,0.20211866,0.07088251,-0.9967474,0.11416087,702
1.0,14080.0,0.83823687,70400.0,0.92,0.20211142,0.07088846,-1.1537945,0.11419049,703
1.0,14100.0,0.8382383,70500.0,0.97,0.20211215,0.0708752,-0.9142845,0.11419654,704
0.95,14120.0,0.83824426,70600.0,0.95,0.20211075,0.0708674,-2.8754385,0.114196025,705
1.0,14140.0,0.83824855,70700.0,0.94,0.20211844,0.07086862,-1.0093185,0.11419701,706
0.95,14160.0,0.838258,70800.0,0.96,0.20212834,0.070863165,-1.3060787,0.11420029,707
1.0,14180.0,0.838249,70900.0,0.96,0.20212248,0.070872046,-1.0567223,0.114202395,708
1.0,14200.0,0.8382509,71000.0,0.97,0.20211765,0.07086984,-0.9935962,0.11420499,709
1.0,14220.0,0.8382437,71100.0,0.94,0.20212495,0.07087615,-0.77239573,0.11420236,710
1.0,14240.0,0.8382468,71200.0,0.95,0.20212291,0.07086519,-0.9502348,0.1141884,711
1.0,14260.0,0.8382396,71300.0,0.95,0.2021318,0.07087823,-1.0426638,0.11420932,712
0.95,14280.0,0.83824056,71400.0,0.96,0.20212983,0.070894726,-2.0194077,0.114216186,713
1.0,14300.0,0.83824295,71500.0,0.95,0.20213386,0.07090121,-0.91778886,0.11421594,714
1.0,14320.0,0.83825034,71600.0,0.94,0.20214054,0.0708965,-0.9612521,0.114216186,715
1.0,14340.0,0.83825403,71700.0,0.94,0.20215428,0.07089005,-1.0611365,0.11421704,716
1.0,14360.0,0.83825177,71800.0,0.94,0.20216165,0.07091344,-1.0442768,0.1142406,717
1.0,14380.0,0.83824676,71900.0,0.94,0.20216292,0.07091752,-0.7940355,0.11424657,718
1.0,14400.0,0.838239,72000.0,0.9,0.20216075,0.07092675,-1.160775,0.11424691,719
1.0,14420.0,0.8382392,72100.0,0.97,0.20216493,0.07092369,-1.1346899,0.1142496,720
1.0,14440.0,0.8382323,72200.0,0.98,0.20215973,0.0709136,-1.0381882,0.114264615,721
1.0,14460.0,0.8382335,72300.0,0.93,0.20215186,0.0709201,-1.2449024,0.11426763,722
1.0,14480.0,0.8382337,72400.0,0.92,0.20215797,0.07091438,-1.0743439,0.11427478,723
1.0,14500.0,0.8382341,72500.0,0.95,0.20216219,0.07090749,-0.8282951,0.114270315,724
1.0,14520.0,0.83822936,72600.0,0.95,0.20215797,0.07089588,-1.3135949,0.11428214,725
1.0,14540.0,0.83823055,72700.0,0.96,0.20215435,0.07090295,-0.86958754,0.11429498,726
1.0,14560.0,0.8382358,72800.0,0.98,0.2021516,0.070893146,-0.84117067,0.11429742,727
0.95,14580.0,0.83823997,72900.0,0.97,0.2021382,0.07088395,-1.3104147,0.1142988,728
1.0,14600.0,0.8382438,73000.0,0.96,0.20214039,0.07087267,-0.69008887,0.11430423,729
1.0,14620.0,0.83823687,73100.0,0.93,0.202135,0.07087798,-0.82054013,0.11429658,730
1.0,14640.0,0.8382414,73200.0,0.94,0.20213985,0.07086871,-1.1209229,0.11429732,731
1.0,14660.0,0.8382454,73300.0,0.94,0.20214024,0.070867814,-1.04159,0.114296325,732
1.0,14680.0,0.8382557,73400.0,0.95,0.20214392,0.07085853,-0.9751008,0.11427926,733
1.0,14700.0,0.83826977,73500.0,0.94,0.20215043,0.070858486,-0.9187053,0.114273846,734
1.0,14720.0,0.838268,73600.0,0.97,0.20214753,0.070849724,-1.1180294,0.11425278,735
1.0,14740.0,0.83827573,73700.0,0.94,0.20214863,0.070844926,-0.8149406,0.11425777,736
0.95,14760.0,0.8382647,73800.0,0.95,0.20214033,0.070848554,-1.2194338,0.1142604,737
1.0,14780.0,0.83826023,73900.0,0.95,0.20213765,0.070840105,-0.808977,0.1142621,738
1.0,14800.0,0.83825296,74000.0,0.94,0.20213751,0.07084453,-1.0241338,0.11425436,739
1.0,14820.0,0.8382587,74100.0,0.96,0.20214087,0.07083601,-0.8385887,0.11425073,740
0.95,14840.0,0.83825785,74200.0,0.97,0.20214033,0.07082745,-1.6876158,0.114243776,741
1.0,14860.0,0.83825046,74300.0,0.93,0.20212916,0.070839606,-0.97941047,0.11426056,742
1.0,14880.0,0.8382519,74400.0,1.0,0.20213202,0.07082928,-0.94123983,0.11425477,743
1.0,14900.0,0.8382557,74500.0,0.95,0.20211886,0.07081964,-0.99121684,0.11423367,744
1.0,14920.0,0.83825755,74600.0,0.95,0.2021169,0.070815705,-0.93062985,0.11423043,745
1.0,14940.0,0.8382559,74700.0,0.94,0.2021206,0.07081752,-1.1363626,0.11422335,746
1.0,14960.0,0.83825177,74800.0,0.95,0.20212418,0.07080825,-0.89342755,0.114218086,747
1.0,14980.0,0.83825034,74900.0,0.98,0.20212299,0.07079462,-1.0008104,0.11421674,748
1.0,15000.0,0.8382566,75000.0,0.97,0.20212525,0.07078488,-0.981493,0.11421429,749
1.0,15020.0,0.8382608,75100.0,0.96,0.20213081,0.07078715,-0.95211685,0.114216544,750
1.0,15040.0,0.83826345,75200.0,0.96,0.20213377,0.07077535,-0.8421711,0.11420408,751
1.0,15060.0,0.8382592,75300.0,0.94,0.20213495,0.07079828,-1.0395975,0.11421115,752
1.0,15080.0,0.83826286,75400.0,0.96,0.20213933,0.07078784,-0.96789473,0.114210434,753
1.0,15100.0,0.83827037,75500.0,0.93,0.20214188,0.07079459,-1.1126006,0.11423203,754
1.0,15120.0,0.8382668,75600.0,0.93,0.2021447,0.070815064,-0.91370946,0.114244014,755
1.0,15140.0,0.8382599,75700.0,0.93,0.20214587,0.070825756,-0.80274236,0.11425145,756
1.0,15160.0,0.83824825,75800.0,0.99,0.20214804,0.07081843,-0.8476329,0.11425147,757
1.0,15180.0,0.838248,75900.0,0.95,0.2021464,0.070813164,-1.0955391,0.11424728,758
1.0,15200.0,0.838249,76000.0,0.94,0.20215566,0.07081186,-1.2150234,0.11426644,759
1.0,15220.0,0.8382454,76100.0,0.95,0.20216219,0.07081948,-0.9740985,0.11426343,760
1.0,15240.0,0.83824724,76200.0,0.99,0.20216459,0.07081083,-1.227163,0.11426513,761
1.0,15260.0,0.83824205,76300.0,0.97,0.20215912,0.07081833,-0.7391312,0.11428299,762
1.0,15280.0,0.8382442,76400.0,0.96,0.20216157,0.07082058,-1.076846,0.11429259,763
1.0,15300.0,0.83823895,76500.0,0.95,0.20215546,0.070820495,-1.0481209,0.11428136,764
1.0,15320.0,0.8382301,76600.0,0.96,0.20214958,0.07080819,-1.0342085,0.11430264,765
1.0,15340.0,0.8382375,76700.0,0.99,0.20215333,0.07079953,-0.9958722,0.11430155,766
1.0,15360.0,0.83824235,76800.0,0.98,0.20215073,0.07079103,-1.192261,0.11431499,767
1.0,15380.0,0.83824545,76900.0,0.95,0.20214748,0.07078089,-1.0911782,0.114313744,768
1.0,15400.0,0.83824205,77000.0,0.96,0.20214741,0.07077563,-1.1711038,0.11432937,769
1.0,15420.0,0.8382406,77100.0,0.99,0.20214835,0.07076483,-0.8217257,0.114348285,770
1.0,15440.0,0.8382446,77200.0,0.99,0.20214298,0.07075288,-1.1525948,0.11434832,771
1.0,15460.0,0.8382373,77300.0,0.96,0.20214646,0.07075368,-0.8449608,0.11435464,772
1.0,15480.0,0.83823615,77400.0,0.96,0.20214802,0.070755966,-0.96406174,0.1143665,773
1.0,15500.0,0.838232,77500.0,0.96,0.20214516,0.07074588,-0.9701627,0.11436835,774
1.0,15520.0,0.8382326,77600.0,0.95,0.20215094,0.07073538,-1.0277624,0.114361286,775
1.0,15540.0,0.8382333,77700.0,0.95,0.20215723,0.0707354,-1.1204854,0.114362195,776
1.0,15560.0,0.83822984,77800.0,0.97,0.20215537,0.0707286,-0.8420064,0.11436013,777
1.0,15580.0,0.83823615,77900.0,0.97,0.20215759,0.07073868,-1.0016372,0.11435222,778
1.0,15600.0,0.83823365,78000.0,0.92,0.20216034,0.070731245,-0.89484894,0.11436051,779
1.0,15620.0,0.8382349,78100.0,0.93,0.20215827,0.07072196,-0.87931186,0.11436325,780
1.0,15640.0,0.8382291,78200.0,0.93,0.20214781,0.070712194,-0.81937695,0.11437728,781
1.0,15660.0,0.8382253,78300.0,0.94,0.20214437,0.070710815,-1.1152698,0.11440544,782
0.95,15680.0,0.8382266,78400.0,0.98,0.20215271,0.07069862,-1.3895316,0.11439978,783
1.0,15700.0,0.8382222,78500.0,0.95,0.20215306,0.07069153,-0.8534247,0.114394404,784
1.0,15720.0,0.83822554,78600.0,0.94,0.20215654,0.070695706,-1.0337684,0.11441571,785
1.0,15740.0,0.8382254,78700.0,0.93,0.20216711,0.07069416,-1.0621117,0.114421405,786
1.0,15760.0,0.83822083,78800.0,0.97,0.20216542,0.07068842,-0.79536694,0.114415064,787
1.0,15780.0,0.8382178,78900.0,0.95,0.2021612,0.070676826,-0.72830284,0.11440501,788
1.0,15800.0,0.8382136,79000.0,0.95,0.2021592,0.070668325,-1.1843681,0.11440627,789
1.0,15820.0,0.83821434,79100.0,0.99,0.20215976,0.070659034,-0.9109019,0.11441411,790
1.0,15840.0,0.83821565,79200.0,0.98,0.20216608,0.070663504,-0.84713125,0.114415176,791
0.95,15860.0,0.8382115,79300.0,0.96,0.2021677,0.07066033,-2.7255685,0.11440685,792
1.0,15880.0,0.8382097,79400.0,0.95,0.20217003,0.07065637,-1.2694547,0.11441135,793
1.0,15900.0,0.8382149,79500.0,0.99,0.20217706,0.07064592,-1.0459414,0.1144088,794
1.0,15920.0,0.8382087,79600.0,0.96,0.20218112,0.07064767,-1.0410018,0.114401005,795
1.0,15940.0,0.83821064,79700.0,0.93,0.20217882,0.07064036,-0.9400326,0.11441564,796
1.0,15960.0,0.83821726,79800.0,0.95,0.20218559,0.07064416,-1.1280906,0.11441743,797
0.95,15980.0,0.8382104,79900.0,0.97,0.20218945,0.0706327,-1.173014,0.114413,798
1.0,16000.0,0.8382109,80000.0,0.95,0.20219809,0.07063479,-1.1175824,0.11441009,799
0.95,16020.0,0.83821267,80100.0,0.94,0.20220019,0.07062248,-1.0236101,0.11441712,800
1.0,16040.0,0.8382146,80200.0,0.88,0.20220083,0.0706195,-1.1667105,0.11443376,801
0.95,16060.0,0.8382091,80300.0,0.89,0.20220101,0.07063967,-1.7107633,0.11444147,802
1.0,16080.0,0.8382141,80400.0,0.88,0.20219672,0.070638746,-1.0656035,0.11443514,803
1.0,16100.0,0.8382222,80500.0,0.96,0.20219128,0.07063294,-0.8232266,0.114459485,804
1.0,16120.0,0.8382301,80600.0,0.94,0.20219108,0.07065352,-1.1859937,0.114477456,805
1.0,16140.0,0.8382302,80700.0,0.97,0.20219727,0.07064108,-0.974589,0.11447606,806
1.0,16160.0,0.83822757,80800.0,0.98,0.20219961,0.07064926,-1.086086,0.11448515,807
1.0,16180.0,0.83823186,80900.0,0.96,0.20219871,0.070642136,-0.65313476,0.114474535,808
1.0,16200.0,0.8382322,81000.0,0.96,0.20219617,0.07063564,-1.0920647,0.11447675,809
1.0,16220.0,0.8382361,81100.0,0.97,0.20219824,0.070640706,-1.0667481,0.11448302,810
1.0,16240.0,0.8382485,81200.0,0.93,0.20219877,0.070639975,-0.8888612,0.11448928,811
1.0,16260.0,0.8382483,81300.0,0.93,0.20220663,0.070632465,-0.6323184,0.11449953,812
1.0,16280.0,0.8382578,81400.0,0.96,0.2022119,0.07063108,-1.000829,0.11448192,813
0.95,16300.0,0.8382544,81500.0,0.95,0.20221063,0.07065139,-1.0556102,0.11448327,814
1.0,16320.0,0.83824784,81600.0,0.97,0.20221491,0.07064412,-0.8496782,0.11447801,815
1.0,16340.0,0.8382497,81700.0,0.97,0.20221943,0.070633195,-0.79679894,0.11447637,816
