train/success_rate,stats_g/mean,train/episode,test/mean_Q,test/episode,stats_g/std,stats_o/std,epoch,stats_o/mean,test/success_rate
0.65,0.8758654,5420.0,-0.054776978,5420.0,0.085075796,0.030526191,270,0.2628004,1.0
0.85,0.8758278,5440.0,-0.087122284,5440.0,0.0851154,0.030534992,271,0.26279163,1.0
0.55,0.8758018,5460.0,-0.090989076,5460.0,0.08514178,0.030540815,272,0.2627854,1.0
0.6,0.8758042,5480.0,-0.09828933,5480.0,0.08514305,0.03054302,273,0.26278567,1.0
0.8,0.8758207,5500.0,-0.06989689,5500.0,0.08515641,0.030547151,274,0.26279232,1.0
0.7,0.8758028,5520.0,-0.061988316,5520.0,0.08515216,0.030545536,275,0.26278692,1.0
0.75,0.87588215,5540.0,-0.030703437,5540.0,0.08512054,0.030537296,276,0.26280618,1.0
0.7,0.8758697,5560.0,-0.05562366,5560.0,0.08511046,0.030534199,277,0.26280254,1.0
0.7,0.87584114,5580.0,-0.056494683,5580.0,0.08511569,0.030535335,278,0.26279426,1.0
0.75,0.87582034,5600.0,-0.06581931,5600.0,0.08514137,0.030540694,279,0.2627889,1.0
0.7,0.8758736,5620.0,-0.04755343,5620.0,0.08515304,0.030545995,280,0.262803,1.0
0.8,0.87584066,5640.0,-0.047178574,5640.0,0.08513606,0.030542668,281,0.26279262,1.0
0.75,0.87584877,5660.0,-0.09799246,5660.0,0.085178845,0.030551344,282,0.26279414,1.0
0.85,0.8758196,5680.0,-0.065933004,5680.0,0.085196316,0.030555522,283,0.26278588,1.0
0.75,0.8758308,5700.0,-0.04145978,5700.0,0.08518878,0.030553699,284,0.2627886,1.0
0.6,0.8758481,5720.0,-0.06321164,5720.0,0.08521525,0.030559909,285,0.26279247,1.0
0.85,0.8758467,5740.0,-0.044417974,5740.0,0.085187495,0.030551616,286,0.26279154,1.0
0.65,0.8758337,5760.0,-0.03996036,5760.0,0.08517439,0.030548563,287,0.26278877,1.0
0.6,0.875887,5780.0,-0.06189074,5780.0,0.085166834,0.030546784,288,0.26280352,1.0
0.75,0.8758382,5800.0,-0.044079244,5800.0,0.08516284,0.03054526,289,0.26279208,1.0
0.8,0.8757469,5820.0,-0.060991786,5820.0,0.08517457,0.030545691,290,0.26276982,1.0
0.7,0.87576056,5840.0,-0.044354342,5840.0,0.08517963,0.030544618,291,0.2627726,1.0
0.7,0.87577814,5860.0,-0.059346147,5860.0,0.08515146,0.030536871,292,0.2627761,1.0
0.8,0.8757701,5880.0,-0.0274502,5880.0,0.08512051,0.030529615,293,0.26277462,1.0
0.65,0.8757774,5900.0,-0.060798455,5900.0,0.08514144,0.030534595,294,0.2627774,1.0
0.6,0.8757879,5920.0,-0.044283193,5920.0,0.08513427,0.030533183,295,0.26278153,1.0
0.6,0.87578106,5940.0,-0.09827809,5940.0,0.08515251,0.030538175,296,0.26278248,1.0
0.7,0.8757953,5960.0,-0.06829845,5960.0,0.08515456,0.030538917,297,0.26278508,1.0
0.7,0.87574536,5980.0,-0.08076827,5980.0,0.0851653,0.030542132,298,0.2627706,1.0
0.7,0.87575406,6000.0,-0.07416995,6000.0,0.08517734,0.030547345,299,0.2627737,1.0
0.7,0.87576133,6020.0,-0.05957067,6020.0,0.08516398,0.030543825,300,0.2627733,1.0
0.8,0.8757326,6040.0,-0.06399911,6040.0,0.08520483,0.030553807,301,0.2627652,1.0
0.6,0.8757445,6060.0,-0.065851845,6060.0,0.0852136,0.030557603,302,0.26276642,1.0
0.7,0.87569237,6080.0,-0.039602257,6080.0,0.085216284,0.030557996,303,0.26275232,1.0
0.85,0.8757004,6100.0,-0.047374163,6100.0,0.085196555,0.030551946,304,0.2627537,1.0
0.6,0.87562513,6120.0,-0.050729312,6120.0,0.08518771,0.03055051,305,0.26273224,1.0
0.7,0.8756249,6140.0,-0.053926617,6140.0,0.08518604,0.030549437,306,0.2627325,1.0
0.7,0.8755947,6160.0,-0.060082547,6160.0,0.08518546,0.030548621,307,0.26272404,1.0
0.7,0.87553006,6180.0,-0.093757115,6180.0,0.085202076,0.030551095,308,0.2627067,1.0
0.85,0.8756017,6200.0,-0.07622373,6200.0,0.085207485,0.03055248,309,0.2627254,1.0
0.75,0.87562674,6220.0,-0.048877932,6220.0,0.08520732,0.030550089,310,0.2627328,1.0
0.7,0.8756204,6240.0,-0.06318823,6240.0,0.085205965,0.030548925,311,0.2627309,1.0
0.8,0.8756458,6260.0,-0.086499855,6260.0,0.085238755,0.030560058,312,0.26273674,1.0
0.65,0.87562084,6280.0,-0.052000124,6280.0,0.08524927,0.03056464,313,0.2627285,1.0
0.75,0.87563616,6300.0,-0.061260592,6300.0,0.0852562,0.030566493,314,0.2627328,1.0
0.8,0.8756628,6320.0,-0.051204056,6320.0,0.08526636,0.03056788,315,0.26274058,1.0
0.7,0.8757307,6340.0,-0.06363252,6340.0,0.08527986,0.030573895,316,0.26275876,1.0
0.7,0.87570983,6360.0,-0.0391042,6360.0,0.08526257,0.030569121,317,0.2627547,1.0
0.7,0.8757343,6380.0,-0.041684914,6380.0,0.08525094,0.030566435,318,0.26276118,1.0
0.75,0.87572175,6400.0,-0.05184894,6400.0,0.08526683,0.030572578,319,0.26275545,1.0
0.8,0.8757567,6420.0,-0.08806724,6420.0,0.08530898,0.030583013,320,0.26276362,1.0
0.8,0.875715,6440.0,-0.065744765,6440.0,0.08532306,0.03058678,321,0.26275283,1.0
0.75,0.8757413,6460.0,-0.08949502,6460.0,0.0853306,0.030590707,322,0.26276112,1.0
0.7,0.8757394,6480.0,-0.06484325,6480.0,0.08532846,0.03058968,323,0.26276013,1.0
0.65,0.87573653,6500.0,-0.05377806,6500.0,0.08532391,0.030585688,324,0.26275915,1.0
0.8,0.87571806,6520.0,-0.08287936,6520.0,0.08534253,0.030592343,325,0.26275355,1.0
0.85,0.8756537,6540.0,-0.047053028,6540.0,0.0853798,0.03060334,326,0.26273763,1.0
0.8,0.87568355,6560.0,-0.08892141,6560.0,0.08539572,0.03060829,327,0.2627457,1.0
0.6,0.8756623,6580.0,-0.046883605,6580.0,0.08537499,0.030602027,328,0.2627396,1.0
0.75,0.8756842,6600.0,-0.043119736,6600.0,0.085361324,0.0305993,329,0.26274619,1.0
0.8,0.87570673,6620.0,-0.082878254,6620.0,0.0853911,0.03060649,330,0.26275188,1.0
0.8,0.8757577,6640.0,-0.05348306,6640.0,0.08539149,0.030607697,331,0.26276588,1.0
0.75,0.8758041,6660.0,-0.07395941,6660.0,0.08538438,0.030605808,332,0.26277906,1.0
0.8,0.8758612,6680.0,-0.06329848,6680.0,0.085380696,0.030605469,333,0.26279506,1.0
0.75,0.8759033,6700.0,-0.071377836,6700.0,0.085389614,0.03060807,334,0.26280788,1.0
0.6,0.87594813,6720.0,-0.053074103,6720.0,0.08539396,0.030608233,335,0.2628192,1.0
0.95,0.8759434,6740.0,-0.028384829,6740.0,0.085372426,0.030601883,336,0.26281917,1.0
0.55,0.87591535,6760.0,-0.044884704,6760.0,0.08536148,0.030599494,337,0.26281196,1.0
0.75,0.87588865,6780.0,-0.054428585,6780.0,0.08534943,0.030595075,338,0.26280493,1.0
0.85,0.87585944,6800.0,-0.047929905,6800.0,0.08537215,0.03060096,339,0.2627992,1.0
0.85,0.8758857,6820.0,-0.07762327,6820.0,0.085403524,0.030610865,340,0.26280445,1.0
0.75,0.87586135,6840.0,-0.057902016,6840.0,0.08540323,0.0306107,341,0.26279917,1.0
0.8,0.87589484,6860.0,-0.032411993,6860.0,0.08537772,0.030603802,342,0.26280594,1.0
0.7,0.8758855,6880.0,-0.06427679,6880.0,0.08538113,0.0306055,343,0.26280338,1.0
0.75,0.8759146,6900.0,-0.047769506,6900.0,0.08539248,0.03060787,344,0.2628107,1.0
0.75,0.8759613,6920.0,-0.05530531,6920.0,0.08540294,0.030611005,345,0.26282588,1.0
0.7,0.87598133,6940.0,-0.06564822,6940.0,0.08539615,0.030607518,346,0.2628306,1.0
0.55,0.8759729,6960.0,-0.0814152,6960.0,0.085395955,0.030607134,347,0.2628283,1.0
0.8,0.8759746,6980.0,-0.059514105,6980.0,0.08540777,0.03060866,348,0.26283014,1.0
0.8,0.87594146,7000.0,-0.06727223,7000.0,0.085416935,0.030609537,349,0.26282057,1.0
0.7,0.8759009,7020.0,-0.062385418,7020.0,0.08541796,0.030610407,350,0.26280898,1.0
0.7,0.8758855,7040.0,-0.0469683,7040.0,0.08539667,0.030603468,351,0.26280496,1.0
0.75,0.8758871,7060.0,-0.079778925,7060.0,0.085397065,0.030604135,352,0.2628065,1.0
0.65,0.87584186,7080.0,-0.101541854,7080.0,0.08540242,0.030605689,353,0.2627944,1.0
0.7,0.8758631,7100.0,-0.09633205,7100.0,0.08540528,0.030607402,354,0.26280063,1.0
0.9,0.87583333,7120.0,-0.044671495,7120.0,0.08539309,0.030603403,355,0.26279214,1.0
0.8,0.87582797,7140.0,-0.029911373,7140.0,0.085358046,0.030594766,356,0.26278898,1.0
0.65,0.8758771,7160.0,-0.061792105,7160.0,0.0853551,0.030595725,357,0.26280326,1.0
0.85,0.87592167,7180.0,-0.072552994,7180.0,0.08536792,0.030600373,358,0.26281756,1.0
0.7,0.8759553,7200.0,-0.03685984,7200.0,0.0853303,0.030590717,359,0.26282737,1.0
0.65,0.8759308,7220.0,-0.06377688,7220.0,0.08533486,0.03059059,360,0.2628209,1.0
0.8,0.8759644,7240.0,-0.031235492,7240.0,0.08530144,0.030582279,361,0.26282936,1.0
0.65,0.8759644,7260.0,-0.045010243,7260.0,0.085300155,0.030581865,362,0.262829,1.0
0.85,0.87598896,7280.0,-0.06768228,7280.0,0.08530429,0.030582523,363,0.26283544,1.0
0.8,0.8760168,7300.0,-0.08393739,7300.0,0.08532661,0.0305898,364,0.2628421,1.0
0.35,0.87603074,7320.0,-0.04708991,7320.0,0.085321546,0.030587697,365,0.2628453,1.0
1.0,0.8760219,7340.0,-0.055235863,7340.0,0.08532689,0.030590232,366,0.26284316,1.0
0.75,0.8760465,7360.0,-0.058295913,7360.0,0.08531844,0.030588582,367,0.26285073,1.0
0.7,0.87605286,7380.0,-0.05493309,7380.0,0.08533871,0.030594075,368,0.26285306,1.0
0.65,0.8760574,7400.0,-0.093401864,7400.0,0.0853659,0.030600851,369,0.26285312,1.0
0.7,0.87605715,7420.0,-0.09259881,7420.0,0.085382976,0.030604899,370,0.26285335,1.0
0.7,0.8760655,7440.0,-0.050066095,7440.0,0.08537999,0.030606583,371,0.26285556,1.0
0.8,0.8760836,7460.0,-0.0647647,7460.0,0.085402064,0.030611385,372,0.26286018,1.0
0.7,0.87607735,7480.0,-0.045927655,7480.0,0.08538339,0.030604715,373,0.26285824,1.0
0.9,0.8760441,7500.0,-0.051573105,7500.0,0.0853781,0.030604223,374,0.26285002,1.0
0.85,0.8760295,7520.0,-0.06067086,7520.0,0.085393846,0.030607712,375,0.2628464,1.0
0.75,0.8760225,7540.0,-0.070770964,7540.0,0.08540233,0.030609459,376,0.2628446,1.0
0.8,0.8760207,7560.0,-0.05507914,7560.0,0.08540729,0.030609569,377,0.26284474,1.0
0.7,0.8759938,7580.0,-0.06595869,7580.0,0.08541745,0.030612145,378,0.262838,1.0
0.7,0.8759826,7600.0,-0.05370499,7600.0,0.08540842,0.030608714,379,0.26283494,1.0
0.85,0.87600666,7620.0,-0.08372668,7620.0,0.08543233,0.03061625,380,0.26284236,1.0
0.85,0.8760357,7640.0,-0.068818495,7640.0,0.08543239,0.030615216,381,0.2628512,1.0
0.75,0.87601995,7660.0,-0.08256189,7660.0,0.08545124,0.03062104,382,0.26284677,1.0
0.85,0.87599945,7680.0,-0.0661959,7680.0,0.08544312,0.030617949,383,0.2628422,1.0
0.85,0.87601954,7700.0,-0.051216997,7700.0,0.085421,0.030611709,384,0.26284677,1.0
0.7,0.8760479,7720.0,-0.060095094,7720.0,0.08539698,0.030605188,385,0.26285467,1.0
0.75,0.8760564,7740.0,-0.055263948,7740.0,0.08538874,0.030601615,386,0.2628575,1.0
0.75,0.87603074,7760.0,-0.05399221,7760.0,0.085375905,0.030598333,387,0.26285163,1.0
0.8,0.87604356,7780.0,-0.059600223,7780.0,0.08536924,0.030595053,388,0.26285326,1.0
0.75,0.87606996,7800.0,-0.09014279,7800.0,0.08539283,0.030601049,389,0.26285762,1.0
0.8,0.87607425,7820.0,-0.06252822,7820.0,0.08541278,0.030605078,390,0.2628575,1.0
0.6,0.8760944,7840.0,-0.050640248,7840.0,0.08541983,0.030606586,391,0.2628635,1.0
0.65,0.8760913,7860.0,-0.061664425,7860.0,0.08542632,0.030606767,392,0.26286274,1.0
0.75,0.8760732,7880.0,-0.064907834,7880.0,0.085408784,0.030601818,393,0.2628589,1.0
0.9,0.8760705,7900.0,-0.06450829,7900.0,0.085398585,0.030598426,394,0.26285726,1.0
0.7,0.8760541,7920.0,-0.05011619,7920.0,0.085396506,0.030596491,395,0.2628516,1.0
0.65,0.87608916,7940.0,-0.07215749,7940.0,0.08541241,0.030600816,396,0.26286015,1.0
0.85,0.87608814,7960.0,-0.07830579,7960.0,0.08542108,0.030604318,397,0.26286155,1.0
0.75,0.8760546,7980.0,-0.06324129,7980.0,0.08542043,0.030602664,398,0.26285225,1.0
0.75,0.8760639,8000.0,-0.08101807,8000.0,0.085410774,0.030599397,399,0.26285428,1.0
0.7,0.8760372,8020.0,-0.057503503,8020.0,0.08540972,0.030600166,400,0.26284763,1.0
0.75,0.87601763,8040.0,-0.040323526,8040.0,0.08541188,0.030602297,401,0.26284108,1.0
0.8,0.8759958,8060.0,-0.07022444,8060.0,0.08543434,0.030608052,402,0.26283628,1.0
0.7,0.8760133,8080.0,-0.048362568,8080.0,0.08542276,0.030605892,403,0.26284304,1.0
0.7,0.8760099,8100.0,-0.0602025,8100.0,0.08543071,0.030606383,404,0.2628408,1.0
0.55,0.8759952,8120.0,-0.078742824,8120.0,0.08543832,0.030608326,405,0.26283792,1.0
0.75,0.87596726,8140.0,-0.06632939,8140.0,0.08546541,0.030617077,406,0.26282984,1.0
0.85,0.87599,8160.0,-0.067476586,8160.0,0.08543568,0.030609176,407,0.26283678,1.0
0.8,0.875942,8180.0,-0.07336208,8180.0,0.085453294,0.030614287,408,0.26282442,1.0
0.8,0.8759596,8200.0,-0.048358615,8200.0,0.08543522,0.0306101,409,0.26282948,1.0
0.65,0.8759237,8220.0,-0.04564864,8220.0,0.08543169,0.03060765,410,0.2628211,1.0
0.75,0.8759191,8240.0,-0.056782216,8240.0,0.085422345,0.030605664,411,0.26282018,1.0
0.85,0.87587166,8260.0,-0.051223505,8260.0,0.085440196,0.030609468,412,0.26280904,1.0
0.45,0.87585163,8280.0,-0.065789066,8280.0,0.08543224,0.03060688,413,0.2628043,1.0
0.8,0.8759057,8300.0,-0.075895324,8300.0,0.08544237,0.030609488,414,0.26281938,1.0
0.8,0.87592775,8320.0,-0.056452103,8320.0,0.08543905,0.030608598,415,0.26282465,1.0
0.7,0.8759349,8340.0,-0.06837563,8340.0,0.08543262,0.030605618,416,0.2628253,1.0
0.8,0.87589693,8360.0,-0.055386692,8360.0,0.08543432,0.030605769,417,0.26281634,1.0
0.75,0.87595206,8380.0,-0.065088466,8380.0,0.08543391,0.030605506,418,0.26282972,1.0
0.7,0.8759206,8400.0,-0.04877478,8400.0,0.085416675,0.030601138,419,0.2628227,1.0
0.65,0.875892,8420.0,-0.05207836,8420.0,0.08542108,0.030601922,420,0.26281685,1.0
0.6,0.87589073,8440.0,-0.04970733,8440.0,0.0854251,0.030602977,421,0.26281792,1.0
0.6,0.8758683,8460.0,-0.080428705,8460.0,0.085421324,0.030603152,422,0.26281056,1.0
0.8,0.8758208,8480.0,-0.0599977,8480.0,0.08541915,0.030602891,423,0.26279765,1.0
0.7,0.87584066,8500.0,-0.05896016,8500.0,0.08541868,0.030602824,424,0.2628022,1.0
0.65,0.8758726,8520.0,-0.05905051,8520.0,0.08542382,0.030603176,425,0.26281017,1.0
0.7,0.87586164,8540.0,-0.08948363,8540.0,0.08542351,0.03060328,426,0.2628075,1.0
0.65,0.87588304,8560.0,-0.05858435,8560.0,0.08540829,0.030599246,427,0.26281178,1.0
0.65,0.8758915,8580.0,-0.0546547,8580.0,0.08542476,0.030604387,428,0.26281482,1.0
0.75,0.8758804,8600.0,-0.0670238,8600.0,0.08541431,0.030601997,429,0.2628123,1.0
0.75,0.8758642,8620.0,-0.08611196,8620.0,0.0854244,0.030603519,430,0.26280773,1.0
0.7,0.8758242,8640.0,-0.079751864,8640.0,0.08543036,0.030603865,431,0.26279718,1.0
0.75,0.87584686,8660.0,-0.07807191,8660.0,0.08543238,0.030604774,432,0.26280338,1.0
0.8,0.87583894,8680.0,-0.06563011,8680.0,0.08542782,0.030602118,433,0.26280317,1.0
0.75,0.8758519,8700.0,-0.07182844,8700.0,0.08542951,0.03060168,434,0.2628066,1.0
0.6,0.87582666,8720.0,-0.055417985,8720.0,0.08542654,0.030601334,435,0.2627996,1.0
0.9,0.8758653,8740.0,-0.06742711,8740.0,0.08542528,0.030599605,436,0.2628097,1.0
0.65,0.87586164,8760.0,-0.061644394,8760.0,0.08541904,0.030597314,437,0.26280776,1.0
0.75,0.8758798,8780.0,-0.06578636,8780.0,0.08543557,0.03060143,438,0.26281092,1.0
0.7,0.8758528,8800.0,-0.054742415,8800.0,0.08543231,0.030600404,439,0.26280355,1.0
0.75,0.87583905,8820.0,-0.075432874,8820.0,0.085435845,0.030600935,440,0.2628011,1.0
0.75,0.8758354,8840.0,-0.06232012,8840.0,0.085424036,0.030597508,441,0.26280016,1.0
0.8,0.87585527,8860.0,-0.07551139,8860.0,0.08543378,0.030599603,442,0.26280606,1.0
0.75,0.87586063,8880.0,-0.06025275,8880.0,0.08542931,0.030598527,443,0.26280782,1.0
0.85,0.8758879,8900.0,-0.057295512,8900.0,0.08542127,0.030595893,444,0.26281533,1.0
0.75,0.8758891,8920.0,-0.067773424,8920.0,0.08543408,0.030599037,445,0.26281738,1.0
0.75,0.8758922,8940.0,-0.053473305,8940.0,0.08543383,0.030599242,446,0.26281887,1.0
0.8,0.8759375,8960.0,-0.0458135,8960.0,0.0854367,0.030598706,447,0.26283145,1.0
0.75,0.875916,8980.0,-0.058948778,8980.0,0.08542957,0.03059578,448,0.2628257,1.0
0.8,0.8759086,9000.0,-0.08062781,9000.0,0.08541966,0.030592883,449,0.26282424,1.0
0.8,0.87588835,9020.0,-0.06008283,9020.0,0.08542666,0.030595582,450,0.26281995,1.0
0.7,0.8758748,9040.0,-0.11901685,9040.0,0.08543465,0.03059816,451,0.2628159,0.95
0.85,0.87586594,9060.0,-0.07759214,9060.0,0.08544513,0.030601244,452,0.2628135,1.0
0.65,0.8758752,9080.0,-0.019556995,9080.0,0.08540622,0.03059188,453,0.2628154,1.0
0.85,0.87591475,9100.0,-0.05274967,9100.0,0.0854098,0.030592427,454,0.26282674,1.0
0.75,0.87594587,9120.0,-0.051445372,9120.0,0.08540717,0.030591717,455,0.2628349,1.0
0.85,0.87595177,9140.0,-0.06348866,9140.0,0.085407265,0.030591939,456,0.26283616,1.0
0.75,0.87596464,9160.0,-0.075261414,9160.0,0.08540965,0.030592639,457,0.26283804,1.0
0.75,0.8759656,9180.0,-0.06336243,9180.0,0.085420914,0.030595625,458,0.26283842,1.0
0.8,0.8759737,9200.0,-0.061275862,9200.0,0.08541479,0.030593539,459,0.26283988,1.0
0.75,0.87595016,9220.0,-0.07544524,9220.0,0.0854157,0.03059427,460,0.26283333,1.0
0.75,0.87600535,9240.0,-0.057454467,9240.0,0.08541656,0.03059544,461,0.2628477,1.0
0.65,0.87598974,9260.0,-0.074841395,9260.0,0.08542446,0.030597353,462,0.2628443,1.0
0.7,0.87599295,9280.0,-0.053629775,9280.0,0.08542755,0.03059732,463,0.262846,1.0
0.4,0.8759815,9300.0,-0.044715714,9300.0,0.08541011,0.030592024,464,0.26284364,1.0
0.6,0.8759816,9320.0,-0.07256776,9320.0,0.08543139,0.030597042,465,0.26284337,1.0
0.85,0.8759822,9340.0,-0.06897648,9340.0,0.085425116,0.030594375,466,0.26284248,1.0
0.8,0.8760052,9360.0,-0.04992867,9360.0,0.08541096,0.030590093,467,0.26284817,1.0
0.65,0.87600833,9380.0,-0.04883421,9380.0,0.08541959,0.030591661,468,0.26284945,1.0
0.9,0.8759884,9400.0,-0.0919869,9400.0,0.08542842,0.03059434,469,0.26284558,1.0
0.75,0.87598056,9420.0,-0.08090766,9420.0,0.08543714,0.030596739,470,0.26284495,1.0
0.8,0.8760039,9440.0,-0.06317007,9440.0,0.08543295,0.030595591,471,0.26285097,1.0
0.85,0.87600034,9460.0,-0.07180038,9460.0,0.0854443,0.03059921,472,0.26284924,1.0
0.8,0.87603444,9480.0,-0.06402895,9480.0,0.08545419,0.030602753,473,0.26286033,1.0
0.85,0.87602895,9500.0,-0.09564738,9500.0,0.08547437,0.030608773,474,0.26285893,1.0
0.85,0.8760373,9520.0,-0.073194064,9520.0,0.08549581,0.030613977,475,0.26286325,1.0
0.8,0.87598616,9540.0,-0.07260303,9540.0,0.08550712,0.030617032,476,0.26284942,1.0
0.65,0.8759853,9560.0,-0.051883113,9560.0,0.08549806,0.030614233,477,0.26284844,1.0
0.65,0.8759935,9580.0,-0.052260906,9580.0,0.08549235,0.030612577,478,0.26285067,1.0
0.7,0.8759863,9600.0,-0.07448836,9600.0,0.08549141,0.030612465,479,0.26284924,1.0
0.75,0.8759906,9620.0,-0.059525616,9620.0,0.085482836,0.030609626,480,0.2628498,1.0
0.85,0.87600136,9640.0,-0.081714526,9640.0,0.08549029,0.030611407,481,0.2628525,1.0
0.7,0.87596554,9660.0,-0.066609584,9660.0,0.08549129,0.030610895,482,0.26284325,1.0
0.7,0.87592626,9680.0,-0.07731964,9680.0,0.085473776,0.030605525,483,0.26283363,1.0
0.7,0.8759292,9700.0,-0.060548436,9700.0,0.08548236,0.030607527,484,0.26283413,1.0
0.8,0.87589246,9720.0,-0.06054753,9720.0,0.085488535,0.030608822,485,0.26282498,1.0
0.8,0.8758796,9740.0,-0.05202957,9740.0,0.08548836,0.030608898,486,0.2628207,1.0
0.55,0.87589836,9760.0,-0.059740376,9760.0,0.085478105,0.030605804,487,0.26282573,1.0
0.7,0.8759036,9780.0,-0.089020856,9780.0,0.08545923,0.030600926,488,0.26282668,1.0
0.7,0.87590617,9800.0,-0.038756628,9800.0,0.08544513,0.03059655,489,0.26282603,1.0
0.7,0.87596035,9820.0,-0.05999245,9820.0,0.08543635,0.03059544,490,0.2628413,1.0
0.5,0.87597066,9840.0,-0.061403334,9840.0,0.08543623,0.030594643,491,0.2628437,1.0
0.8,0.87598485,9860.0,-0.032324042,9860.0,0.085415415,0.030589456,492,0.2628465,1.0
0.75,0.8759902,9880.0,-0.07759078,9880.0,0.08541334,0.030589577,493,0.26284808,1.0
0.8,0.8759368,9900.0,-0.09595017,9900.0,0.08542171,0.030592034,494,0.26283473,1.0
0.85,0.87592334,9920.0,-0.05248019,9920.0,0.08541199,0.030589452,495,0.2628314,1.0
0.9,0.87592334,9940.0,-0.05373509,9940.0,0.08542303,0.030593162,496,0.2628313,1.0
0.85,0.8758616,9960.0,-0.052878726,9960.0,0.08541095,0.030589098,497,0.26281527,1.0
0.85,0.87584305,9980.0,-0.051446997,9980.0,0.08542215,0.03059123,498,0.26281086,1.0
0.75,0.87585825,10000.0,-0.058091294,10000.0,0.08541674,0.03059055,499,0.2628149,1.0
0.85,0.8758697,10020.0,-0.0814653,10020.0,0.08541429,0.030589193,500,0.2628183,1.0
0.7,0.87584144,10040.0,-0.039303273,10040.0,0.08540497,0.030586574,501,0.2628104,1.0
0.85,0.8758493,10060.0,-0.039019693,10060.0,0.08539831,0.030583778,502,0.2628114,1.0
0.65,0.87586355,10080.0,-0.07092409,10080.0,0.08539716,0.03058291,503,0.26281434,1.0
0.85,0.87585336,10100.0,-0.079282016,10100.0,0.08539341,0.030582145,504,0.262811,1.0
0.75,0.8758629,10120.0,-0.079592995,10120.0,0.08540308,0.03058425,505,0.26281452,1.0
0.55,0.8758857,10140.0,-0.06459773,10140.0,0.08539497,0.03058151,506,0.26282004,1.0
0.85,0.87589335,10160.0,-0.036653318,10160.0,0.085381985,0.03057867,507,0.26282176,1.0
0.9,0.87584805,10180.0,-0.063482456,10180.0,0.0853791,0.03057782,508,0.2628106,1.0
0.55,0.87588143,10200.0,-0.053045314,10200.0,0.0853705,0.030576259,509,0.2628181,1.0
0.8,0.8758948,10220.0,-0.05166155,10220.0,0.08537981,0.030578738,510,0.26282007,1.0
0.85,0.8758993,10240.0,-0.082694985,10240.0,0.085395694,0.030582767,511,0.26282102,1.0
0.7,0.8759258,10260.0,-0.06010481,10260.0,0.08538496,0.030579913,512,0.2628274,1.0
0.8,0.8759214,10280.0,-0.07089138,10280.0,0.08539032,0.030581485,513,0.26282686,1.0
0.8,0.87590843,10300.0,-0.0383117,10300.0,0.085379325,0.03058,514,0.26282272,1.0
0.6,0.8759143,10320.0,-0.08254348,10320.0,0.08538369,0.030580472,515,0.26282495,1.0
0.6,0.875895,10340.0,-0.06438197,10340.0,0.08537885,0.030579025,516,0.2628199,1.0
0.8,0.87590146,10360.0,-0.06231173,10360.0,0.08538005,0.030579004,517,0.26282263,1.0
0.7,0.875907,10380.0,-0.034412704,10380.0,0.085369974,0.030576933,518,0.26282406,1.0
0.65,0.8759325,10400.0,-0.09170673,10400.0,0.08536971,0.03057764,519,0.26283163,1.0
0.8,0.87593144,10420.0,-0.083118305,10420.0,0.08536917,0.03057754,520,0.26283115,1.0
0.6,0.87594175,10440.0,-0.10887653,10440.0,0.085388005,0.030581787,521,0.2628346,1.0
0.7,0.8759567,10460.0,-0.054355126,10460.0,0.08538722,0.03058118,522,0.26283792,1.0
0.5,0.87597305,10480.0,-0.08485325,10480.0,0.08538666,0.030581314,523,0.26284173,1.0
0.75,0.87596685,10500.0,-0.055475354,10500.0,0.085372396,0.03057633,524,0.26284093,1.0
0.8,0.87596315,10520.0,-0.054355133,10520.0,0.08535942,0.030572768,525,0.2628393,1.0
0.75,0.87594986,10540.0,-0.07192232,10540.0,0.08535146,0.030570364,526,0.2628364,1.0
0.7,0.8759305,10560.0,-0.056091655,10560.0,0.08533943,0.03056693,527,0.2628308,1.0
0.6,0.8758998,10580.0,-0.08453883,10580.0,0.08533782,0.030566448,528,0.2628226,1.0
0.7,0.87589794,10600.0,-0.06377466,10600.0,0.08532876,0.030562147,529,0.26282212,1.0
0.65,0.87592286,10620.0,-0.07188412,10620.0,0.08532777,0.030561876,530,0.2628293,1.0
0.7,0.875931,10640.0,-0.08113933,10640.0,0.085333936,0.03056303,531,0.2628321,1.0
0.85,0.8759217,10660.0,-0.06867536,10660.0,0.08533973,0.030565158,532,0.26282942,1.0
0.9,0.87592316,10680.0,-0.07197216,10680.0,0.085335664,0.03056396,533,0.26283032,1.0
0.85,0.87595797,10700.0,-0.04771089,10700.0,0.085335344,0.030563075,534,0.2628388,1.0
0.8,0.87596273,10720.0,-0.073921576,10720.0,0.08533862,0.030563792,535,0.26284033,1.0
0.7,0.8759865,10740.0,-0.10365067,10740.0,0.085345976,0.030565683,536,0.26284662,1.0
0.7,0.87597626,10760.0,-0.080336146,10760.0,0.085346796,0.030565482,537,0.2628432,1.0
0.45,0.8759492,10780.0,-0.08161673,10780.0,0.085345566,0.03056537,538,0.2628357,1.0
0.8,0.87593573,10800.0,-0.055320572,10800.0,0.08532741,0.030561605,539,0.26283178,1.0
0.6,0.8759139,10820.0,-0.052274775,10820.0,0.085321754,0.030560443,540,0.26282614,1.0
0.75,0.87593,10840.0,-0.037781168,10840.0,0.08530729,0.030556714,541,0.2628303,1.0
0.55,0.8759198,10860.0,-0.053827237,10860.0,0.085302494,0.030555546,542,0.26282787,1.0
