train/success_rate,stats_g/mean,train/episode,test/mean_Q,test/episode,stats_g/std,stats_o/std,epoch,stats_o/mean,test/success_rate
0.9,0.87592465,10880.0,-0.03891993,10880.0,0.08530995,0.030557657,543,0.2628301,1.0
0.65,0.87591773,10900.0,-0.06888861,10900.0,0.0853106,0.030558411,544,0.26282817,1.0
0.6,0.8759305,10920.0,-0.051004667,10920.0,0.08529362,0.03055403,545,0.2628313,1.0
0.85,0.8759156,10940.0,-0.07474815,10940.0,0.08528919,0.030551475,546,0.26282808,1.0
0.7,0.87591463,10960.0,-0.08858728,10960.0,0.08529153,0.030551696,547,0.26282868,1.0
0.65,0.8759386,10980.0,-0.06038267,10980.0,0.08529687,0.03055337,548,0.2628346,1.0
0.7,0.87592596,11000.0,-0.093804196,11000.0,0.08530933,0.03055664,549,0.26283106,1.0
0.7,0.87592906,11020.0,-0.080225006,11020.0,0.085321575,0.030559447,550,0.2628314,1.0
0.65,0.8759598,11040.0,-0.07513309,11040.0,0.08531755,0.030558204,551,0.26283938,1.0
0.5,0.8759382,11060.0,-0.058522202,11060.0,0.08531346,0.030557558,552,0.2628334,1.0
0.7,0.8759346,11080.0,-0.07790568,11080.0,0.08532228,0.030559242,553,0.2628318,1.0
0.65,0.8759301,11100.0,-0.09067549,11100.0,0.085330285,0.030561548,554,0.2628298,1.0
0.8,0.8759091,11120.0,-0.09085505,11120.0,0.08533254,0.03056255,555,0.26282477,1.0
0.65,0.875916,11140.0,-0.05244597,11140.0,0.0853394,0.030563384,556,0.26282594,1.0
0.8,0.87588626,11160.0,-0.07114326,11160.0,0.08533218,0.030562306,557,0.2628182,1.0
0.95,0.87589246,11180.0,-0.08304855,11180.0,0.08533288,0.030562988,558,0.26281974,1.0
0.75,0.87588817,11200.0,-0.0703033,11200.0,0.08534521,0.030566245,559,0.2628182,1.0
0.75,0.8758699,11220.0,-0.08064507,11220.0,0.085347824,0.03056646,560,0.26281354,1.0
0.8,0.8758753,11240.0,-0.06287603,11240.0,0.08534636,0.030566994,561,0.2628141,1.0
0.55,0.8758867,11260.0,-0.08078313,11260.0,0.085359275,0.030572802,562,0.26281685,1.0
0.8,0.87591696,11280.0,-0.07994695,11280.0,0.085364066,0.030574197,563,0.26282498,1.0
0.7,0.87591916,11300.0,-0.0904145,11300.0,0.08537271,0.030576576,564,0.26282617,1.0
0.55,0.8759081,11320.0,-0.10242064,11320.0,0.0853815,0.030579383,565,0.26282275,1.0
0.7,0.8759139,11340.0,-0.068268076,11340.0,0.085378505,0.030577177,566,0.2628242,1.0
0.8,0.87592167,11360.0,-0.06297297,11360.0,0.08538705,0.03057918,567,0.26282647,1.0
0.75,0.87593484,11380.0,-0.070111066,11380.0,0.08538836,0.030580591,568,0.26283032,1.0
0.5,0.875977,11400.0,-0.07558861,11400.0,0.08539519,0.030582424,569,0.26284185,1.0
0.75,0.8759876,11420.0,-0.059197884,11420.0,0.08539283,0.030580979,570,0.26284486,1.0
0.7,0.8759725,11440.0,-0.04365882,11440.0,0.08538953,0.030579273,571,0.26284173,1.0
0.65,0.87597746,11460.0,-0.0666067,11460.0,0.0853992,0.030581823,572,0.2628426,1.0
0.7,0.8759987,11480.0,-0.058015507,11480.0,0.08540075,0.030582204,573,0.26284808,1.0
0.65,0.87602097,11500.0,-0.09245123,11500.0,0.08541879,0.030587286,574,0.26285344,1.0
0.75,0.8760114,11520.0,-0.053474255,11520.0,0.085417576,0.030586695,575,0.26285058,1.0
0.6,0.87600094,11540.0,-0.058974117,11540.0,0.085418396,0.030586231,576,0.2628484,1.0
0.8,0.87599325,11560.0,-0.06210013,11560.0,0.0854179,0.030585531,577,0.26284796,1.0
0.65,0.87599856,11580.0,-0.05464972,11580.0,0.0854162,0.030585106,578,0.2628493,1.0
0.75,0.875998,11600.0,-0.07820983,11600.0,0.08541278,0.030583654,579,0.26284903,1.0
0.75,0.8760004,11620.0,-0.07922655,11620.0,0.08541451,0.030584311,580,0.2628497,1.0
0.7,0.8760216,11640.0,-0.07040636,11640.0,0.08541689,0.030584801,581,0.26285535,1.0
0.9,0.8760024,11660.0,-0.076358855,11660.0,0.08541862,0.030585641,582,0.26285034,1.0
0.8,0.87599975,11680.0,-0.056324027,11680.0,0.0854137,0.030583242,583,0.26284963,1.0
0.7,0.8759947,11700.0,-0.0977215,11700.0,0.085432805,0.030587945,584,0.2628485,1.0
0.85,0.8760066,11720.0,-0.052724488,11720.0,0.085421324,0.030585,585,0.2628515,1.0
0.6,0.87600106,11740.0,-0.07191334,11740.0,0.08542142,0.030584265,586,0.26285124,1.0
0.7,0.876018,11760.0,-0.067044005,11760.0,0.08541577,0.030583257,587,0.26285523,1.0
0.85,0.8760156,11780.0,-0.08101676,11780.0,0.085415624,0.030582715,588,0.2628547,1.0
0.8,0.87601614,11800.0,-0.07189497,11800.0,0.08541175,0.030580651,589,0.26285487,1.0
0.75,0.8760109,11820.0,-0.100044824,11820.0,0.08542933,0.030585846,590,0.2628531,1.0
0.8,0.87603277,11840.0,-0.062857695,11840.0,0.08541561,0.030581672,591,0.26285857,1.0
0.75,0.8760229,11860.0,-0.092543826,11860.0,0.08541488,0.030581256,592,0.2628554,1.0
0.65,0.8760348,11880.0,-0.09156172,11880.0,0.085421585,0.030582681,593,0.2628588,1.0
0.75,0.87601304,11900.0,-0.070241205,11900.0,0.085422955,0.030583631,594,0.2628531,1.0
0.9,0.87601024,11920.0,-0.05339967,11920.0,0.0854084,0.030578729,595,0.26285347,1.0
0.75,0.8759794,11940.0,-0.07409633,11940.0,0.08540356,0.030577516,596,0.26284552,1.0
0.5,0.87597877,11960.0,-0.052534886,11960.0,0.08540126,0.0305761,597,0.26284495,1.0
0.65,0.8759869,11980.0,-0.041654993,11980.0,0.08540216,0.030577654,598,0.26284844,1.0
0.7,0.8759524,12000.0,-0.0859244,12000.0,0.08539969,0.030577283,599,0.2628389,1.0
0.65,0.87594026,12020.0,-0.09066423,12020.0,0.085406445,0.030578893,600,0.2628346,1.0
0.7,0.87591547,12040.0,-0.07487236,12040.0,0.08541032,0.0305796,601,0.26282847,1.0
0.7,0.8759191,12060.0,-0.07765447,12060.0,0.08540115,0.030578265,602,0.2628294,1.0
0.75,0.8759291,12080.0,-0.09222834,12080.0,0.08541632,0.03058298,603,0.26283246,1.0
0.75,0.87593365,12100.0,-0.07640298,12100.0,0.08540853,0.030580694,604,0.2628329,1.0
0.65,0.87593436,12120.0,-0.07841715,12120.0,0.08540475,0.030580288,605,0.2628326,1.0
0.75,0.8759399,12140.0,-0.067417994,12140.0,0.08540366,0.030580893,606,0.262834,1.0
0.7,0.8759113,12160.0,-0.07102481,12160.0,0.08540327,0.030580413,607,0.26282558,1.0
0.75,0.87590426,12180.0,-0.066418655,12180.0,0.08539957,0.030578569,608,0.26282442,1.0
0.85,0.8759126,12200.0,-0.06220758,12200.0,0.08539913,0.030578464,609,0.26282632,1.0
0.8,0.8759179,12220.0,-0.08790514,12220.0,0.08541014,0.030581689,610,0.26282725,1.0
0.55,0.8759318,12240.0,-0.047842495,12240.0,0.08540732,0.03058154,611,0.26283017,1.0
0.65,0.8759353,12260.0,-0.08529703,12260.0,0.08539904,0.03057896,612,0.26283014,1.0
0.6,0.87594587,12280.0,-0.0709963,12280.0,0.085397035,0.030577749,613,0.26283228,1.0
0.65,0.87596565,12300.0,-0.06828238,12300.0,0.085398175,0.030579617,614,0.26283753,1.0
0.75,0.8759756,12320.0,-0.0703129,12320.0,0.08539913,0.030579995,615,0.26283985,1.0
0.65,0.8759773,12340.0,-0.108271435,12340.0,0.08540978,0.030582,616,0.2628408,1.0
0.85,0.87598294,12360.0,-0.10760407,12360.0,0.08542208,0.030584773,617,0.2628424,1.0
0.8,0.875984,12380.0,-0.0744293,12380.0,0.08542801,0.030586595,618,0.26284143,1.0
0.7,0.875967,12400.0,-0.06806152,12400.0,0.08543134,0.030588264,619,0.26283672,1.0
0.75,0.87597245,12420.0,-0.08363175,12420.0,0.08544131,0.030590106,620,0.26283714,1.0
0.8,0.8759944,12440.0,-0.09801897,12440.0,0.08544636,0.030591741,621,0.26284358,1.0
0.9,0.875988,12460.0,-0.101482406,12460.0,0.08545538,0.030593712,622,0.26284167,1.0
0.75,0.8759916,12480.0,-0.08767165,12480.0,0.08545818,0.030594414,623,0.262843,1.0
0.8,0.87597656,12500.0,-0.06474752,12500.0,0.08546186,0.03059495,624,0.26283953,1.0
0.8,0.87601966,12520.0,-0.07834633,12520.0,0.08545836,0.030593175,625,0.26285058,1.0
0.65,0.87603617,12540.0,-0.061902355,12540.0,0.08544919,0.030589644,626,0.2628535,1.0
0.8,0.87605125,12560.0,-0.05681908,12560.0,0.085444175,0.03058802,627,0.26285726,1.0
0.75,0.87604326,12580.0,-0.06478044,12580.0,0.08543351,0.030585486,628,0.2628548,1.0
0.65,0.8760564,12600.0,-0.04626473,12600.0,0.08542361,0.03058296,629,0.2628581,1.0
0.75,0.87607855,12620.0,-0.08118044,12620.0,0.085418224,0.03058051,630,0.26286402,1.0
0.5,0.87602806,12640.0,-0.0768135,12640.0,0.085425265,0.030581634,631,0.26285052,1.0
0.85,0.8760276,12660.0,-0.08439133,12660.0,0.08542788,0.030581504,632,0.26285058,1.0
0.8,0.8759938,12680.0,-0.062840484,12680.0,0.08543082,0.030582141,633,0.26284185,1.0
0.9,0.8759613,12700.0,-0.06878873,12700.0,0.08544452,0.030585608,634,0.26283306,1.0
0.6,0.87596136,12720.0,-0.10150019,12720.0,0.08545006,0.0305867,635,0.2628333,1.0
0.85,0.8759602,12740.0,-0.06158012,12740.0,0.0854427,0.030584652,636,0.262834,1.0
0.7,0.8759777,12760.0,-0.064576976,12760.0,0.085446805,0.030585364,637,0.26283896,1.0
0.65,0.875977,12780.0,-0.0731194,12780.0,0.08544407,0.030584663,638,0.26283902,1.0
0.8,0.8759654,12800.0,-0.068019435,12800.0,0.08545353,0.03058643,639,0.26283514,1.0
0.9,0.87599736,12820.0,-0.053304534,12820.0,0.08546162,0.030588651,640,0.262843,1.0
0.75,0.8759667,12840.0,-0.056732934,12840.0,0.08545575,0.030586625,641,0.26283473,1.0
0.85,0.8759473,12860.0,-0.07731648,12860.0,0.08545361,0.030586367,642,0.26282957,1.0
0.65,0.8759621,12880.0,-0.06157474,12880.0,0.0854562,0.030586362,643,0.26283285,1.0
0.7,0.87595487,12900.0,-0.07025011,12900.0,0.08545452,0.030587018,644,0.2628308,1.0
0.75,0.87595266,12920.0,-0.037421405,12920.0,0.085433565,0.030581305,645,0.26283112,1.0
0.75,0.8759591,12940.0,-0.076307714,12940.0,0.08542497,0.030579317,646,0.2628333,1.0
0.7,0.875956,12960.0,-0.08563581,12960.0,0.08542222,0.030578721,647,0.26283064,1.0
0.85,0.8759555,12980.0,-0.082037166,12980.0,0.08542666,0.030580249,648,0.2628304,1.0
0.9,0.875943,13000.0,-0.080873355,13000.0,0.08543255,0.03058135,649,0.26282626,1.0
0.85,0.8759355,13020.0,-0.08693488,13020.0,0.08544134,0.030583877,650,0.262825,1.0
0.8,0.87593836,13040.0,-0.09495094,13040.0,0.08544602,0.030584881,651,0.26282567,1.0
0.8,0.8759165,13060.0,-0.08494733,13060.0,0.08544934,0.030585464,652,0.2628208,1.0
0.65,0.87592953,13080.0,-0.0605745,13080.0,0.08544097,0.030582756,653,0.26282424,1.0
0.65,0.8758952,13100.0,-0.081058964,13100.0,0.08543062,0.030580232,654,0.2628147,1.0
0.75,0.87591124,13120.0,-0.084124334,13120.0,0.08542144,0.030577172,655,0.26281893,1.0
0.65,0.87592864,13140.0,-0.09851997,13140.0,0.085431166,0.030579532,656,0.26282358,1.0
0.55,0.87594527,13160.0,-0.084042,13160.0,0.08543876,0.030581862,657,0.26282734,1.0
0.75,0.8759368,13180.0,-0.076041885,13180.0,0.08543804,0.030581817,658,0.26282546,1.0
0.6,0.87595886,13200.0,-0.09070684,13200.0,0.08545297,0.030585393,659,0.26283073,1.0
0.8,0.87595004,13220.0,-0.042242877,13220.0,0.08543653,0.030581597,660,0.2628278,1.0
0.7,0.8759838,13240.0,-0.08245708,13240.0,0.085431,0.030580431,661,0.26283658,1.0
0.7,0.8759882,13260.0,-0.112477615,13260.0,0.08544745,0.030584782,662,0.2628376,1.0
0.6,0.87600654,13280.0,-0.06830311,13280.0,0.08544303,0.03058356,663,0.26284266,1.0
0.7,0.8759875,13300.0,-0.06437659,13300.0,0.08543529,0.0305816,664,0.26283783,1.0
0.75,0.87596893,13320.0,-0.07760856,13320.0,0.08543707,0.030581813,665,0.26283294,1.0
0.65,0.8759811,13340.0,-0.061963104,13340.0,0.08543301,0.03058058,666,0.2628366,1.0
0.65,0.87598723,13360.0,-0.054579794,13360.0,0.08543215,0.03058013,667,0.26283818,1.0
0.75,0.8759869,13380.0,-0.06241885,13380.0,0.085439205,0.03058063,668,0.26283842,1.0
0.9,0.8759722,13400.0,-0.049854927,13400.0,0.08543096,0.03057831,669,0.26283514,1.0
0.6,0.87595624,13420.0,-0.028210297,13420.0,0.08541646,0.030574387,670,0.26283154,1.0
0.65,0.8759257,13440.0,-0.07649006,13440.0,0.085433416,0.030578712,671,0.262824,1.0
0.65,0.8759529,13460.0,-0.053299826,13460.0,0.08543042,0.030578543,672,0.26283154,1.0
0.7,0.8759312,13480.0,-0.07277655,13480.0,0.085430466,0.030577917,673,0.26282465,1.0
0.7,0.875931,13500.0,-0.058932982,13500.0,0.08543226,0.030578505,674,0.2628248,1.0
0.85,0.875961,13520.0,-0.07897786,13520.0,0.08544287,0.030581003,675,0.2628333,1.0
0.75,0.87594175,13540.0,-0.0864318,13540.0,0.08545714,0.030585583,676,0.26282832,1.0
0.6,0.8759401,13560.0,-0.08327201,13560.0,0.08546573,0.030587506,677,0.26282763,1.0
0.7,0.8759339,13580.0,-0.051821947,13580.0,0.085456274,0.030585367,678,0.26282662,1.0
0.8,0.8759651,13600.0,-0.08896603,13600.0,0.08546269,0.03058711,679,0.26283488,1.0
0.65,0.8759813,13620.0,-0.037943877,13620.0,0.08545881,0.030586785,680,0.26283976,1.0
0.6,0.875995,13640.0,-0.053506117,13640.0,0.08545339,0.030585587,681,0.26284295,1.0
0.95,0.8759823,13660.0,-0.0887662,13660.0,0.085458845,0.030586977,682,0.26283905,1.0
0.8,0.8759758,13680.0,-0.07323538,13680.0,0.08546195,0.030588174,683,0.262838,1.0
0.6,0.87597185,13700.0,-0.06045693,13700.0,0.08545359,0.03058533,684,0.2628368,1.0
0.85,0.87597984,13720.0,-0.056407195,13720.0,0.085450865,0.03058512,685,0.26283902,1.0
0.75,0.87597734,13740.0,-0.06403211,13740.0,0.0854371,0.03058193,686,0.2628387,1.0
0.75,0.8759906,13760.0,-0.0501719,13760.0,0.085431784,0.030580187,687,0.26284167,1.0
0.7,0.87599635,13780.0,-0.078257956,13780.0,0.08543653,0.030581664,688,0.26284346,1.0
0.85,0.8760107,13800.0,-0.10729687,13800.0,0.08544805,0.03058416,689,0.26284838,1.0
0.6,0.87599784,13820.0,-0.063274726,13820.0,0.08544267,0.03058233,690,0.26284474,1.0
0.75,0.87599367,13840.0,-0.076369174,13840.0,0.0854395,0.030581389,691,0.26284385,1.0
0.6,0.8759746,13860.0,-0.08354126,13860.0,0.08544234,0.030582404,692,0.2628383,1.0
0.9,0.8759579,13880.0,-0.08231402,13880.0,0.08544433,0.030582592,693,0.26283342,1.0
0.75,0.8759418,13900.0,-0.08723873,13900.0,0.08545535,0.030585358,694,0.26282856,1.0
0.6,0.87591475,13920.0,-0.06655159,13920.0,0.08546222,0.03058717,695,0.26282144,1.0
0.9,0.87591267,13940.0,-0.09077931,13940.0,0.085471876,0.030589288,696,0.2628218,1.0
0.65,0.8759156,13960.0,-0.05769633,13960.0,0.08546428,0.030587088,697,0.26282236,1.0
0.7,0.8759196,13980.0,-0.038175143,13980.0,0.085457206,0.03058429,698,0.2628234,1.0
0.75,0.87593454,14000.0,-0.07045387,14000.0,0.08545858,0.030583944,699,0.26282704,1.0
0.6,0.87593406,14020.0,-0.064273775,14020.0,0.08546078,0.030584315,700,0.2628269,1.0
0.8,0.87595433,14040.0,-0.04943819,14040.0,0.0854564,0.030582765,701,0.26283148,1.0
0.85,0.875953,14060.0,-0.072791144,14060.0,0.0854572,0.030582666,702,0.26283154,1.0
0.8,0.8759646,14080.0,-0.08211516,14080.0,0.08545493,0.030582855,703,0.2628347,1.0
0.6,0.87597257,14100.0,-0.07410001,14100.0,0.08544729,0.030580346,704,0.2628377,1.0
0.7,0.8759727,14120.0,-0.072876394,14120.0,0.08544696,0.030580869,705,0.26283675,1.0
0.65,0.8759703,14140.0,-0.057248134,14140.0,0.08544371,0.030579617,706,0.2628368,1.0
0.75,0.87600994,14160.0,-0.060084663,14160.0,0.08544315,0.03057892,707,0.2628474,1.0
0.6,0.87602705,14180.0,-0.038297318,14180.0,0.0854426,0.030578863,708,0.26285124,1.0
0.6,0.87601423,14200.0,-0.07472443,14200.0,0.08544564,0.03057918,709,0.26284772,1.0
0.8,0.8760264,14220.0,-0.079558626,14220.0,0.085451216,0.03058194,710,0.26285082,1.0
0.5,0.87599367,14240.0,-0.06841716,14240.0,0.08545235,0.030582884,711,0.26284128,1.0
0.8,0.87597924,14260.0,-0.05216161,14260.0,0.08544516,0.030581648,712,0.26283747,1.0
0.7,0.87598234,14280.0,-0.048631705,14280.0,0.08543986,0.030580645,713,0.26283827,1.0
0.95,0.8759954,14300.0,-0.04816683,14300.0,0.08543301,0.030578518,714,0.2628414,1.0
0.8,0.8759772,14320.0,-0.074713826,14320.0,0.085427485,0.03057749,715,0.2628372,1.0
0.7,0.8759446,14340.0,-0.06739421,14340.0,0.08543786,0.03058007,716,0.26282924,1.0
0.8,0.8759369,14360.0,-0.06040151,14360.0,0.085438915,0.030580949,717,0.26282763,1.0
0.75,0.8759362,14380.0,-0.057739686,14380.0,0.08544447,0.030582258,718,0.26282763,1.0
0.9,0.87595606,14400.0,-0.04079459,14400.0,0.085432865,0.030579086,719,0.26283255,1.0
0.8,0.87596035,14420.0,-0.069413066,14420.0,0.0854384,0.030579949,720,0.26283425,1.0
0.75,0.87595624,14440.0,-0.05884527,14440.0,0.08543561,0.030579766,721,0.26283357,1.0
0.9,0.8759868,14460.0,-0.048429422,14460.0,0.08543273,0.030578673,722,0.26284167,1.0
0.85,0.8759828,14480.0,-0.08357825,14480.0,0.08544483,0.030582646,723,0.2628415,1.0
0.9,0.875982,14500.0,-0.082860336,14500.0,0.08545807,0.03058646,724,0.2628414,1.0
0.6,0.8759981,14520.0,-0.07833175,14520.0,0.08546913,0.030589592,725,0.26284528,1.0
0.75,0.8759866,14540.0,-0.06163053,14540.0,0.08547539,0.030591737,726,0.26284212,1.0
0.55,0.8759734,14560.0,-0.078149095,14560.0,0.08547628,0.030592257,727,0.2628386,1.0
0.65,0.8759906,14580.0,-0.05817721,14580.0,0.08547494,0.030591965,728,0.26284322,1.0
0.55,0.87597734,14600.0,-0.07549889,14600.0,0.08547693,0.030592006,729,0.26284033,1.0
0.8,0.87597543,14620.0,-0.08309449,14620.0,0.08547699,0.03059255,730,0.26283985,1.0
0.75,0.875982,14640.0,-0.06300136,14640.0,0.08547538,0.030591607,731,0.26284164,1.0
0.65,0.8759801,14660.0,-0.06380885,14660.0,0.08547047,0.030590013,732,0.26284173,1.0
0.85,0.875964,14680.0,-0.07271667,14680.0,0.08546402,0.030588547,733,0.26283705,1.0
0.65,0.8759846,14700.0,-0.06427747,14700.0,0.085474074,0.03059191,734,0.26284313,1.0
0.85,0.8759837,14720.0,-0.07850456,14720.0,0.08548213,0.03059416,735,0.26284212,1.0
0.85,0.8759761,14740.0,-0.065157786,14740.0,0.08548234,0.030594092,736,0.2628401,1.0
0.55,0.87597847,14760.0,-0.05922126,14760.0,0.08548147,0.030593866,737,0.26284075,1.0
0.7,0.8759808,14780.0,-0.07185264,14780.0,0.08547732,0.030593062,738,0.2628414,1.0
0.8,0.8759815,14800.0,-0.081142575,14800.0,0.085480995,0.030593932,739,0.26284128,1.0
0.4,0.8759804,14820.0,-0.048367202,14820.0,0.08546879,0.030591082,740,0.26284185,1.0
0.6,0.8759939,14840.0,-0.09932499,14840.0,0.08548147,0.030593935,741,0.26284546,1.0
0.85,0.87601334,14860.0,-0.06646827,14860.0,0.085479654,0.03059389,742,0.26285043,1.0
0.7,0.87602395,14880.0,-0.06149441,14880.0,0.08546686,0.030590694,743,0.26285324,1.0
0.8,0.8760236,14900.0,-0.060346656,14900.0,0.08546665,0.030589992,744,0.26285398,1.0
0.7,0.8760275,14920.0,-0.08865899,14920.0,0.08546821,0.030590639,745,0.26285523,1.0
0.75,0.8760349,14940.0,-0.07911784,14940.0,0.08547049,0.030591752,746,0.26285726,1.0
0.75,0.87605304,14960.0,-0.067420654,14960.0,0.0854699,0.030591842,747,0.26286244,1.0
0.8,0.87604445,14980.0,-0.06399752,14980.0,0.085467905,0.030590843,748,0.26285988,1.0
0.75,0.87603444,15000.0,-0.08093296,15000.0,0.08546615,0.030591136,749,0.26285762,1.0
0.8,0.87603074,15020.0,-0.06759049,15020.0,0.08546128,0.03059015,750,0.26285672,1.0
0.65,0.8760368,15040.0,-0.07498412,15040.0,0.085455805,0.030589014,751,0.2628589,1.0
0.75,0.8760379,15060.0,-0.09065113,15060.0,0.08546885,0.030593392,752,0.26285857,1.0
0.8,0.8760331,15080.0,-0.055206366,15080.0,0.08547009,0.030594429,753,0.26285768,1.0
0.75,0.8760526,15100.0,-0.060975023,15100.0,0.08546599,0.030593421,754,0.26286379,1.0
0.85,0.8760369,15120.0,-0.068132095,15120.0,0.085471,0.030594224,755,0.2628602,1.0
0.75,0.8760166,15140.0,-0.081385605,15140.0,0.085480034,0.030595744,756,0.26285475,1.0
0.85,0.8760225,15160.0,-0.055985086,15160.0,0.0854862,0.030597363,757,0.26285565,1.0
0.7,0.8760047,15180.0,-0.050217308,15180.0,0.08548655,0.030596316,758,0.26285195,1.0
0.7,0.87601584,15200.0,-0.076357625,15200.0,0.08548409,0.030595046,759,0.26285478,1.0
0.8,0.87602264,15220.0,-0.08510354,15220.0,0.08548524,0.030595053,760,0.26285642,1.0
0.75,0.8759937,15240.0,-0.06045263,15240.0,0.08547992,0.030593017,761,0.26284945,1.0
0.9,0.8760092,15260.0,-0.06077699,15260.0,0.085478276,0.030592863,762,0.2628534,1.0
0.75,0.8760267,15280.0,-0.069686465,15280.0,0.08547094,0.030589988,763,0.26285705,1.0
1.0,0.876019,15300.0,-0.039248668,15300.0,0.08546262,0.030587962,764,0.2628547,1.0
0.6,0.87601376,15320.0,-0.06715633,15320.0,0.08545751,0.030586418,765,0.26285228,1.0
0.75,0.8759993,15340.0,-0.07192205,15340.0,0.085462384,0.030587098,766,0.2628485,1.0
0.75,0.8759933,15360.0,-0.10064618,15360.0,0.085473396,0.03058939,767,0.26284677,1.0
0.85,0.8760032,15380.0,-0.07662789,15380.0,0.08547334,0.030589428,768,0.26284915,1.0
0.75,0.8760125,15400.0,-0.08281886,15400.0,0.0854614,0.030585993,769,0.2628513,1.0
0.6,0.8760057,15420.0,-0.07941232,15420.0,0.08546629,0.030587578,770,0.2628501,1.0
0.75,0.87600994,15440.0,-0.04933637,15440.0,0.08546109,0.030586034,771,0.2628511,1.0
0.85,0.8760012,15460.0,-0.08097393,15460.0,0.08546821,0.030587796,772,0.26284933,1.0
0.75,0.87601703,15480.0,-0.10381792,15480.0,0.08547026,0.030589083,773,0.26285368,1.0
0.8,0.87599975,15500.0,-0.080815114,15500.0,0.08547478,0.030590504,774,0.26284888,1.0
0.9,0.8760101,15520.0,-0.073767826,15520.0,0.08548283,0.030592376,775,0.2628507,1.0
0.6,0.8759983,15540.0,-0.07080622,15540.0,0.08547053,0.030589238,776,0.2628479,1.0
0.7,0.8759995,15560.0,-0.08168559,15560.0,0.08547177,0.030589422,777,0.2628481,1.0
0.75,0.87599415,15580.0,-0.06309532,15580.0,0.08547812,0.03059181,778,0.2628467,1.0
0.6,0.8759883,15600.0,-0.07958813,15600.0,0.08548055,0.03059282,779,0.26284474,1.0
0.8,0.87597936,15620.0,-0.06326575,15620.0,0.085478716,0.03059203,780,0.26284292,1.0
0.8,0.8759647,15640.0,-0.04942488,15640.0,0.08546528,0.030588333,781,0.2628388,1.0
0.8,0.87595886,15660.0,-0.06230084,15660.0,0.08546486,0.030588126,782,0.26283747,1.0
0.7,0.87596744,15680.0,-0.08103787,15680.0,0.08546552,0.030587643,783,0.26283967,1.0
0.8,0.87599725,15700.0,-0.05720952,15700.0,0.085458584,0.030586675,784,0.26284772,1.0
0.8,0.8760209,15720.0,-0.070978776,15720.0,0.08545801,0.030585732,785,0.2628539,1.0
0.75,0.8760042,15740.0,-0.06772114,15740.0,0.08545685,0.030586455,786,0.26284954,1.0
0.85,0.8759818,15760.0,-0.09391506,15760.0,0.08546347,0.030587941,787,0.2628437,1.0
0.75,0.8759725,15780.0,-0.07454179,15780.0,0.08546313,0.030588284,788,0.26284117,1.0
0.75,0.8759801,15800.0,-0.06320407,15800.0,0.08545668,0.030586079,789,0.26284248,1.0
0.7,0.87597245,15820.0,-0.10161094,15820.0,0.085461944,0.030587256,790,0.26284128,1.0
0.6,0.8759772,15840.0,-0.0710587,15840.0,0.08546203,0.030587723,791,0.26284307,1.0
0.65,0.87600034,15860.0,-0.06579522,15860.0,0.08546188,0.030587535,792,0.26284927,1.0
0.65,0.87602353,15880.0,-0.08534753,15880.0,0.08545762,0.030586231,793,0.26285523,1.0
0.85,0.8760441,15900.0,-0.04416501,15900.0,0.08544773,0.030584067,794,0.26286072,1.0
0.8,0.87605315,15920.0,-0.083629765,15920.0,0.08544802,0.030584062,795,0.26286304,1.0
0.75,0.8760683,15940.0,-0.06014058,15940.0,0.085443504,0.03058229,796,0.26286715,1.0
0.7,0.8760652,15960.0,-0.050905596,15960.0,0.08544177,0.03058156,797,0.26286614,1.0
0.75,0.8760807,15980.0,-0.0765079,15980.0,0.08543893,0.03058165,798,0.2628711,1.0
0.65,0.8760783,16000.0,-0.06494184,16000.0,0.08544039,0.030581266,799,0.26287037,1.0
0.85,0.8760783,16020.0,-0.0759879,16020.0,0.08544472,0.030581962,800,0.26287,1.0
0.7,0.87607163,16040.0,-0.10790634,16040.0,0.08544978,0.030583736,801,0.262868,1.0
0.85,0.8760948,16060.0,-0.09557157,16060.0,0.085457616,0.030585784,802,0.2628742,1.0
0.8,0.8761199,16080.0,-0.058994602,16080.0,0.085463524,0.030586988,803,0.26288113,1.0
0.65,0.8761144,16100.0,-0.07122819,16100.0,0.08546426,0.030587753,804,0.2628791,1.0
0.8,0.87612724,16120.0,-0.051061533,16120.0,0.08546554,0.030587384,805,0.2628821,1.0
0.85,0.8761323,16140.0,-0.06945731,16140.0,0.085465975,0.030587409,806,0.2628829,1.0
0.8,0.87614655,16160.0,-0.07071228,16160.0,0.08547018,0.03058895,807,0.26288632,1.0
0.85,0.87612915,16180.0,-0.07914978,16180.0,0.085467905,0.030588025,808,0.26288143,1.0
0.85,0.87612087,16200.0,-0.07381145,16200.0,0.0854696,0.030588675,809,0.26287925,1.0
0.75,0.87611175,16220.0,-0.07475678,16220.0,0.08547547,0.030590128,810,0.2628768,1.0
0.55,0.8761017,16240.0,-0.087562606,16240.0,0.085468,0.030588279,811,0.26287445,1.0
0.9,0.8760871,16260.0,-0.078058526,16260.0,0.085467935,0.030588547,812,0.2628704,1.0
0.7,0.8760696,16280.0,-0.052620538,16280.0,0.08545748,0.03058641,813,0.26286572,1.0
0.85,0.8760729,16300.0,-0.06195101,16300.0,0.08545492,0.030586308,814,0.26286677,1.0
0.75,0.87605596,16320.0,-0.09028757,16320.0,0.08545911,0.030588016,815,0.262862,1.0
