stats_g/std,train/success_rate,train/episode,test/episode,stats_g/mean,stats_o/mean,epoch,stats_o/std,test/success_rate,test/mean_Q
0.0718176,0.07,2200.0,440.0,0.8365555,0.20147663,21,0.06309417,0.15,-20.718431
0.07152693,0.07,2300.0,460.0,0.83623695,0.20135246,22,0.06345142,0.1,-23.94197
0.07149973,0.14,2400.0,480.0,0.83593607,0.20124325,23,0.06339012,0.2,-21.868366
0.07157573,0.1,2500.0,500.0,0.83594924,0.20127568,24,0.06339832,0.2,-20.331364
0.07167205,0.1,2600.0,520.0,0.83604574,0.20130865,25,0.06402745,0.1,-24.498922
0.071451895,0.19,2700.0,540.0,0.8359762,0.20128661,26,0.064102165,0.05,-30.018122
0.07187655,0.1,2800.0,560.0,0.8358731,0.20129061,27,0.06483923,0.1,-21.702951
0.071639866,0.1,2900.0,580.0,0.83568484,0.2012067,28,0.06478827,0.15,-22.990473
0.07157188,0.12,3000.0,600.0,0.83555746,0.20122333,29,0.06534841,0.0,-27.239172
0.07161492,0.22,3100.0,620.0,0.83539015,0.2011996,30,0.06580478,0.2,-18.838089
0.07150067,0.13,3200.0,640.0,0.8353703,0.20130257,31,0.06587458,0.1,-26.698502
0.07153991,0.25,3300.0,660.0,0.83546895,0.20124865,32,0.067334406,0.2,-23.124495
0.07159796,0.23,3400.0,680.0,0.8354516,0.20127636,33,0.06771207,0.15,-22.338842
0.07143541,0.25,3500.0,700.0,0.8352553,0.2012828,34,0.06814319,0.25,-19.347816
0.07180793,0.29,3600.0,720.0,0.8352544,0.20133984,35,0.06882541,0.25,-18.170704
0.07187579,0.25,3700.0,740.0,0.835248,0.20135908,36,0.06967589,0.1,-21.116497
0.071641915,0.28,3800.0,760.0,0.8352334,0.20133287,37,0.07018825,0.35,-15.502687
0.071734,0.4,3900.0,780.0,0.83509755,0.20125164,38,0.07124495,0.45,-16.405924
0.07158286,0.29,4000.0,800.0,0.8349021,0.20117377,39,0.071742475,0.4,-13.255819
0.07144901,0.32,4100.0,820.0,0.8347327,0.20118433,40,0.07245094,0.5,-11.612761
0.07183967,0.29,4200.0,840.0,0.8345913,0.20113091,41,0.07397006,0.45,-13.959966
0.07209631,0.34,4300.0,860.0,0.8344376,0.20110437,42,0.07513848,0.55,-12.632411
0.07192067,0.48,4400.0,880.0,0.8344054,0.20100746,43,0.07577585,0.5,-10.462039
0.07191823,0.33,4500.0,900.0,0.8343529,0.20094346,44,0.07685727,0.45,-13.121165
0.07184623,0.51,4600.0,920.0,0.8343423,0.2010681,45,0.07788792,0.55,-12.831592
0.07167367,0.6,4700.0,940.0,0.83432364,0.20108725,46,0.07839917,0.6,-9.458809
0.071821906,0.59,4800.0,960.0,0.83440834,0.20107904,47,0.07974327,0.7,-7.715926
0.071602836,0.72,4900.0,980.0,0.83452576,0.20103627,48,0.08034314,0.8,-5.0141625
0.07147088,0.75,5000.0,1000.0,0.83466786,0.20106542,49,0.08074025,0.9,-3.8715389
0.07133416,0.74,5100.0,1020.0,0.8347976,0.20118998,50,0.081833065,0.8,-3.3764892
0.07118967,0.71,5200.0,1040.0,0.8348771,0.20111795,51,0.082474634,0.85,-3.0049524
0.07103361,0.77,5300.0,1060.0,0.83494264,0.20105082,52,0.08309875,0.8,-3.4824452
0.07090265,0.81,5400.0,1080.0,0.835013,0.20097214,53,0.083584026,0.85,-3.5295815
0.07079905,0.81,5500.0,1100.0,0.83504677,0.20094192,54,0.08398471,0.7,-3.6993167
0.07069155,0.81,5600.0,1120.0,0.83521384,0.20095383,55,0.084291965,0.75,-5.1604486
0.070574224,0.82,5700.0,1140.0,0.83528036,0.20101391,56,0.08433843,0.85,-3.6795845
0.07043489,0.86,5800.0,1160.0,0.8354631,0.20094195,57,0.08441655,0.8,-3.632337
0.07039892,0.9,5900.0,1180.0,0.83546996,0.20095335,58,0.08448359,0.95,-2.6163273
0.07049858,0.73,6000.0,1200.0,0.8353987,0.20090193,59,0.085258156,0.9,-2.2979252
0.07035982,0.83,6100.0,1220.0,0.8354984,0.20091867,60,0.085439846,0.85,-3.012948
0.07064656,0.81,6200.0,1240.0,0.83562034,0.20092677,61,0.08588936,0.95,-1.5790246
0.07059575,0.86,6300.0,1260.0,0.8356199,0.20087582,62,0.086102955,0.95,-2.127488
0.07059067,0.89,6400.0,1280.0,0.83561236,0.20087515,63,0.08638507,0.95,-2.0095067
0.07048973,0.82,6500.0,1300.0,0.83566666,0.20082222,64,0.08723484,0.95,-1.9213661
0.07033685,0.88,6600.0,1320.0,0.8356826,0.20078078,65,0.08765258,1.0,-1.4918263
0.07046883,0.91,6700.0,1340.0,0.835736,0.20071341,66,0.08815633,0.9,-2.01883
0.070411146,0.89,6800.0,1360.0,0.8357896,0.20060891,67,0.08850768,1.0,-1.6265936
0.07053063,0.86,6900.0,1380.0,0.8358676,0.20068225,68,0.08897261,1.0,-1.8485394
0.07040193,0.91,7000.0,1400.0,0.8359561,0.20073448,69,0.08905303,0.9,-3.2499142
0.07050804,0.9,7100.0,1420.0,0.8359947,0.20077254,70,0.08932672,0.95,-2.0889854
0.07044383,0.94,7200.0,1440.0,0.8360304,0.20083074,71,0.08960297,0.9,-2.0842175
0.070394434,0.9,7300.0,1460.0,0.83610344,0.20085596,72,0.08956916,0.95,-1.4960653
0.07034858,0.96,7400.0,1480.0,0.8361335,0.20088772,73,0.08994471,1.0,-1.6086451
0.07041455,0.89,7500.0,1500.0,0.83617806,0.2009113,74,0.090298325,0.95,-2.7570908
0.070312895,0.93,7600.0,1520.0,0.8361881,0.2009174,75,0.090277664,1.0,-1.3822157
0.070200205,0.93,7700.0,1540.0,0.8362324,0.20092537,76,0.09040386,1.0,-1.7384758
0.07009336,0.94,7800.0,1560.0,0.83629376,0.20092985,77,0.09041314,1.0,-1.5636953
0.07011213,0.89,7900.0,1580.0,0.83637637,0.20099175,78,0.09063626,1.0,-1.8225222
0.07006804,0.9,8000.0,1600.0,0.8364015,0.20098643,79,0.09098394,1.0,-1.3254058
0.07012317,0.96,8100.0,1620.0,0.8364706,0.20103575,80,0.09149426,1.0,-1.1896276
0.07001162,0.91,8200.0,1640.0,0.8365331,0.20109995,81,0.091629416,1.0,-1.5772613
0.069927044,0.94,8300.0,1660.0,0.8365929,0.20113994,82,0.09167958,1.0,-1.7496217
0.06991531,0.93,8400.0,1680.0,0.83666664,0.20115967,83,0.09194156,1.0,-1.5044614
0.0698478,0.92,8500.0,1700.0,0.8367222,0.20117915,84,0.09207607,1.0,-1.3908098
0.0697706,0.94,8600.0,1720.0,0.83676976,0.20114893,85,0.09217811,1.0,-1.3261472
0.06976077,0.93,8700.0,1740.0,0.83679706,0.20115416,86,0.09208765,1.0,-1.0332067
0.06966545,0.92,8800.0,1760.0,0.8368607,0.20119298,87,0.09227553,0.95,-1.8530537
0.06965009,0.94,8900.0,1780.0,0.83689976,0.20112996,88,0.09244654,1.0,-1.1544554
0.06962469,0.94,9000.0,1800.0,0.8369178,0.20113014,89,0.092473164,0.95,-1.5091989
0.06953144,0.99,9100.0,1820.0,0.8369439,0.20111695,90,0.09258303,1.0,-1.405122
0.06948738,0.96,9200.0,1840.0,0.8369682,0.2011139,91,0.09276599,1.0,-1.8081337
0.06955046,0.9,9300.0,1860.0,0.83701706,0.20107296,92,0.09301304,1.0,-1.117298
0.06960783,0.96,9400.0,1880.0,0.8370622,0.20110926,93,0.09310061,1.0,-1.4213364
0.069565035,0.98,9500.0,1900.0,0.8370456,0.20110983,94,0.09325251,1.0,-0.9972351
0.06957158,0.92,9600.0,1920.0,0.8370361,0.20107546,95,0.09348852,1.0,-0.99035245
0.06959522,0.92,9700.0,1940.0,0.83706284,0.20107408,96,0.09344291,1.0,-1.5598211
0.06954219,0.99,9800.0,1960.0,0.8371005,0.20107403,97,0.09350715,1.0,-1.6031479
0.069481105,0.95,9900.0,1980.0,0.8371489,0.20111112,98,0.09358802,1.0,-1.2824333
0.06942848,0.96,10000.0,2000.0,0.83716744,0.2011346,99,0.093643315,1.0,-0.98208725
0.06934156,0.93,10100.0,2020.0,0.8372185,0.20114884,100,0.09370648,1.0,-1.1370007
0.069310665,0.94,10200.0,2040.0,0.83718824,0.20120919,101,0.09384608,1.0,-1.4504496
0.069211386,0.95,10300.0,2060.0,0.8372207,0.20118365,102,0.09394693,1.0,-1.4280941
0.0691638,0.96,10400.0,2080.0,0.8372862,0.20120844,103,0.0939316,1.0,-1.2974571
0.069095075,0.97,10500.0,2100.0,0.837362,0.2012261,104,0.093914345,1.0,-1.5755525
0.06907331,0.95,10600.0,2120.0,0.8373744,0.20121554,105,0.09411546,1.0,-1.1700867
0.069009654,0.97,10700.0,2140.0,0.837351,0.20123892,106,0.09416202,1.0,-1.2711674
0.0689585,0.94,10800.0,2160.0,0.83738035,0.20129567,107,0.094360456,0.95,-1.1936555
0.068897344,0.95,10900.0,2180.0,0.8373434,0.20129342,108,0.09440749,1.0,-1.366235
0.06882597,0.97,11000.0,2200.0,0.83737546,0.20132178,109,0.09456775,0.95,-1.9028422
0.06880302,0.96,11100.0,2220.0,0.83741575,0.20125775,110,0.09472916,0.95,-1.6236248
0.068748996,0.93,11200.0,2240.0,0.83744687,0.20125444,111,0.09467922,1.0,-1.2486484
0.06868828,0.94,11300.0,2260.0,0.83745223,0.2012533,112,0.0946751,1.0,-1.1344213
0.068635195,0.97,11400.0,2280.0,0.83740884,0.2012569,113,0.094810136,1.0,-0.9810834
0.068639435,0.96,11500.0,2300.0,0.837434,0.20128328,114,0.09498834,1.0,-1.4149681
0.068628706,0.95,11600.0,2320.0,0.8374476,0.20128787,115,0.09499484,1.0,-1.4134551
0.0685694,0.94,11700.0,2340.0,0.8374316,0.20127842,116,0.0952061,1.0,-0.9412545
0.068528384,0.92,11800.0,2360.0,0.83738095,0.20128554,117,0.095314436,0.95,-1.0781927
0.06850139,0.96,11900.0,2380.0,0.8373647,0.20124999,118,0.09541297,1.0,-1.2229778
0.068448134,0.94,12000.0,2400.0,0.8373552,0.201261,119,0.09551604,0.95,-1.3505753
0.06840818,0.93,12100.0,2420.0,0.8373485,0.20125006,120,0.09573702,1.0,-1.3273036
0.06833074,0.94,12200.0,2440.0,0.8373578,0.20124526,121,0.095842324,1.0,-1.0468853
0.06835758,0.96,12300.0,2460.0,0.8373773,0.20129277,122,0.0959402,1.0,-1.1180938
0.06835188,0.93,12400.0,2480.0,0.8374353,0.2012848,123,0.09604005,1.0,-1.392188
0.06834496,0.92,12500.0,2500.0,0.8374586,0.20132066,124,0.096285254,1.0,-1.1691446
0.0682795,0.96,12600.0,2520.0,0.83744425,0.20131576,125,0.09640853,1.0,-1.1338352
0.0683,0.97,12700.0,2540.0,0.83745044,0.20134883,126,0.09656055,1.0,-1.4193304
0.06825592,0.93,12800.0,2560.0,0.83744234,0.20133227,127,0.09655493,1.0,-1.4057539
0.068376504,0.94,12900.0,2580.0,0.8374259,0.20134914,128,0.09670659,1.0,-1.2306186
0.0683625,0.94,13000.0,2600.0,0.83741236,0.20132364,129,0.09668023,1.0,-1.0325973
0.068325974,0.99,13100.0,2620.0,0.83743507,0.20132403,130,0.0967084,1.0,-1.3319038
0.06832536,0.95,13200.0,2640.0,0.8374252,0.2013462,131,0.096838735,1.0,-0.80361176
0.06829027,0.94,13300.0,2660.0,0.83741087,0.201352,132,0.09690526,1.0,-1.0946372
0.06828155,0.95,13400.0,2680.0,0.8374705,0.20138945,133,0.09693527,1.0,-1.2996387
0.06826743,0.97,13500.0,2700.0,0.8374722,0.20136766,134,0.09706241,1.0,-0.90871394
0.06821414,0.97,13600.0,2720.0,0.8374805,0.20141011,135,0.097029716,1.0,-1.02193
0.068154946,0.98,13700.0,2740.0,0.83751297,0.20140673,136,0.096979246,1.0,-1.0717728
0.068144456,0.94,13800.0,2760.0,0.8375418,0.2013673,137,0.09698262,1.0,-0.95218575
0.068088226,0.97,13900.0,2780.0,0.8375744,0.20138112,138,0.09698407,1.0,-1.1944196
0.06811426,0.96,14000.0,2800.0,0.8376011,0.20141813,139,0.09707053,1.0,-1.1528709
0.0680484,0.97,14100.0,2820.0,0.8376157,0.20142318,140,0.097132,1.0,-1.4243497
0.06807483,0.94,14200.0,2840.0,0.83761483,0.20142595,141,0.09722719,1.0,-1.116648
0.06803643,0.97,14300.0,2860.0,0.83760136,0.20144655,142,0.09718397,0.95,-1.4069622
0.067985214,0.96,14400.0,2880.0,0.83760184,0.20142815,143,0.09725737,1.0,-1.1191821
0.06792188,0.97,14500.0,2900.0,0.83756,0.20141678,144,0.097355105,1.0,-1.3496692
0.067883514,0.99,14600.0,2920.0,0.83756,0.20139965,145,0.09748449,0.9,-2.6724021
0.06784699,0.96,14700.0,2940.0,0.83756846,0.20140089,146,0.0974738,1.0,-1.282512
0.067902476,0.97,14800.0,2960.0,0.8376103,0.20140123,147,0.09755677,0.95,-1.3695138
0.067846596,1.0,14900.0,2980.0,0.8376201,0.2013917,148,0.09750564,1.0,-1.1404117
0.06789473,0.96,15000.0,3000.0,0.8376255,0.20139006,149,0.0975947,1.0,-1.1752521
0.06783572,0.96,15100.0,3020.0,0.8376213,0.20135547,150,0.097636364,1.0,-1.161591
0.067843355,0.95,15200.0,3040.0,0.83767843,0.20135814,151,0.09776406,1.0,-0.9111546
0.06781622,0.93,15300.0,3060.0,0.83767074,0.20132399,152,0.09769255,1.0,-1.067694
0.06777943,0.99,15400.0,3080.0,0.8376584,0.20136695,153,0.09762326,1.0,-0.8590452
0.06772507,0.98,15500.0,3100.0,0.83766955,0.2013827,154,0.09764113,1.0,-1.0979617
0.067719944,0.97,15600.0,3120.0,0.8377115,0.20137365,155,0.09767077,1.0,-1.0638608
0.067685656,0.91,15700.0,3140.0,0.8376942,0.20138033,156,0.097615525,1.0,-1.1918266
0.06771133,0.91,15800.0,3160.0,0.8377125,0.20140865,157,0.09768161,1.0,-0.96879655
0.06766647,0.95,15900.0,3180.0,0.8377042,0.20139031,158,0.097713426,1.0,-1.0662531
0.06762078,0.94,16000.0,3200.0,0.837722,0.20140225,159,0.09775686,1.0,-1.2710388
0.06765721,0.92,16100.0,3220.0,0.83772844,0.20144184,160,0.09783218,1.0,-1.1655254
0.06762228,0.99,16200.0,3240.0,0.8377423,0.20143366,161,0.0977737,1.0,-0.8522808
0.067592904,0.97,16300.0,3260.0,0.8377461,0.20142658,162,0.09783026,1.0,-1.159955
0.067585014,0.97,16400.0,3280.0,0.8377386,0.20142287,163,0.09783489,1.0,-0.81568813
0.06754883,0.99,16500.0,3300.0,0.83776385,0.20141669,164,0.09785791,1.0,-0.88278705
0.06753007,0.95,16600.0,3320.0,0.8377771,0.20140237,165,0.09779359,1.0,-1.0097276
0.067477964,0.97,16700.0,3340.0,0.83776504,0.20142008,166,0.097786315,1.0,-1.1538742
0.06749942,0.93,16800.0,3360.0,0.8378257,0.20145689,167,0.09781271,1.0,-1.4621456
0.06749058,0.93,16900.0,3380.0,0.8378219,0.20144415,168,0.09783228,1.0,-1.1601837
0.067462884,0.95,17000.0,3400.0,0.83782464,0.20143245,169,0.09786765,1.0,-1.1043017
0.067439914,0.97,17100.0,3420.0,0.83781,0.20145005,170,0.097856075,1.0,-1.185097
0.06744683,0.94,17200.0,3440.0,0.8378472,0.20148355,171,0.09792229,1.0,-1.137584
0.06740796,0.96,17300.0,3460.0,0.8378412,0.20147707,172,0.09797744,1.0,-0.98704207
0.06737887,0.98,17400.0,3480.0,0.8378419,0.20148276,173,0.09801186,1.0,-0.90321416
0.06737409,0.95,17500.0,3500.0,0.83785576,0.20147462,174,0.09813447,1.0,-1.1348652
0.067330934,0.98,17600.0,3520.0,0.8378549,0.20148891,175,0.09809325,0.95,-2.103756
0.06729176,0.95,17700.0,3540.0,0.83792377,0.20152946,176,0.098167755,1.0,-1.1529963
0.06726659,0.96,17800.0,3560.0,0.8379366,0.20154758,177,0.09825654,1.0,-0.8567726
0.06724441,0.98,17900.0,3580.0,0.83794975,0.20157021,178,0.09829341,1.0,-1.2601898
0.06722,0.96,18000.0,3600.0,0.837933,0.2015456,179,0.09832495,1.0,-1.223163
0.067217834,0.97,18100.0,3620.0,0.837928,0.20156962,180,0.098282404,1.0,-0.9810842
0.06718727,0.95,18200.0,3640.0,0.83792657,0.20158693,181,0.09830968,1.0,-1.0385449
0.06714713,0.98,18300.0,3660.0,0.8378919,0.20158549,182,0.0983833,1.0,-1.4642732
0.06710563,0.96,18400.0,3680.0,0.83795446,0.20160241,183,0.09837886,1.0,-0.94483197
0.06706365,0.92,18500.0,3700.0,0.8379268,0.20159245,184,0.09843591,1.0,-1.1246998
0.06708321,0.94,18600.0,3720.0,0.8379387,0.20157391,185,0.09846448,1.0,-1.090372
0.06704849,0.96,18700.0,3740.0,0.83789986,0.20159055,186,0.09856133,1.0,-0.95463896
0.06716602,0.9,18800.0,3760.0,0.83796185,0.20164222,187,0.09861105,1.0,-1.3432486
0.067129634,0.94,18900.0,3780.0,0.8379728,0.20163473,188,0.09863238,1.0,-1.3295047
0.06709479,0.97,19000.0,3800.0,0.8379514,0.20164041,189,0.09870872,1.0,-1.164955
0.06711032,0.94,19100.0,3820.0,0.83795595,0.20162833,190,0.098696545,1.0,-0.9539261
0.06717622,0.93,19200.0,3840.0,0.83793455,0.20160547,191,0.09870651,1.0,-1.1979594
0.06717475,0.96,19300.0,3860.0,0.83794683,0.20158991,192,0.09870576,1.0,-1.1885267
0.06718559,0.92,19400.0,3880.0,0.8379202,0.20160653,193,0.098781526,1.0,-0.95756245
0.06714645,0.94,19500.0,3900.0,0.83790463,0.20160918,194,0.09873649,1.0,-1.3268695
0.06712322,0.97,19600.0,3920.0,0.8378975,0.2016013,195,0.098801725,1.0,-1.1670698
0.06708788,0.96,19700.0,3940.0,0.8378796,0.20161109,196,0.09875917,1.0,-0.97962064
0.06707521,0.93,19800.0,3960.0,0.8378716,0.20160171,197,0.09874688,1.0,-0.94005597
0.06704169,0.99,19900.0,3980.0,0.8378598,0.20158046,198,0.09870854,1.0,-1.0951259
0.06702443,0.93,20000.0,4000.0,0.8378685,0.20160359,199,0.09873513,1.0,-1.1411234
0.06703282,0.93,20100.0,4020.0,0.837832,0.20157036,200,0.098761946,1.0,-1.0477754
0.06700307,0.96,20200.0,4040.0,0.8378362,0.20157078,201,0.09876534,1.0,-0.8753786
0.06698459,0.95,20300.0,4060.0,0.83783937,0.20158182,202,0.09877342,1.0,-1.1990894
0.06699531,0.95,20400.0,4080.0,0.8378497,0.2015825,203,0.09876106,1.0,-1.048174
0.066975005,0.95,20500.0,4100.0,0.8378494,0.20158681,204,0.09877764,1.0,-1.1925712
0.066939235,0.98,20600.0,4120.0,0.8378684,0.20158286,205,0.09872028,1.0,-0.9033486
0.06689567,0.97,20700.0,4140.0,0.837879,0.20159954,206,0.09866729,1.0,-1.0474627
0.0668988,0.97,20800.0,4160.0,0.83787304,0.201602,207,0.09871701,1.0,-0.98227346
0.06687888,0.96,20900.0,4180.0,0.837907,0.2016018,208,0.09876306,1.0,-1.0324768
0.066863716,0.98,21000.0,4200.0,0.8379157,0.20161606,209,0.098803736,1.0,-1.0992059
0.06684796,0.95,21100.0,4220.0,0.83794427,0.20163476,210,0.098802574,1.0,-0.8248606
0.06681541,0.99,21200.0,4240.0,0.83792,0.20166132,211,0.09880457,1.0,-1.1797202
0.0667954,0.97,21300.0,4260.0,0.83793783,0.20165676,212,0.09879545,1.0,-0.9579423
0.06677255,0.97,21400.0,4280.0,0.8379567,0.20165403,213,0.09881902,1.0,-1.1876305
0.06677496,0.97,21500.0,4300.0,0.83796185,0.201671,214,0.09889328,1.0,-1.32475
0.066777505,0.96,21600.0,4320.0,0.837981,0.20168045,215,0.09890838,1.0,-1.1691537
0.06675048,0.98,21700.0,4340.0,0.8379817,0.20170754,216,0.09894476,1.0,-1.0202725
0.06672858,0.99,21800.0,4360.0,0.8379917,0.2017127,217,0.0989441,1.0,-0.9546908
0.06671106,0.95,21900.0,4380.0,0.8379906,0.20170368,218,0.09894514,1.0,-0.8514756
0.06671733,0.96,22000.0,4400.0,0.83798426,0.20169342,219,0.098949134,1.0,-0.9259099
0.066696405,0.94,22100.0,4420.0,0.83799773,0.20169307,220,0.098954976,1.0,-1.2240059
0.0666569,0.98,22200.0,4440.0,0.83800316,0.20168625,221,0.09890897,1.0,-1.174094
0.066638775,0.95,22300.0,4460.0,0.8380051,0.2016974,222,0.098933384,1.0,-1.1791925
0.06666161,0.96,22400.0,4480.0,0.8380051,0.20170718,223,0.09899457,1.0,-1.1308719
0.06661876,0.93,22500.0,4500.0,0.83800983,0.20171562,224,0.099029414,1.0,-0.9909744
0.06658294,0.97,22600.0,4520.0,0.83799416,0.20170878,225,0.09899568,1.0,-1.1935024
0.06657877,0.94,22700.0,4540.0,0.83801156,0.20173204,226,0.09899702,1.0,-1.0619127
0.0665548,0.94,22800.0,4560.0,0.8380082,0.20171304,227,0.0990215,1.0,-1.1869923
0.0665323,0.95,22900.0,4580.0,0.8379941,0.20173617,228,0.09907584,1.0,-1.0066504
0.06652429,0.95,23000.0,4600.0,0.8379963,0.20174421,229,0.09908452,1.0,-1.0585768
0.0665576,0.93,23100.0,4620.0,0.8379906,0.20176145,230,0.099232055,1.0,-1.1443323
0.06654104,0.92,23200.0,4640.0,0.8380154,0.2017756,231,0.09924355,0.95,-2.812038
0.066521965,0.95,23300.0,4660.0,0.8380092,0.20177694,232,0.09920976,1.0,-1.3170723
0.066519044,1.0,23400.0,4680.0,0.8380086,0.2017902,233,0.099200636,1.0,-1.3506829
0.06650629,0.96,23500.0,4700.0,0.8380155,0.20180348,234,0.09926824,1.0,-1.0224955
0.066479735,0.95,23600.0,4720.0,0.8379901,0.20179355,235,0.09931894,1.0,-1.2747233
0.066459134,0.97,23700.0,4740.0,0.8379929,0.20180216,236,0.09930642,1.0,-1.3320076
0.06643423,0.95,23800.0,4760.0,0.8379831,0.20180582,237,0.09928634,1.0,-0.90461236
0.06640887,0.95,23900.0,4780.0,0.838002,0.20181392,238,0.09928924,1.0,-1.1611372
0.06639231,0.97,24000.0,4800.0,0.83801955,0.2018303,239,0.09929462,1.0,-0.97709686
0.06641117,0.96,24100.0,4820.0,0.8379758,0.20185247,240,0.09934098,1.0,-0.9526825
0.06638938,1.0,24200.0,4840.0,0.8380027,0.201866,241,0.099422716,1.0,-0.81912583
0.06636055,0.98,24300.0,4860.0,0.83803034,0.20187765,242,0.09937798,1.0,-0.7805597
0.066346385,0.94,24400.0,4880.0,0.8380356,0.20186518,243,0.09938983,1.0,-1.1116997
0.06632026,0.96,24500.0,4900.0,0.8380442,0.20186906,244,0.09937596,1.0,-0.82436496
0.066326655,0.97,24600.0,4920.0,0.83804184,0.20187466,245,0.099395,1.0,-1.079213
0.06631181,0.97,24700.0,4940.0,0.8380448,0.20190142,246,0.09953223,1.0,-1.0002977
0.06627824,0.95,24800.0,4960.0,0.8380413,0.20190778,247,0.09952493,1.0,-0.93607795
0.06625277,0.97,24900.0,4980.0,0.83804184,0.20192154,248,0.0996123,1.0,-0.8239013
0.06622823,0.96,25000.0,5000.0,0.8380348,0.2019118,249,0.099595316,1.0,-1.053668
0.06621021,0.96,25100.0,5020.0,0.83805543,0.20192277,250,0.09958608,1.0,-1.2533528
0.06617745,0.98,25200.0,5040.0,0.8380614,0.20191309,251,0.09953704,1.0,-1.1498363
0.06616222,0.96,25300.0,5060.0,0.8380634,0.20191912,252,0.099588305,1.0,-1.2151825
0.066161044,0.95,25400.0,5080.0,0.8380537,0.20191868,253,0.09959591,1.0,-1.243366
0.066123776,0.98,25500.0,5100.0,0.8380697,0.20192583,254,0.09961032,1.0,-1.0003166
0.06611212,0.98,25600.0,5120.0,0.83808964,0.20192043,255,0.09958639,1.0,-1.0287111
0.06612653,0.93,25700.0,5140.0,0.83809423,0.20193693,256,0.09959592,1.0,-1.0248328
0.06611126,0.96,25800.0,5160.0,0.83810467,0.20193912,257,0.09963032,1.0,-0.95598793
0.06607654,0.93,25900.0,5180.0,0.83809376,0.20194092,258,0.099609286,1.0,-0.770308
0.06608045,0.94,26000.0,5200.0,0.8381286,0.20195292,259,0.09958644,1.0,-1.1960638
0.066065475,0.96,26100.0,5220.0,0.8381274,0.20195562,260,0.09955562,1.0,-1.2557062
0.066040345,0.97,26200.0,5240.0,0.83811426,0.20197567,261,0.099553384,1.0,-1.0970879
0.06607824,0.94,26300.0,5260.0,0.83809835,0.20195149,262,0.0996054,1.0,-1.0346258
0.06605357,0.99,26400.0,5280.0,0.83806545,0.20195033,263,0.09960966,1.0,-1.0534726
0.06608039,0.96,26500.0,5300.0,0.83808094,0.20194033,264,0.09963386,1.0,-1.0247364
0.06606313,0.97,26600.0,5320.0,0.83809596,0.20194797,265,0.09966275,1.0,-1.0369241
0.066044666,0.96,26700.0,5340.0,0.8380844,0.20195553,266,0.09974715,1.0,-1.0911562
0.06602961,0.95,26800.0,5360.0,0.83808327,0.20196252,267,0.09971067,1.0,-0.9636094
0.06600679,1.0,26900.0,5380.0,0.8380983,0.20198072,268,0.09970539,1.0,-1.0936544
0.06598675,0.97,27000.0,5400.0,0.83809453,0.20198318,269,0.09970897,1.0,-1.1228994
0.065963864,0.96,27100.0,5420.0,0.8380973,0.20200032,270,0.09967929,1.0,-1.1455152
0.06595763,0.98,27200.0,5440.0,0.83809596,0.20201783,271,0.099715084,1.0,-1.1159203
0.06594394,0.98,27300.0,5460.0,0.8381233,0.20202895,272,0.09967725,1.0,-1.1995885
0.065931566,0.97,27400.0,5480.0,0.8381292,0.20204525,273,0.09969476,0.95,-2.6204963
0.065931074,0.93,27500.0,5500.0,0.83813375,0.20203486,274,0.09973488,1.0,-0.8609832
