stats_o/std,test/success_rate,test/episode,stats_g/mean,stats_g/std,test/mean_Q,stats_o/mean,train/episode,epoch,train/success_rate
0.10174534,0.4,1280.0,0.84424835,0.10272797,-17.159546,0.2040172,6400.0,63,0.27
0.101967975,0.4,1300.0,0.8442213,0.10280922,-14.876638,0.20398705,6500.0,64,0.14
0.10220848,0.35,1320.0,0.8442386,0.102775164,-18.45588,0.20400934,6600.0,65,0.23
0.102698766,0.4,1340.0,0.8442669,0.10268232,-21.215677,0.2039816,6700.0,66,0.23
0.10288596,0.45,1360.0,0.8442779,0.102588445,-22.153162,0.20394515,6800.0,67,0.22
0.10315136,0.25,1380.0,0.84417814,0.1025214,-20.985102,0.20384866,6900.0,68,0.27
0.10348658,0.4,1400.0,0.8442431,0.10269314,-19.211014,0.20387588,7000.0,69,0.26
0.10404171,0.25,1420.0,0.8442654,0.10255766,-24.42163,0.20386013,7100.0,70,0.25
0.104448736,0.35,1440.0,0.844327,0.1026329,-15.987474,0.20385319,7200.0,71,0.28
0.104761235,0.3,1460.0,0.8444461,0.10251584,-17.343699,0.20380583,7300.0,72,0.24
0.10506437,0.5,1480.0,0.8444204,0.10277301,-16.03093,0.20387594,7400.0,73,0.23
0.10533886,0.3,1500.0,0.8444345,0.10291324,-14.88264,0.20385258,7500.0,74,0.28
0.10547946,0.4,1520.0,0.84444827,0.10289428,-17.640606,0.20385614,7600.0,75,0.27
0.105758436,0.3,1540.0,0.8444721,0.10292548,-22.108376,0.20386435,7700.0,76,0.29
0.1058933,0.5,1560.0,0.844409,0.102891795,-15.764308,0.20385733,7800.0,77,0.31
0.106066674,0.3,1580.0,0.8442922,0.102927946,-23.159193,0.20386475,7900.0,78,0.32
0.106186666,0.5,1600.0,0.84429795,0.10301551,-18.261324,0.20388325,8000.0,79,0.35
0.10617589,0.6,1620.0,0.8442946,0.10288777,-12.808665,0.20390101,8100.0,80,0.42
0.10662359,0.45,1640.0,0.8443436,0.10292208,-17.990047,0.20397201,8200.0,81,0.28
0.10695913,0.65,1660.0,0.84430605,0.10294759,-12.221895,0.20395574,8300.0,82,0.33
0.1071937,0.4,1680.0,0.8443449,0.10296176,-18.899944,0.20393072,8400.0,83,0.39
0.10743811,0.4,1700.0,0.84437084,0.10310791,-16.58717,0.20402586,8500.0,84,0.33
0.107643545,0.45,1720.0,0.8443517,0.102971695,-18.68935,0.20402645,8600.0,85,0.33
0.10798849,0.6,1740.0,0.84434676,0.1029115,-15.792567,0.20405783,8700.0,86,0.4
0.10821434,0.6,1760.0,0.84431475,0.10296176,-12.65691,0.20407118,8800.0,87,0.28
0.10844058,0.4,1780.0,0.8442789,0.10294785,-18.64508,0.20404524,8900.0,88,0.35
0.108450316,0.35,1800.0,0.84431547,0.10289132,-20.979641,0.20403583,9000.0,89,0.4
0.10866541,0.4,1820.0,0.8442688,0.103042446,-21.535069,0.20399456,9100.0,90,0.39
0.10891946,0.5,1840.0,0.84427947,0.10306009,-20.039682,0.20400774,9200.0,91,0.4
0.10908427,0.25,1860.0,0.8443057,0.102934204,-25.51061,0.20401137,9300.0,92,0.42
0.109265015,0.5,1880.0,0.8442767,0.10285264,-20.605383,0.20400728,9400.0,93,0.45
0.1093338,0.45,1900.0,0.8442089,0.10282251,-23.275423,0.2039558,9500.0,94,0.34
0.10954083,0.65,1920.0,0.8442042,0.10284092,-14.0026045,0.20397402,9600.0,95,0.39
0.109690905,0.6,1940.0,0.8442111,0.10283649,-16.56651,0.20397547,9700.0,96,0.43
0.10976508,0.5,1960.0,0.8442755,0.102820784,-20.325752,0.20400926,9800.0,97,0.33
0.1098122,0.45,1980.0,0.84435517,0.10287104,-18.64193,0.20400178,9900.0,98,0.42
0.11009485,0.4,2000.0,0.84434575,0.10285271,-22.332962,0.20403694,10000.0,99,0.46
0.11026587,0.5,2020.0,0.84432477,0.102769814,-13.512967,0.20405011,10100.0,100,0.5
0.11047841,0.55,2040.0,0.84428483,0.10286031,-19.836466,0.20398517,10200.0,101,0.32
0.11063983,0.55,2060.0,0.84425855,0.10279331,-18.897337,0.2039938,10300.0,102,0.41
0.1108036,0.5,2080.0,0.84432745,0.102793455,-17.835209,0.20407814,10400.0,103,0.36
0.11096408,0.6,2100.0,0.8443055,0.1028381,-15.213821,0.204072,10500.0,104,0.44
0.11110839,0.4,2120.0,0.8442392,0.10298542,-23.953218,0.2040629,10600.0,105,0.5
0.11126733,0.55,2140.0,0.84419847,0.10293589,-16.853287,0.20406921,10700.0,106,0.41
0.11125453,0.55,2160.0,0.84423023,0.10294195,-17.510715,0.20406778,10800.0,107,0.37
0.1114078,0.35,2180.0,0.8442132,0.10302516,-26.315716,0.20406349,10900.0,108,0.47
0.11138888,0.5,2200.0,0.8442502,0.102967046,-20.636816,0.20408194,11000.0,109,0.47
0.11147798,0.65,2220.0,0.8442661,0.10293522,-15.433996,0.20407167,11100.0,110,0.5
0.111641385,0.5,2240.0,0.8442891,0.103012,-19.768904,0.20408452,11200.0,111,0.45
0.11169291,0.6,2260.0,0.8443248,0.103036664,-15.085887,0.204085,11300.0,112,0.47
0.11184213,0.55,2280.0,0.8443778,0.10306802,-17.330189,0.20412415,11400.0,113,0.43
0.11202042,0.4,2300.0,0.8443742,0.10305295,-22.835514,0.20413578,11500.0,114,0.37
0.11212531,0.55,2320.0,0.8444212,0.1029967,-18.380304,0.204101,11600.0,115,0.46
0.11230149,0.5,2340.0,0.84441084,0.10292477,-19.590445,0.20410842,11700.0,116,0.46
0.1123242,0.5,2360.0,0.84447366,0.10286709,-19.093628,0.20411369,11800.0,117,0.53
0.11247699,0.6,2380.0,0.8445119,0.102936454,-17.161892,0.20414089,11900.0,118,0.5
0.112676494,0.5,2400.0,0.8445212,0.10305039,-13.626813,0.20413296,12000.0,119,0.4
0.11261464,0.5,2420.0,0.844531,0.10301024,-16.020155,0.2041147,12100.0,120,0.41
0.112628825,0.85,2440.0,0.8445561,0.103045516,-8.430647,0.20408846,12200.0,121,0.34
0.112766854,0.65,2460.0,0.8445944,0.10309913,-10.94602,0.2040935,12300.0,122,0.44
0.11292444,0.75,2480.0,0.8446331,0.10322527,-9.4040165,0.2041026,12400.0,123,0.42
0.113003395,0.5,2500.0,0.8446429,0.10335084,-19.623098,0.20410126,12500.0,124,0.41
0.11313087,0.55,2520.0,0.8446533,0.10338512,-17.714462,0.20408076,12600.0,125,0.41
0.11329399,0.65,2540.0,0.84467745,0.1033546,-13.595736,0.20410067,12700.0,126,0.49
0.11342484,0.7,2560.0,0.8447123,0.10336552,-12.537802,0.20414926,12800.0,127,0.4
0.11369333,0.5,2580.0,0.84470016,0.10344205,-17.932957,0.20411623,12900.0,128,0.42
0.11390743,0.55,2600.0,0.8446701,0.10355129,-15.664988,0.20413488,13000.0,129,0.42
0.11398125,0.6,2620.0,0.8446323,0.10365068,-11.668766,0.20416862,13100.0,130,0.5
0.114108525,0.65,2640.0,0.8446302,0.10359462,-10.201873,0.20419209,13200.0,131,0.49
0.11431218,0.65,2660.0,0.8446427,0.10371813,-16.196714,0.20422152,13300.0,132,0.48
0.11450036,0.55,2680.0,0.8446589,0.103838295,-16.409664,0.2042836,13400.0,133,0.47
0.114613846,0.6,2700.0,0.84474677,0.10391418,-16.206532,0.20429449,13500.0,134,0.47
0.11470794,0.6,2720.0,0.84469765,0.10401537,-13.492828,0.20431107,13600.0,135,0.52
0.11491703,0.7,2740.0,0.8446264,0.1041641,-10.761194,0.20434418,13700.0,136,0.44
0.11498672,0.45,2760.0,0.8446471,0.104123265,-15.143123,0.20439659,13800.0,137,0.52
0.11512659,0.75,2780.0,0.8446252,0.10413391,-5.892463,0.20442113,13900.0,138,0.49
0.1152225,0.85,2800.0,0.8446223,0.10412422,-4.0919833,0.20445213,14000.0,139,0.5
0.11530208,0.7,2820.0,0.8446323,0.104183234,-6.261962,0.20447214,14100.0,140,0.45
0.11539803,0.7,2840.0,0.8446215,0.10419917,-10.975495,0.20447296,14200.0,141,0.5
0.11538224,0.35,2860.0,0.8446401,0.10413569,-15.75428,0.2044827,14300.0,142,0.44
0.11542931,0.55,2880.0,0.8446384,0.104238726,-14.001544,0.20448108,14400.0,143,0.52
0.115515225,0.75,2900.0,0.84467965,0.10424736,-10.695997,0.20451081,14500.0,144,0.43
0.11551586,0.7,2920.0,0.84472513,0.104233734,-9.220823,0.20452766,14600.0,145,0.49
0.115572475,0.45,2940.0,0.8447415,0.104210116,-15.197543,0.20455733,14700.0,146,0.57
0.11566741,0.55,2960.0,0.844778,0.10430631,-15.478168,0.20462213,14800.0,147,0.52
0.11564138,0.55,2980.0,0.84483474,0.10435283,-12.546037,0.20467152,14900.0,148,0.51
0.11576434,0.7,3000.0,0.84480095,0.10448595,-9.122611,0.20467725,15000.0,149,0.55
0.11582174,0.75,3020.0,0.844851,0.104558595,-9.699878,0.20472862,15100.0,150,0.45
0.11586357,0.65,3040.0,0.84486103,0.10460398,-10.412137,0.20474394,15200.0,151,0.5
0.1159486,0.75,3060.0,0.84488845,0.104657084,-8.731512,0.20477213,15300.0,152,0.4
0.11612783,0.5,3080.0,0.844935,0.1047413,-8.107489,0.20484467,15400.0,153,0.35
0.11614754,0.6,3100.0,0.84499615,0.1047042,-10.0770645,0.20486945,15500.0,154,0.52
0.116329305,0.75,3120.0,0.84502834,0.10486571,-3.8150806,0.20485678,15600.0,155,0.48
0.11637046,0.7,3140.0,0.84507513,0.104926445,-8.2618475,0.20489542,15700.0,156,0.42
0.11654194,0.8,3160.0,0.8450985,0.105073296,-5.236925,0.2048891,15800.0,157,0.49
0.11656675,0.65,3180.0,0.8450964,0.10505092,-7.824281,0.20490637,15900.0,158,0.37
0.116689056,0.5,3200.0,0.84512967,0.10514515,-10.631697,0.20495543,16000.0,159,0.48
0.116785996,0.65,3220.0,0.845103,0.10525069,-8.468471,0.20493597,16100.0,160,0.48
0.116913125,0.9,3240.0,0.8451095,0.10527683,-2.7999256,0.20495994,16200.0,161,0.45
0.11696292,0.7,3260.0,0.84513384,0.105279066,-5.901329,0.20497833,16300.0,162,0.47
0.11703444,0.7,3280.0,0.84517115,0.10526096,-5.516589,0.20496558,16400.0,163,0.55
0.11703679,0.65,3300.0,0.84517676,0.1052624,-8.502067,0.20502163,16500.0,164,0.48
0.11703334,0.9,3320.0,0.8451919,0.10533015,-2.857708,0.20504251,16600.0,165,0.55
0.11706558,0.75,3340.0,0.84521896,0.10533454,-6.573948,0.20504892,16700.0,166,0.48
0.11706692,0.75,3360.0,0.84529585,0.105401225,-4.9599137,0.20505781,16800.0,167,0.49
0.117119424,0.9,3380.0,0.84532994,0.10546676,-2.5699618,0.20502909,16900.0,168,0.51
0.11722431,0.7,3400.0,0.845303,0.10549608,-6.3682394,0.2050242,17000.0,169,0.5
0.11731024,0.6,3420.0,0.84533185,0.10556076,-8.46984,0.20506833,17100.0,170,0.43
0.11737105,0.7,3440.0,0.8453589,0.10555115,-4.476039,0.20507944,17200.0,171,0.53
0.11738756,0.6,3460.0,0.8453699,0.10557628,-5.507325,0.20508671,17300.0,172,0.55
0.11743565,0.85,3480.0,0.8453708,0.10562419,-3.3401241,0.20512526,17400.0,173,0.5
0.11743961,0.75,3500.0,0.8453873,0.10558069,-5.061723,0.20517233,17500.0,174,0.52
0.117505305,0.9,3520.0,0.8454478,0.105647326,-4.2037277,0.2052055,17600.0,175,0.54
0.117571756,0.85,3540.0,0.84549403,0.10566485,-2.4976163,0.20521295,17700.0,176,0.51
0.11766341,0.85,3560.0,0.84555966,0.10566845,-2.1424527,0.20525521,17800.0,177,0.51
0.11771889,0.85,3580.0,0.84561014,0.10565076,-4.2341285,0.20529582,17900.0,178,0.54
0.117704876,0.7,3600.0,0.84569067,0.10561065,-3.4937882,0.20532152,18000.0,179,0.62
0.11774202,0.85,3620.0,0.84575367,0.10559227,-2.5564475,0.205359,18100.0,180,0.52
0.117792994,0.75,3640.0,0.84583265,0.10559386,-4.267281,0.20538563,18200.0,181,0.49
0.11781928,0.85,3660.0,0.8458626,0.10562575,-2.9468265,0.2053986,18300.0,182,0.56
0.117839664,0.75,3680.0,0.8458877,0.10567954,-4.954747,0.2053866,18400.0,183,0.57
0.11796254,0.7,3700.0,0.84587234,0.10567513,-5.3239727,0.2053902,18500.0,184,0.52
0.11803661,0.9,3720.0,0.8459074,0.10567435,-3.6323867,0.20544623,18600.0,185,0.54
0.11812783,0.8,3740.0,0.84598655,0.10568371,-4.037239,0.20552081,18700.0,186,0.59
0.11824499,0.85,3760.0,0.846031,0.105766416,-3.6326592,0.20553643,18800.0,187,0.6
0.11821676,0.8,3780.0,0.8461047,0.10575197,-4.243005,0.20555693,18900.0,188,0.6
0.118261404,0.9,3800.0,0.84612966,0.10580429,-2.2636127,0.20559858,19000.0,189,0.46
0.11823995,0.8,3820.0,0.8461733,0.105799496,-4.05704,0.20560208,19100.0,190,0.6
0.11824874,0.95,3840.0,0.84621054,0.10577881,-2.1952033,0.20561768,19200.0,191,0.55
0.11829039,1.0,3860.0,0.84625036,0.105794035,-1.354229,0.20562,19300.0,192,0.52
0.11831923,0.8,3880.0,0.84624743,0.10580003,-4.42093,0.20560032,19400.0,193,0.57
0.118282974,0.85,3900.0,0.8462868,0.10578054,-3.56176,0.20562828,19500.0,194,0.59
0.118227355,0.75,3920.0,0.8463502,0.10571003,-5.058796,0.2056325,19600.0,195,0.59
0.11821515,1.0,3940.0,0.8463733,0.1057035,-1.8483565,0.20564799,19700.0,196,0.59
0.118248746,0.95,3960.0,0.846375,0.10574245,-1.7664196,0.20563059,19800.0,197,0.53
0.11822932,0.8,3980.0,0.84642,0.1057665,-5.994448,0.20563078,19900.0,198,0.63
0.118243195,1.0,4000.0,0.84646446,0.10581132,-2.0271828,0.20567016,20000.0,199,0.53
0.11829123,0.8,4020.0,0.84643775,0.10586226,-4.046461,0.20565619,20100.0,200,0.52
0.11823197,0.9,4040.0,0.8464784,0.10585379,-3.5382495,0.20567586,20200.0,201,0.64
0.11821576,1.0,4060.0,0.84651804,0.105805665,-1.665843,0.2057004,20300.0,202,0.56
0.11824394,0.95,4080.0,0.84655,0.10585304,-1.2641451,0.20571361,20400.0,203,0.55
0.118305966,0.85,4100.0,0.8465057,0.10596425,-2.875626,0.20569524,20500.0,204,0.52
0.118293546,0.75,4120.0,0.8465126,0.10602943,-3.8283265,0.20570599,20600.0,205,0.57
0.11832601,0.9,4140.0,0.8465266,0.10601976,-2.0119004,0.2057147,20700.0,206,0.51
0.11837867,0.9,4160.0,0.84655386,0.106037974,-2.5134175,0.20572099,20800.0,207,0.57
0.11835862,0.85,4180.0,0.8466129,0.10613928,-3.254879,0.20572476,20900.0,208,0.53
0.11837411,0.85,4200.0,0.84663695,0.10618001,-2.1856813,0.20576659,21000.0,209,0.52
0.11840358,0.8,4220.0,0.8466165,0.106291495,-2.3968282,0.20578025,21100.0,210,0.53
0.11839093,0.85,4240.0,0.8466247,0.10624591,-3.4119904,0.20579316,21200.0,211,0.56
0.1183492,0.85,4260.0,0.8466279,0.10620296,-2.0610054,0.20580412,21300.0,212,0.58
0.118391745,0.85,4280.0,0.8466529,0.1062145,-2.286571,0.20580572,21400.0,213,0.56
0.118420064,0.9,4300.0,0.8466731,0.10622997,-1.9408869,0.20580328,21500.0,214,0.63
0.11839421,0.9,4320.0,0.84670824,0.10621891,-2.0934749,0.2058299,21600.0,215,0.58
0.11848338,0.95,4340.0,0.8467495,0.10626286,-1.7164723,0.20585106,21700.0,216,0.57
0.11844009,0.75,4360.0,0.84677976,0.10625666,-3.0673578,0.20585984,21800.0,217,0.57
0.11846675,0.85,4380.0,0.84678644,0.10625729,-1.960112,0.20586213,21900.0,218,0.65
0.1184803,0.9,4400.0,0.8468067,0.10623523,-1.5026839,0.20587106,22000.0,219,0.61
0.11847016,0.85,4420.0,0.84684676,0.1062432,-3.0342407,0.20589516,22100.0,220,0.58
0.118511915,0.85,4440.0,0.8468601,0.10626474,-1.806798,0.20590341,22200.0,221,0.62
0.118528366,0.8,4460.0,0.8468984,0.106285445,-4.0377417,0.2058914,22300.0,222,0.57
0.11852901,0.85,4480.0,0.84693176,0.1063064,-1.6753479,0.2059259,22400.0,223,0.6
0.11855808,0.8,4500.0,0.8469588,0.10637615,-4.3154364,0.20595449,22500.0,224,0.45
0.11853204,0.9,4520.0,0.8470296,0.10639465,-1.5999894,0.20597996,22600.0,225,0.59
0.118527,0.75,4540.0,0.8471134,0.106447555,-2.9587567,0.20600998,22700.0,226,0.59
0.118491985,0.8,4560.0,0.8471839,0.10645308,-2.5037322,0.20601627,22800.0,227,0.57
0.11846393,0.95,4580.0,0.8472485,0.10649654,-1.6740389,0.20603614,22900.0,228,0.57
0.118466474,0.9,4600.0,0.8473029,0.10648733,-1.2495425,0.20606251,23000.0,229,0.47
0.11845568,0.85,4620.0,0.84730715,0.1065256,-1.3005916,0.20605345,23100.0,230,0.55
0.11841187,0.85,4640.0,0.8473265,0.10649828,-1.5733423,0.20604958,23200.0,231,0.53
0.118403405,0.85,4660.0,0.84735984,0.1065317,-2.0437658,0.20603818,23300.0,232,0.55
0.118432,0.9,4680.0,0.8474293,0.1066267,-2.1070719,0.20606136,23400.0,233,0.48
0.118411504,0.95,4700.0,0.8474629,0.10663131,-1.4050134,0.20606606,23500.0,234,0.63
0.11839874,1.0,4720.0,0.847493,0.10670408,-1.0785596,0.20605768,23600.0,235,0.56
0.11838709,1.0,4740.0,0.84750557,0.10674137,-0.74514186,0.20605613,23700.0,236,0.53
0.118408,0.9,4760.0,0.8475173,0.10677739,-1.8939152,0.20606323,23800.0,237,0.54
0.11838974,0.8,4780.0,0.84752136,0.10673403,-1.9397072,0.20604876,23900.0,238,0.59
0.118347056,0.8,4800.0,0.84754723,0.10672348,-1.9040781,0.20607027,24000.0,239,0.69
0.11840695,0.95,4820.0,0.84755677,0.10673847,-1.3813077,0.20610355,24100.0,240,0.6
0.11838498,1.0,4840.0,0.84759873,0.10672742,-1.1751024,0.2060933,24200.0,241,0.55
0.11836818,0.95,4860.0,0.84760857,0.106709205,-1.0871226,0.20610034,24300.0,242,0.58
0.118352994,0.85,4880.0,0.84762686,0.10669377,-1.8687286,0.20610273,24400.0,243,0.63
0.11832521,0.85,4900.0,0.84762436,0.10672202,-1.4537456,0.20610222,24500.0,244,0.54
0.11837676,1.0,4920.0,0.8476719,0.10678924,-1.2824545,0.20609863,24600.0,245,0.54
0.11834203,0.9,4940.0,0.847737,0.10682505,-1.1904503,0.20610039,24700.0,246,0.56
0.11827346,0.9,4960.0,0.84780496,0.10680264,-1.4983069,0.20609419,24800.0,247,0.62
0.11825595,0.9,4980.0,0.8478162,0.106810816,-2.8227096,0.20608672,24900.0,248,0.58
0.118241966,0.95,5000.0,0.8478386,0.10685831,-1.1019001,0.20608999,25000.0,249,0.56
0.118180715,1.0,5020.0,0.84786814,0.1067963,-0.70993173,0.20608732,25100.0,250,0.57
0.118158996,0.9,5040.0,0.84789205,0.10683479,-1.4457226,0.20607674,25200.0,251,0.51
0.118136056,1.0,5060.0,0.84789777,0.10683564,-0.8358992,0.20605947,25300.0,252,0.66
0.11809522,0.9,5080.0,0.84790057,0.10687954,-1.9422373,0.20605928,25400.0,253,0.59
0.11808339,0.9,5100.0,0.847924,0.10688139,-1.1670172,0.20605701,25500.0,254,0.66
0.118091576,0.95,5120.0,0.8479813,0.10693415,-1.2727054,0.20606257,25600.0,255,0.43
0.11811111,0.85,5140.0,0.84800917,0.10694462,-1.0441432,0.20605133,25700.0,256,0.56
0.118092604,1.0,5160.0,0.84803987,0.1069205,-0.9842105,0.20607051,25800.0,257,0.59
0.118042715,0.9,5180.0,0.84807587,0.10688893,-1.2583205,0.20606901,25900.0,258,0.61
0.11797261,0.95,5200.0,0.8480639,0.10683911,-1.08568,0.20605259,26000.0,259,0.6
0.117974065,0.9,5220.0,0.8480797,0.10684372,-1.3411102,0.20603985,26100.0,260,0.58
0.117920496,1.0,5240.0,0.8481061,0.10683117,-1.0941584,0.20602602,26200.0,261,0.59
0.117880255,0.95,5260.0,0.84810907,0.10683719,-1.4100106,0.20602524,26300.0,262,0.6
0.11788425,0.9,5280.0,0.8481453,0.10685957,-1.2881879,0.20602569,26400.0,263,0.56
0.117849216,1.0,5300.0,0.8481609,0.1068931,-0.6481208,0.20603521,26500.0,264,0.61
0.1178129,1.0,5320.0,0.84819716,0.10689896,-0.75963277,0.20602828,26600.0,265,0.6
0.1177309,1.0,5340.0,0.84821814,0.106871374,-1.0472006,0.20601921,26700.0,266,0.68
0.11773869,0.9,5360.0,0.8482373,0.10689545,-1.421957,0.2060087,26800.0,267,0.5
0.11774641,0.95,5380.0,0.8482328,0.10687523,-1.1725146,0.206,26900.0,268,0.56
0.11777609,0.9,5400.0,0.8482594,0.10693612,-0.9955143,0.20597827,27000.0,269,0.53
0.11778542,1.0,5420.0,0.84832114,0.10700079,-0.87225896,0.20597602,27100.0,270,0.51
0.117778406,0.9,5440.0,0.8483345,0.10702249,-1.2844799,0.20596519,27200.0,271,0.54
0.11771952,0.85,5460.0,0.8483622,0.106982715,-1.056687,0.20596772,27300.0,272,0.55
0.11768267,0.9,5480.0,0.84837365,0.106951416,-1.0736802,0.20594071,27400.0,273,0.62
0.117677316,0.9,5500.0,0.8484033,0.10699699,-1.3705926,0.2059528,27500.0,274,0.51
