stats_o/std,test/success_rate,test/episode,stats_g/mean,stats_g/std,test/mean_Q,stats_o/mean,train/episode,epoch,train/success_rate
0.11765657,0.9,5520.0,0.8484268,0.10700456,-1.219304,0.20596465,27600.0,275,0.59
0.11762012,0.95,5540.0,0.84847337,0.10702873,-1.2214164,0.20597456,27700.0,276,0.57
0.1175834,0.95,5560.0,0.8484972,0.10700641,-0.7009019,0.20596111,27800.0,277,0.56
0.11755439,0.9,5580.0,0.84852713,0.10706619,-1.5140016,0.2059689,27900.0,278,0.46
0.11751392,0.9,5600.0,0.84852606,0.10705558,-1.3158772,0.20597246,28000.0,279,0.59
0.11747288,1.0,5620.0,0.8485239,0.10705614,-1.0004969,0.20597453,28100.0,280,0.68
0.117458,0.95,5640.0,0.84853524,0.107038796,-0.8703219,0.20597187,28200.0,281,0.61
0.11740007,0.9,5660.0,0.84855443,0.10699564,-1.1785941,0.2059748,28300.0,282,0.59
0.11741311,0.85,5680.0,0.8486002,0.10701179,-1.3096097,0.20598575,28400.0,283,0.52
0.11737987,0.9,5700.0,0.8486164,0.10701337,-0.9642477,0.20598972,28500.0,284,0.61
0.117357396,0.95,5720.0,0.84865695,0.107010834,-1.0868632,0.20600878,28600.0,285,0.56
0.11732894,0.9,5740.0,0.84868383,0.10701358,-1.0452759,0.20601568,28700.0,286,0.56
0.11732551,0.85,5760.0,0.8487199,0.10701852,-1.1821182,0.20600662,28800.0,287,0.57
0.117302716,0.95,5780.0,0.8487169,0.10701794,-1.0159417,0.2060156,28900.0,288,0.53
0.11727088,0.9,5800.0,0.84875387,0.10702882,-1.6870896,0.20602049,29000.0,289,0.55
0.117266886,0.9,5820.0,0.84878546,0.107060075,-1.1141541,0.20601973,29100.0,290,0.58
0.11722146,0.85,5840.0,0.84883124,0.10703951,-4.6585674,0.20603226,29200.0,291,0.52
0.11716529,0.95,5860.0,0.8488693,0.10700795,-0.7280077,0.20603035,29300.0,292,0.53
0.11714554,0.85,5880.0,0.8489001,0.10699057,-1.0920188,0.20604625,29400.0,293,0.55
0.11712636,1.0,5900.0,0.8489023,0.10697945,-0.80289984,0.20603733,29500.0,294,0.61
0.117147096,0.95,5920.0,0.8489118,0.10697489,-0.97006977,0.20602961,29600.0,295,0.49
0.117100805,1.0,5940.0,0.8489668,0.1069597,-0.9642356,0.20603968,29700.0,296,0.54
0.11708297,1.0,5960.0,0.84898543,0.1069425,-0.98793966,0.2060404,29800.0,297,0.57
0.1170518,0.95,5980.0,0.8490272,0.106959246,-0.71073115,0.2060292,29900.0,298,0.62
0.11700476,0.95,6000.0,0.84900314,0.10692193,-1.00792,0.20603818,30000.0,299,0.6
0.11697353,0.95,6020.0,0.8490303,0.10695053,-0.83954984,0.2060294,30100.0,300,0.47
0.11694083,0.85,6040.0,0.8490434,0.10692778,-1.282698,0.2060216,30200.0,301,0.61
0.11693038,0.95,6060.0,0.8490774,0.10694843,-0.931959,0.2060181,30300.0,302,0.45
0.11690633,0.95,6080.0,0.84910077,0.106945,-1.1853011,0.20600757,30400.0,303,0.53
0.116911516,0.95,6100.0,0.84913105,0.10695662,-0.97501385,0.20600407,30500.0,304,0.54
0.1168894,0.95,6120.0,0.8491564,0.10695171,-1.0375979,0.20600271,30600.0,305,0.6
0.116857395,0.9,6140.0,0.8492017,0.10698149,-2.7915893,0.20600338,30700.0,306,0.48
0.116859876,1.0,6160.0,0.8492283,0.107011534,-1.0713153,0.20599984,30800.0,307,0.44
0.11688413,1.0,6180.0,0.8492427,0.10703086,-0.99220675,0.20600201,30900.0,308,0.54
0.1168811,1.0,6200.0,0.8492763,0.107076794,-1.0047061,0.20600748,31000.0,309,0.46
0.11686949,0.8,6220.0,0.84929067,0.10711313,-1.674001,0.20599358,31100.0,310,0.57
0.116861716,0.95,6240.0,0.84930533,0.107104115,-1.0922524,0.20597807,31200.0,311,0.53
0.116832964,1.0,6260.0,0.8493087,0.107094325,-1.156575,0.20598514,31300.0,312,0.57
0.11678654,1.0,6280.0,0.84932065,0.10706732,-0.8957098,0.20598392,31400.0,313,0.6
0.11675997,0.95,6300.0,0.84934324,0.10702747,-1.2018625,0.2059654,31500.0,314,0.5
0.11674816,0.95,6320.0,0.8493584,0.1070272,-0.8579308,0.20597084,31600.0,315,0.48
0.11672855,1.0,6340.0,0.8493665,0.106994815,-0.7818788,0.20596339,31700.0,316,0.54
0.11675998,0.9,6360.0,0.8493745,0.10701779,-0.98862666,0.2059504,31800.0,317,0.5
0.11677033,0.95,6380.0,0.8493805,0.10703202,-1.0287449,0.20593794,31900.0,318,0.49
0.11677003,0.85,6400.0,0.84938675,0.10705037,-1.0796187,0.20591581,32000.0,319,0.59
0.11677274,0.95,6420.0,0.8493858,0.107040524,-0.9610141,0.2059169,32100.0,320,0.57
0.11672455,0.95,6440.0,0.84939104,0.10701988,-0.96597433,0.20593445,32200.0,321,0.6
0.116686754,1.0,6460.0,0.84938854,0.10699951,-0.86494124,0.20594431,32300.0,322,0.54
0.116677076,0.75,6480.0,0.8494014,0.10701981,-1.3529749,0.20594186,32400.0,323,0.5
0.116652176,0.85,6500.0,0.84941715,0.10700053,-1.1442647,0.20593342,32500.0,324,0.52
0.11663205,0.85,6520.0,0.8494161,0.10700508,-1.30667,0.20592828,32600.0,325,0.58
0.11660184,0.9,6540.0,0.8493996,0.107017994,-1.6076202,0.2059311,32700.0,326,0.48
0.11663102,0.9,6560.0,0.84943503,0.10704536,-1.1490524,0.20593247,32800.0,327,0.48
0.11661066,0.7,6580.0,0.84946203,0.10704494,-1.3345392,0.20592193,32900.0,328,0.57
0.116597645,1.0,6600.0,0.84945244,0.107023396,-0.9803213,0.20591591,33000.0,329,0.5
0.11657265,0.95,6620.0,0.84948826,0.10703007,-1.0470033,0.20590855,33100.0,330,0.55
0.116541535,1.0,6640.0,0.8494927,0.10700872,-0.7810646,0.20591164,33200.0,331,0.55
0.11655447,0.95,6660.0,0.8494832,0.10697555,-1.2843208,0.20590542,33300.0,332,0.58
0.116583526,0.95,6680.0,0.849482,0.10703603,-0.9697795,0.20589277,33400.0,333,0.43
0.116587766,1.0,6700.0,0.84949285,0.10702435,-0.92748463,0.20588988,33500.0,334,0.46
0.116554566,0.9,6720.0,0.84951466,0.10700806,-1.3718462,0.20588847,33600.0,335,0.6
0.11656959,0.9,6740.0,0.8495341,0.10699376,-1.4102528,0.2059011,33700.0,336,0.52
0.11654332,0.85,6760.0,0.8495348,0.10698247,-1.2482426,0.20590809,33800.0,337,0.5
0.1165189,0.85,6780.0,0.8495415,0.1069681,-0.9107978,0.20591715,33900.0,338,0.49
0.11651856,1.0,6800.0,0.84954804,0.10696894,-0.7732763,0.2059311,34000.0,339,0.57
0.11652709,0.9,6820.0,0.84955263,0.10697033,-1.1125717,0.20592445,34100.0,340,0.49
0.11652348,0.95,6840.0,0.84958476,0.10697243,-0.9998706,0.2059222,34200.0,341,0.53
0.116515875,0.95,6860.0,0.84959024,0.10695615,-0.8339952,0.20592701,34300.0,342,0.56
0.11653814,0.95,6880.0,0.8495953,0.10696206,-0.92143095,0.20592752,34400.0,343,0.5
0.11652112,0.95,6900.0,0.849593,0.10696288,-1.1185651,0.20591246,34500.0,344,0.58
0.116542555,1.0,6920.0,0.8495955,0.107001714,-1.1152681,0.20591629,34600.0,345,0.48
0.11657549,1.0,6940.0,0.84960175,0.10704154,-1.1091479,0.20591141,34700.0,346,0.47
0.11656084,0.9,6960.0,0.84961367,0.10704007,-1.161697,0.20591597,34800.0,347,0.54
0.116534404,0.85,6980.0,0.84961444,0.10701886,-1.0905979,0.20591986,34900.0,348,0.48
0.11651952,0.9,7000.0,0.84963053,0.107061125,-0.93829954,0.20591408,35000.0,349,0.53
0.11648964,1.0,7020.0,0.849613,0.10705603,-0.92362833,0.20591384,35100.0,350,0.52
0.11645249,0.9,7040.0,0.8496222,0.10702538,-0.97333753,0.20591302,35200.0,351,0.53
0.116435386,1.0,7060.0,0.8496063,0.10701109,-0.7480115,0.20591171,35300.0,352,0.5
0.11641365,0.9,7080.0,0.84958273,0.10698513,-1.2636309,0.20589726,35400.0,353,0.58
0.11640003,0.95,7100.0,0.8495963,0.10696974,-0.89142674,0.20590784,35500.0,354,0.51
0.116363734,0.9,7120.0,0.8495874,0.10693776,-1.1979434,0.20590553,35600.0,355,0.62
0.116369255,0.7,7140.0,0.849612,0.106937766,-1.5883464,0.20590208,35700.0,356,0.49
0.116378814,0.9,7160.0,0.84961027,0.106956266,-1.187953,0.2059028,35800.0,357,0.55
0.11638298,0.85,7180.0,0.8496354,0.10692338,-1.4377096,0.20589167,35900.0,358,0.49
0.116372444,0.8,7200.0,0.8496318,0.10690066,-1.4394329,0.20588823,36000.0,359,0.52
0.116349764,1.0,7220.0,0.8496402,0.10688222,-0.96217126,0.20589356,36100.0,360,0.58
0.116345495,0.95,7240.0,0.8496397,0.10688547,-0.9569953,0.20589195,36200.0,361,0.57
0.11632859,1.0,7260.0,0.8496577,0.10689513,-0.98664635,0.2059018,36300.0,362,0.58
0.11631734,1.0,7280.0,0.8496743,0.10686934,-1.3172343,0.2058901,36400.0,363,0.58
0.116324924,0.95,7300.0,0.84966403,0.10686907,-1.1454333,0.20587859,36500.0,364,0.56
0.116314456,0.85,7320.0,0.8496677,0.10685592,-1.0983646,0.2058743,36600.0,365,0.57
0.11628249,0.85,7340.0,0.8496826,0.10680913,-1.4188162,0.2058737,36700.0,366,0.55
0.11626027,1.0,7360.0,0.8496918,0.10679153,-0.9693843,0.20587116,36800.0,367,0.5
0.116257735,0.9,7380.0,0.8497203,0.10680175,-2.9954865,0.20586982,36900.0,368,0.55
0.11623794,1.0,7400.0,0.84972566,0.106778644,-1.076343,0.20587465,37000.0,369,0.54
0.11623516,0.95,7420.0,0.84975,0.10679696,-1.1089743,0.20588087,37100.0,370,0.52
0.116237946,0.85,7440.0,0.8497567,0.10678748,-1.2705723,0.20586185,37200.0,371,0.57
0.116222985,0.95,7460.0,0.8497603,0.10679919,-0.86518544,0.20583868,37300.0,372,0.53
0.11620734,0.95,7480.0,0.849761,0.10679567,-0.99987113,0.20583168,37400.0,373,0.55
0.11617609,0.95,7500.0,0.84977835,0.10678206,-0.9495735,0.20582987,37500.0,374,0.59
0.11617467,0.9,7520.0,0.84978336,0.10680214,-0.9404796,0.20582934,37600.0,375,0.51
0.1161564,1.0,7540.0,0.849787,0.10680902,-0.64178383,0.20582636,37700.0,376,0.48
0.11613174,0.85,7560.0,0.8497843,0.10679019,-3.339106,0.20582823,37800.0,377,0.58
0.11617692,0.95,7580.0,0.8498054,0.106827915,-0.9821576,0.20582254,37900.0,378,0.52
0.11617998,1.0,7600.0,0.8498183,0.1068121,-1.1126511,0.20583035,38000.0,379,0.52
0.116170034,1.0,7620.0,0.8498082,0.10682055,-1.5201246,0.20583072,38100.0,380,0.6
0.11614912,0.95,7640.0,0.8497928,0.10679662,-1.0371691,0.20580836,38200.0,381,0.56
0.11619387,0.9,7660.0,0.8498079,0.10681156,-1.0464354,0.20581633,38300.0,382,0.48
0.116188325,1.0,7680.0,0.8498016,0.10683411,-0.87565124,0.20581593,38400.0,383,0.54
0.11618304,1.0,7700.0,0.8497979,0.10682244,-0.9395999,0.20581645,38500.0,384,0.58
0.11617043,0.9,7720.0,0.84980065,0.10679719,-1.0758604,0.20580746,38600.0,385,0.49
0.11615533,0.85,7740.0,0.84980893,0.106781065,-1.1694938,0.20580079,38700.0,386,0.6
0.11612323,0.9,7760.0,0.8498182,0.10677099,-1.2565117,0.20579833,38800.0,387,0.43
0.1161043,0.95,7780.0,0.84983164,0.106756054,-1.0353423,0.20580049,38900.0,388,0.6
0.1160807,1.0,7800.0,0.8498283,0.1067367,-0.9453222,0.20580126,39000.0,389,0.61
0.11609098,0.85,7820.0,0.84982276,0.106733024,-1.2739186,0.20579869,39100.0,390,0.53
0.11608372,1.0,7840.0,0.84979886,0.10671979,-0.8510667,0.2057969,39200.0,391,0.55
0.1160857,1.0,7860.0,0.84981585,0.10670296,-1.0012347,0.20581649,39300.0,392,0.58
0.11605369,0.95,7880.0,0.8498082,0.10668542,-0.96214163,0.20581268,39400.0,393,0.53
0.11604262,0.85,7900.0,0.8497989,0.1066553,-1.0246322,0.2058152,39500.0,394,0.5
0.11603479,0.85,7920.0,0.84980226,0.10664914,-1.2452745,0.20581457,39600.0,395,0.52
0.116025,0.7,7940.0,0.84982914,0.10665288,-1.4073375,0.20581327,39700.0,396,0.51
0.116049625,0.75,7960.0,0.84984404,0.10666733,-1.3294646,0.20581307,39800.0,397,0.5
0.1160346,0.95,7980.0,0.84985167,0.10664759,-0.8407175,0.20580605,39900.0,398,0.54
0.116015665,0.85,8000.0,0.8498571,0.10663486,-1.3293244,0.20580113,40000.0,399,0.55
0.11598458,0.9,8020.0,0.8498509,0.10660919,-1.0549912,0.20580563,40100.0,400,0.57
0.11596957,0.95,8040.0,0.8498688,0.10656828,-1.018675,0.20580223,40200.0,401,0.51
0.11599255,0.85,8060.0,0.84987956,0.10657585,-1.3709414,0.20579411,40300.0,402,0.45
0.11596435,0.95,8080.0,0.84988433,0.10656512,-1.1225996,0.20578814,40400.0,403,0.48
0.11594509,0.95,8100.0,0.84988046,0.106577374,-1.1739203,0.2057789,40500.0,404,0.54
0.11592018,0.95,8120.0,0.84991574,0.106565796,-1.2188628,0.20576888,40600.0,405,0.52
0.115903616,0.95,8140.0,0.8499074,0.10654301,-0.97131836,0.20576698,40700.0,406,0.53
0.115905546,0.9,8160.0,0.8499272,0.10654968,-1.3941251,0.205781,40800.0,407,0.49
0.11590763,1.0,8180.0,0.8499369,0.10656386,-0.8534072,0.20578744,40900.0,408,0.51
0.11588564,0.95,8200.0,0.84993845,0.10654831,-1.0269492,0.20577112,41000.0,409,0.5
0.11590583,0.75,8220.0,0.8499205,0.10655167,-1.6420553,0.20577279,41100.0,410,0.53
0.11589494,1.0,8240.0,0.84993106,0.106537305,-0.87321776,0.20577982,41200.0,411,0.57
0.11589385,0.95,8260.0,0.8499492,0.10654389,-0.7440791,0.20578419,41300.0,412,0.46
0.11590806,0.85,8280.0,0.84995914,0.10654173,-1.3458084,0.20578875,41400.0,413,0.6
0.11589512,1.0,8300.0,0.8499558,0.10653132,-0.7387892,0.20578466,41500.0,414,0.53
0.11585974,0.9,8320.0,0.8499732,0.10651815,-1.0354036,0.20578748,41600.0,415,0.54
0.11587824,1.0,8340.0,0.8499846,0.106556386,-0.6633843,0.20578794,41700.0,416,0.47
0.11586223,1.0,8360.0,0.849976,0.10656103,-1.013771,0.20579165,41800.0,417,0.54
0.11586352,0.95,8380.0,0.8499741,0.10658613,-0.8553322,0.20579194,41900.0,418,0.5
0.11584916,0.9,8400.0,0.84997493,0.10658421,-1.2461789,0.20579392,42000.0,419,0.49
0.11584218,0.9,8420.0,0.84999675,0.106586896,-1.1941895,0.20579237,42100.0,420,0.44
0.11584065,1.0,8440.0,0.8500025,0.10657936,-0.53287804,0.20579821,42200.0,421,0.48
0.11582967,0.95,8460.0,0.85001373,0.10655364,-1.0882852,0.20580229,42300.0,422,0.56
0.11582613,0.9,8480.0,0.85003,0.10654379,-1.0915668,0.20580912,42400.0,423,0.47
0.11582178,0.85,8500.0,0.85004944,0.10653309,-1.2049313,0.20581132,42500.0,424,0.52
0.11582364,1.0,8520.0,0.8500581,0.106528066,-0.9532505,0.2058206,42600.0,425,0.5
0.11582607,1.0,8540.0,0.85006243,0.10651911,-0.99313164,0.20582028,42700.0,426,0.51
0.11581603,0.95,8560.0,0.85005045,0.10650537,-1.0464808,0.20580973,42800.0,427,0.56
0.11582174,1.0,8580.0,0.85005015,0.106493115,-0.9384683,0.2058027,42900.0,428,0.6
0.11581456,0.95,8600.0,0.85006005,0.10650117,-0.9719561,0.20580274,43000.0,429,0.48
0.11578685,0.9,8620.0,0.8500834,0.1065096,-1.2634591,0.20581906,43100.0,430,0.45
0.11576009,0.9,8640.0,0.8500981,0.106494255,-1.1138932,0.20581871,43200.0,431,0.56
0.1157337,0.85,8660.0,0.8500979,0.106466256,-0.75920403,0.20581454,43300.0,432,0.56
0.11572531,0.75,8680.0,0.8501076,0.10649685,-3.0407314,0.20581377,43400.0,433,0.56
0.11571187,0.95,8700.0,0.8501155,0.106503576,-1.0534645,0.20580447,43500.0,434,0.48
0.11571067,0.9,8720.0,0.8500927,0.10648543,-1.0880901,0.20579824,43600.0,435,0.55
0.11573455,0.95,8740.0,0.85009354,0.10648481,-1.0524966,0.2057942,43700.0,436,0.57
0.11571515,0.8,8760.0,0.85008603,0.10648483,-1.2218258,0.20579112,43800.0,437,0.47
0.115694955,1.0,8780.0,0.85007834,0.10645781,-0.70104253,0.20579244,43900.0,438,0.57
0.115668505,1.0,8800.0,0.8500883,0.10645938,-0.8433658,0.2057916,44000.0,439,0.56
0.11566942,0.85,8820.0,0.8500905,0.106449686,-1.5564266,0.20580958,44100.0,440,0.58
0.11565947,0.95,8840.0,0.8501194,0.106448464,-1.1323855,0.20580386,44200.0,441,0.43
0.115651086,0.9,8860.0,0.8501156,0.10644013,-1.2440145,0.2057998,44300.0,442,0.55
0.11563454,0.9,8880.0,0.85012597,0.1064474,-1.142006,0.20580687,44400.0,443,0.44
0.11563124,0.85,8900.0,0.8501379,0.1064544,-1.1179435,0.20580941,44500.0,444,0.51
0.11564224,0.8,8920.0,0.85014087,0.10643613,-1.3865387,0.20580252,44600.0,445,0.44
0.115631945,1.0,8940.0,0.8501503,0.10641543,-0.8656559,0.20580079,44700.0,446,0.5
0.11564478,0.9,8960.0,0.8501517,0.106402844,-0.9934642,0.20579667,44800.0,447,0.53
0.115614526,0.8,8980.0,0.8501422,0.106400914,-1.2254751,0.20579107,44900.0,448,0.58
0.115615174,0.9,9000.0,0.8501528,0.10640081,-1.1125318,0.2058038,45000.0,449,0.47
0.11562071,0.95,9020.0,0.8501775,0.106410414,-0.943292,0.20581141,45100.0,450,0.42
0.115612365,0.9,9040.0,0.85017794,0.10640364,-1.0948652,0.2058093,45200.0,451,0.5
0.11560494,0.8,9060.0,0.8501797,0.10640188,-1.2294716,0.20581281,45300.0,452,0.49
0.11557434,0.95,9080.0,0.85017735,0.10637797,-0.8093543,0.20580816,45400.0,453,0.57
0.11556638,0.9,9100.0,0.8501742,0.10640401,-0.96116936,0.205803,45500.0,454,0.51
0.11555215,0.95,9120.0,0.85019046,0.10639846,-0.9268813,0.20580362,45600.0,455,0.6
0.1155408,1.0,9140.0,0.8501846,0.10639506,-0.7875911,0.20580204,45700.0,456,0.54
0.11554248,0.8,9160.0,0.8501889,0.1063897,-1.5037934,0.20579752,45800.0,457,0.4
0.11553775,0.95,9180.0,0.85016185,0.10641142,-0.8002426,0.20579629,45900.0,458,0.58
0.11555472,0.9,9200.0,0.850163,0.106412,-1.1111965,0.20579763,46000.0,459,0.48
0.11553186,0.85,9220.0,0.85016483,0.10639522,-1.0226997,0.20578998,46100.0,460,0.54
0.11550498,0.9,9240.0,0.85016054,0.10637299,-1.4174027,0.20578977,46200.0,461,0.67
0.115508586,1.0,9260.0,0.85015315,0.106365405,-0.8913075,0.20578764,46300.0,462,0.48
0.115509674,0.9,9280.0,0.85015726,0.106352486,-1.0363317,0.2057844,46400.0,463,0.5
0.11549904,1.0,9300.0,0.8501536,0.106337704,-0.8337456,0.20578505,46500.0,464,0.58
0.11550474,0.95,9320.0,0.85013837,0.10634021,-0.79256856,0.20578004,46600.0,465,0.51
0.11547606,0.85,9340.0,0.8501392,0.10630968,-1.0060675,0.20578472,46700.0,466,0.62
0.11546673,1.0,9360.0,0.8501454,0.10629467,-0.8579176,0.2057824,46800.0,467,0.56
0.11543648,1.0,9380.0,0.8501441,0.106284834,-1.005916,0.20577408,46900.0,468,0.59
0.11542212,0.85,9400.0,0.8501486,0.106282376,-1.079472,0.20577133,47000.0,469,0.48
0.11542422,0.95,9420.0,0.8501375,0.10628286,-0.9240395,0.20577064,47100.0,470,0.49
0.11541346,0.85,9440.0,0.85013723,0.10628741,-1.1657336,0.2057707,47200.0,471,0.5
0.11540669,0.9,9460.0,0.8501384,0.10627219,-0.9871892,0.2057784,47300.0,472,0.52
0.115395285,0.95,9480.0,0.850146,0.106260754,-1.0682719,0.20577942,47400.0,473,0.41
0.115394756,1.0,9500.0,0.8501343,0.10627302,-1.2386467,0.20577225,47500.0,474,0.51
0.11539412,0.85,9520.0,0.8501434,0.10626354,-1.5374067,0.20577541,47600.0,475,0.56
0.11538744,0.85,9540.0,0.8501609,0.106272526,-1.1187652,0.20578311,47700.0,476,0.47
0.11537099,1.0,9560.0,0.8501393,0.10628686,-0.7804568,0.20578094,47800.0,477,0.54
0.115376644,0.9,9580.0,0.85014194,0.10629489,-1.1595161,0.2057789,47900.0,478,0.45
0.11539081,1.0,9600.0,0.85014987,0.10630807,-1.2032757,0.20576973,48000.0,479,0.46
0.11539847,0.85,9620.0,0.85015297,0.10628518,-1.3337693,0.20575446,48100.0,480,0.5
0.11538024,0.85,9640.0,0.85014576,0.1062643,-1.1226743,0.20576449,48200.0,481,0.54
0.11536713,0.85,9660.0,0.8501577,0.106243916,-1.2175441,0.20575917,48300.0,482,0.54
0.11534555,0.95,9680.0,0.85016084,0.10623119,-1.0821072,0.20575944,48400.0,483,0.54
0.11533063,1.0,9700.0,0.85018724,0.10622426,-0.9608585,0.20576526,48500.0,484,0.51
0.115302935,0.85,9720.0,0.85017514,0.106214546,-1.135647,0.20576268,48600.0,485,0.55
0.115339376,0.95,9740.0,0.85018367,0.106226124,-1.107853,0.20576888,48700.0,486,0.48
0.11532727,1.0,9760.0,0.8501819,0.106205724,-0.91437423,0.20577013,48800.0,487,0.6
0.11532576,0.9,9780.0,0.85018796,0.10618782,-1.1666734,0.20577784,48900.0,488,0.56
0.115303665,0.95,9800.0,0.85019714,0.10619096,-1.1743548,0.20577526,49000.0,489,0.57
0.11529404,0.95,9820.0,0.8501847,0.10618628,-1.1439443,0.20576987,49100.0,490,0.53
0.11526405,0.95,9840.0,0.85019255,0.10618488,-1.3442117,0.20576929,49200.0,491,0.49
0.11523447,0.9,9860.0,0.85018426,0.10616151,-0.90122473,0.20577757,49300.0,492,0.57
0.11521942,1.0,9880.0,0.85017747,0.106139354,-0.9034999,0.2057762,49400.0,493,0.56
0.11523862,1.0,9900.0,0.85016847,0.10616496,-0.81213534,0.20576963,49500.0,494,0.55
0.115235865,0.95,9920.0,0.85017633,0.10616159,-1.1382704,0.20577794,49600.0,495,0.44
0.115214154,0.95,9940.0,0.85016483,0.10614881,-0.844639,0.2057801,49700.0,496,0.51
0.11521015,0.95,9960.0,0.8501616,0.1061495,-1.085532,0.20579466,49800.0,497,0.61
0.11518063,0.9,9980.0,0.8501633,0.10612821,-0.96000034,0.20579353,49900.0,498,0.6
0.11518063,0.95,10000.0,0.85017204,0.106147796,-1.1125565,0.20579708,50000.0,499,0.49
0.11518516,0.95,10020.0,0.85016555,0.10616752,-0.9093792,0.20580061,50100.0,500,0.46
0.115195185,1.0,10040.0,0.85016495,0.10615528,-0.88573486,0.20580995,50200.0,501,0.43
0.11517519,0.9,10060.0,0.8501747,0.10614341,-1.2082174,0.2057993,50300.0,502,0.5
0.11516201,0.95,10080.0,0.85016125,0.1061395,-0.83604926,0.20579562,50400.0,503,0.47
0.115141355,0.9,10100.0,0.8501508,0.106133245,-1.0693285,0.20579877,50500.0,504,0.49
0.115120985,0.9,10120.0,0.85013914,0.106137425,-1.1772928,0.20580857,50600.0,505,0.52
0.1151293,0.95,10140.0,0.85012555,0.106154434,-0.8625504,0.20580658,50700.0,506,0.51
0.11512368,0.9,10160.0,0.8501089,0.106139205,-1.101474,0.20581143,50800.0,507,0.65
0.11511853,0.95,10180.0,0.8501021,0.10614279,-0.889521,0.2058126,50900.0,508,0.52
0.11511025,0.8,10200.0,0.85009575,0.106123336,-1.3461939,0.20581558,51000.0,509,0.54
0.11509844,0.9,10220.0,0.85010165,0.106108285,-0.8676015,0.20580824,51100.0,510,0.56
0.11508582,0.95,10240.0,0.8500869,0.106115244,-0.96757305,0.20580612,51200.0,511,0.48
0.11507725,0.95,10260.0,0.8500831,0.10611714,-1.2792399,0.20580374,51300.0,512,0.51
0.11505184,1.0,10280.0,0.8500764,0.10611007,-0.75853527,0.20580809,51400.0,513,0.6
0.11504361,0.85,10300.0,0.8501008,0.10611993,-1.2501128,0.20581095,51500.0,514,0.47
0.11504358,0.95,10320.0,0.85010535,0.106127135,-0.84838754,0.2058045,51600.0,515,0.53
0.1150337,0.95,10340.0,0.85010624,0.106125474,-0.8621316,0.2058074,51700.0,516,0.51
0.11504055,0.9,10360.0,0.85011435,0.10611407,-0.87447226,0.20580354,51800.0,517,0.61
0.11504092,0.9,10380.0,0.8501168,0.10609775,-0.9060132,0.20580089,51900.0,518,0.56
0.11503696,0.95,10400.0,0.85010475,0.10610637,-1.055186,0.20579395,52000.0,519,0.47
0.11502919,1.0,10420.0,0.850115,0.106099576,-0.8249707,0.20580266,52100.0,520,0.5
0.11500788,0.95,10440.0,0.8501242,0.106091715,-0.7839897,0.20579933,52200.0,521,0.55
0.11500206,0.8,10460.0,0.85012007,0.10608342,-1.6677425,0.20580566,52300.0,522,0.5
0.114979066,0.9,10480.0,0.8501163,0.106066935,-0.9597462,0.2057987,52400.0,523,0.52
0.11495165,0.9,10500.0,0.8501176,0.106048524,-0.8527363,0.20579939,52500.0,524,0.58
0.114928484,0.95,10520.0,0.8501316,0.10602364,-0.88755655,0.20580617,52600.0,525,0.55
0.11491534,1.0,10540.0,0.85014176,0.10601821,-0.7784336,0.20580055,52700.0,526,0.52
0.11489522,1.0,10560.0,0.8501393,0.106015004,-0.9136237,0.20579849,52800.0,527,0.53
0.11488377,1.0,10580.0,0.8501405,0.10603168,-0.83981687,0.20579706,52900.0,528,0.51
0.11489518,0.85,10600.0,0.8501416,0.10602874,-1.2865602,0.20580481,53000.0,529,0.54
0.11491462,0.8,10620.0,0.8501534,0.10601735,-1.1325479,0.20581083,53100.0,530,0.56
0.114927195,0.95,10640.0,0.8501517,0.10603564,-1.1042321,0.20580892,53200.0,531,0.52
0.11492341,0.95,10660.0,0.8501598,0.10601487,-1.1228967,0.20581241,53300.0,532,0.56
0.11490389,0.95,10680.0,0.8501536,0.10600274,-1.0737581,0.20581247,53400.0,533,0.51
0.1148915,1.0,10700.0,0.85016114,0.10599584,-0.79817504,0.20582576,53500.0,534,0.44
0.114899695,0.95,10720.0,0.8501614,0.10598477,-0.89278257,0.20583181,53600.0,535,0.51
0.11486565,1.0,10740.0,0.85016584,0.105971,-1.0835255,0.20583782,53700.0,536,0.55
0.11485175,1.0,10760.0,0.8501565,0.105980076,-0.72386366,0.20583469,53800.0,537,0.53
0.11485638,0.95,10780.0,0.8501554,0.10597074,-1.082654,0.20582792,53900.0,538,0.57
0.11484285,0.9,10800.0,0.85016155,0.10597948,-1.3821023,0.20582817,54000.0,539,0.56
0.11484109,1.0,10820.0,0.8501633,0.10598841,-0.9448436,0.20582478,54100.0,540,0.53
0.114816606,0.9,10840.0,0.8501609,0.105958365,-0.87019664,0.20582744,54200.0,541,0.61
0.11482444,0.95,10860.0,0.85015494,0.10597544,-0.87690365,0.20583752,54300.0,542,0.51
0.11482585,1.0,10880.0,0.8501537,0.10595542,-0.9784277,0.20583934,54400.0,543,0.55
0.1148233,0.85,10900.0,0.8501604,0.10597346,-1.0342355,0.20583273,54500.0,544,0.55
0.11481807,1.0,10920.0,0.8501477,0.10597074,-1.0033497,0.20582563,54600.0,545,0.46
0.11481513,0.95,10940.0,0.8501263,0.10597768,-0.9864467,0.20582832,54700.0,546,0.45
0.1148,0.9,10960.0,0.8501136,0.105971195,-0.83654565,0.20583077,54800.0,547,0.56
0.11476739,0.95,10980.0,0.85013133,0.105946116,-0.69592905,0.20583151,54900.0,548,0.48
