stats_g/std,test/episode,test/mean_Q,stats_o/mean,stats_o/std,train/episode,epoch,stats_g/mean,test/success_rate,train/success_rate
0.18244535,5580.0,-14.389476,0.18926628,0.10331402,27900.0,278,0.8020156,0.65,0.23
0.18237634,5600.0,-10.819192,0.18925992,0.10330368,28000.0,279,0.80204076,0.8,0.22
0.18233013,5620.0,-14.1784315,0.18928269,0.103264205,28100.0,280,0.80208844,0.45,0.17
0.1822821,5640.0,-14.279531,0.18929426,0.1032927,28200.0,281,0.8021192,0.65,0.17
0.18229584,5660.0,-13.891584,0.18931933,0.103285916,28300.0,282,0.8021677,0.55,0.26
0.18228512,5680.0,-11.798174,0.18933713,0.10331727,28400.0,283,0.8022316,0.8,0.21
0.18219836,5700.0,-12.995409,0.18935543,0.10327731,28500.0,284,0.8023065,0.7,0.25
0.18220568,5720.0,-11.793936,0.18937232,0.10326202,28600.0,285,0.8023544,0.65,0.2
0.18225603,5740.0,-9.54142,0.18937363,0.103256114,28700.0,286,0.8023924,0.7,0.23
0.18232645,5760.0,-11.366857,0.18938453,0.103246525,28800.0,287,0.8024103,0.55,0.28
0.18232472,5780.0,-11.271898,0.18939854,0.10322068,28900.0,288,0.8025008,0.8,0.23
0.18228237,5800.0,-15.248274,0.18941897,0.10321577,29000.0,289,0.802586,0.55,0.26
0.18223925,5820.0,-13.702428,0.1894329,0.10316546,29100.0,290,0.80264425,0.6,0.21
0.18215059,5840.0,-12.574518,0.18945654,0.10314185,29200.0,291,0.80275697,0.65,0.22
0.18224752,5860.0,-13.408926,0.18946819,0.10316968,29300.0,292,0.8028138,0.7,0.16
0.1822197,5880.0,-10.255748,0.18947555,0.10315877,29400.0,293,0.80286527,0.7,0.29
0.1822869,5900.0,-10.562684,0.18949777,0.10317182,29500.0,294,0.8029628,0.75,0.23
0.18219884,5920.0,-10.372168,0.18950804,0.103134744,29600.0,295,0.8030605,0.75,0.19
0.1823117,5940.0,-12.3013935,0.18951546,0.10317956,29700.0,296,0.8031178,0.65,0.17
0.18238539,5960.0,-10.920531,0.18952963,0.10319029,29800.0,297,0.8031578,0.5,0.2
0.18230255,5980.0,-8.498293,0.18954262,0.10317761,29900.0,298,0.80325127,0.9,0.21
0.18219857,6000.0,-10.211167,0.18955226,0.10318936,30000.0,299,0.8033367,0.85,0.26
0.18213563,6020.0,-14.95636,0.18955885,0.1031425,30100.0,300,0.8033784,0.6,0.29
0.1821425,6040.0,-12.449143,0.18957232,0.10314397,30200.0,301,0.80345696,0.55,0.23
0.18207584,6060.0,-14.077951,0.18959466,0.10313987,30300.0,302,0.80358726,0.5,0.23
0.18206312,6080.0,-14.216786,0.18959612,0.10319033,30400.0,303,0.8036044,0.6,0.26
0.18203582,6100.0,-13.581957,0.18960373,0.10316914,30500.0,304,0.8036837,0.6,0.26
0.18202686,6120.0,-12.597551,0.18961008,0.103164814,30600.0,305,0.80377716,0.6,0.24
0.18203117,6140.0,-13.641413,0.18961169,0.103181735,30700.0,306,0.80379635,0.55,0.2
0.18199976,6160.0,-6.9954376,0.18962276,0.103136666,30800.0,307,0.8038924,0.85,0.2
0.1820277,6180.0,-13.675428,0.18962283,0.10314641,30900.0,308,0.8038915,0.75,0.28
0.18210252,6200.0,-11.347447,0.18962908,0.10318837,31000.0,309,0.8039159,0.75,0.15
0.1821019,6220.0,-12.496221,0.18962541,0.10316512,31100.0,310,0.80392474,0.8,0.27
0.18215533,6240.0,-10.391359,0.18963215,0.103190705,31200.0,311,0.80393195,0.8,0.19
0.18208313,6260.0,-12.5303545,0.18964906,0.10318058,31300.0,312,0.8039872,0.7,0.22
0.18216272,6280.0,-13.401621,0.18965495,0.10321637,31400.0,313,0.803978,0.8,0.21
0.18213917,6300.0,-11.341387,0.189667,0.10318956,31500.0,314,0.8040409,0.65,0.26
0.18213777,6320.0,-11.439881,0.18966623,0.10317775,31600.0,315,0.8040884,0.65,0.32
0.18216918,6340.0,-10.703626,0.18967023,0.10323336,31700.0,316,0.80414706,0.85,0.21
0.18218946,6360.0,-12.623158,0.18968405,0.10322926,31800.0,317,0.80424076,0.65,0.24
0.18209529,6380.0,-10.430419,0.18969442,0.10317946,31900.0,318,0.80430716,0.65,0.28
0.1820109,6400.0,-11.126825,0.18969932,0.103139944,32000.0,319,0.80435014,0.65,0.25
0.18196799,6420.0,-10.78063,0.1897135,0.10315708,32100.0,320,0.8043725,0.85,0.27
0.18195675,6440.0,-12.756112,0.18970478,0.10321443,32200.0,321,0.8043935,0.5,0.2
0.18194737,6460.0,-11.972449,0.18971159,0.10324499,32300.0,322,0.8044126,0.75,0.17
0.18192333,6480.0,-10.534275,0.18971196,0.103268795,32400.0,323,0.8044062,0.8,0.25
0.18190415,6500.0,-12.337957,0.18972427,0.103295796,32500.0,324,0.80445987,0.75,0.27
0.18185799,6520.0,-13.5307665,0.18972984,0.10328585,32600.0,325,0.8045022,0.55,0.23
0.18186009,6540.0,-10.562733,0.18973036,0.10331971,32700.0,326,0.8045128,0.65,0.28
0.18180831,6560.0,-9.809009,0.18973611,0.10331709,32800.0,327,0.8045702,0.85,0.19
0.18182121,6580.0,-11.442239,0.1897389,0.10332823,32900.0,328,0.8046162,0.65,0.21
0.1817565,6600.0,-13.951025,0.1897462,0.1032829,33000.0,329,0.80465466,0.5,0.27
0.18181022,6620.0,-11.059599,0.18975686,0.103308134,33100.0,330,0.8046835,0.7,0.18
0.18183523,6640.0,-10.176004,0.18975605,0.1032999,33200.0,331,0.80472165,0.8,0.17
0.18184172,6660.0,-11.135934,0.18977055,0.10328729,33300.0,332,0.80475426,0.7,0.22
0.18186355,6680.0,-13.804087,0.1897803,0.10334968,33400.0,333,0.80480623,0.4,0.19
0.1818612,6700.0,-10.917934,0.18977821,0.103362665,33500.0,334,0.80482703,0.65,0.25
0.18179981,6720.0,-11.862533,0.18978134,0.10332345,33600.0,335,0.8048989,0.7,0.26
0.18180645,6740.0,-12.311444,0.18979584,0.10328878,33700.0,336,0.8049536,0.65,0.22
0.1817673,6760.0,-13.211546,0.18979484,0.10325165,33800.0,337,0.8049839,0.55,0.28
0.18175106,6780.0,-11.526538,0.18979453,0.10322953,33900.0,338,0.80504054,0.85,0.23
0.1816654,6800.0,-9.661207,0.1897976,0.1031955,34000.0,339,0.8051295,0.9,0.24
0.18171972,6820.0,-13.415812,0.1897718,0.10320841,34100.0,340,0.8050768,0.65,0.21
0.18166448,6840.0,-10.79247,0.189771,0.103206895,34200.0,341,0.8050878,0.8,0.19
0.18169619,6860.0,-14.081413,0.18976983,0.10322446,34300.0,342,0.80512923,0.65,0.26
0.18168886,6880.0,-13.849963,0.18977074,0.10320302,34400.0,343,0.80515164,0.7,0.27
0.18171728,6900.0,-15.536139,0.18978202,0.10322053,34500.0,344,0.80515623,0.65,0.21
0.18173431,6920.0,-11.261846,0.18979168,0.10323726,34600.0,345,0.8052141,0.75,0.23
0.18172824,6940.0,-13.822965,0.18978514,0.10322919,34700.0,346,0.80528873,0.6,0.27
0.181686,6960.0,-11.752254,0.18978067,0.10319795,34800.0,347,0.8052879,0.7,0.22
0.1816924,6980.0,-14.208081,0.18978658,0.10321459,34900.0,348,0.8053009,0.8,0.19
0.18166345,7000.0,-15.538846,0.189787,0.10319983,35000.0,349,0.80534214,0.7,0.21
0.18172878,7020.0,-15.695041,0.1897884,0.103263825,35100.0,350,0.8053859,0.55,0.15
0.18171348,7040.0,-14.751631,0.18979284,0.10326358,35200.0,351,0.80541015,0.75,0.24
0.1816973,7060.0,-12.509458,0.18979345,0.10325922,35300.0,352,0.8054337,0.6,0.28
0.1816535,7080.0,-14.691426,0.1897882,0.1032649,35400.0,353,0.8054691,0.5,0.27
0.18168499,7100.0,-12.794814,0.18979475,0.103272334,35500.0,354,0.80548406,0.7,0.17
0.18170227,7120.0,-13.925588,0.18979678,0.103300676,35600.0,355,0.8055151,0.8,0.2
0.1817482,7140.0,-11.890513,0.18979788,0.10329871,35700.0,356,0.80552536,0.75,0.22
0.18179063,7160.0,-15.069646,0.18980011,0.10334379,35800.0,357,0.8055294,0.65,0.3
0.18175441,7180.0,-18.840235,0.18980348,0.10332921,35900.0,358,0.80558294,0.6,0.21
0.18180184,7200.0,-14.502594,0.18981056,0.10334304,36000.0,359,0.8056209,0.45,0.15
0.18179476,7220.0,-16.152876,0.1898291,0.10331969,36100.0,360,0.8056527,0.55,0.33
0.18180037,7240.0,-17.49231,0.18983802,0.103316,36200.0,361,0.8057211,0.45,0.29
0.18176953,7260.0,-15.29801,0.18983494,0.10329629,36300.0,362,0.8057162,0.65,0.29
0.18173188,7280.0,-9.744368,0.18983684,0.10327056,36400.0,363,0.80577797,0.75,0.2
0.18167572,7300.0,-15.611936,0.18984327,0.103234336,36500.0,364,0.80581826,0.65,0.23
0.18166393,7320.0,-13.698219,0.18985607,0.10321988,36600.0,365,0.80585194,0.7,0.22
0.18162352,7340.0,-15.13291,0.18986171,0.10318522,36700.0,366,0.805878,0.6,0.14
0.18160497,7360.0,-12.348729,0.1898656,0.10315196,36800.0,367,0.8059141,0.75,0.28
0.18160981,7380.0,-13.83444,0.18987508,0.103157684,36900.0,368,0.8059462,0.75,0.19
0.18158168,7400.0,-11.155556,0.18988058,0.103116125,37000.0,369,0.8060072,0.8,0.23
0.18160796,7420.0,-13.236033,0.18988748,0.10312659,37100.0,370,0.80606526,0.6,0.23
0.1815605,7440.0,-12.043253,0.18989263,0.10315206,37200.0,371,0.8060953,0.75,0.27
0.18159294,7460.0,-11.682688,0.18987975,0.10315841,37300.0,372,0.80611306,0.8,0.25
0.18163078,7480.0,-16.11508,0.18987842,0.10318285,37400.0,373,0.8061244,0.6,0.2
0.18162717,7500.0,-14.759593,0.1898821,0.10318899,37500.0,374,0.8061502,0.6,0.15
0.18156515,7520.0,-11.018333,0.18989211,0.103170805,37600.0,375,0.80617523,0.65,0.21
0.18157865,7540.0,-10.930173,0.18990117,0.103157684,37700.0,376,0.80616,0.8,0.27
0.18156262,7560.0,-12.02099,0.18990001,0.10316228,37800.0,377,0.806148,0.85,0.23
0.18158682,7580.0,-10.1247425,0.18990988,0.103187695,37900.0,378,0.80619365,0.8,0.19
0.18164064,7600.0,-9.537025,0.18990552,0.10319573,38000.0,379,0.806202,0.75,0.22
0.1816845,7620.0,-15.942548,0.18991154,0.10318814,38100.0,380,0.8062203,0.45,0.27
0.18166392,7640.0,-10.50291,0.18991967,0.10320537,38200.0,381,0.80625635,0.8,0.24
0.18162817,7660.0,-14.050371,0.18992653,0.10320633,38300.0,382,0.80627805,0.65,0.19
0.18158369,7680.0,-13.219348,0.18992779,0.10323163,38400.0,383,0.8063279,0.6,0.29
0.18153073,7700.0,-10.6721115,0.18992771,0.103214025,38500.0,384,0.8063812,0.7,0.23
0.18151446,7720.0,-9.292401,0.18993182,0.103194244,38600.0,385,0.80641174,0.8,0.23
0.18147232,7740.0,-13.610059,0.18994378,0.10318198,38700.0,386,0.8064635,0.65,0.27
0.18146877,7760.0,-11.481989,0.18993337,0.103206836,38800.0,387,0.80649406,0.7,0.25
0.18147235,7780.0,-12.291979,0.189925,0.10323678,38900.0,388,0.8064812,0.6,0.21
0.18144567,7800.0,-11.430771,0.18993746,0.103264,39000.0,389,0.80650586,0.85,0.28
0.1814674,7820.0,-12.732371,0.18993872,0.103250116,39100.0,390,0.80656165,0.75,0.26
0.18139808,7840.0,-12.044043,0.18995096,0.103223294,39200.0,391,0.80664283,0.75,0.2
0.18144451,7860.0,-11.878195,0.18994877,0.10324922,39300.0,392,0.8066841,0.7,0.28
0.18141071,7880.0,-11.790738,0.18995175,0.10324373,39400.0,393,0.8067364,0.7,0.22
0.18136503,7900.0,-14.858225,0.189956,0.10323883,39500.0,394,0.8067839,0.55,0.26
0.1814111,7920.0,-15.076571,0.18997036,0.1032406,39600.0,395,0.8068364,0.45,0.2
0.18137757,7940.0,-9.847987,0.18997401,0.10323134,39700.0,396,0.8068685,0.7,0.27
0.18143533,7960.0,-10.795603,0.18998212,0.10323765,39800.0,397,0.8068822,0.8,0.21
0.18141858,7980.0,-9.36603,0.18999588,0.10324712,39900.0,398,0.8069288,0.9,0.25
0.18136843,8000.0,-12.771005,0.19000095,0.10325299,40000.0,399,0.8069604,0.55,0.25
0.18135257,8020.0,-12.121326,0.19000603,0.10327067,40100.0,400,0.80700374,0.7,0.28
0.18134451,8040.0,-13.711223,0.19001661,0.1032845,40200.0,401,0.8070662,0.6,0.19
0.1812777,8060.0,-11.118104,0.19002399,0.103252955,40300.0,402,0.80710125,0.75,0.23
0.18126099,8080.0,-7.645543,0.19003487,0.10326827,40400.0,403,0.80713123,0.7,0.22
0.18126966,8100.0,-13.558708,0.19004844,0.10325513,40500.0,404,0.80719393,0.75,0.2
0.18124352,8120.0,-11.2891445,0.19004263,0.103250496,40600.0,405,0.8072033,0.8,0.28
0.1812806,8140.0,-8.5163555,0.19003527,0.1032657,40700.0,406,0.80716604,0.85,0.28
0.18128741,8160.0,-11.016889,0.19003366,0.10327216,40800.0,407,0.80721277,0.7,0.31
0.18133067,8180.0,-12.448809,0.19003898,0.10331597,40900.0,408,0.80725235,0.5,0.18
0.18131773,8200.0,-7.8239617,0.19003908,0.103337735,41000.0,409,0.80728203,0.7,0.22
0.18128486,8220.0,-7.5327544,0.19004263,0.10333228,41100.0,410,0.8073478,0.75,0.16
0.18129693,8240.0,-8.56535,0.19004256,0.10339577,41200.0,411,0.80740947,0.8,0.22
0.18125935,8260.0,-11.042589,0.1900434,0.10337598,41300.0,412,0.8074327,0.5,0.25
0.18122546,8280.0,-10.91767,0.19004712,0.10337362,41400.0,413,0.8075184,0.55,0.28
0.18123156,8300.0,-8.524782,0.1900573,0.10341569,41500.0,414,0.80758053,0.6,0.27
0.18121909,8320.0,-12.88751,0.19005972,0.10341859,41600.0,415,0.80765724,0.6,0.22
0.18115222,8340.0,-8.660287,0.1900683,0.10340275,41700.0,416,0.8077173,0.65,0.2
0.18110324,8360.0,-8.858522,0.19007283,0.1033685,41800.0,417,0.8077691,0.6,0.25
0.1810823,8380.0,-8.088112,0.190081,0.10336032,41900.0,418,0.80779976,0.65,0.26
0.18115026,8400.0,-7.4236746,0.19007316,0.103358574,42000.0,419,0.8078254,0.7,0.22
0.18119353,8420.0,-8.547623,0.19008303,0.103334814,42100.0,420,0.8078994,0.85,0.22
0.18121286,8440.0,-11.300039,0.19006795,0.10336488,42200.0,421,0.8079005,0.55,0.28
0.18116672,8460.0,-10.21781,0.19006993,0.1033681,42300.0,422,0.80794615,0.6,0.21
0.18113667,8480.0,-9.796849,0.19008118,0.10336869,42400.0,423,0.80799675,0.6,0.22
0.18113132,8500.0,-13.210867,0.1900839,0.10339511,42500.0,424,0.80800873,0.5,0.19
0.18110478,8520.0,-8.603348,0.19009976,0.103404,42600.0,425,0.80808765,0.8,0.2
0.1810785,8540.0,-9.732093,0.1901068,0.103399284,42700.0,426,0.8081389,0.6,0.24
0.18103422,8560.0,-10.009356,0.19011986,0.103378646,42800.0,427,0.80819386,0.75,0.19
0.18099324,8580.0,-8.842135,0.19013079,0.10337405,42900.0,428,0.80825144,0.7,0.25
0.18101107,8600.0,-9.723544,0.1901499,0.103364915,43000.0,429,0.8083251,0.8,0.21
0.18107982,8620.0,-10.254136,0.19016068,0.10337298,43100.0,430,0.80837935,0.75,0.19
0.1811292,8640.0,-10.1406,0.19015667,0.103422195,43200.0,431,0.80838317,0.7,0.17
0.18119115,8660.0,-12.008375,0.1901575,0.10345116,43300.0,432,0.80837035,0.55,0.22
0.18113351,8680.0,-8.427448,0.19015743,0.103443,43400.0,433,0.8084216,0.9,0.25
0.18110073,8700.0,-8.63124,0.19016023,0.10347229,43500.0,434,0.8084395,0.7,0.22
0.1811216,8720.0,-12.358242,0.1901684,0.10349237,43600.0,435,0.8085113,0.65,0.24
0.1811667,8740.0,-8.750943,0.19017288,0.103497,43700.0,436,0.8085325,0.75,0.15
0.18120761,8760.0,-7.529311,0.19017944,0.10350305,43800.0,437,0.80855674,0.95,0.21
0.18122773,8780.0,-9.428687,0.19018066,0.1035083,43900.0,438,0.8085988,0.8,0.18
0.18123735,8800.0,-10.4046,0.19018827,0.103530005,44000.0,439,0.8086591,0.6,0.2
0.1812697,8820.0,-8.650275,0.19018853,0.103548974,44100.0,440,0.80868345,0.65,0.2
0.18125969,8840.0,-7.013898,0.19017896,0.1035631,44200.0,441,0.8086984,0.95,0.3
0.18125111,8860.0,-8.708547,0.19019245,0.10354107,44300.0,442,0.80874103,0.85,0.22
0.18123026,8880.0,-11.957183,0.19020347,0.10353151,44400.0,443,0.8088171,0.7,0.22
0.18122177,8900.0,-11.266482,0.19021349,0.10350935,44500.0,444,0.8088594,0.7,0.26
0.1811802,8920.0,-10.649136,0.19021973,0.103488825,44600.0,445,0.808901,0.75,0.22
0.18122442,8940.0,-11.245259,0.19021377,0.103526585,44700.0,446,0.8088939,0.7,0.27
0.18120979,8960.0,-9.44472,0.19022031,0.10355193,44800.0,447,0.80893856,0.65,0.21
0.18125749,8980.0,-9.768699,0.19022323,0.103564784,44900.0,448,0.8089647,0.75,0.23
0.18124747,9000.0,-12.267606,0.19023041,0.10356481,45000.0,449,0.80899096,0.7,0.22
0.18123065,9020.0,-13.64006,0.19022751,0.10354847,45100.0,450,0.80902284,0.65,0.22
0.18124972,9040.0,-10.923629,0.19022852,0.103556946,45200.0,451,0.8090243,0.9,0.25
0.18122216,9060.0,-12.080309,0.19023137,0.10357105,45300.0,452,0.80905086,0.65,0.22
0.1812733,9080.0,-13.519383,0.1902265,0.10361358,45400.0,453,0.8090491,0.65,0.21
0.18129213,9100.0,-9.458501,0.1902327,0.10360843,45500.0,454,0.8090949,0.8,0.23
0.18129998,9120.0,-10.518559,0.1902266,0.10361827,45600.0,455,0.80908304,0.6,0.21
0.18128014,9140.0,-11.491884,0.19022934,0.10363987,45700.0,456,0.80911714,0.55,0.18
0.18129551,9160.0,-12.67827,0.19024472,0.10366252,45800.0,457,0.8091779,0.6,0.2
0.18125625,9180.0,-10.237614,0.1902579,0.10364809,45900.0,458,0.809225,0.7,0.24
0.18121634,9200.0,-9.573532,0.19026557,0.103644535,46000.0,459,0.8092759,0.75,0.19
0.18121071,9220.0,-7.575335,0.19027424,0.10364518,46100.0,460,0.8093357,0.8,0.28
0.18119335,9240.0,-8.776622,0.19028789,0.10366297,46200.0,461,0.8094001,0.75,0.26
0.181157,9260.0,-8.986317,0.1902855,0.1036706,46300.0,462,0.80941933,0.85,0.24
0.18109305,9280.0,-8.787551,0.19028641,0.10365048,46400.0,463,0.80945843,0.85,0.29
0.18116571,9300.0,-8.332113,0.19029136,0.1036598,46500.0,464,0.8094857,0.8,0.25
0.1811585,9320.0,-8.42359,0.19029915,0.10364428,46600.0,465,0.80951995,0.7,0.27
0.1811166,9340.0,-11.453786,0.1903132,0.103646,46700.0,466,0.8095718,0.55,0.26
0.18117076,9360.0,-9.328576,0.19032604,0.103658065,46800.0,467,0.8096047,0.75,0.2
0.18115084,9380.0,-12.27047,0.19033371,0.10366521,46900.0,468,0.80965304,0.65,0.29
0.18113531,9400.0,-11.499926,0.19034345,0.10365183,47000.0,469,0.80971056,0.65,0.2
0.18112667,9420.0,-8.039116,0.19034398,0.10366892,47100.0,470,0.80973476,0.7,0.22
0.18112011,9440.0,-10.371185,0.19035023,0.10367362,47200.0,471,0.80976576,0.75,0.18
0.18111439,9460.0,-9.987834,0.19036101,0.103719465,47300.0,472,0.8098097,0.7,0.25
0.18109079,9480.0,-9.297188,0.19037342,0.10372777,47400.0,473,0.80986756,0.8,0.29
0.1810797,9500.0,-9.146936,0.1903749,0.10370589,47500.0,474,0.80989426,0.65,0.18
0.18109947,9520.0,-10.349775,0.19037955,0.10369462,47600.0,475,0.80992603,0.5,0.36
0.18114084,9540.0,-10.227149,0.19037503,0.10370861,47700.0,476,0.8099444,0.5,0.22
0.18111704,9560.0,-8.972916,0.19038273,0.10372571,47800.0,477,0.80999154,0.8,0.3
0.18108664,9580.0,-10.855449,0.19040066,0.10372649,47900.0,478,0.8100427,0.65,0.28
0.18110979,9600.0,-11.527964,0.19040403,0.10372199,48000.0,479,0.8100974,0.7,0.19
0.18110156,9620.0,-7.1979523,0.19041306,0.10372777,48100.0,480,0.8101447,0.8,0.25
0.18114482,9640.0,-12.675634,0.19040795,0.10377552,48200.0,481,0.81018424,0.5,0.16
0.18109061,9660.0,-8.976593,0.19041523,0.10376859,48300.0,482,0.8102269,0.75,0.27
0.1811337,9680.0,-13.670126,0.19040918,0.103824385,48400.0,483,0.8102524,0.65,0.19
0.18113732,9700.0,-10.499045,0.19041225,0.103806086,48500.0,484,0.8102968,0.7,0.25
0.1810897,9720.0,-8.621419,0.19041777,0.10379303,48600.0,485,0.81033236,0.7,0.27
0.18108124,9740.0,-9.639478,0.19042403,0.1037943,48700.0,486,0.810374,0.75,0.25
0.18103679,9760.0,-9.03828,0.1904204,0.103760645,48800.0,487,0.8103883,0.85,0.28
0.18104184,9780.0,-8.500172,0.1904233,0.10375003,48900.0,488,0.81040716,0.9,0.22
0.18109722,9800.0,-10.276227,0.19042934,0.103769004,49000.0,489,0.8104096,0.7,0.19
0.18109317,9820.0,-10.90611,0.19043024,0.10375691,49100.0,490,0.8104233,0.75,0.25
0.18106528,9840.0,-10.884238,0.1904335,0.1037532,49200.0,491,0.8104736,0.7,0.18
0.18106852,9860.0,-9.662534,0.1904356,0.1037774,49300.0,492,0.8105137,0.7,0.24
0.18108082,9880.0,-8.543594,0.19043526,0.10379569,49400.0,493,0.8105519,0.85,0.31
0.18109901,9900.0,-10.9331045,0.19043227,0.103816174,49500.0,494,0.8105628,0.7,0.32
0.18114847,9920.0,-11.076915,0.19043384,0.103875205,49600.0,495,0.81060106,0.85,0.22
0.181108,9940.0,-8.326883,0.1904442,0.1038705,49700.0,496,0.8106499,0.7,0.24
0.18110485,9960.0,-12.049453,0.19045259,0.10386136,49800.0,497,0.8106876,0.45,0.22
0.18107271,9980.0,-16.050707,0.19046257,0.10385994,49900.0,498,0.8107539,0.35,0.24
0.18107282,10000.0,-11.818929,0.19046356,0.10387394,50000.0,499,0.8108086,0.6,0.23
0.18104552,10020.0,-10.565081,0.19046496,0.10385596,50100.0,500,0.8108149,0.65,0.24
0.18101068,10040.0,-8.632966,0.19046599,0.10386979,50200.0,501,0.8108409,0.8,0.23
0.18102992,10060.0,-9.606555,0.19046292,0.10387322,50300.0,502,0.8108425,0.8,0.24
0.18103552,10080.0,-9.883299,0.19046322,0.10390052,50400.0,503,0.810853,0.6,0.24
0.18099308,10100.0,-13.19586,0.19046612,0.10392345,50500.0,504,0.8108661,0.8,0.17
0.18101601,10120.0,-9.2553005,0.19047146,0.10391668,50600.0,505,0.8109064,0.75,0.25
0.1809931,10140.0,-11.205927,0.19047739,0.10391593,50700.0,506,0.8109164,0.75,0.21
0.18097408,10160.0,-12.978548,0.19048187,0.10390397,50800.0,507,0.8109415,0.75,0.22
0.18097298,10180.0,-9.206442,0.1904816,0.10388623,50900.0,508,0.81096226,0.85,0.22
0.18093182,10200.0,-15.253331,0.1904837,0.10385075,51000.0,509,0.81097126,0.5,0.18
0.180942,10220.0,-12.908043,0.19048062,0.10382903,51100.0,510,0.81096727,0.7,0.26
0.1809144,10240.0,-13.757605,0.19048528,0.10381427,51200.0,511,0.8109989,0.55,0.26
0.1808664,10260.0,-12.488583,0.19049843,0.10378343,51300.0,512,0.81103534,0.8,0.31
0.18096213,10280.0,-12.816363,0.19050154,0.10381269,51400.0,513,0.8110308,0.7,0.13
0.18093361,10300.0,-9.925278,0.19050416,0.103801414,51500.0,514,0.81106263,0.8,0.18
0.1809907,10320.0,-12.386406,0.19050041,0.10380886,51600.0,515,0.81108123,0.9,0.21
0.18100202,10340.0,-12.259389,0.1905075,0.10378844,51700.0,516,0.81110954,0.8,0.27
0.18099755,10360.0,-10.918171,0.19050202,0.10379802,51800.0,517,0.81114244,0.85,0.19
0.18099396,10380.0,-13.534078,0.19050325,0.10380047,51900.0,518,0.81117445,0.7,0.19
0.1810063,10400.0,-14.36143,0.19051668,0.10379232,52000.0,519,0.81121445,0.6,0.26
0.18101801,10420.0,-13.339259,0.19051921,0.103791974,52100.0,520,0.8112495,0.65,0.23
0.181033,10440.0,-12.319714,0.19051762,0.10380718,52200.0,521,0.8112564,0.75,0.22
0.18102999,10460.0,-12.635804,0.1905204,0.1038107,52300.0,522,0.811258,0.65,0.24
0.18115383,10480.0,-11.39376,0.19052859,0.10378929,52400.0,523,0.8112907,0.75,0.21
0.18114609,10500.0,-13.184687,0.19053853,0.10379716,52500.0,524,0.811336,0.8,0.18
0.18122303,10520.0,-13.972677,0.19054417,0.10382754,52600.0,525,0.81135744,0.65,0.22
0.18128215,10540.0,-12.149181,0.19055314,0.10383203,52700.0,526,0.8113959,0.75,0.2
0.18126976,10560.0,-15.0831785,0.19055434,0.10382718,52800.0,527,0.81140494,0.6,0.25
0.18127088,10580.0,-12.775271,0.19056267,0.10384591,52900.0,528,0.8114746,0.65,0.22
0.18127315,10600.0,-15.941534,0.19055982,0.10385118,53000.0,529,0.81149197,0.45,0.24
0.18125598,10620.0,-12.4800415,0.19055822,0.1038205,53100.0,530,0.81151104,0.75,0.23
0.18127121,10640.0,-15.356349,0.19054951,0.10383108,53200.0,531,0.81150335,0.7,0.24
0.18129514,10660.0,-12.381074,0.19055688,0.10384393,53300.0,532,0.8115123,0.75,0.2
0.18126263,10680.0,-16.010658,0.19055647,0.1038337,53400.0,533,0.8115358,0.6,0.26
0.18126668,10700.0,-11.357022,0.19055025,0.103847116,53500.0,534,0.8115272,0.7,0.23
0.18126123,10720.0,-13.961348,0.19056055,0.10384932,53600.0,535,0.811549,0.55,0.29
0.18129762,10740.0,-12.756179,0.19056825,0.103862695,53700.0,536,0.8115668,0.6,0.16
0.18132938,10760.0,-12.786401,0.19057451,0.10387673,53800.0,537,0.81158334,0.75,0.22
0.18132158,10780.0,-11.761568,0.19057916,0.10388237,53900.0,538,0.8116165,0.85,0.25
0.18133938,10800.0,-14.335489,0.19058643,0.10388337,54000.0,539,0.8116544,0.7,0.18
0.18136819,10820.0,-12.569341,0.19058594,0.103911504,54100.0,540,0.81167954,0.7,0.24
0.18139009,10840.0,-12.688567,0.19058427,0.103909634,54200.0,541,0.81168026,0.8,0.21
0.1813979,10860.0,-11.59742,0.19058609,0.10390797,54300.0,542,0.81170535,0.8,0.24
0.18139304,10880.0,-14.124422,0.19059598,0.103919074,54400.0,543,0.81173086,0.75,0.25
0.18143313,10900.0,-14.830698,0.19059454,0.10393268,54500.0,544,0.81171155,0.75,0.23
0.1814966,10920.0,-14.242052,0.19060394,0.103933774,54600.0,545,0.8117235,0.65,0.17
0.18149568,10940.0,-11.177301,0.19060038,0.10394872,54700.0,546,0.81174546,0.75,0.31
0.18151279,10960.0,-12.37635,0.19060743,0.10395881,54800.0,547,0.8117712,0.75,0.23
0.18149465,10980.0,-11.59804,0.19061281,0.103936374,54900.0,548,0.81182575,0.8,0.25
0.18148406,11000.0,-13.239001,0.19061154,0.10394744,55000.0,549,0.8118317,0.65,0.21
0.18146604,11020.0,-11.708096,0.19060871,0.10394181,55100.0,550,0.8118503,0.8,0.19
0.18146884,11040.0,-11.234861,0.19060893,0.1039599,55200.0,551,0.81186086,0.8,0.16
0.18149967,11060.0,-13.923009,0.19061178,0.103964396,55300.0,552,0.81184286,0.75,0.24
0.18150365,11080.0,-13.043152,0.19061318,0.10396054,55400.0,553,0.811874,0.65,0.31
0.18151218,11100.0,-14.172249,0.19061962,0.10396763,55500.0,554,0.8118944,0.7,0.18
0.18151857,11120.0,-13.368597,0.1906239,0.10398347,55600.0,555,0.8119154,0.85,0.28
