stats_o/std,stats_g/mean,stats_g/std,train/episode,test/success_rate,epoch,test/mean_Q,train/success_rate,stats_o/mean,test/episode
0.030566867,0.8756764,0.08511051,5160.0,1.0,257,-0.051660318,0.9,0.2627525,5160.0
0.030575002,0.875719,0.085141905,5180.0,1.0,258,-0.07909092,0.65,0.2627643,5180.0
0.030572593,0.8756602,0.08512727,5200.0,1.0,259,-0.050475456,0.9,0.26274785,5200.0
0.030566048,0.8756943,0.08510688,5220.0,1.0,260,-0.033690426,0.8,0.26275682,5220.0
0.030565996,0.87566775,0.08510367,5240.0,1.0,261,-0.06558934,0.55,0.26274997,5240.0
0.03056939,0.87569493,0.085115075,5260.0,1.0,262,-0.069476426,0.75,0.2627572,5260.0
0.030565355,0.8756538,0.085104816,5280.0,1.0,263,-0.0825206,0.65,0.26274624,5280.0
0.030564228,0.8756414,0.08509427,5300.0,1.0,264,-0.06512475,0.75,0.26274195,5300.0
0.030564964,0.8757107,0.08509401,5320.0,1.0,265,-0.065690905,1.0,0.26276234,5320.0
0.030561158,0.87568957,0.08508401,5340.0,1.0,266,-0.03901457,0.75,0.26275545,5340.0
0.03055884,0.8756818,0.0850875,5360.0,1.0,267,-0.07817498,0.95,0.26275128,5360.0
0.030567044,0.87568164,0.0851082,5380.0,1.0,268,-0.049404092,0.8,0.26275077,5380.0
