test/episode,test/mean_Q,epoch,stats_o/mean,stats_g/mean,test/success_rate,stats_o/std,train/episode,stats_g/std,train/success_rate
10960.0,-1.0641241,547,0.20609997,0.8473794,0.95,0.10951224,54800.0,0.09846441,0.49
10980.0,-0.76050043,548,0.20610219,0.8473967,0.95,0.10950283,54900.0,0.09845794,0.49
11000.0,-1.150629,549,0.20611161,0.8474068,0.9,0.109507665,55000.0,0.09846195,0.61
11020.0,-1.0597832,550,0.20612139,0.8474136,0.95,0.10953287,55100.0,0.098468184,0.5
11040.0,-1.1812773,551,0.20612252,0.8474129,0.9,0.10953611,55200.0,0.09847874,0.57
11060.0,-0.883759,552,0.20612222,0.8474176,0.95,0.109539464,55300.0,0.098478734,0.52
11080.0,-1.022493,553,0.206129,0.8474236,0.95,0.109546974,55400.0,0.09847734,0.53
11100.0,-0.84240115,554,0.2061269,0.84742624,1.0,0.10953992,55500.0,0.09846447,0.54
11120.0,-1.3749044,555,0.20612735,0.84742683,0.85,0.10952184,55600.0,0.09845689,0.53
11140.0,-1.113465,556,0.20612715,0.8474286,0.95,0.1095257,55700.0,0.09844778,0.57
11160.0,-1.3011422,557,0.20612702,0.8474314,0.9,0.10953079,55800.0,0.098442644,0.58
11180.0,-1.0680768,558,0.20613854,0.84742504,0.95,0.109526664,55900.0,0.09843453,0.6
11200.0,-1.0249887,559,0.20614615,0.8474338,0.95,0.10951778,56000.0,0.09844166,0.48
11220.0,-1.4575808,560,0.20613983,0.847435,0.9,0.1095226,56100.0,0.09845525,0.5
11240.0,-1.1146586,561,0.20615274,0.8474423,0.95,0.10953496,56200.0,0.09846336,0.54
11260.0,-0.9225149,562,0.20615946,0.8474439,0.95,0.10954598,56300.0,0.098469496,0.52
11280.0,-1.0350361,563,0.20615134,0.84744596,0.9,0.109554864,56400.0,0.098473735,0.57
11300.0,-0.9542279,564,0.20615919,0.847461,1.0,0.109586485,56500.0,0.09846928,0.52
11320.0,-0.751382,565,0.20616159,0.8474567,1.0,0.10956385,56600.0,0.098465495,0.5
11340.0,-1.2728679,566,0.20615545,0.8474626,0.9,0.109548464,56700.0,0.09845895,0.53
11360.0,-1.2748667,567,0.2061625,0.8474757,0.9,0.10954149,56800.0,0.09846672,0.59
11380.0,-1.1892593,568,0.20615868,0.84747094,0.9,0.10953642,56900.0,0.09845265,0.61
11400.0,-1.1442786,569,0.20616132,0.8474657,0.9,0.10951567,57000.0,0.09844641,0.57
11420.0,-0.93971455,570,0.20615889,0.8474727,0.95,0.10949595,57100.0,0.098436095,0.5
11440.0,-0.9865939,571,0.20616145,0.8474843,0.95,0.10946641,57200.0,0.09842345,0.56
11460.0,-0.98513144,572,0.20616244,0.8474899,1.0,0.10945878,57300.0,0.09842226,0.6
11480.0,-0.9727915,573,0.20616083,0.84749967,1.0,0.109439276,57400.0,0.098408364,0.57
11500.0,-1.0860295,574,0.20615767,0.8475036,0.95,0.109439544,57500.0,0.098410405,0.54
11520.0,-1.1470675,575,0.20616451,0.8475197,0.95,0.109426536,57600.0,0.0983992,0.53
11540.0,-0.86990607,576,0.20614952,0.84752536,0.95,0.109427355,57700.0,0.0983933,0.54
11560.0,-1.2376,577,0.20615129,0.84751827,0.9,0.109416544,57800.0,0.09839255,0.62
11580.0,-1.4238559,578,0.20615141,0.84751815,0.85,0.109402895,57900.0,0.09838092,0.51
11600.0,-0.9057808,579,0.20616184,0.8475251,1.0,0.109424666,58000.0,0.098388724,0.64
11620.0,-1.2773465,580,0.20616789,0.84753615,0.95,0.10941291,58100.0,0.09838801,0.54
11640.0,-1.0001332,581,0.20617054,0.84754443,0.85,0.109406516,58200.0,0.09838439,0.57
11660.0,-1.2150178,582,0.2061685,0.8475508,0.95,0.10938035,58300.0,0.09837823,0.45
11680.0,-1.0833523,583,0.20616895,0.8475628,0.95,0.10938306,58400.0,0.09837714,0.54
11700.0,-0.88969946,584,0.20616695,0.8475814,0.9,0.109392755,58500.0,0.09837697,0.52
11720.0,-0.98848116,585,0.20617346,0.84758615,0.95,0.10939934,58600.0,0.09837508,0.5
11740.0,-1.1815977,586,0.20616634,0.84758776,0.9,0.10938758,58700.0,0.09837911,0.61
11760.0,-1.0849358,587,0.20616636,0.8475909,0.9,0.109373204,58800.0,0.0983608,0.52
11780.0,-0.807926,588,0.2061734,0.8476036,0.95,0.10935759,58900.0,0.09835484,0.57
11800.0,-1.0092393,589,0.20618096,0.8476138,0.9,0.10935627,59000.0,0.09834421,0.58
11820.0,-1.0605812,590,0.20617977,0.84761614,1.0,0.109352805,59100.0,0.098338805,0.65
11840.0,-0.73067635,591,0.20618287,0.84761596,0.95,0.10933632,59200.0,0.09832084,0.54
11860.0,-1.1009742,592,0.20618781,0.84760624,0.95,0.109337956,59300.0,0.098317705,0.53
11880.0,-1.4458282,593,0.20619349,0.84760785,0.9,0.1093377,59400.0,0.098297946,0.65
11900.0,-0.86280954,594,0.20619448,0.8475902,1.0,0.10934175,59500.0,0.09830487,0.54
11920.0,-0.9820312,595,0.20619783,0.84759736,0.95,0.10931731,59600.0,0.098301224,0.54
11940.0,-0.8574153,596,0.20619772,0.8475979,0.95,0.10931618,59700.0,0.09829373,0.52
11960.0,-1.0545908,597,0.20619951,0.8475988,0.95,0.10930466,59800.0,0.09827596,0.64
11980.0,-1.3772516,598,0.2061963,0.8476066,0.9,0.10930267,59900.0,0.09825935,0.56
12000.0,-1.251987,599,0.20619217,0.84760326,0.95,0.10929912,60000.0,0.098257065,0.56
