test/episode,test/mean_Q,epoch,stats_o/mean,stats_g/mean,test/success_rate,stats_o/std,train/episode,stats_g/std,train/success_rate
5480.0,-1.8013197,273,0.2044113,0.84482884,0.9,0.10998086,27400.0,0.09953523,0.65
5500.0,-1.8639534,274,0.20441906,0.8448291,0.85,0.109990194,27500.0,0.09954033,0.61
5520.0,-1.9631932,275,0.20443568,0.84483737,0.85,0.10997528,27600.0,0.09954385,0.62
5540.0,-0.98974705,276,0.20444652,0.8448773,1.0,0.10997002,27700.0,0.09955735,0.5
5560.0,-1.1505629,277,0.20444858,0.8448996,0.95,0.10993708,27800.0,0.09953004,0.68
5580.0,-4.3223386,278,0.20445508,0.84492165,0.8,0.109913304,27900.0,0.09954485,0.53
5600.0,-1.591952,279,0.20443597,0.84490967,0.9,0.10987586,28000.0,0.09951336,0.66
5620.0,-0.941831,280,0.20443785,0.844909,1.0,0.109882906,28100.0,0.09952233,0.57
5640.0,-1.13065,281,0.20444754,0.84493154,0.95,0.10986891,28200.0,0.099482976,0.67
5660.0,-1.6149032,282,0.20444714,0.8449419,0.9,0.109835885,28300.0,0.099449575,0.52
5680.0,-1.7080677,283,0.20445776,0.8449848,0.85,0.1098139,28400.0,0.0994323,0.63
5700.0,-1.4844167,284,0.20445769,0.84500784,0.85,0.10982671,28500.0,0.09941415,0.63
5720.0,-1.3434095,285,0.20446573,0.84503406,0.95,0.10985646,28600.0,0.099408746,0.53
5740.0,-1.4857386,286,0.20447035,0.8450325,0.9,0.10988255,28700.0,0.0994513,0.46
5760.0,-1.8523344,287,0.20446846,0.8450496,0.8,0.10987517,28800.0,0.099442154,0.6
5780.0,-1.3710186,288,0.2044752,0.84504366,0.95,0.10989439,28900.0,0.09942496,0.56
5800.0,-1.619487,289,0.20447718,0.84505653,0.95,0.109877735,29000.0,0.0994248,0.51
5820.0,-1.6016729,290,0.20447034,0.84507126,0.85,0.10984993,29100.0,0.0994189,0.58
5840.0,-1.1789368,291,0.20447975,0.8451026,0.95,0.10982006,29200.0,0.09939894,0.55
5860.0,-0.9318463,292,0.20448183,0.8451261,0.95,0.10978195,29300.0,0.099372774,0.6
5880.0,-1.6055803,293,0.20449865,0.84514785,0.85,0.10980305,29400.0,0.099365704,0.57
5900.0,-1.0046213,294,0.20450856,0.84514934,0.95,0.109840564,29500.0,0.09935293,0.65
5920.0,-1.155705,295,0.20450802,0.84514904,0.95,0.10984738,29600.0,0.09935782,0.5
5940.0,-1.0657642,296,0.2045297,0.8451905,0.95,0.109864645,29700.0,0.09939381,0.49
5960.0,-1.1738446,297,0.2045226,0.84519416,0.95,0.10986832,29800.0,0.09939388,0.61
5980.0,-1.0341812,298,0.20453669,0.8452084,0.95,0.10991559,29900.0,0.09939581,0.52
6000.0,-1.3160927,299,0.20453897,0.84517914,0.95,0.10994422,30000.0,0.09938091,0.7
6020.0,-1.0287943,300,0.20454411,0.8451937,0.9,0.10996402,30100.0,0.09941184,0.51
6040.0,-2.288308,301,0.20454691,0.84519863,0.75,0.109964,30200.0,0.09939113,0.63
6060.0,-1.0057262,302,0.20455475,0.84523296,0.9,0.109985046,30300.0,0.099398226,0.49
6080.0,-1.3520435,303,0.2045731,0.8452606,0.9,0.11001069,30400.0,0.09938427,0.54
6100.0,-1.3316504,304,0.20457785,0.8452854,0.9,0.11000364,30500.0,0.099362016,0.63
6120.0,-1.1409007,305,0.20457771,0.8453124,0.95,0.11001886,30600.0,0.09933833,0.57
6140.0,-1.2440473,306,0.20456731,0.8453536,0.9,0.11003742,30700.0,0.09933931,0.6
6160.0,-1.2951729,307,0.20458323,0.8453839,0.95,0.110050105,30800.0,0.09936106,0.49
6180.0,-0.81322014,308,0.20459336,0.84540224,1.0,0.11002907,30900.0,0.09934532,0.66
6200.0,-1.3976994,309,0.20460646,0.8454377,0.95,0.11001277,31000.0,0.09933704,0.53
6220.0,-1.6771367,310,0.20460215,0.84545225,0.8,0.11003273,31100.0,0.0993081,0.57
6240.0,-1.3390287,311,0.20460385,0.84546614,0.9,0.110047415,31200.0,0.09934119,0.5
6260.0,-1.3759067,312,0.20460996,0.84546083,0.95,0.1100108,31300.0,0.09933323,0.55
6280.0,-0.9678091,313,0.20461226,0.84545493,0.95,0.10999863,31400.0,0.09931842,0.58
6300.0,-1.2481748,314,0.20463121,0.8454897,0.85,0.10997076,31500.0,0.09933702,0.56
6320.0,-1.0032119,315,0.20462912,0.8455011,0.95,0.10998051,31600.0,0.09932223,0.58
6340.0,-0.832722,316,0.20464541,0.8455215,0.95,0.10996746,31700.0,0.09931443,0.62
6360.0,-1.2002131,317,0.20466784,0.845535,0.85,0.10996761,31800.0,0.09931313,0.5
6380.0,-1.1416882,318,0.20467177,0.8455507,0.95,0.109964505,31900.0,0.09931925,0.54
6400.0,-1.7013366,319,0.20467821,0.84556776,0.9,0.109953545,32000.0,0.099312045,0.58
6420.0,-1.1278003,320,0.204692,0.84558684,0.9,0.10997483,32100.0,0.09930446,0.59
6440.0,-1.2173218,321,0.20471457,0.8456049,0.95,0.10994605,32200.0,0.099290304,0.62
6460.0,-0.84109384,322,0.20474549,0.8456119,1.0,0.10993835,32300.0,0.099263705,0.63
6480.0,-1.6353729,323,0.20477463,0.8456426,0.8,0.10997179,32400.0,0.09928862,0.55
6500.0,-1.034643,324,0.20477416,0.8456647,0.85,0.10997595,32500.0,0.099277936,0.51
6520.0,-1.245245,325,0.20477988,0.8456754,0.85,0.10996529,32600.0,0.09926023,0.59
6540.0,-1.6575234,326,0.20479612,0.8456853,0.8,0.10994246,32700.0,0.09923119,0.55
6560.0,-1.373708,327,0.20480797,0.84571385,0.8,0.10998497,32800.0,0.099242985,0.48
6580.0,-1.6549509,328,0.20482437,0.84573835,0.8,0.110010006,32900.0,0.099267066,0.56
6600.0,-0.8428478,329,0.20482518,0.84573954,1.0,0.1100039,33000.0,0.09923073,0.57
6620.0,-1.1516587,330,0.20483182,0.84577626,1.0,0.10997572,33100.0,0.099210314,0.56
6640.0,-0.82617646,331,0.20484847,0.8458076,1.0,0.10996504,33200.0,0.099192955,0.55
6660.0,-1.2317344,332,0.20483448,0.8458235,1.0,0.10994793,33300.0,0.09918193,0.63
6680.0,-1.3162545,333,0.2048462,0.8458257,0.9,0.109972246,33400.0,0.09919515,0.44
6700.0,-0.93025666,334,0.2048438,0.8458411,0.95,0.109967686,33500.0,0.099164456,0.57
6720.0,-1.1690036,335,0.20486492,0.8458645,0.9,0.109976985,33600.0,0.099137634,0.58
6740.0,-1.0207272,336,0.20486301,0.8458826,0.9,0.10996625,33700.0,0.09913448,0.55
6760.0,-1.2617353,337,0.20487247,0.8458927,0.85,0.10996961,33800.0,0.099142514,0.55
6780.0,-1.0202553,338,0.20488915,0.84591633,0.85,0.10997557,33900.0,0.099142425,0.56
6800.0,-0.8867768,339,0.20489986,0.8459215,0.95,0.10999077,34000.0,0.09912664,0.56
6820.0,-1.1628501,340,0.2048962,0.84592986,0.95,0.10997477,34100.0,0.09912153,0.53
6840.0,-0.9743579,341,0.20491417,0.8459659,0.9,0.10999593,34200.0,0.09915298,0.48
6860.0,-0.92355967,342,0.20492123,0.8459658,0.95,0.10998344,34300.0,0.09915421,0.52
6880.0,-1.0764296,343,0.2049486,0.8459688,0.95,0.11001329,34400.0,0.09917144,0.6
6900.0,-1.2843777,344,0.20493977,0.845963,0.95,0.11000593,34500.0,0.09916112,0.68
6920.0,-1.0280534,345,0.20495236,0.8459818,1.0,0.10999752,34600.0,0.09916308,0.5
6940.0,-0.8784677,346,0.20496695,0.84599036,1.0,0.11001093,34700.0,0.09914126,0.59
6960.0,-1.2328577,347,0.20497902,0.84599775,0.85,0.11001318,34800.0,0.09913936,0.61
6980.0,-1.376595,348,0.20499612,0.84602046,0.85,0.110027045,34900.0,0.09913883,0.48
7000.0,-1.0772736,349,0.20501551,0.84604436,0.9,0.11004377,35000.0,0.099163294,0.53
7020.0,-0.8866143,350,0.20503162,0.8460464,1.0,0.11002837,35100.0,0.09914716,0.54
7040.0,-1.1210535,351,0.20503943,0.8460612,0.9,0.11001601,35200.0,0.09911835,0.61
7060.0,-0.8422556,352,0.20504454,0.84606665,0.9,0.1100107,35300.0,0.09911522,0.57
7080.0,-1.2179228,353,0.2050459,0.8460563,0.9,0.10998041,35400.0,0.09909605,0.66
7100.0,-0.79778945,354,0.20505753,0.8460839,0.95,0.10996832,35500.0,0.099082895,0.53
7120.0,-0.918388,355,0.20506851,0.8460825,0.9,0.10996043,35600.0,0.09907115,0.61
7140.0,-1.473014,356,0.20508428,0.8461063,0.75,0.109981425,35700.0,0.099058114,0.57
7160.0,-1.2623951,357,0.20510074,0.8461073,0.9,0.11002443,35800.0,0.099072814,0.58
7180.0,-1.2762034,358,0.20511395,0.8461321,0.9,0.110002205,35900.0,0.09907674,0.51
7200.0,-1.4169652,359,0.2051169,0.846143,0.75,0.110000946,36000.0,0.09906878,0.59
7220.0,-1.104552,360,0.20513669,0.8461399,1.0,0.11000801,36100.0,0.09905607,0.63
7240.0,-1.4445992,361,0.20515086,0.8461309,0.9,0.110002644,36200.0,0.099055134,0.51
7260.0,-0.91005737,362,0.20517072,0.8461425,0.95,0.11000004,36300.0,0.099059336,0.57
7280.0,-1.4159677,363,0.20518574,0.8461537,0.85,0.110013016,36400.0,0.09906968,0.56
7300.0,-1.4454852,364,0.20519999,0.84615046,0.9,0.11002439,36500.0,0.09906572,0.58
7320.0,-1.1968172,365,0.20520781,0.8461657,0.85,0.110011905,36600.0,0.099065535,0.61
7340.0,-1.1336164,366,0.20519897,0.8461792,0.9,0.11004131,36700.0,0.09906719,0.54
7360.0,-1.0016321,367,0.205195,0.8461887,1.0,0.11004002,36800.0,0.099064164,0.51
7380.0,-1.1964691,368,0.20520924,0.84620637,0.9,0.1100461,36900.0,0.09908088,0.47
7400.0,-1.0659761,369,0.20521595,0.84622127,1.0,0.11001501,37000.0,0.09904721,0.59
7420.0,-1.0088544,370,0.20522243,0.8462419,1.0,0.1100155,37100.0,0.099052735,0.48
7440.0,-1.4265954,371,0.20522243,0.84624416,0.85,0.11002911,37200.0,0.09905985,0.57
7460.0,-0.8982104,372,0.20524088,0.8462513,0.95,0.11003711,37300.0,0.09907559,0.55
7480.0,-1.0278832,373,0.20524831,0.84626466,0.9,0.110028304,37400.0,0.09906808,0.55
7500.0,-0.9367984,374,0.2052643,0.84627694,0.95,0.110037334,37500.0,0.099074334,0.58
7520.0,-0.8110714,375,0.20526892,0.8462756,0.9,0.11002497,37600.0,0.099079765,0.45
7540.0,-0.72032005,376,0.20528574,0.84627676,1.0,0.11001959,37700.0,0.09908712,0.45
7560.0,-1.3560694,377,0.20529346,0.8462741,0.9,0.1100207,37800.0,0.09906574,0.59
7580.0,-1.0460993,378,0.20530558,0.8462818,0.95,0.11003544,37900.0,0.09909085,0.57
7600.0,-1.0318267,379,0.20531285,0.84629077,0.95,0.110037014,38000.0,0.09908884,0.54
7620.0,-1.0739282,380,0.20531271,0.8462973,0.95,0.11002913,38100.0,0.09906423,0.68
7640.0,-0.86815834,381,0.20531598,0.8462901,0.95,0.11002865,38200.0,0.09902563,0.63
7660.0,-1.1379633,382,0.20532893,0.84630316,0.9,0.1099917,38300.0,0.09901204,0.49
7680.0,-0.8317434,383,0.20533445,0.84629637,1.0,0.10997371,38400.0,0.098988086,0.6
7700.0,-0.96293366,384,0.20535022,0.846307,1.0,0.10996465,38500.0,0.098973714,0.63
7720.0,-1.1152389,385,0.20534368,0.84630823,0.95,0.10996131,38600.0,0.09897426,0.55
7740.0,-1.0122689,386,0.20534945,0.8463153,0.9,0.1099192,38700.0,0.09894195,0.59
7760.0,-1.151037,387,0.20535304,0.8463216,0.8,0.109899975,38800.0,0.0989412,0.49
7780.0,-1.093586,388,0.20537058,0.84632796,0.95,0.10990856,38900.0,0.09892362,0.58
7800.0,-0.8504119,389,0.20537668,0.84633946,1.0,0.109903075,39000.0,0.09891155,0.7
7820.0,-1.4886001,390,0.20538405,0.8463542,0.95,0.10989776,39100.0,0.09891132,0.52
7840.0,-0.8877575,391,0.20537753,0.8463344,1.0,0.10988018,39200.0,0.09887666,0.62
7860.0,-0.7590887,392,0.20539129,0.8463504,0.95,0.109867394,39300.0,0.09885839,0.61
7880.0,-0.9106099,393,0.20538297,0.8463459,0.95,0.10987395,39400.0,0.0988484,0.6
7900.0,-1.0845592,394,0.2053782,0.8463516,0.9,0.10986648,39500.0,0.0988321,0.49
7920.0,-1.1933525,395,0.20538533,0.84635323,0.9,0.10985896,39600.0,0.09883729,0.55
7940.0,-1.6567684,396,0.20538875,0.8463824,0.8,0.10984379,39700.0,0.09882567,0.58
7960.0,-1.3621693,397,0.20539923,0.84640604,0.75,0.109842986,39800.0,0.098839104,0.46
7980.0,-0.7158866,398,0.20540696,0.8464195,0.95,0.10982173,39900.0,0.09883145,0.55
8000.0,-1.3543646,399,0.20540954,0.8464177,0.85,0.109832734,40000.0,0.09885037,0.55
8020.0,-1.1984603,400,0.20540345,0.8464127,0.9,0.109809205,40100.0,0.09884089,0.59
8040.0,-1.0296624,401,0.20541056,0.8464274,0.9,0.10979311,40200.0,0.09881866,0.53
8060.0,-1.3498375,402,0.20540233,0.84644,0.8,0.10978089,40300.0,0.098809965,0.63
8080.0,-1.1497785,403,0.20540525,0.84644383,0.9,0.10979507,40400.0,0.09879563,0.55
8100.0,-0.87442386,404,0.20540914,0.84644485,0.95,0.10977722,40500.0,0.09878724,0.53
8120.0,-1.1916336,405,0.20542079,0.8464651,0.95,0.10976642,40600.0,0.09879289,0.56
8140.0,-1.2548885,406,0.20541784,0.8464609,0.9,0.10977615,40700.0,0.09878453,0.61
8160.0,-1.4708542,407,0.20541495,0.8464825,0.9,0.10980899,40800.0,0.098792315,0.52
8180.0,-0.90966874,408,0.20543228,0.8465015,1.0,0.10981404,40900.0,0.09878621,0.53
8200.0,-1.2511275,409,0.20543297,0.84651524,0.9,0.109822534,41000.0,0.09879496,0.52
8220.0,-1.7445558,410,0.20543939,0.8465145,0.75,0.10981005,41100.0,0.09876826,0.56
8240.0,-0.82366097,411,0.20544882,0.8465354,1.0,0.10981159,41200.0,0.09875417,0.65
8260.0,-0.83641493,412,0.2054662,0.8465441,0.95,0.10982194,41300.0,0.09876702,0.5
8280.0,-1.0995038,413,0.20547684,0.8465646,0.8,0.109836474,41400.0,0.09877736,0.58
8300.0,-0.6870452,414,0.20548832,0.8465503,1.0,0.1098198,41500.0,0.09877575,0.57
8320.0,-1.1179184,415,0.20548365,0.84656096,0.95,0.10979731,41600.0,0.09876297,0.58
8340.0,-0.71730506,416,0.20549074,0.84657496,1.0,0.10978999,41700.0,0.098774135,0.51
8360.0,-1.0357234,417,0.20550103,0.846576,0.9,0.10980515,41800.0,0.09877173,0.58
8380.0,-1.2072941,418,0.20550741,0.84659004,0.95,0.109778956,41900.0,0.09876024,0.55
8400.0,-1.3217925,419,0.20551261,0.84660846,0.9,0.10976373,42000.0,0.0987578,0.56
8420.0,-1.2974811,420,0.20552792,0.8466136,0.95,0.10976898,42100.0,0.09879935,0.5
8440.0,-0.8711569,421,0.20553744,0.8466222,1.0,0.109767295,42200.0,0.098787166,0.5
8460.0,-1.158152,422,0.20553726,0.8466266,0.95,0.1097647,42300.0,0.09877777,0.62
8480.0,-1.0846341,423,0.20554179,0.8466468,0.9,0.10975338,42400.0,0.09876794,0.57
8500.0,-1.4784343,424,0.20553364,0.8466687,0.85,0.10975602,42500.0,0.09875908,0.53
8520.0,-0.754561,425,0.20554847,0.8466768,1.0,0.10978175,42600.0,0.09875011,0.47
8540.0,-1.1321788,426,0.20554361,0.8466778,1.0,0.10979725,42700.0,0.098742515,0.55
8560.0,-1.0145295,427,0.2055422,0.8466614,1.0,0.109785445,42800.0,0.09872621,0.56
8580.0,-0.981672,428,0.20554407,0.8466534,1.0,0.1097767,42900.0,0.09873562,0.56
8600.0,-0.88281614,429,0.20554918,0.8466652,0.95,0.109768555,43000.0,0.09875668,0.52
8620.0,-1.1094244,430,0.20557007,0.84669036,0.9,0.10977051,43100.0,0.09874534,0.49
8640.0,-1.2291547,431,0.20558228,0.846711,0.9,0.109768145,43200.0,0.098729014,0.55
8660.0,-0.8650444,432,0.20558569,0.8467067,0.85,0.109762534,43300.0,0.09870521,0.58
8680.0,-1.2649167,433,0.20558062,0.84672636,0.95,0.10982105,43400.0,0.098756514,0.53
8700.0,-0.9554722,434,0.20558761,0.84674376,0.95,0.1098168,43500.0,0.09875727,0.46
8720.0,-1.0549232,435,0.20558834,0.84673166,0.95,0.10981348,43600.0,0.09873599,0.62
8740.0,-1.0585064,436,0.20559381,0.84673935,0.95,0.10981566,43700.0,0.09873369,0.49
8760.0,-1.0750268,437,0.20559447,0.84673405,0.95,0.10981985,43800.0,0.09874777,0.48
8780.0,-0.6191939,438,0.20559795,0.8467278,1.0,0.10982286,43900.0,0.09875187,0.63
8800.0,-0.9781008,439,0.20560339,0.8467342,1.0,0.10980525,44000.0,0.09875997,0.6
8820.0,-1.9468712,440,0.20560348,0.8467409,0.85,0.1097972,44100.0,0.09873838,0.58
8840.0,-1.184256,441,0.20561752,0.846761,0.95,0.10978215,44200.0,0.0987348,0.5
8860.0,-1.3714975,442,0.20561278,0.84676504,0.95,0.10975714,44300.0,0.098718524,0.49
8880.0,-1.3917046,443,0.20561162,0.84677273,0.9,0.10975827,44400.0,0.09872564,0.5
8900.0,-1.1959461,444,0.20562136,0.8467872,0.9,0.10975788,44500.0,0.098723315,0.53
8920.0,-1.3483078,445,0.2056267,0.8467867,0.9,0.10980415,44600.0,0.098755114,0.44
8940.0,-0.82958806,446,0.20563988,0.8467986,1.0,0.10980946,44700.0,0.09873271,0.57
8960.0,-1.1459041,447,0.20565504,0.8468005,0.95,0.109835856,44800.0,0.09875041,0.55
8980.0,-1.4211944,448,0.20565817,0.8468039,0.8,0.10982319,44900.0,0.09873837,0.54
9000.0,-1.4246981,449,0.20566519,0.84681606,0.95,0.10981739,45000.0,0.09873734,0.51
9020.0,-0.9848731,450,0.20566751,0.8468407,0.95,0.109858185,45100.0,0.09875976,0.47
9040.0,-1.1084961,451,0.20568043,0.8468531,0.95,0.10986215,45200.0,0.0987621,0.57
9060.0,-1.2701099,452,0.20568645,0.8468588,0.9,0.10982412,45300.0,0.09874215,0.52
9080.0,-1.0225663,453,0.2056909,0.8468662,0.95,0.10979925,45400.0,0.09872409,0.61
9100.0,-1.0080847,454,0.20569536,0.8468655,1.0,0.10977153,45500.0,0.09870851,0.56
9120.0,-0.56880796,455,0.2056984,0.84687954,0.95,0.109779045,45600.0,0.09870151,0.62
9140.0,-0.8577388,456,0.20570777,0.8468744,1.0,0.10977987,45700.0,0.09872698,0.49
9160.0,-1.1857208,457,0.20571934,0.8468712,0.8,0.109767705,45800.0,0.098731935,0.48
9180.0,-0.7365405,458,0.2057152,0.8468554,0.95,0.10972976,45900.0,0.09870089,0.58
9200.0,-1.2426611,459,0.20571297,0.84685594,0.95,0.10973731,46000.0,0.0986923,0.53
9220.0,-1.1272955,460,0.20570964,0.8468649,0.9,0.10973654,46100.0,0.09867886,0.59
9240.0,-1.3779777,461,0.20571765,0.84686464,0.9,0.10973143,46200.0,0.09868475,0.65
9260.0,-0.82324,462,0.20571907,0.84686565,1.0,0.10973982,46300.0,0.098668575,0.5
9280.0,-1.0991683,463,0.2057234,0.8468725,0.9,0.1097341,46400.0,0.09866036,0.55
9300.0,-1.0883539,464,0.20571947,0.84687805,1.0,0.109734744,46500.0,0.09864887,0.61
9320.0,-0.92041427,465,0.2057206,0.8468709,0.95,0.10975566,46600.0,0.098633565,0.56
9340.0,-1.1501068,466,0.20573814,0.8468798,0.85,0.10975261,46700.0,0.09861785,0.65
9360.0,-0.8287803,467,0.20574026,0.84689397,1.0,0.10973242,46800.0,0.098616,0.55
9380.0,-1.0556965,468,0.20574842,0.8468988,1.0,0.10972911,46900.0,0.09861728,0.49
9400.0,-1.1135266,469,0.20576498,0.846915,0.85,0.10972919,47000.0,0.09861538,0.5
9420.0,-0.9902197,470,0.20577282,0.8469154,0.95,0.10971351,47100.0,0.09861513,0.61
9440.0,-1.0934278,471,0.20578153,0.84693,0.85,0.109724514,47200.0,0.09862702,0.54
9460.0,-0.951952,472,0.20578475,0.84693503,0.9,0.10972944,47300.0,0.098615944,0.59
9480.0,-1.2022781,473,0.20578794,0.8469436,0.95,0.10973205,47400.0,0.09862482,0.54
9500.0,-1.0819985,474,0.20578918,0.84694004,1.0,0.10973225,47500.0,0.09862328,0.55
9520.0,-1.4337447,475,0.20579143,0.84695345,0.85,0.109721296,47600.0,0.0986123,0.55
9540.0,-1.1224762,476,0.20579861,0.8469747,0.85,0.109716825,47700.0,0.0986199,0.42
9560.0,-0.79180187,477,0.20580123,0.8469634,1.0,0.10971461,47800.0,0.098617546,0.54
9580.0,-1.0738295,478,0.20580366,0.84698325,0.9,0.109733336,47900.0,0.09862449,0.54
9600.0,-1.035924,479,0.20580587,0.8470033,1.0,0.10970944,48000.0,0.0986241,0.57
9620.0,-1.3800404,480,0.20580141,0.8470109,0.85,0.109691314,48100.0,0.098623924,0.57
9640.0,-1.245166,481,0.20581345,0.8470218,0.95,0.10970068,48200.0,0.098612286,0.56
9660.0,-1.2867643,482,0.20580553,0.8470319,0.85,0.10971021,48300.0,0.098601215,0.59
9680.0,-1.1540635,483,0.20582224,0.84704226,0.95,0.109696604,48400.0,0.09858954,0.61
9700.0,-1.0419028,484,0.20583011,0.8470729,1.0,0.10968586,48500.0,0.09859239,0.51
9720.0,-1.5080943,485,0.20582885,0.8470669,0.85,0.10967861,48600.0,0.09858316,0.55
9740.0,-1.023666,486,0.20583154,0.84707546,0.95,0.10969548,48700.0,0.09860507,0.57
9760.0,-0.7844711,487,0.20583647,0.84707004,1.0,0.109703034,48800.0,0.09861482,0.56
9780.0,-1.119709,488,0.2058474,0.84708023,0.85,0.1097186,48900.0,0.09860917,0.5
9800.0,-1.1441591,489,0.20585078,0.84709007,0.95,0.1097367,49000.0,0.098618634,0.58
9820.0,-1.0934464,490,0.20586613,0.8470917,0.95,0.10973791,49100.0,0.0986192,0.51
9840.0,-1.0348216,491,0.20587322,0.8471148,0.95,0.10971622,49200.0,0.098628126,0.54
9860.0,-0.9149025,492,0.20587055,0.84711415,1.0,0.109709114,49300.0,0.0986192,0.62
9880.0,-0.87889004,493,0.20587458,0.84711665,0.95,0.10967514,49400.0,0.098597296,0.65
9900.0,-0.93615645,494,0.20586723,0.8471143,1.0,0.1096823,49500.0,0.098606765,0.55
9920.0,-1.1343488,495,0.20586868,0.8471322,0.9,0.10969485,49600.0,0.09861889,0.45
9940.0,-0.95273054,496,0.20586531,0.8471329,1.0,0.10971103,49700.0,0.09862226,0.52
9960.0,-1.231711,497,0.2058671,0.84714025,0.95,0.10971896,49800.0,0.098620325,0.58
9980.0,-1.1837866,498,0.20587635,0.8471481,0.95,0.109717235,49900.0,0.09861243,0.58
10000.0,-1.3629433,499,0.20588931,0.84714985,0.9,0.10970524,50000.0,0.09860394,0.52
10020.0,-1.0333121,500,0.20589088,0.84714866,0.95,0.109698445,50100.0,0.09860767,0.51
10040.0,-1.1005125,501,0.20590019,0.84716195,0.95,0.109676555,50200.0,0.098596156,0.53
10060.0,-1.3830385,502,0.20589937,0.8471749,0.95,0.109688,50300.0,0.098606825,0.49
10080.0,-1.1120517,503,0.20590332,0.84717876,0.95,0.10966882,50400.0,0.098596275,0.53
10100.0,-0.86595136,504,0.20591496,0.84718823,0.9,0.10965495,50500.0,0.09858959,0.53
10120.0,-0.75096357,505,0.20591874,0.8471866,0.95,0.10968235,50600.0,0.098610215,0.61
10140.0,-1.1204127,506,0.20592722,0.84719294,0.95,0.10969206,50700.0,0.09861207,0.56
10160.0,-1.4646275,507,0.20592824,0.8471885,0.95,0.10968243,50800.0,0.09860181,0.59
10180.0,-1.2261306,508,0.20594142,0.847189,0.95,0.10968495,50900.0,0.09861907,0.5
10200.0,-1.4798114,509,0.20595045,0.84718394,0.8,0.10966883,51000.0,0.09859494,0.65
10220.0,-1.06835,510,0.20595835,0.8471958,0.95,0.10965495,51100.0,0.0985832,0.54
10240.0,-1.067373,511,0.20596913,0.8471958,0.95,0.10964088,51200.0,0.09858438,0.53
10260.0,-1.2809675,512,0.20597437,0.8471902,0.95,0.10962549,51300.0,0.09858889,0.57
10280.0,-0.7998892,513,0.20597437,0.8471887,1.0,0.109616995,51400.0,0.09857836,0.59
10300.0,-1.1608859,514,0.20598085,0.84721136,0.9,0.109606616,51500.0,0.098574676,0.52
10320.0,-0.6284207,515,0.20598513,0.847219,1.0,0.109601066,51600.0,0.09856376,0.55
10340.0,-0.7061726,516,0.20598148,0.8472212,0.95,0.10961697,51700.0,0.098567165,0.54
10360.0,-1.3984231,517,0.20598336,0.8472319,0.95,0.109595515,51800.0,0.0985491,0.64
10380.0,-0.99239385,518,0.20598345,0.84723705,0.95,0.10958216,51900.0,0.09855735,0.51
10400.0,-1.1282995,519,0.20598307,0.84724265,0.95,0.10956914,52000.0,0.09853848,0.5
10420.0,-0.9229372,520,0.20598024,0.8472529,1.0,0.10955292,52100.0,0.098542415,0.55
10440.0,-1.0606892,521,0.2059903,0.8472667,0.9,0.10955641,52200.0,0.0985291,0.61
10460.0,-1.4005033,522,0.20598257,0.8472697,0.8,0.10955469,52300.0,0.098530196,0.51
10480.0,-1.0698369,523,0.20599149,0.84726185,0.9,0.10956259,52400.0,0.09852516,0.61
10500.0,-0.91745645,524,0.20599952,0.847267,1.0,0.10955095,52500.0,0.09851249,0.48
10520.0,-0.93686116,525,0.2060095,0.8472829,0.95,0.10956307,52600.0,0.09850746,0.57
10540.0,-0.6623426,526,0.20601498,0.8472879,1.0,0.10954371,52700.0,0.09849799,0.55
10560.0,-0.90175664,527,0.2060125,0.84728783,1.0,0.10951962,52800.0,0.098490156,0.57
10580.0,-0.77241683,528,0.20600359,0.8472876,1.0,0.10955309,52900.0,0.09851732,0.45
10600.0,-1.1592972,529,0.2060051,0.84730077,0.85,0.10952306,53000.0,0.098500125,0.58
10620.0,-1.3482422,530,0.20601563,0.8473218,0.95,0.10953314,53100.0,0.098513156,0.53
10640.0,-0.9085094,531,0.20602371,0.8473194,1.0,0.10954513,53200.0,0.09851619,0.59
10660.0,-1.0897747,532,0.20602967,0.8473242,0.95,0.10953879,53300.0,0.09850501,0.57
10680.0,-1.077585,533,0.20603772,0.8473206,0.95,0.10953954,53400.0,0.09850016,0.6
10700.0,-0.86177,534,0.20604156,0.84733254,1.0,0.109530516,53500.0,0.09849385,0.52
10720.0,-1.0828526,535,0.20605,0.84734344,0.95,0.10951785,53600.0,0.09847891,0.57
10740.0,-0.90661734,536,0.20604719,0.84734815,1.0,0.10950312,53700.0,0.09848238,0.51
10760.0,-0.86894286,537,0.2060545,0.8473442,0.95,0.10949432,53800.0,0.09849272,0.57
10780.0,-1.2689785,538,0.2060573,0.84734994,0.95,0.10950623,53900.0,0.09849211,0.58
10800.0,-1.2206728,539,0.20606141,0.8473603,1.0,0.10950558,54000.0,0.09849435,0.58
10820.0,-1.1233823,540,0.20606047,0.84736377,1.0,0.10951603,54100.0,0.09849111,0.55
10840.0,-1.218797,541,0.20607656,0.8473649,0.95,0.10953437,54200.0,0.09848819,0.61
10860.0,-1.1347151,542,0.20608252,0.8473676,1.0,0.10951595,54300.0,0.09847018,0.61
10880.0,-1.1109858,543,0.20608248,0.8473614,1.0,0.109518796,54400.0,0.09847405,0.57
10900.0,-1.158066,544,0.20609523,0.84737164,0.85,0.109518364,54500.0,0.098476194,0.65
10920.0,-1.0761359,545,0.20610286,0.8473709,1.0,0.10951257,54600.0,0.09846937,0.53
10940.0,-1.0382979,546,0.20610096,0.84737945,0.95,0.10951183,54700.0,0.09846333,0.56
