test/success_rate,stats_o/std,stats_o/mean,test/episode,train/episode,epoch,train/success_rate,test/mean_Q,stats_g/mean,stats_g/std
0.85,0.11996812,0.2049925,5460.0,27300.0,272,0.55,-2.366539,0.8457307,0.108032875
0.85,0.11998354,0.20501696,5480.0,27400.0,273,0.6,-2.9604354,0.84574246,0.10799324
0.8,0.11996637,0.20501329,5500.0,27500.0,274,0.58,-3.2115085,0.845762,0.108004846
0.85,0.119944334,0.20504177,5520.0,27600.0,275,0.61,-2.0244439,0.845798,0.10797312
0.95,0.11995057,0.20506524,5540.0,27700.0,276,0.59,-0.9691251,0.8458681,0.10806322
0.9,0.11991516,0.20508367,5560.0,27800.0,277,0.57,-1.3025715,0.8459328,0.108064264
0.65,0.11988568,0.20510706,5580.0,27900.0,278,0.56,-3.0947945,0.84600514,0.10808367
0.8,0.119867936,0.20513201,5600.0,28000.0,279,0.61,-2.1194725,0.84602475,0.108037256
1.0,0.11987968,0.20515274,5620.0,28100.0,280,0.65,-1.6621666,0.84604406,0.10803526
0.95,0.11986715,0.20515846,5640.0,28200.0,281,0.61,-1.1822295,0.846091,0.108022094
0.9,0.119869165,0.20516612,5660.0,28300.0,282,0.61,-1.5706971,0.846131,0.10802252
0.8,0.119885854,0.20518522,5680.0,28400.0,283,0.52,-2.232657,0.8461779,0.108077794
0.7,0.11985663,0.20518547,5700.0,28500.0,284,0.63,-2.1767848,0.8462084,0.10805842
0.9,0.11985408,0.20520122,5720.0,28600.0,285,0.6,-1.3318564,0.84627366,0.10805866
0.8,0.119844906,0.2052143,5740.0,28700.0,286,0.49,-2.846642,0.846309,0.108089715
0.75,0.11982324,0.20522463,5760.0,28800.0,287,0.62,-2.5006711,0.8463511,0.10814602
0.85,0.119791955,0.20523196,5780.0,28900.0,288,0.61,-1.670109,0.84637284,0.10813177
0.75,0.119810924,0.20523907,5800.0,29000.0,289,0.56,-2.0430827,0.8463998,0.108163096
0.8,0.119754836,0.20525607,5820.0,29100.0,290,0.57,-1.8740088,0.8464534,0.10818023
0.9,0.119766325,0.20527965,5840.0,29200.0,291,0.57,-2.8035045,0.84648895,0.10821458
0.95,0.119744204,0.2052871,5860.0,29300.0,292,0.58,-0.9986761,0.84652525,0.10823191
0.85,0.11976208,0.20529309,5880.0,29400.0,293,0.56,-1.7318542,0.8465529,0.10823855
0.85,0.11976096,0.20530981,5900.0,29500.0,294,0.59,-3.1557977,0.8465776,0.108250566
0.95,0.11976369,0.20532745,5920.0,29600.0,295,0.54,-1.3655717,0.8465975,0.1082584
0.95,0.11975339,0.20535721,5940.0,29700.0,296,0.55,-1.1779648,0.84666055,0.10826137
0.9,0.11974334,0.20537052,5960.0,29800.0,297,0.53,-1.2721627,0.84670186,0.10824486
0.85,0.11973057,0.2053957,5980.0,29900.0,298,0.61,-1.2126569,0.8467502,0.10824957
0.95,0.11974433,0.20541866,6000.0,30000.0,299,0.59,-1.2762663,0.8467427,0.1082261
0.9,0.11974625,0.20546263,6020.0,30100.0,300,0.59,-0.9766878,0.84679365,0.10822704
0.85,0.11978203,0.20548066,6040.0,30200.0,301,0.6,-2.0184512,0.8468167,0.1082396
0.9,0.119785614,0.20550133,6060.0,30300.0,302,0.53,-1.345396,0.84687096,0.10827866
0.9,0.119786,0.20552783,6080.0,30400.0,303,0.6,-1.4651108,0.8469262,0.10826423
0.9,0.11978629,0.20554617,6100.0,30500.0,304,0.59,-1.4485843,0.8469751,0.108261704
0.95,0.11975926,0.20556347,6120.0,30600.0,305,0.57,-1.3508322,0.8470108,0.10826525
0.9,0.119706385,0.20558377,6140.0,30700.0,306,0.59,-1.5480331,0.8470748,0.10825109
0.95,0.11970093,0.20562242,6160.0,30800.0,307,0.44,-0.9416708,0.84712166,0.108273976
1.0,0.119668715,0.20563433,6180.0,30900.0,308,0.55,-1.0953648,0.8471589,0.1082645
0.95,0.11968588,0.20567161,6200.0,31000.0,309,0.57,-1.5779884,0.84721947,0.10831394
0.8,0.11967107,0.20570321,6220.0,31100.0,310,0.58,-2.548291,0.84723645,0.1083205
0.95,0.1196511,0.20571615,6240.0,31200.0,311,0.59,-1.3170583,0.8472776,0.10832116
1.0,0.11962145,0.20573673,6260.0,31300.0,312,0.63,-1.913847,0.84730846,0.108323954
0.9,0.11958466,0.20574236,6280.0,31400.0,313,0.68,-1.1137818,0.84733266,0.108280204
0.9,0.11958087,0.20576836,6300.0,31500.0,314,0.52,-1.969335,0.8473835,0.108287506
0.95,0.11959204,0.20577425,6320.0,31600.0,315,0.51,-1.2873442,0.8473974,0.10831517
0.95,0.11954998,0.20577623,6340.0,31700.0,316,0.62,-1.0116956,0.8474341,0.108290665
0.9,0.11952693,0.20579542,6360.0,31800.0,317,0.52,-1.4544184,0.8474691,0.10827881
0.9,0.119525544,0.20581281,6380.0,31900.0,318,0.6,-1.3952143,0.84749323,0.10830041
0.85,0.11953736,0.20580776,6400.0,32000.0,319,0.6,-1.2923067,0.847521,0.108323894
0.85,0.11955177,0.20582916,6420.0,32100.0,320,0.6,-1.0298301,0.8475449,0.10830492
0.9,0.11950104,0.20584746,6440.0,32200.0,321,0.63,-1.2227275,0.847572,0.108308695
1.0,0.11945104,0.20586306,6460.0,32300.0,322,0.58,-0.82648706,0.84757966,0.10828614
0.75,0.119430296,0.20587417,6480.0,32400.0,323,0.5,-1.7090228,0.8476184,0.10832977
0.9,0.119451016,0.2058872,6500.0,32500.0,324,0.54,-1.2213738,0.84765166,0.10834577
0.85,0.11943532,0.205891,6520.0,32600.0,325,0.62,-1.2969192,0.847658,0.108326815
0.75,0.11941325,0.20590782,6540.0,32700.0,326,0.64,-1.6896813,0.8476779,0.10830597
0.8,0.11941183,0.20592286,6560.0,32800.0,327,0.43,-1.2396857,0.8477399,0.10836954
0.85,0.11937524,0.20592722,6580.0,32900.0,328,0.59,-1.5085632,0.847773,0.10835991
1.0,0.11934719,0.20593357,6600.0,33000.0,329,0.59,-0.92405224,0.8477788,0.10832408
0.9,0.1193253,0.20595619,6620.0,33100.0,330,0.54,-1.2903057,0.84782606,0.1083061
1.0,0.11931174,0.20594959,6640.0,33200.0,331,0.56,-0.840916,0.8478361,0.10835251
0.95,0.119300544,0.20597562,6660.0,33300.0,332,0.61,-1.3393295,0.8478754,0.108355634
0.9,0.11928497,0.20598514,6680.0,33400.0,333,0.54,-1.3566239,0.84790224,0.108371936
1.0,0.11928573,0.20599726,6700.0,33500.0,334,0.53,-0.96516037,0.84792966,0.108349584
0.85,0.11926876,0.20602395,6720.0,33600.0,335,0.7,-1.5366766,0.8479642,0.1083273
0.9,0.119278885,0.20605569,6740.0,33700.0,336,0.57,-1.0462316,0.84799784,0.108338974
0.85,0.11926944,0.20608222,6760.0,33800.0,337,0.54,-1.5288799,0.8480261,0.10836824
0.85,0.11931051,0.20608385,6780.0,33900.0,338,0.58,-1.0096002,0.8480463,0.10839456
0.95,0.11930528,0.20610236,6800.0,34000.0,339,0.59,-0.90515816,0.8480768,0.10839524
0.95,0.119274266,0.20612416,6820.0,34100.0,340,0.53,-1.0983963,0.8480938,0.108395964
0.9,0.11925401,0.2061305,6840.0,34200.0,341,0.63,-1.164587,0.8481142,0.10839957
0.95,0.11920429,0.2061232,6860.0,34300.0,342,0.55,-1.0297743,0.8481249,0.10838293
0.95,0.11918234,0.20612499,6880.0,34400.0,343,0.51,-1.3328457,0.8481436,0.10840913
0.95,0.11916395,0.20611948,6900.0,34500.0,344,0.65,-1.2689954,0.8481521,0.108377725
0.9,0.11914066,0.2061181,6920.0,34600.0,345,0.55,-1.1385574,0.84817934,0.108369194
0.95,0.119127825,0.20612764,6940.0,34700.0,346,0.58,-0.90082633,0.8482041,0.10838532
0.9,0.11910827,0.2061449,6960.0,34800.0,347,0.58,-1.1279167,0.8482225,0.10837083
0.85,0.11908755,0.20614183,6980.0,34900.0,348,0.51,-1.285448,0.84824604,0.10836175
0.9,0.119077265,0.2061566,7000.0,35000.0,349,0.51,-1.0822107,0.8482859,0.10837782
1.0,0.119062155,0.20615263,7020.0,35100.0,350,0.64,-0.9816786,0.84829086,0.1083741
0.9,0.119057424,0.20615722,7040.0,35200.0,351,0.57,-0.9574806,0.848311,0.10835757
1.0,0.11905306,0.20616435,7060.0,35300.0,352,0.6,-0.82847226,0.8483065,0.108342834
0.9,0.11900913,0.20616789,7080.0,35400.0,353,0.68,-1.2837236,0.8482964,0.10831068
1.0,0.11899771,0.20617306,7100.0,35500.0,354,0.54,-0.9556972,0.8483343,0.10831087
0.85,0.11897326,0.20616743,7120.0,35600.0,355,0.64,-1.2856917,0.848331,0.10828408
0.75,0.118949786,0.206181,7140.0,35700.0,356,0.59,-1.7025265,0.8483725,0.10826841
0.9,0.118922606,0.20618983,7160.0,35800.0,357,0.68,-1.3215919,0.8483766,0.108279265
0.95,0.118907616,0.20619401,7180.0,35900.0,358,0.57,-1.3272017,0.8483958,0.108264945
0.8,0.118929125,0.2062155,7200.0,36000.0,359,0.6,-1.3251073,0.8484056,0.10826171
1.0,0.11892924,0.20621373,7220.0,36100.0,360,0.66,-1.0903666,0.84842014,0.10825932
0.95,0.11892755,0.20622408,7240.0,36200.0,361,0.59,-0.9943514,0.84842247,0.1082812
1.0,0.11890868,0.20623642,7260.0,36300.0,362,0.58,-1.1943812,0.848455,0.10826683
0.95,0.11890412,0.20624603,7280.0,36400.0,363,0.55,-1.3732843,0.84847045,0.10827131
1.0,0.118877575,0.20626116,7300.0,36500.0,364,0.59,-1.1114401,0.8484749,0.108261965
0.9,0.11885095,0.20627186,7320.0,36600.0,365,0.59,-1.2669001,0.8484747,0.10827429
0.9,0.11884242,0.20628136,7340.0,36700.0,366,0.57,-1.0884902,0.8484922,0.10824443
1.0,0.1187969,0.20628761,7360.0,36800.0,367,0.54,-1.1041565,0.8485115,0.10823978
0.95,0.11878708,0.20628433,7380.0,36900.0,368,0.61,-1.1396757,0.8485406,0.10824775
1.0,0.11874454,0.20627528,7400.0,37000.0,369,0.62,-1.0287734,0.8485615,0.10821273
1.0,0.1187248,0.20629735,7420.0,37100.0,370,0.53,-0.9907409,0.84858423,0.1082188
0.95,0.118708655,0.20629627,7440.0,37200.0,371,0.64,-1.486845,0.8485864,0.10819269
0.95,0.11867237,0.20630854,7460.0,37300.0,372,0.51,-1.0147247,0.8485952,0.10820046
1.0,0.11861988,0.20630164,7480.0,37400.0,373,0.6,-1.061,0.8486126,0.10817932
0.95,0.11861941,0.2063091,7500.0,37500.0,374,0.66,-1.1228244,0.8486321,0.10817704
1.0,0.11861884,0.20631109,7520.0,37600.0,375,0.55,-1.0418416,0.84864545,0.10819813
1.0,0.11862216,0.20630634,7540.0,37700.0,376,0.54,-0.6900002,0.84866196,0.1082022
0.9,0.11860973,0.20629534,7560.0,37800.0,377,0.6,-1.2606087,0.84866166,0.108187735
0.95,0.11860963,0.20630783,7580.0,37900.0,378,0.57,-1.0751394,0.8486783,0.10819309
1.0,0.11860404,0.2063168,7600.0,38000.0,379,0.58,-1.0451134,0.8486967,0.10819093
1.0,0.118593045,0.20631932,7620.0,38100.0,380,0.67,-0.9271957,0.8487062,0.10816499
0.95,0.11860027,0.20631938,7640.0,38200.0,381,0.65,-1.06862,0.8486943,0.10814003
0.9,0.118609875,0.20632349,7660.0,38300.0,382,0.51,-1.2037996,0.84871584,0.10816332
1.0,0.11861722,0.20633063,7680.0,38400.0,383,0.56,-0.792946,0.84870505,0.10816907
1.0,0.118584424,0.20633365,7700.0,38500.0,384,0.61,-0.94178945,0.84872085,0.10813728
1.0,0.118575916,0.20634592,7720.0,38600.0,385,0.5,-1.0790496,0.8487312,0.10812473
1.0,0.11855977,0.2063501,7740.0,38700.0,386,0.56,-1.1708884,0.84873396,0.10810402
0.9,0.11853839,0.20635319,7760.0,38800.0,387,0.45,-1.031761,0.8487552,0.10809797
1.0,0.11855078,0.20636858,7780.0,38900.0,388,0.61,-1.0930276,0.8487608,0.10809788
1.0,0.11850329,0.20637245,7800.0,39000.0,389,0.64,-0.87524545,0.84877247,0.10805377
0.95,0.118481606,0.20638303,7820.0,39100.0,390,0.57,-1.2888533,0.8487808,0.1080722
1.0,0.118454844,0.20637861,7840.0,39200.0,391,0.57,-0.9361432,0.8487678,0.10803261
1.0,0.11841123,0.20637839,7860.0,39300.0,392,0.61,-0.8509954,0.84878916,0.10798901
1.0,0.118401565,0.2063727,7880.0,39400.0,393,0.55,-1.0728921,0.84879667,0.10799557
0.9,0.118405454,0.20638019,7900.0,39500.0,394,0.47,-1.0359912,0.848804,0.10801452
0.95,0.11842718,0.20637585,7920.0,39600.0,395,0.52,-1.2509823,0.8488144,0.108020924
0.95,0.11842625,0.20638385,7940.0,39700.0,396,0.5,-1.5024154,0.84885234,0.10803393
0.95,0.1184095,0.20639353,7960.0,39800.0,397,0.54,-1.5475378,0.84887725,0.10804666
0.95,0.11842196,0.20639421,7980.0,39900.0,398,0.59,-0.9656577,0.8488975,0.10801968
0.9,0.118448935,0.20640543,8000.0,40000.0,399,0.57,-1.3501714,0.848908,0.10803893
0.9,0.118444316,0.20640196,8020.0,40100.0,400,0.61,-1.1192765,0.84891087,0.10801661
1.0,0.11844544,0.20640355,8040.0,40200.0,401,0.62,-1.1055219,0.84892553,0.107992865
0.9,0.11848875,0.2064063,8060.0,40300.0,402,0.56,-1.4436395,0.8489401,0.10802394
0.95,0.11845507,0.20641308,8080.0,40400.0,403,0.54,-1.0787643,0.8489463,0.10801625
0.95,0.11848282,0.20640984,8100.0,40500.0,404,0.53,-1.1961443,0.84894943,0.10804855
0.9,0.11845278,0.2064088,8120.0,40600.0,405,0.57,-1.1486521,0.8489859,0.10803265
0.95,0.118436195,0.20640811,8140.0,40700.0,406,0.53,-1.0135739,0.84898233,0.10800865
0.9,0.118423946,0.2064151,8160.0,40800.0,407,0.6,-1.4969008,0.84900886,0.10800654
1.0,0.118436396,0.20641688,8180.0,40900.0,408,0.55,-1.0095551,0.84902316,0.10800574
0.95,0.11840859,0.20642753,8200.0,41000.0,409,0.57,-1.2566613,0.8490383,0.107979976
0.95,0.11840871,0.2064391,8220.0,41100.0,410,0.6,-1.6034429,0.84903526,0.10796956
1.0,0.11838736,0.20645311,8240.0,41200.0,411,0.58,-0.9104884,0.84906095,0.10794902
0.95,0.11837348,0.20645168,8260.0,41300.0,412,0.45,-1.0179967,0.84908754,0.10793116
0.85,0.118392974,0.2064737,8280.0,41400.0,413,0.62,-1.3017308,0.84910685,0.10792305
1.0,0.11835715,0.20647539,8300.0,41500.0,414,0.62,-0.7730422,0.8491049,0.10790491
0.95,0.11835861,0.20646802,8320.0,41600.0,415,0.57,-1.0735834,0.8491106,0.10791705
1.0,0.118339166,0.2064593,8340.0,41700.0,416,0.49,-0.77836543,0.8491311,0.107910335
1.0,0.11833709,0.20646116,8360.0,41800.0,417,0.49,-1.0146368,0.84912354,0.10790961
1.0,0.1183177,0.20646374,8380.0,41900.0,418,0.56,-1.0384165,0.8491387,0.10789057
0.9,0.11830523,0.20645323,8400.0,42000.0,419,0.54,-1.2966652,0.84915334,0.1078885
0.9,0.11827834,0.20644951,8420.0,42100.0,420,0.46,-1.4336216,0.84917253,0.10789225
1.0,0.118267335,0.20645414,8440.0,42200.0,421,0.62,-0.85613716,0.84918404,0.10786561
1.0,0.11826454,0.20645781,8460.0,42300.0,422,0.57,-1.0243083,0.84919286,0.107849754
0.95,0.118265875,0.20646763,8480.0,42400.0,423,0.49,-1.0628393,0.84921044,0.107851
0.95,0.11825666,0.20646709,8500.0,42500.0,424,0.52,-1.09866,0.8492322,0.1078578
1.0,0.11823365,0.20646761,8520.0,42600.0,425,0.59,-0.98231345,0.84924394,0.107846715
0.95,0.11824023,0.20646586,8540.0,42700.0,426,0.58,-1.0299313,0.84924906,0.10785237
0.95,0.1182506,0.20646009,8560.0,42800.0,427,0.58,-1.0792613,0.8492329,0.10785455
1.0,0.118226975,0.20646313,8580.0,42900.0,428,0.64,-1.0340331,0.84923106,0.10785461
1.0,0.118196316,0.20646389,8600.0,43000.0,429,0.52,-1.0862831,0.84924835,0.107852064
0.95,0.11817518,0.2064714,8620.0,43100.0,430,0.47,-1.107164,0.8492798,0.10783821
0.95,0.11817436,0.2064763,8640.0,43200.0,431,0.52,-1.1120621,0.8492902,0.107833445
0.95,0.11813882,0.20647776,8660.0,43300.0,432,0.63,-0.94988555,0.8492957,0.1077975
1.0,0.11813453,0.20647722,8680.0,43400.0,433,0.55,-1.0849533,0.84930784,0.10781377
0.95,0.1181316,0.20647663,8700.0,43500.0,434,0.51,-0.88471395,0.8493226,0.10782387
1.0,0.1181328,0.20648566,8720.0,43600.0,435,0.61,-1.0746012,0.849318,0.1077966
1.0,0.118094884,0.20647608,8740.0,43700.0,436,0.61,-0.999431,0.8493314,0.10778377
0.95,0.118083,0.2064856,8760.0,43800.0,437,0.55,-1.2615672,0.84933466,0.10778884
1.0,0.11805706,0.20648465,8780.0,43900.0,438,0.52,-0.76501215,0.84932667,0.10780221
1.0,0.118044525,0.20648111,8800.0,44000.0,439,0.59,-0.9547552,0.84933704,0.10780039
0.9,0.11805413,0.2064838,8820.0,44100.0,440,0.6,-1.5726638,0.84934855,0.10780742
1.0,0.11803416,0.20648757,8840.0,44200.0,441,0.55,-1.0631889,0.8493759,0.10779663
0.95,0.118021555,0.20647813,8860.0,44300.0,442,0.55,-1.3407573,0.84937596,0.10778163
0.95,0.118019685,0.2064852,8880.0,44400.0,443,0.53,-1.2953858,0.84938836,0.1078169
0.95,0.118016556,0.20649338,8900.0,44500.0,444,0.53,-1.1143249,0.8494115,0.10779288
0.95,0.11804104,0.20649944,8920.0,44600.0,445,0.55,-1.3335913,0.84942055,0.10778455
1.0,0.11804542,0.20649357,8940.0,44700.0,446,0.54,-0.8509763,0.8494191,0.107776016
0.9,0.118041925,0.20649065,8960.0,44800.0,447,0.59,-1.3144461,0.84942836,0.10775753
0.85,0.11801496,0.20649624,8980.0,44900.0,448,0.57,-1.280177,0.8494263,0.10773152
0.95,0.11805115,0.2065138,9000.0,45000.0,449,0.43,-1.2987273,0.8494368,0.10777837
1.0,0.11804873,0.20651232,9020.0,45100.0,450,0.55,-1.3054832,0.8494568,0.10777562
1.0,0.11804409,0.20651497,9040.0,45200.0,451,0.58,-1.0411928,0.84946394,0.10777822
0.9,0.118064344,0.20650576,9060.0,45300.0,452,0.55,-1.3685879,0.84947425,0.10777406
1.0,0.118059285,0.20650938,9080.0,45400.0,453,0.47,-0.9800252,0.8494754,0.10777163
1.0,0.11804188,0.20650691,9100.0,45500.0,454,0.55,-1.2072289,0.8494778,0.1077624
1.0,0.118034385,0.20650837,9120.0,45600.0,455,0.54,-1.1109865,0.84949595,0.107757516
1.0,0.11802218,0.20650385,9140.0,45700.0,456,0.45,-0.92788583,0.84949136,0.10777503
0.95,0.11799295,0.20651701,9160.0,45800.0,457,0.49,-1.2776133,0.8494985,0.10776702
0.95,0.11797162,0.20651634,9180.0,45900.0,458,0.58,-0.9993741,0.849483,0.10776651
1.0,0.11797101,0.20651765,9200.0,46000.0,459,0.5,-1.1911978,0.84949636,0.107747585
1.0,0.11795957,0.20651822,9220.0,46100.0,460,0.58,-1.2156667,0.8495013,0.10772365
0.9,0.117940575,0.20652647,9240.0,46200.0,461,0.64,-1.3835514,0.84950733,0.107723676
1.0,0.11791379,0.20651297,9260.0,46300.0,462,0.47,-0.8913949,0.8495102,0.10771611
0.95,0.117923945,0.20651594,9280.0,46400.0,463,0.58,-0.96228665,0.84951955,0.10770697
1.0,0.11791019,0.20650777,9300.0,46500.0,464,0.57,-1.1048949,0.8495286,0.10768207
1.0,0.11787919,0.20650679,9320.0,46600.0,465,0.58,-0.6502677,0.84952694,0.107658125
0.95,0.11786974,0.20651333,9340.0,46700.0,466,0.58,-1.22611,0.84953004,0.10765653
1.0,0.117851,0.20651184,9360.0,46800.0,467,0.57,-1.1525457,0.8495361,0.10763543
1.0,0.1178597,0.2065076,9380.0,46900.0,468,0.58,-1.1520679,0.8495371,0.10763038
0.95,0.11785297,0.20650153,9400.0,47000.0,469,0.5,-1.1964842,0.84955406,0.107620835
1.0,0.11785953,0.20648819,9420.0,47100.0,470,0.53,-1.0076134,0.8495471,0.10765558
1.0,0.117858924,0.20649956,9440.0,47200.0,471,0.54,-1.3174682,0.84955883,0.10767082
1.0,0.11785299,0.20650221,9460.0,47300.0,472,0.44,-1.0729587,0.8495601,0.1076759
0.9,0.11785338,0.20650135,9480.0,47400.0,473,0.42,-1.1843307,0.84957594,0.10771044
1.0,0.11785712,0.20649904,9500.0,47500.0,474,0.49,-1.2241533,0.84956557,0.10773223
0.85,0.11783214,0.2065078,9520.0,47600.0,475,0.57,-1.324518,0.8495817,0.10770785
0.95,0.11781763,0.2065206,9540.0,47700.0,476,0.53,-1.4860703,0.84960884,0.107697345
1.0,0.1178272,0.20651722,9560.0,47800.0,477,0.51,-0.7696025,0.84959316,0.10771742
1.0,0.11781106,0.20652388,9580.0,47900.0,478,0.55,-1.0517014,0.84960884,0.107716076
1.0,0.11780388,0.20652007,9600.0,48000.0,479,0.54,-1.2004774,0.84962654,0.10772354
0.9,0.117797166,0.20652571,9620.0,48100.0,480,0.53,-1.3242526,0.8496458,0.10771624
0.95,0.11778614,0.20652813,9640.0,48200.0,481,0.52,-1.2923255,0.84965044,0.10769536
0.9,0.117768854,0.20652682,9660.0,48300.0,482,0.59,-1.3597324,0.8496688,0.107694834
1.0,0.11775832,0.20653297,9680.0,48400.0,483,0.54,-1.2716715,0.849678,0.10770106
1.0,0.11773368,0.2065353,9700.0,48500.0,484,0.51,-1.2049055,0.8497092,0.10770801
0.9,0.11773538,0.20653719,9720.0,48600.0,485,0.52,-1.6388769,0.8497003,0.107701935
1.0,0.117700756,0.20653567,9740.0,48700.0,486,0.62,-1.3561494,0.8497185,0.10770319
1.0,0.1176793,0.20652695,9760.0,48800.0,487,0.58,-1.0426165,0.84971744,0.107687674
1.0,0.11767478,0.2065245,9780.0,48900.0,488,0.59,-1.1046689,0.8497316,0.10767401
0.95,0.11765177,0.20652552,9800.0,49000.0,489,0.54,-1.1876853,0.84974545,0.107673556
0.95,0.11764645,0.20651938,9820.0,49100.0,490,0.5,-1.1800026,0.849755,0.10768131
0.95,0.11762276,0.20652065,9840.0,49200.0,491,0.54,-1.3205681,0.84977484,0.10767203
1.0,0.11760531,0.20651905,9860.0,49300.0,492,0.59,-0.9620395,0.84977835,0.10766899
1.0,0.11761581,0.20651837,9880.0,49400.0,493,0.52,-1.0501066,0.8497649,0.10771849
1.0,0.117601365,0.20651512,9900.0,49500.0,494,0.6,-1.0906336,0.8497636,0.10771031
1.0,0.1175828,0.20650713,9920.0,49600.0,495,0.54,-1.3228496,0.84977275,0.10770204
1.0,0.11756875,0.20651686,9940.0,49700.0,496,0.54,-0.8326707,0.84977025,0.10769316
0.95,0.11757039,0.20651811,9960.0,49800.0,497,0.61,-1.2029318,0.8497755,0.10766181
1.0,0.117550895,0.20651707,9980.0,49900.0,498,0.67,-1.1381602,0.84978837,0.107649244
0.95,0.117544524,0.20652615,10000.0,50000.0,499,0.5,-1.1913112,0.84979945,0.10765333
0.95,0.117558315,0.20652232,10020.0,50100.0,500,0.48,-0.94183236,0.84979373,0.107662715
1.0,0.11754129,0.20652255,10040.0,50200.0,501,0.43,-1.0218916,0.8498061,0.107655905
0.9,0.11755462,0.2065252,10060.0,50300.0,502,0.47,-1.3820174,0.84981376,0.107678026
1.0,0.117527045,0.20652361,10080.0,50400.0,503,0.45,-1.0095159,0.8498201,0.10768417
1.0,0.1175318,0.2065055,10100.0,50500.0,504,0.47,-0.85951585,0.8498206,0.10768437
1.0,0.11753097,0.2065034,10120.0,50600.0,505,0.51,-1.1735265,0.8498065,0.10770441
1.0,0.117534906,0.20649849,10140.0,50700.0,506,0.51,-1.0258964,0.849806,0.10770553
0.95,0.11751491,0.2064988,10160.0,50800.0,507,0.58,-1.0359468,0.8498025,0.10768762
1.0,0.11751184,0.20649064,10180.0,50900.0,508,0.47,-0.98772085,0.8498001,0.1076918
0.9,0.117495336,0.2064934,10200.0,51000.0,509,0.54,-1.6557398,0.849792,0.10768553
0.95,0.11747493,0.20648478,10220.0,51100.0,510,0.51,-1.1054541,0.84980017,0.10766988
0.95,0.11746413,0.20649248,10240.0,51200.0,511,0.55,-1.1422325,0.8498053,0.107668936
0.95,0.11745123,0.20649092,10260.0,51300.0,512,0.56,-1.2936713,0.84980965,0.107655086
1.0,0.11744093,0.20648372,10280.0,51400.0,513,0.58,-0.74067205,0.8498072,0.10763369
0.95,0.11742273,0.20648977,10300.0,51500.0,514,0.5,-1.1308556,0.84983534,0.1076233
1.0,0.11741791,0.20649779,10320.0,51600.0,515,0.54,-0.5710369,0.8498538,0.107642956
0.95,0.117393516,0.20650391,10340.0,51700.0,516,0.64,-0.84109944,0.8498635,0.107625365
0.9,0.11737776,0.20650123,10360.0,51800.0,517,0.56,-1.6478231,0.84987766,0.107634805
0.95,0.11736107,0.20649949,10380.0,51900.0,518,0.66,-1.0081729,0.8498915,0.107631214
1.0,0.11734333,0.20650129,10400.0,52000.0,519,0.53,-1.177864,0.84989625,0.10761932
1.0,0.11733058,0.2065063,10420.0,52100.0,520,0.56,-0.8079551,0.8499155,0.10762098
1.0,0.11732973,0.20650236,10440.0,52200.0,521,0.54,-0.9809495,0.84992486,0.1076254
0.85,0.11730697,0.20650573,10460.0,52300.0,522,0.59,-1.4163663,0.8499324,0.107620396
0.95,0.11728025,0.20651226,10480.0,52400.0,523,0.53,-1.0062128,0.84993243,0.10764104
0.95,0.11728451,0.20650473,10500.0,52500.0,524,0.49,-0.9861247,0.84994286,0.107652254
0.95,0.11727073,0.20650545,10520.0,52600.0,525,0.53,-1.022506,0.8499568,0.10763407
1.0,0.117261745,0.20650658,10540.0,52700.0,526,0.54,-0.73309404,0.84996843,0.10764176
1.0,0.11724697,0.20650706,10560.0,52800.0,527,0.47,-0.73039687,0.849976,0.10763779
1.0,0.11722247,0.20650178,10580.0,52900.0,528,0.56,-0.9494589,0.8499835,0.107627265
0.9,0.11721738,0.2065004,10600.0,53000.0,529,0.58,-1.3027899,0.8499916,0.10762644
1.0,0.117224455,0.20651451,10620.0,53100.0,530,0.58,-1.772242,0.85001063,0.107640065
1.0,0.11720902,0.20651008,10640.0,53200.0,531,0.57,-0.8631501,0.85001445,0.10763834
0.95,0.11720981,0.20651585,10660.0,53300.0,532,0.55,-1.0621505,0.85001945,0.107622825
0.95,0.11719302,0.20651625,10680.0,53400.0,533,0.59,-1.184169,0.850025,0.10759598
1.0,0.117172234,0.2065196,10700.0,53500.0,534,0.5,-0.85775363,0.8500429,0.10759422
0.95,0.117151044,0.20651884,10720.0,53600.0,535,0.58,-0.91299313,0.85004973,0.107569374
1.0,0.11716461,0.20651817,10740.0,53700.0,536,0.51,-1.0970504,0.8500552,0.1075828
1.0,0.11714803,0.20652466,10760.0,53800.0,537,0.53,-0.8772689,0.8500566,0.10758093
0.95,0.11716384,0.20652466,10780.0,53900.0,538,0.53,-1.1088521,0.8500569,0.10759604
0.95,0.11716328,0.20653178,10800.0,54000.0,539,0.58,-1.3313528,0.8500703,0.10760051
1.0,0.117159024,0.20654063,10820.0,54100.0,540,0.56,-0.9954699,0.85008186,0.10760216
0.95,0.1171544,0.20654467,10840.0,54200.0,541,0.56,-1.1713207,0.85008353,0.10760214
1.0,0.117157355,0.20654203,10860.0,54300.0,542,0.54,-0.98618,0.85008883,0.10760132
1.0,0.11715867,0.20654112,10880.0,54400.0,543,0.59,-1.0534526,0.8500866,0.10759186
0.95,0.11714962,0.20653541,10900.0,54500.0,544,0.59,-1.0571833,0.85009986,0.10759237
1.0,0.117155,0.20653439,10920.0,54600.0,545,0.49,-1.0065855,0.85010505,0.10758076
