test/success_rate,stats_o/std,stats_o/mean,test/episode,train/episode,epoch,train/success_rate,test/mean_Q,stats_g/mean,stats_g/std
1.0,0.11569966,0.20663336,16420.0,82100.0,820,0.55,-0.8455594,0.8508021,0.106817305
1.0,0.11568472,0.20663445,16440.0,82200.0,821,0.55,-1.0907149,0.8508058,0.106803566
1.0,0.11568661,0.20663477,16460.0,82300.0,822,0.51,-1.2705448,0.850811,0.10682106
1.0,0.11568549,0.20664093,16480.0,82400.0,823,0.5,-0.7361469,0.8508155,0.106820226
1.0,0.11569105,0.20664084,16500.0,82500.0,824,0.53,-0.8788597,0.8508146,0.106816135
0.95,0.11568865,0.20664611,16520.0,82600.0,825,0.45,-1.3019114,0.85082453,0.10681187
0.95,0.115672596,0.20664561,16540.0,82700.0,826,0.54,-0.798945,0.8508217,0.10679447
0.85,0.11564718,0.20665066,16560.0,82800.0,827,0.61,-1.2688913,0.85083073,0.1067824
0.75,0.11563275,0.20665392,16580.0,82900.0,828,0.6,-1.5909331,0.8508418,0.10676869
1.0,0.11564335,0.20665006,16600.0,83000.0,829,0.52,-1.2070888,0.8508415,0.10677254
0.95,0.11564173,0.20665416,16620.0,83100.0,830,0.51,-1.2160981,0.8508465,0.10676869
0.9,0.115635864,0.20665321,16640.0,83200.0,831,0.56,-1.1379448,0.85084134,0.10677037
0.95,0.1156221,0.20665585,16660.0,83300.0,832,0.64,-1.3564999,0.8508449,0.10675847
0.9,0.11561224,0.20666005,16680.0,83400.0,833,0.47,-1.3860896,0.8508472,0.1067527
0.95,0.115602076,0.20665991,16700.0,83500.0,834,0.55,-1.0147339,0.85083866,0.10675115
0.9,0.11559116,0.20666462,16720.0,83600.0,835,0.51,-1.1592412,0.8508424,0.10673817
0.95,0.11557858,0.20666677,16740.0,83700.0,836,0.55,-0.78770137,0.8508436,0.106716074
0.85,0.115573734,0.20666982,16760.0,83800.0,837,0.54,-1.0004652,0.85084504,0.106714986
1.0,0.11557161,0.2066733,16780.0,83900.0,838,0.53,-1.0851133,0.85084414,0.106703244
0.95,0.11556437,0.20667294,16800.0,84000.0,839,0.43,-1.2396251,0.85084945,0.10670566
0.9,0.11555377,0.20667279,16820.0,84100.0,840,0.49,-1.4647058,0.8508527,0.10670513
0.9,0.11554299,0.20667462,16840.0,84200.0,841,0.53,-1.2595665,0.85085183,0.10669321
1.0,0.115542844,0.20667684,16860.0,84300.0,842,0.45,-1.1347835,0.8508622,0.1066893
0.9,0.11553812,0.20667744,16880.0,84400.0,843,0.64,-1.1180394,0.8508685,0.106672406
0.95,0.115538046,0.20667146,16900.0,84500.0,844,0.53,-1.13356,0.850866,0.106663205
0.95,0.11552426,0.2066705,16920.0,84600.0,845,0.6,-1.0442094,0.85086775,0.10665363
1.0,0.11552015,0.20666942,16940.0,84700.0,846,0.54,-0.9933604,0.8508764,0.10665042
0.95,0.11553937,0.20667149,16960.0,84800.0,847,0.51,-1.1062969,0.8508773,0.106658556
0.95,0.11553218,0.20666625,16980.0,84900.0,848,0.62,-1.1593826,0.85088444,0.106653206
0.9,0.11553118,0.20666537,17000.0,85000.0,849,0.55,-1.4951643,0.8508795,0.106650434
1.0,0.115525335,0.20665818,17020.0,85100.0,850,0.55,-0.8271408,0.85088396,0.1066402
0.95,0.11550969,0.20665719,17040.0,85200.0,851,0.57,-1.0474741,0.8508788,0.10663054
1.0,0.11548093,0.206656,17060.0,85300.0,852,0.57,-1.4396669,0.8508871,0.10662321
1.0,0.1154639,0.2066576,17080.0,85400.0,853,0.47,-1.109009,0.85088724,0.10661394
1.0,0.115462005,0.20665702,17100.0,85500.0,854,0.49,-0.9949309,0.8508889,0.106601715
0.95,0.11545434,0.20665298,17120.0,85600.0,855,0.55,-1.0622463,0.8508889,0.10659361
0.95,0.115446165,0.20664746,17140.0,85700.0,856,0.57,-1.1541525,0.8508885,0.10659634
1.0,0.11543972,0.20664747,17160.0,85800.0,857,0.57,-0.68594116,0.85088515,0.106608815
0.95,0.1154229,0.20665187,17180.0,85900.0,858,0.52,-1.2009733,0.8508816,0.1065993
0.95,0.11543229,0.20665427,17200.0,86000.0,859,0.55,-1.3524882,0.8508746,0.106592596
0.95,0.11543211,0.20664944,17220.0,86100.0,860,0.57,-1.3802743,0.8508709,0.106596254
0.9,0.11542778,0.2066486,17240.0,86200.0,861,0.46,-0.99867785,0.85087466,0.106593825
0.95,0.11542432,0.20664595,17260.0,86300.0,862,0.52,-1.2910922,0.85087425,0.10657755
1.0,0.11541207,0.2066434,17280.0,86400.0,863,0.41,-1.0070845,0.85087776,0.10658028
1.0,0.11541272,0.20663941,17300.0,86500.0,864,0.48,-1.000389,0.8508827,0.106582165
0.9,0.115404256,0.20663495,17320.0,86600.0,865,0.37,-1.1951287,0.8508877,0.10659056
0.95,0.11539733,0.20663556,17340.0,86700.0,866,0.5,-1.1297085,0.850895,0.10658371
0.85,0.115404606,0.20663853,17360.0,86800.0,867,0.47,-1.2516675,0.8509,0.106595725
0.95,0.11539227,0.20663719,17380.0,86900.0,868,0.48,-1.4984154,0.8508997,0.10658512
0.95,0.1153947,0.20663887,17400.0,87000.0,869,0.44,-0.8902525,0.8508987,0.1065921
0.95,0.11539752,0.20663273,17420.0,87100.0,870,0.5,-1.0395267,0.8508871,0.10659471
0.95,0.11539194,0.20663331,17440.0,87200.0,871,0.58,-1.2725316,0.85089016,0.1065884
1.0,0.115399554,0.2066298,17460.0,87300.0,872,0.53,-0.73715657,0.850882,0.106584154
0.95,0.11540285,0.20662941,17480.0,87400.0,873,0.52,-1.126034,0.85088044,0.106580056
0.95,0.11540536,0.20663086,17500.0,87500.0,874,0.48,-1.0186931,0.8508757,0.10657359
1.0,0.11539476,0.20663282,17520.0,87600.0,875,0.59,-0.8612056,0.85087293,0.10656544
1.0,0.115390755,0.20663247,17540.0,87700.0,876,0.57,-0.8497532,0.85087115,0.1065622
1.0,0.1153767,0.20664138,17560.0,87800.0,877,0.48,-1.0647763,0.8508727,0.10654986
1.0,0.11536872,0.2066425,17580.0,87900.0,878,0.5,-0.956638,0.8508795,0.10654951
1.0,0.11536574,0.20664322,17600.0,88000.0,879,0.42,-1.0573707,0.8508896,0.10655693
1.0,0.11536432,0.20664479,17620.0,88100.0,880,0.48,-0.98913515,0.8508963,0.10655201
0.95,0.115363844,0.20664465,17640.0,88200.0,881,0.55,-1.3887408,0.850897,0.10654673
0.95,0.115364105,0.20664865,17660.0,88300.0,882,0.57,-0.68851554,0.85089606,0.106546156
1.0,0.11535594,0.20665306,17680.0,88400.0,883,0.45,-0.98157483,0.85090226,0.1065422
1.0,0.115350716,0.20665604,17700.0,88500.0,884,0.48,-1.1540127,0.85090256,0.1065402
0.9,0.115343705,0.2066553,17720.0,88600.0,885,0.48,-1.5616101,0.85091066,0.106549166
1.0,0.115352176,0.20665991,17740.0,88700.0,886,0.51,-0.79656565,0.8509171,0.10656557
0.95,0.11536078,0.20665857,17760.0,88800.0,887,0.46,-1.0794432,0.85091716,0.106583126
0.95,0.11536309,0.20665202,17780.0,88900.0,888,0.58,-1.3047123,0.8509218,0.106580645
1.0,0.11535421,0.20665354,17800.0,89000.0,889,0.47,-1.1093242,0.8509241,0.106583804
1.0,0.115350336,0.20665024,17820.0,89100.0,890,0.52,-0.9880347,0.8509242,0.10658429
1.0,0.115345575,0.20665026,17840.0,89200.0,891,0.6,-0.70619595,0.85092497,0.106568374
1.0,0.115342654,0.20664862,17860.0,89300.0,892,0.56,-1.3588743,0.850925,0.106572606
1.0,0.11533559,0.20664938,17880.0,89400.0,893,0.45,-1.2907966,0.8509276,0.10657647
1.0,0.11531952,0.20664956,17900.0,89500.0,894,0.57,-0.9884947,0.8509278,0.10656089
1.0,0.11532344,0.2066448,17920.0,89600.0,895,0.46,-0.78493375,0.8509254,0.106558524
0.95,0.115317985,0.20664242,17940.0,89700.0,896,0.58,-1.3798857,0.8509329,0.10654801
1.0,0.11532542,0.20664115,17960.0,89800.0,897,0.49,-0.9462962,0.8509407,0.106561065
1.0,0.11534212,0.20664626,17980.0,89900.0,898,0.55,-1.0498195,0.85094213,0.10657817
0.95,0.11532501,0.20664874,18000.0,90000.0,899,0.54,-1.2980682,0.850945,0.10658035
1.0,0.11531752,0.20665538,18020.0,90100.0,900,0.43,-1.0008242,0.850957,0.10657632
0.95,0.115310155,0.2066544,18040.0,90200.0,901,0.51,-0.9858775,0.850961,0.10656622
0.95,0.11531265,0.20665523,18060.0,90300.0,902,0.59,-1.0414246,0.8509653,0.10654896
1.0,0.11530473,0.2066536,18080.0,90400.0,903,0.52,-0.9516505,0.85097116,0.10653841
0.95,0.11530007,0.20665762,18100.0,90500.0,904,0.51,-0.99742794,0.850988,0.106538825
1.0,0.115300275,0.20665964,18120.0,90600.0,905,0.49,-0.82415456,0.8509841,0.10652846
1.0,0.11530347,0.20665488,18140.0,90700.0,906,0.46,-0.8521932,0.8509825,0.10653138
0.9,0.115304366,0.20665278,18160.0,90800.0,907,0.51,-1.3030714,0.85097474,0.106526315
1.0,0.11532016,0.20665175,18180.0,90900.0,908,0.47,-1.1264409,0.85098153,0.10654881
0.9,0.11532998,0.20665188,18200.0,91000.0,909,0.44,-0.9820889,0.85098505,0.106550775
1.0,0.11532721,0.20664707,18220.0,91100.0,910,0.59,-0.9064752,0.8509789,0.10654762
1.0,0.11532566,0.20664966,18240.0,91200.0,911,0.56,-0.78576565,0.8509708,0.10654804
0.9,0.11532739,0.20664494,18260.0,91300.0,912,0.48,-1.1444141,0.85096645,0.1065393
1.0,0.11532554,0.20664929,18280.0,91400.0,913,0.57,-0.76109797,0.85096675,0.106544994
1.0,0.1153357,0.20665252,18300.0,91500.0,914,0.53,-1.2321894,0.8509676,0.106542535
1.0,0.11533448,0.2066491,18320.0,91600.0,915,0.49,-0.913838,0.85096973,0.10653976
0.85,0.1153214,0.20665313,18340.0,91700.0,916,0.54,-1.3640904,0.8509752,0.10653602
0.95,0.1153263,0.20665148,18360.0,91800.0,917,0.52,-0.9451765,0.8509772,0.10653916
1.0,0.11531806,0.20665655,18380.0,91900.0,918,0.54,-0.85493535,0.8509833,0.106525205
1.0,0.11530703,0.20665795,18400.0,92000.0,919,0.5,-0.96068037,0.85099125,0.10652097
1.0,0.11530194,0.20665994,18420.0,92100.0,920,0.54,-0.99057543,0.8509906,0.10651871
0.95,0.11530273,0.20666231,18440.0,92200.0,921,0.48,-1.1205864,0.8509938,0.10652334
1.0,0.11529494,0.20666198,18460.0,92300.0,922,0.4,-1.0244701,0.8509999,0.10651829
1.0,0.11530373,0.20666477,18480.0,92400.0,923,0.49,-0.76232797,0.8510038,0.106522
1.0,0.11529929,0.20666735,18500.0,92500.0,924,0.49,-0.9748393,0.8510082,0.10651816
1.0,0.115308285,0.20666727,18520.0,92600.0,925,0.47,-0.84806716,0.85100985,0.10652846
0.9,0.11531622,0.20666932,18540.0,92700.0,926,0.4,-1.0146859,0.8510093,0.10654372
1.0,0.115314715,0.20666485,18560.0,92800.0,927,0.44,-1.4225882,0.8510017,0.106549114
0.95,0.115318194,0.20666721,18580.0,92900.0,928,0.54,-0.98064834,0.8509962,0.10654477
0.85,0.115309805,0.20666881,18600.0,93000.0,929,0.56,-1.0740213,0.85099363,0.10654333
0.95,0.115306586,0.20666738,18620.0,93100.0,930,0.53,-1.0676453,0.8509868,0.10654671
0.9,0.1153045,0.20666635,18640.0,93200.0,931,0.51,-1.2652156,0.8509824,0.10654416
0.9,0.1152967,0.20666476,18660.0,93300.0,932,0.49,-1.4001309,0.85098004,0.106542766
1.0,0.115281574,0.20666073,18680.0,93400.0,933,0.55,-0.7839788,0.8509788,0.106527545
1.0,0.115275696,0.20666075,18700.0,93500.0,934,0.52,-0.97280645,0.8509856,0.10652133
1.0,0.1152592,0.20666105,18720.0,93600.0,935,0.47,-0.82506627,0.8509846,0.106508546
0.95,0.11524295,0.20665814,18740.0,93700.0,936,0.44,-1.2075449,0.8509821,0.10649705
0.9,0.11524772,0.20665869,18760.0,93800.0,937,0.54,-1.34145,0.8509817,0.10649079
0.9,0.11523509,0.20665464,18780.0,93900.0,938,0.63,-0.9874096,0.8509745,0.10647782
1.0,0.11523352,0.20665051,18800.0,94000.0,939,0.41,-0.9092835,0.8509818,0.10648205
1.0,0.11522466,0.20665379,18820.0,94100.0,940,0.58,-0.7707251,0.8509888,0.106465876
0.9,0.11521527,0.20665467,18840.0,94200.0,941,0.49,-1.1059806,0.85099053,0.10646173
0.85,0.11520491,0.20665126,18860.0,94300.0,942,0.54,-1.5389453,0.8509915,0.10644724
1.0,0.11518724,0.20665543,18880.0,94400.0,943,0.53,-1.0639251,0.85099894,0.106442034
0.95,0.11517746,0.20665483,18900.0,94500.0,944,0.48,-1.0292021,0.8510069,0.10643649
0.95,0.115166865,0.20665531,18920.0,94600.0,945,0.55,-0.9931997,0.85100704,0.106426366
0.95,0.115155794,0.20665896,18940.0,94700.0,946,0.52,-1.1064268,0.85100967,0.106419176
0.95,0.11515381,0.20665793,18960.0,94800.0,947,0.55,-1.3412583,0.8510124,0.106402285
0.9,0.115150526,0.20665762,18980.0,94900.0,948,0.55,-1.2015054,0.8510089,0.10640793
0.9,0.11515635,0.206664,19000.0,95000.0,949,0.5,-1.1551632,0.8510155,0.10641078
0.9,0.11514464,0.20666331,19020.0,95100.0,950,0.54,-1.0737932,0.8510118,0.106413156
1.0,0.11513166,0.20666312,19040.0,95200.0,951,0.56,-0.7882364,0.8510074,0.10640147
0.95,0.11512054,0.20666574,19060.0,95300.0,952,0.55,-1.3573644,0.8510131,0.10639695
1.0,0.115110874,0.20666626,19080.0,95400.0,953,0.5,-0.91516334,0.8510166,0.10639235
0.9,0.11511265,0.2066614,19100.0,95500.0,954,0.49,-1.0328919,0.85101485,0.10638716
0.9,0.115099326,0.2066634,19120.0,95600.0,955,0.49,-1.0512553,0.85101676,0.10638384
1.0,0.1151017,0.20666298,19140.0,95700.0,956,0.54,-1.04723,0.8510075,0.10638768
0.85,0.11509915,0.20666395,19160.0,95800.0,957,0.58,-1.5472372,0.8510038,0.10637939
1.0,0.11508954,0.20665906,19180.0,95900.0,958,0.53,-0.7538479,0.8510117,0.106368385
0.95,0.11507733,0.20666052,19200.0,96000.0,959,0.53,-1.0088316,0.8510192,0.106358595
1.0,0.115074135,0.20666577,19220.0,96100.0,960,0.52,-0.6835292,0.8510232,0.10635171
0.9,0.11507599,0.20666704,19240.0,96200.0,961,0.43,-1.601677,0.85103005,0.10635641
0.85,0.11507042,0.20666312,19260.0,96300.0,962,0.41,-1.7667818,0.85102963,0.10634545
0.95,0.115071714,0.20666343,19280.0,96400.0,963,0.48,-1.158111,0.8510332,0.10634422
0.9,0.11507003,0.20666762,19300.0,96500.0,964,0.55,-1.3298954,0.8510349,0.10634046
1.0,0.11506203,0.20666574,19320.0,96600.0,965,0.51,-1.2512052,0.8510411,0.10632944
1.0,0.115056545,0.20666213,19340.0,96700.0,966,0.57,-1.0539141,0.85103035,0.10633554
0.9,0.11505134,0.20665975,19360.0,96800.0,967,0.5,-1.3268781,0.8510349,0.10632681
0.95,0.11504225,0.20665483,19380.0,96900.0,968,0.5,-1.0465237,0.85103005,0.106325306
0.95,0.115033194,0.20665474,19400.0,97000.0,969,0.42,-1.237711,0.8510334,0.10632054
0.95,0.11502847,0.20665346,19420.0,97100.0,970,0.5,-1.1672457,0.85103506,0.10631446
1.0,0.11503432,0.20665735,19440.0,97200.0,971,0.48,-0.6783213,0.85103756,0.10632748
0.95,0.11502985,0.20666002,19460.0,97300.0,972,0.53,-0.96028966,0.85103923,0.106327295
1.0,0.11502658,0.20665838,19480.0,97400.0,973,0.62,-1.3226464,0.8510367,0.10631146
0.95,0.11501661,0.20665552,19500.0,97500.0,974,0.53,-1.0923296,0.8510304,0.10630832
0.85,0.11501251,0.20665759,19520.0,97600.0,975,0.44,-1.0318844,0.8510358,0.10631794
0.95,0.11500298,0.20665939,19540.0,97700.0,976,0.54,-1.063285,0.85103947,0.10631602
1.0,0.11500167,0.20665355,19560.0,97800.0,977,0.53,-0.97730464,0.8510406,0.10631157
0.95,0.11500557,0.20665209,19580.0,97900.0,978,0.51,-0.89877254,0.8510432,0.10630851
1.0,0.11499469,0.20665164,19600.0,98000.0,979,0.47,-0.8709817,0.85104185,0.10630402
1.0,0.1149807,0.20665187,19620.0,98100.0,980,0.47,-1.2323883,0.8510453,0.10629126
1.0,0.114961214,0.20665114,19640.0,98200.0,981,0.56,-0.99025404,0.8510463,0.10627594
0.95,0.11496101,0.20665216,19660.0,98300.0,982,0.48,-0.8059888,0.8510535,0.10626804
0.9,0.11495202,0.20664972,19680.0,98400.0,983,0.56,-1.1223975,0.8510516,0.10626229
1.0,0.11495025,0.20665082,19700.0,98500.0,984,0.54,-0.81358993,0.85105234,0.10625545
0.95,0.11495402,0.2066527,19720.0,98600.0,985,0.59,-1.100634,0.8510578,0.10624722
0.95,0.114945605,0.20664895,19740.0,98700.0,986,0.58,-1.5049801,0.8510585,0.106234156
1.0,0.114934824,0.2066495,19760.0,98800.0,987,0.5,-0.8543048,0.8510623,0.106223226
0.9,0.1149338,0.20664519,19780.0,98900.0,988,0.56,-1.2249641,0.8510697,0.106219195
0.9,0.11491698,0.20664765,19800.0,99000.0,989,0.57,-0.9993485,0.8510758,0.106212474
1.0,0.1149184,0.20664868,19820.0,99100.0,990,0.39,-0.84757245,0.8510755,0.10620896
0.9,0.114904426,0.20664257,19840.0,99200.0,991,0.49,-1.4279891,0.8510775,0.10619923
0.95,0.114892766,0.20664097,19860.0,99300.0,992,0.51,-1.180853,0.85107595,0.106188916
0.95,0.114895195,0.20664024,19880.0,99400.0,993,0.51,-0.86551297,0.8510755,0.10617757
0.9,0.11489112,0.20664486,19900.0,99500.0,994,0.5,-0.96535987,0.8510771,0.106167644
0.95,0.11488922,0.2066484,19920.0,99600.0,995,0.55,-1.1776612,0.8510776,0.106167786
0.95,0.11488435,0.20664895,19940.0,99700.0,996,0.56,-0.9341987,0.85108405,0.10615808
0.85,0.11488506,0.20664969,19960.0,99800.0,997,0.55,-1.0888159,0.8510821,0.106153965
0.95,0.11488332,0.20664908,19980.0,99900.0,998,0.48,-1.0997382,0.85107917,0.10615429
0.9,0.11488147,0.2066453,20000.0,100000.0,999,0.47,-1.43798,0.8510831,0.10616332
