test/success_rate,train/episode,stats_o/mean,stats_g/std,test/mean_Q,stats_g/mean,test/episode,epoch,train/success_rate,stats_o/std
0.4,27700.0,0.19261162,0.16323322,-12.613953,0.8213381,5540.0,276,0.21,0.09413859
0.5,27800.0,0.19260558,0.1632465,-13.608847,0.8213563,5560.0,277,0.2,0.09409799
0.25,27900.0,0.19258402,0.16328114,-19.051575,0.82137674,5580.0,278,0.14,0.09413186
0.5,28000.0,0.19256848,0.16325909,-13.29409,0.8214026,5600.0,279,0.17,0.094134375
0.55,28100.0,0.19256721,0.16321336,-13.102373,0.82145983,5620.0,280,0.09,0.09411075
0.45,28200.0,0.19256212,0.16324069,-14.454099,0.82143253,5640.0,281,0.13,0.09415583
0.35,28300.0,0.19255657,0.16329099,-16.646103,0.82142615,5660.0,282,0.13,0.09420555
0.5,28400.0,0.19255987,0.16327378,-13.655765,0.82146436,5680.0,283,0.12,0.09421184
0.55,28500.0,0.1925715,0.16333365,-12.615473,0.82150155,5700.0,284,0.09,0.094243385
0.55,28600.0,0.1925747,0.16330896,-12.589774,0.82154995,5720.0,285,0.16,0.0942559
0.7,28700.0,0.19256784,0.16334622,-12.321325,0.8215515,5740.0,286,0.16,0.09433539
0.45,28800.0,0.19254583,0.16336338,-14.977092,0.821544,5760.0,287,0.13,0.094367705
0.55,28900.0,0.19255377,0.16338842,-15.042155,0.8215818,5780.0,288,0.23,0.09439663
0.55,29000.0,0.19254589,0.16338593,-13.919806,0.82160336,5800.0,289,0.16,0.09444991
0.6,29100.0,0.1925416,0.16332404,-12.046952,0.82163435,5820.0,290,0.17,0.0944703
0.6,29200.0,0.1925623,0.16340241,-12.878561,0.82174224,5840.0,291,0.13,0.094578356
0.4,29300.0,0.19256702,0.16339041,-15.402911,0.8218138,5860.0,292,0.21,0.09458825
0.45,29400.0,0.1925769,0.16336171,-12.918457,0.8218632,5880.0,293,0.12,0.09458655
0.55,29500.0,0.19257504,0.16341901,-12.818659,0.82191116,5900.0,294,0.18,0.09462075
0.65,29600.0,0.19258946,0.16338252,-12.536977,0.8219562,5920.0,295,0.15,0.09461356
0.45,29700.0,0.19258985,0.16340809,-15.383853,0.82196474,5940.0,296,0.12,0.09460258
0.45,29800.0,0.19259056,0.16344017,-13.540497,0.8219852,5960.0,297,0.15,0.0946395
0.2,29900.0,0.19260019,0.16343044,-14.915466,0.82207704,5980.0,298,0.15,0.09463343
0.75,30000.0,0.19259825,0.16344583,-9.236607,0.82205147,6000.0,299,0.19,0.094639845
0.4,30100.0,0.19258389,0.1634733,-17.051867,0.8220667,6020.0,300,0.13,0.09469852
0.25,30200.0,0.19256943,0.16354789,-16.463802,0.8220797,6040.0,301,0.15,0.094764546
0.5,30300.0,0.19256344,0.16353911,-12.273775,0.8221107,6060.0,302,0.1,0.09476159
0.55,30400.0,0.19255997,0.16346921,-12.700122,0.8221514,6080.0,303,0.13,0.09474666
0.5,30500.0,0.19254264,0.16350442,-14.396853,0.8221726,6100.0,304,0.17,0.09475038
0.55,30600.0,0.1925486,0.16352068,-14.661402,0.8222212,6120.0,305,0.14,0.09476993
0.35,30700.0,0.19254854,0.16357009,-18.499432,0.8221888,6140.0,306,0.16,0.09484135
0.6,30800.0,0.19253133,0.16363005,-9.322513,0.8221844,6160.0,307,0.14,0.09487051
0.35,30900.0,0.19252144,0.1636123,-13.424479,0.82213885,6180.0,308,0.14,0.09487336
0.25,31000.0,0.19252509,0.16360207,-13.119855,0.8221769,6200.0,309,0.12,0.09489937
0.6,31100.0,0.19251652,0.1636683,-10.632173,0.82216793,6220.0,310,0.15,0.09494117
0.55,31200.0,0.19251278,0.16367653,-10.533469,0.8221812,6240.0,311,0.14,0.09495241
0.45,31300.0,0.19251181,0.16365477,-12.504218,0.8221965,6260.0,312,0.17,0.09496651
0.35,31400.0,0.1925054,0.16368195,-13.8201275,0.82222253,6280.0,313,0.16,0.09499274
0.65,31500.0,0.19251306,0.16369113,-10.533137,0.82228565,6300.0,314,0.12,0.09501546
0.4,31600.0,0.19251852,0.16365588,-12.383715,0.82233113,6320.0,315,0.19,0.095069036
0.55,31700.0,0.19253497,0.16368482,-11.224409,0.8224051,6340.0,316,0.14,0.0951315
0.55,31800.0,0.1925453,0.16377027,-12.737366,0.8224592,6360.0,317,0.14,0.09519002
0.2,31900.0,0.19254413,0.16375469,-12.786348,0.82246685,6380.0,318,0.2,0.09520247
0.4,32000.0,0.19255398,0.16381328,-12.596654,0.8224644,6400.0,319,0.15,0.09531461
0.4,32100.0,0.19255626,0.16381592,-12.893394,0.8224729,6420.0,320,0.17,0.095385216
0.5,32200.0,0.19254394,0.16390243,-12.759602,0.8224342,6440.0,321,0.11,0.09547803
0.6,32300.0,0.19253805,0.16392295,-11.693131,0.82239246,6460.0,322,0.14,0.095525414
0.5,32400.0,0.19252074,0.16398196,-10.7567425,0.82233566,6480.0,323,0.2,0.09557641
0.55,32500.0,0.192511,0.16410482,-13.990358,0.8222967,6500.0,324,0.14,0.09566291
0.15,32600.0,0.19251415,0.16418684,-17.451187,0.8222906,6520.0,325,0.1,0.09573823
0.5,32700.0,0.19250545,0.16423737,-12.740587,0.82222253,6540.0,326,0.14,0.09580197
0.6,32800.0,0.1925029,0.16434066,-14.28797,0.8221713,6560.0,327,0.1,0.095836915
0.35,32900.0,0.1925174,0.16439754,-15.293451,0.82214123,6580.0,328,0.1,0.09587918
0.2,33000.0,0.19250482,0.16445296,-14.097249,0.82208556,6600.0,329,0.1,0.09595285
0.5,33100.0,0.19249819,0.16451818,-11.776267,0.82203007,6620.0,330,0.07,0.096059695
0.3,33200.0,0.19249956,0.16456099,-13.569366,0.822047,6640.0,331,0.16,0.09610858
0.15,33300.0,0.19250937,0.16453873,-12.022107,0.82206684,6660.0,332,0.1,0.09612023
0.2,33400.0,0.19252151,0.16451769,-14.108482,0.82210356,6680.0,333,0.13,0.09614552
0.25,33500.0,0.19250952,0.16457185,-12.481005,0.8220944,6700.0,334,0.11,0.09626589
0.55,33600.0,0.19250801,0.16457947,-12.271648,0.8221245,6720.0,335,0.11,0.09636703
0.55,33700.0,0.19249971,0.16464446,-9.299077,0.82212734,6740.0,336,0.15,0.09646316
0.45,33800.0,0.19250454,0.16466933,-13.330688,0.8221287,6760.0,337,0.18,0.09652084
0.35,33900.0,0.1924978,0.16478205,-13.027611,0.8221231,6780.0,338,0.11,0.096630394
0.5,34000.0,0.19250718,0.16484526,-11.876368,0.822179,6800.0,339,0.11,0.096720956
0.4,34100.0,0.19250353,0.16491324,-15.197019,0.8221335,6820.0,340,0.09,0.096762955
0.35,34200.0,0.19250639,0.1649492,-15.5449705,0.8221229,6840.0,341,0.1,0.09677777
0.4,34300.0,0.1924954,0.16496114,-12.964526,0.8221059,6860.0,342,0.12,0.096824214
0.45,34400.0,0.1924898,0.16507302,-13.66181,0.8220832,6880.0,343,0.15,0.09687679
0.3,34500.0,0.19249012,0.1650954,-18.386478,0.8221019,6900.0,344,0.11,0.096889846
0.3,34600.0,0.19248016,0.16514112,-15.5040865,0.8221295,6920.0,345,0.12,0.096949294
0.35,34700.0,0.19247435,0.16516791,-14.100459,0.82217073,6940.0,346,0.13,0.09697918
0.5,34800.0,0.19245973,0.16519243,-13.234411,0.8221908,6960.0,347,0.13,0.09701746
0.55,34900.0,0.19245788,0.16522394,-12.598464,0.8221863,6980.0,348,0.13,0.09706502
0.4,35000.0,0.19245611,0.16521885,-15.9300785,0.822205,7000.0,349,0.14,0.09709182
0.45,35100.0,0.19245237,0.1652234,-13.043131,0.82223886,7020.0,350,0.18,0.09716203
0.1,35200.0,0.19244795,0.16518746,-12.085696,0.82227033,7040.0,351,0.22,0.097164914
0.45,35300.0,0.19243349,0.16520488,-11.616964,0.8222708,7060.0,352,0.16,0.09717332
0.45,35400.0,0.19241361,0.16519482,-11.354067,0.8222781,7080.0,353,0.15,0.09717821
0.55,35500.0,0.19239408,0.16522194,-10.374593,0.8222738,7100.0,354,0.18,0.097209826
0.45,35600.0,0.19238798,0.16521521,-11.653971,0.82231325,7120.0,355,0.15,0.097235404
0.4,35700.0,0.19238214,0.1652068,-11.520548,0.8223326,7140.0,356,0.18,0.09725302
0.25,35800.0,0.19236702,0.16520442,-14.107776,0.8223514,7160.0,357,0.18,0.09730855
0.25,35900.0,0.19237165,0.16521911,-12.574314,0.82240635,7180.0,358,0.18,0.09736237
0.55,36000.0,0.19236238,0.1652773,-10.433623,0.82241017,7200.0,359,0.16,0.09744015
0.35,36100.0,0.19235164,0.1653137,-9.1516485,0.82238716,7220.0,360,0.15,0.09747597
0.4,36200.0,0.19234222,0.16536982,-12.325313,0.82247335,7240.0,361,0.15,0.097539224
0.2,36300.0,0.19233,0.16550837,-11.815405,0.82248527,7260.0,362,0.12,0.09760493
0.4,36400.0,0.19231826,0.16553043,-8.594618,0.82259303,7280.0,363,0.1,0.097640105
0.2,36500.0,0.1923023,0.16551079,-10.8048115,0.8226816,7300.0,364,0.08,0.09765694
0.2,36600.0,0.19228077,0.16565017,-11.553366,0.822727,7320.0,365,0.11,0.09776397
0.15,36700.0,0.19226038,0.16572668,-14.173688,0.82277846,7340.0,366,0.08,0.09784188
0.2,36800.0,0.192254,0.16574866,-13.861052,0.82287335,7360.0,367,0.06,0.097831585
0.2,36900.0,0.1922534,0.16588001,-13.034513,0.8229639,7380.0,368,0.09,0.09788687
0.35,37000.0,0.19224404,0.16595995,-11.209418,0.82303214,7400.0,369,0.07,0.09788554
0.35,37100.0,0.19225878,0.16602856,-12.944368,0.82316417,7420.0,370,0.06,0.09788739
0.3,37200.0,0.19225878,0.16602291,-12.781905,0.82322985,7440.0,371,0.09,0.097878106
0.35,37300.0,0.19223902,0.16617455,-12.164275,0.82322556,7460.0,372,0.08,0.09795373
0.3,37400.0,0.192236,0.16632648,-15.712036,0.8233003,7480.0,373,0.07,0.09800557
0.05,37500.0,0.192236,0.16641797,-16.486647,0.8233566,7500.0,374,0.11,0.09803241
0.6,37600.0,0.1922324,0.16641432,-11.311243,0.8233874,7520.0,375,0.12,0.09805642
0.35,37700.0,0.19223112,0.16646774,-13.62908,0.82340646,7540.0,376,0.13,0.09812112
0.4,37800.0,0.1922124,0.16658004,-14.213242,0.8233344,7560.0,377,0.16,0.0982039
0.55,37900.0,0.19221225,0.16654457,-11.093917,0.8233809,7580.0,378,0.16,0.098193735
0.4,38000.0,0.19221371,0.16659375,-11.429127,0.8233905,7600.0,379,0.1,0.09824933
0.5,38100.0,0.19220562,0.1666389,-15.086145,0.82335955,7620.0,380,0.13,0.098273076
0.5,38200.0,0.19220112,0.16665222,-12.440839,0.8233213,7640.0,381,0.16,0.098308265
0.5,38300.0,0.19219922,0.16659738,-15.914526,0.823313,7660.0,382,0.17,0.09828008
0.3,38400.0,0.19221728,0.1665462,-15.605405,0.823353,7680.0,383,0.12,0.09826133
0.5,38500.0,0.19221416,0.16652603,-13.917071,0.8233266,7700.0,384,0.22,0.098276
0.6,38600.0,0.19221535,0.16653882,-8.601917,0.823379,7720.0,385,0.2,0.09829503
0.4,38700.0,0.1922145,0.16658208,-18.81844,0.8233661,7740.0,386,0.15,0.0982998
0.35,38800.0,0.1922102,0.16658,-13.657771,0.82335377,7760.0,387,0.12,0.09831186
0.15,38900.0,0.19220026,0.16654477,-18.653807,0.82335,7780.0,388,0.17,0.09828371
0.3,39000.0,0.19220099,0.16659121,-16.762766,0.8233524,7800.0,389,0.2,0.09830615
0.5,39100.0,0.19219494,0.16659671,-15.395198,0.8233884,7820.0,390,0.16,0.09831187
0.3,39200.0,0.19219188,0.16655348,-14.970184,0.8234265,7840.0,391,0.16,0.09828462
0.5,39300.0,0.19217825,0.1665569,-15.4819765,0.8234489,7860.0,392,0.13,0.098298766
0.5,39400.0,0.19216923,0.16647522,-14.968356,0.82346684,7880.0,393,0.14,0.09827783
0.45,39500.0,0.19216523,0.16649435,-17.59727,0.82348114,7900.0,394,0.14,0.09830553
0.35,39600.0,0.19217956,0.16643013,-18.779877,0.8235321,7920.0,395,0.13,0.09828229
0.45,39700.0,0.19216155,0.16643257,-14.138272,0.8235204,7940.0,396,0.16,0.098281756
0.5,39800.0,0.19215912,0.16640702,-13.095659,0.82349825,7960.0,397,0.21,0.09830102
0.35,39900.0,0.19216427,0.16639021,-11.004522,0.8235313,7980.0,398,0.17,0.098371945
0.2,40000.0,0.19217356,0.16638781,-15.5879545,0.8235356,8000.0,399,0.1,0.09842253
0.25,40100.0,0.19218078,0.1663831,-14.728098,0.8235441,8020.0,400,0.15,0.09844546
0.45,40200.0,0.192178,0.16637923,-13.193611,0.8235409,8040.0,401,0.23,0.098463096
0.55,40300.0,0.19217868,0.16640316,-11.79085,0.82352036,8060.0,402,0.18,0.09851944
0.45,40400.0,0.19218628,0.16636676,-9.741818,0.8235181,8080.0,403,0.17,0.09851271
0.55,40500.0,0.19219638,0.16637279,-12.034073,0.82356673,8100.0,404,0.13,0.09852355
0.6,40600.0,0.19219874,0.16633976,-12.004152,0.82357216,8120.0,405,0.13,0.098555714
0.5,40700.0,0.19219893,0.16633809,-11.905432,0.82353956,8140.0,406,0.13,0.09857509
0.45,40800.0,0.19221081,0.16632694,-11.168559,0.82358986,8160.0,407,0.19,0.09856187
0.8,40900.0,0.19221233,0.16632234,-9.291139,0.82363653,8180.0,408,0.17,0.0986686
0.5,41000.0,0.19222906,0.16635479,-9.450495,0.82366014,8200.0,409,0.11,0.09868999
0.65,41100.0,0.19222738,0.16631626,-8.402606,0.8237124,8220.0,410,0.11,0.09867785
0.55,41200.0,0.19223684,0.16627124,-9.928451,0.8237715,8240.0,411,0.14,0.09869506
0.3,41300.0,0.19223507,0.16634376,-11.0196295,0.82377595,8260.0,412,0.11,0.098781064
0.3,41400.0,0.19222173,0.16643058,-11.922534,0.8237532,8280.0,413,0.19,0.09882432
0.2,41500.0,0.19220838,0.16641024,-13.848437,0.82379407,8300.0,414,0.17,0.09885604
0.5,41600.0,0.19221239,0.16638461,-12.199656,0.82386655,8320.0,415,0.09,0.098871514
0.5,41700.0,0.19220753,0.16642351,-11.430892,0.82384443,8340.0,416,0.14,0.0989363
0.7,41800.0,0.192203,0.16644959,-8.216398,0.82382053,8360.0,417,0.19,0.09898711
0.3,41900.0,0.19221798,0.1664444,-11.391341,0.82384247,8380.0,418,0.18,0.09903826
0.5,42000.0,0.19221601,0.16642201,-9.203061,0.8238452,8400.0,419,0.17,0.0990594
0.5,42100.0,0.19221683,0.16647016,-12.552788,0.8238682,8420.0,420,0.1,0.099103115
0.4,42200.0,0.19220501,0.16647151,-12.622498,0.8238588,8440.0,421,0.07,0.09916009
0.5,42300.0,0.19220091,0.16647874,-10.75386,0.82384604,8460.0,422,0.15,0.099166796
0.4,42400.0,0.1922184,0.16644935,-13.329287,0.8238775,8480.0,423,0.14,0.09916308
0.45,42500.0,0.19222267,0.16640131,-12.976828,0.82390076,8500.0,424,0.11,0.09913898
0.6,42600.0,0.19223042,0.16637363,-10.045639,0.8239451,8520.0,425,0.1,0.09912703
0.3,42700.0,0.19222909,0.16632606,-12.011,0.8239655,8540.0,426,0.18,0.099106684
0.8,42800.0,0.19223914,0.16628452,-10.195573,0.8240096,8560.0,427,0.17,0.09909883
0.3,42900.0,0.19223589,0.16627659,-13.078372,0.8240035,8580.0,428,0.11,0.09910539
0.55,43000.0,0.19222973,0.16631722,-11.409124,0.8239812,8600.0,429,0.18,0.099132836
0.6,43100.0,0.19223602,0.16633214,-10.924882,0.82402056,8620.0,430,0.07,0.0991308
0.7,43200.0,0.19222568,0.16635595,-10.807993,0.8240404,8640.0,431,0.2,0.099140406
0.35,43300.0,0.1922174,0.16634962,-13.511874,0.82401484,8660.0,432,0.18,0.09914283
0.7,43400.0,0.19222298,0.16628034,-11.003927,0.8240557,8680.0,433,0.22,0.099110745
0.6,43500.0,0.19221821,0.166267,-11.63793,0.8240471,8700.0,434,0.1,0.099107064
0.6,43600.0,0.19222027,0.16628553,-14.128756,0.82407635,8720.0,435,0.2,0.09914252
0.55,43700.0,0.19222505,0.16631155,-11.66292,0.8240762,8740.0,436,0.18,0.099155016
0.6,43800.0,0.19223084,0.16633292,-12.556437,0.82407635,8760.0,437,0.12,0.099169455
0.25,43900.0,0.19222648,0.1663288,-16.341854,0.82409173,8780.0,438,0.21,0.099197395
0.6,44000.0,0.19222918,0.16627644,-14.160095,0.8241513,8800.0,439,0.13,0.09918121
0.5,44100.0,0.19223362,0.1663113,-12.1023445,0.8241779,8820.0,440,0.16,0.099218056
0.45,44200.0,0.19222595,0.16637644,-11.347556,0.82413006,8840.0,441,0.15,0.09930129
0.5,44300.0,0.19222404,0.16637497,-13.571523,0.8241288,8860.0,442,0.1,0.099337004
0.4,44400.0,0.19221625,0.16640699,-16.623316,0.8241303,8880.0,443,0.14,0.099401146
0.4,44500.0,0.19221008,0.16646655,-11.796621,0.8240846,8900.0,444,0.19,0.09943288
0.5,44600.0,0.19221365,0.1665157,-12.569765,0.8240888,8920.0,445,0.13,0.09953223
0.25,44700.0,0.19221246,0.16653399,-16.349087,0.8240623,8940.0,446,0.17,0.099559486
0.35,44800.0,0.1922064,0.1665513,-15.244211,0.8240452,8960.0,447,0.2,0.09959174
0.5,44900.0,0.1921993,0.16656636,-12.662549,0.82404345,8980.0,448,0.14,0.099621
0.25,45000.0,0.19219752,0.16655606,-17.038715,0.82404894,9000.0,449,0.13,0.09967401
0.65,45100.0,0.19219775,0.16655111,-12.04709,0.8240328,9020.0,450,0.25,0.099717766
0.45,45200.0,0.19220261,0.16653363,-15.933026,0.82401896,9040.0,451,0.23,0.09972476
0.5,45300.0,0.19220468,0.16653895,-14.160985,0.8240414,9060.0,452,0.12,0.099715374
0.4,45400.0,0.1922163,0.16658272,-14.641034,0.8240593,9080.0,453,0.14,0.099755116
0.5,45500.0,0.19221668,0.16658013,-10.532696,0.8240946,9100.0,454,0.14,0.09977791
0.45,45600.0,0.19220729,0.16659674,-13.721674,0.824061,9120.0,455,0.13,0.09980054
0.4,45700.0,0.19220604,0.16660352,-13.179327,0.8240662,9140.0,456,0.18,0.099825926
0.45,45800.0,0.19221315,0.16661833,-15.34268,0.82408136,9160.0,457,0.21,0.099889725
0.3,45900.0,0.19222164,0.16661407,-15.815251,0.824094,9180.0,458,0.19,0.09990621
0.5,46000.0,0.19223374,0.16658096,-13.032852,0.8241393,9200.0,459,0.16,0.09990668
0.55,46100.0,0.19223875,0.16657367,-12.286511,0.8241543,9220.0,460,0.2,0.099893026
0.65,46200.0,0.19225086,0.16653591,-10.896428,0.82420343,9240.0,461,0.12,0.09986121
0.45,46300.0,0.19223914,0.16653246,-10.975771,0.8241735,9260.0,462,0.13,0.099896215
0.6,46400.0,0.19223851,0.16649155,-10.8557,0.8241829,9280.0,463,0.13,0.09986541
0.5,46500.0,0.19224353,0.16644548,-11.121019,0.824199,9300.0,464,0.14,0.099850036
0.65,46600.0,0.19224115,0.16647898,-11.040724,0.8241858,9320.0,465,0.17,0.09983028
0.6,46700.0,0.19224092,0.16646968,-13.2923,0.82418203,9340.0,466,0.19,0.09982497
0.35,46800.0,0.19223842,0.16650277,-16.721691,0.8241644,9360.0,467,0.22,0.09988755
0.6,46900.0,0.19223978,0.16647665,-12.694818,0.8241907,9380.0,468,0.17,0.09987647
0.5,47000.0,0.19223718,0.16648708,-15.10642,0.8242083,9400.0,469,0.12,0.09991019
0.6,47100.0,0.1922328,0.16645867,-7.7924223,0.82424325,9420.0,470,0.22,0.099887416
0.5,47200.0,0.1922311,0.16644806,-14.297214,0.8242528,9440.0,471,0.16,0.09988009
0.6,47300.0,0.19223978,0.16644152,-15.958979,0.82429147,9460.0,472,0.13,0.09986213
0.7,47400.0,0.19224587,0.16643171,-9.722578,0.8243429,9480.0,473,0.16,0.09986747
0.65,47500.0,0.19224796,0.16640079,-12.2852955,0.824375,9500.0,474,0.17,0.09985688
0.6,47600.0,0.19224566,0.16640161,-14.249876,0.82437056,9520.0,475,0.17,0.09987409
0.45,47700.0,0.1922431,0.16638304,-12.936768,0.82437706,9540.0,476,0.16,0.09989339
0.5,47800.0,0.19224411,0.1663631,-14.394976,0.8244016,9560.0,477,0.19,0.099891596
0.8,47900.0,0.19225654,0.16638394,-9.149214,0.8244123,9580.0,478,0.22,0.09991002
0.75,48000.0,0.19225849,0.16640212,-10.175669,0.8244377,9600.0,479,0.2,0.09996615
0.6,48100.0,0.19225875,0.16640161,-11.7193365,0.82445234,9620.0,480,0.21,0.09996113
0.45,48200.0,0.19225809,0.16640492,-13.980443,0.8244676,9640.0,481,0.17,0.09997909
0.6,48300.0,0.19226642,0.16644095,-12.796069,0.8244622,9660.0,482,0.17,0.09998693
0.6,48400.0,0.19226547,0.1664223,-14.610809,0.8244743,9680.0,483,0.15,0.1000079
0.3,48500.0,0.19226904,0.16639726,-14.663996,0.8245065,9700.0,484,0.14,0.100032285
0.5,48600.0,0.19227271,0.16638806,-11.156462,0.82451886,9720.0,485,0.16,0.10005086
0.45,48700.0,0.19226614,0.166387,-13.959906,0.8245105,9740.0,486,0.18,0.10005209
0.35,48800.0,0.19227704,0.16635683,-12.170446,0.8245298,9760.0,487,0.19,0.10011427
0.5,48900.0,0.19227487,0.16639854,-9.671669,0.82453305,9780.0,488,0.21,0.10015756
0.45,49000.0,0.1922724,0.16638334,-10.153076,0.82453585,9800.0,489,0.23,0.10018394
0.4,49100.0,0.1922606,0.16643669,-9.086028,0.824472,9820.0,490,0.19,0.10024912
0.4,49200.0,0.19223559,0.16646561,-10.525109,0.8243813,9840.0,491,0.08,0.100355
0.4,49300.0,0.1922189,0.16647683,-7.4753256,0.8242994,9860.0,492,0.05,0.10042678
0.25,49400.0,0.19219975,0.16651255,-8.902847,0.8241868,9880.0,493,0.09,0.1004893
0.15,49500.0,0.19218186,0.16653351,-9.22221,0.8241067,9900.0,494,0.09,0.10048048
0.15,49600.0,0.19216163,0.1665302,-9.069461,0.8240177,9920.0,495,0.11,0.10044257
0.3,49700.0,0.19214651,0.16652068,-8.497047,0.82394904,9940.0,496,0.06,0.10043688
0.2,49800.0,0.19212669,0.16651869,-9.878937,0.8238945,9960.0,497,0.09,0.10041387
0.2,49900.0,0.19211477,0.16649024,-12.200691,0.82384306,9980.0,498,0.13,0.10037242
0.15,50000.0,0.19209342,0.16653995,-12.464192,0.8237638,10000.0,499,0.1,0.10035464
0.3,50100.0,0.19207889,0.16655685,-10.313055,0.82369536,10020.0,500,0.09,0.10032569
0.15,50200.0,0.19205725,0.16658793,-11.554201,0.823617,10040.0,501,0.07,0.10030506
0.35,50300.0,0.1920389,0.16661789,-11.87423,0.823544,10060.0,502,0.11,0.10028373
0.45,50400.0,0.1920275,0.16668941,-9.513341,0.8234686,10080.0,503,0.08,0.1002911
0.25,50500.0,0.19201413,0.16668226,-16.058117,0.82340306,10100.0,504,0.14,0.10027801
0.3,50600.0,0.19200918,0.1666853,-13.988248,0.82339185,10120.0,505,0.11,0.10025826
0.3,50700.0,0.19200952,0.16666837,-15.93206,0.8233881,10140.0,506,0.19,0.10026297
0.35,50800.0,0.19200915,0.16674961,-13.485538,0.82336515,10160.0,507,0.16,0.10030805
0.55,50900.0,0.1920068,0.16680205,-10.822639,0.82336134,10180.0,508,0.16,0.10033161
0.3,51000.0,0.19200538,0.166816,-15.123146,0.8233728,10200.0,509,0.17,0.10037006
0.5,51100.0,0.19201975,0.16678415,-11.505522,0.8233919,10220.0,510,0.17,0.10037896
0.45,51200.0,0.19202307,0.16683353,-13.642771,0.82340175,10240.0,511,0.14,0.10041207
0.4,51300.0,0.19203566,0.16688095,-14.941483,0.8234144,10260.0,512,0.21,0.10044162
0.5,51400.0,0.19204898,0.16688615,-11.479481,0.8234206,10280.0,513,0.2,0.100457184
0.4,51500.0,0.19206981,0.16685915,-12.898181,0.8234404,10300.0,514,0.17,0.10045112
0.35,51600.0,0.19208528,0.16686554,-13.893704,0.8234753,10320.0,515,0.23,0.10047659
0.45,51700.0,0.19209942,0.16687298,-12.258377,0.82349443,10340.0,516,0.13,0.100500345
0.55,51800.0,0.1921108,0.16683121,-11.161604,0.8235276,10360.0,517,0.23,0.100478105
0.6,51900.0,0.19213343,0.16685982,-13.576902,0.8235707,10380.0,518,0.16,0.10053161
0.4,52000.0,0.19214001,0.16685806,-15.208311,0.82359105,10400.0,519,0.23,0.10054073
0.5,52100.0,0.19214942,0.16685276,-13.671896,0.8236124,10420.0,520,0.2,0.10054533
0.7,52200.0,0.19215384,0.1668499,-9.088102,0.8236151,10440.0,521,0.2,0.10055764
0.6,52300.0,0.19215305,0.1668636,-11.812014,0.8235906,10460.0,522,0.17,0.10057042
0.4,52400.0,0.19215453,0.16685991,-13.119072,0.82360774,10480.0,523,0.23,0.100588076
0.6,52500.0,0.19215931,0.1668425,-13.059461,0.82362443,10500.0,524,0.18,0.100576855
0.5,52600.0,0.19216512,0.16681302,-13.688707,0.8236275,10520.0,525,0.14,0.10059766
0.45,52700.0,0.19217832,0.16682106,-13.342557,0.823646,10540.0,526,0.14,0.10061756
0.4,52800.0,0.19218679,0.16681845,-13.749492,0.8236437,10560.0,527,0.16,0.10063152
0.4,52900.0,0.19219057,0.16680408,-11.0330515,0.82368416,10580.0,528,0.17,0.10063734
0.4,53000.0,0.19219424,0.16680561,-14.589617,0.82367665,10600.0,529,0.16,0.100647174
0.5,53100.0,0.19220671,0.16678806,-11.600143,0.82369685,10620.0,530,0.14,0.10062731
0.5,53200.0,0.19220653,0.1668297,-14.8204975,0.8236812,10640.0,531,0.15,0.10063375
0.5,53300.0,0.19220814,0.16686362,-12.270858,0.8236644,10660.0,532,0.19,0.10064227
0.65,53400.0,0.19220966,0.16685396,-12.456209,0.8236496,10680.0,533,0.18,0.100659
0.55,53500.0,0.19221203,0.16688389,-9.613612,0.82365113,10700.0,534,0.17,0.10068366
0.45,53600.0,0.19221169,0.16690771,-13.335281,0.823637,10720.0,535,0.24,0.1006963
0.55,53700.0,0.19221565,0.16691834,-10.941476,0.82362556,10740.0,536,0.19,0.10071367
0.5,53800.0,0.19221492,0.16691251,-12.78669,0.82362026,10760.0,537,0.2,0.10070773
0.2,53900.0,0.19220993,0.16691063,-13.322476,0.8236123,10780.0,538,0.12,0.10072149
0.45,54000.0,0.19220488,0.16689803,-11.764036,0.8236125,10800.0,539,0.18,0.10072089
0.25,54100.0,0.1922037,0.16686904,-11.623927,0.8236211,10820.0,540,0.15,0.10072289
0.5,54200.0,0.19220825,0.16686554,-10.492424,0.8236281,10840.0,541,0.26,0.10071979
0.55,54300.0,0.19220957,0.16683795,-10.494082,0.8236441,10860.0,542,0.16,0.10071935
0.65,54400.0,0.19222136,0.16682756,-8.477874,0.82365346,10880.0,543,0.13,0.10072273
0.4,54500.0,0.19222811,0.16683841,-11.581291,0.82364243,10900.0,544,0.16,0.10074983
0.5,54600.0,0.19223295,0.1668306,-10.207255,0.82366127,10920.0,545,0.21,0.100746505
0.7,54700.0,0.19222623,0.16685951,-9.718873,0.8236497,10940.0,546,0.19,0.10076848
0.3,54800.0,0.19222568,0.16685204,-11.126566,0.8236291,10960.0,547,0.19,0.10075999
0.4,54900.0,0.19222704,0.16684549,-9.08497,0.8236334,10980.0,548,0.23,0.10077783
0.5,55000.0,0.19222786,0.16683571,-12.292471,0.8236105,11000.0,549,0.2,0.10080321
0.5,55100.0,0.19223528,0.16681494,-10.598953,0.82361764,11020.0,550,0.2,0.100831
0.6,55200.0,0.1922379,0.1668046,-10.492503,0.8236124,11040.0,551,0.21,0.10082181
0.55,55300.0,0.19223526,0.16681777,-12.928975,0.8235758,11060.0,552,0.25,0.10082453
0.45,55400.0,0.19224094,0.16681023,-12.155312,0.8236111,11080.0,553,0.18,0.10082912
0.5,55500.0,0.19224396,0.16677423,-12.706093,0.8236266,11100.0,554,0.18,0.10081424
