test/success_rate,train/episode,stats_o/mean,stats_g/std,test/mean_Q,stats_g/mean,test/episode,epoch,train/success_rate,stats_o/std
0.55,55600.0,0.19224343,0.16677338,-12.000614,0.82360166,11120.0,555,0.25,0.10081996
0.55,55700.0,0.1922438,0.16676635,-10.267059,0.8235915,11140.0,556,0.18,0.100803435
0.55,55800.0,0.19223927,0.16678697,-11.977179,0.8235926,11160.0,557,0.2,0.10081237
0.55,55900.0,0.19224331,0.16677625,-12.790245,0.8236025,11180.0,558,0.13,0.10085582
0.45,56000.0,0.19225095,0.16678281,-10.838895,0.823631,11200.0,559,0.21,0.10085052
0.6,56100.0,0.19225828,0.16679202,-11.157855,0.8236451,11220.0,560,0.23,0.1008916
0.3,56200.0,0.19225912,0.16682148,-12.310225,0.82360816,11240.0,561,0.14,0.10091704
0.55,56300.0,0.19226108,0.16684252,-10.758322,0.8236039,11260.0,562,0.19,0.10094649
0.65,56400.0,0.19226791,0.16687174,-8.277945,0.82362825,11280.0,563,0.16,0.10099073
0.4,56500.0,0.19227369,0.166875,-11.439754,0.82366973,11300.0,564,0.19,0.101011164
0.3,56600.0,0.19227162,0.16687785,-15.536997,0.8236769,11320.0,565,0.23,0.10101642
0.5,56700.0,0.1922775,0.16688359,-11.607339,0.8236819,11340.0,566,0.16,0.101017505
0.3,56800.0,0.19228798,0.16688831,-14.459372,0.82368636,11360.0,567,0.17,0.1010562
0.7,56900.0,0.1922858,0.16694558,-12.302298,0.82368594,11380.0,568,0.15,0.10108413
0.6,57000.0,0.1922892,0.1669233,-10.612421,0.8237055,11400.0,569,0.2,0.10108062
0.45,57100.0,0.19229843,0.16692358,-13.551306,0.82372814,11420.0,570,0.16,0.10109143
0.3,57200.0,0.19230495,0.16691642,-14.433194,0.82372326,11440.0,571,0.19,0.101110674
0.7,57300.0,0.19230725,0.16692491,-10.762519,0.82373947,11460.0,572,0.19,0.10111652
0.65,57400.0,0.19231679,0.1669405,-12.678757,0.8237524,11480.0,573,0.15,0.10115954
0.45,57500.0,0.19231965,0.16695385,-13.202505,0.823745,11500.0,574,0.21,0.10119631
0.8,57600.0,0.19232789,0.1670055,-9.288122,0.82376575,11520.0,575,0.11,0.10123482
0.55,57700.0,0.19234161,0.16700538,-13.631422,0.8237688,11540.0,576,0.2,0.10126699
0.5,57800.0,0.19234675,0.1669985,-14.041437,0.8237655,11560.0,577,0.28,0.10128068
0.55,57900.0,0.19235538,0.167018,-12.290762,0.8237748,11580.0,578,0.29,0.101295836
0.5,58000.0,0.192358,0.16702266,-11.234827,0.8238017,11600.0,579,0.2,0.101327084
0.6,58100.0,0.19236538,0.16703515,-10.030386,0.82380015,11620.0,580,0.15,0.10132691
0.45,58200.0,0.19236653,0.16712117,-13.202904,0.8237796,11640.0,581,0.25,0.101382054
0.6,58300.0,0.19236177,0.16714783,-10.531076,0.82376814,11660.0,582,0.19,0.10140558
0.65,58400.0,0.19236635,0.1671723,-11.016896,0.82376623,11680.0,583,0.17,0.10142695
0.45,58500.0,0.19237661,0.16714835,-15.557889,0.82380253,11700.0,584,0.25,0.10141522
0.45,58600.0,0.1923695,0.16714115,-13.887448,0.8237882,11720.0,585,0.2,0.101415835
0.5,58700.0,0.19237675,0.16715467,-11.924189,0.82381386,11740.0,586,0.18,0.10141158
0.55,58800.0,0.1923863,0.16717649,-11.984715,0.82381314,11760.0,587,0.19,0.10141784
0.5,58900.0,0.19239126,0.16720898,-8.778559,0.82379276,11780.0,588,0.21,0.10143432
0.6,59000.0,0.1923974,0.1672858,-9.818841,0.8237891,11800.0,589,0.11,0.10145951
0.4,59100.0,0.19240516,0.16728462,-15.285711,0.8238056,11820.0,590,0.22,0.10146612
0.3,59200.0,0.19240534,0.16727774,-15.721364,0.8237873,11840.0,591,0.25,0.1014659
0.6,59300.0,0.19241361,0.1672883,-10.198702,0.82378983,11860.0,592,0.15,0.10150278
0.45,59400.0,0.19242759,0.1672814,-13.616262,0.82382154,11880.0,593,0.23,0.101515725
0.4,59500.0,0.19243664,0.16726136,-12.254428,0.8238284,11900.0,594,0.19,0.101526804
0.3,59600.0,0.192439,0.1672592,-14.023607,0.8238289,11920.0,595,0.23,0.101532824
0.35,59700.0,0.19245273,0.16723913,-16.17836,0.82383806,11940.0,596,0.25,0.10152528
0.5,59800.0,0.1924662,0.16723798,-11.341795,0.82385105,11960.0,597,0.19,0.10152142
0.45,59900.0,0.19247645,0.16725661,-8.749641,0.8238333,11980.0,598,0.15,0.101565026
0.5,60000.0,0.19247878,0.16728562,-8.171193,0.8238451,12000.0,599,0.16,0.10159152
0.6,60100.0,0.19247861,0.16730754,-8.704449,0.82384855,12020.0,600,0.21,0.10161212
0.4,60200.0,0.19248365,0.1673463,-14.298004,0.8238329,12040.0,601,0.17,0.10163417
0.6,60300.0,0.19248812,0.16733034,-10.132658,0.8238327,12060.0,602,0.22,0.10162106
0.35,60400.0,0.19249079,0.16733098,-12.578848,0.8238411,12080.0,603,0.24,0.10161876
0.55,60500.0,0.19249125,0.16732645,-12.360887,0.82384807,12100.0,604,0.24,0.10163358
0.35,60600.0,0.19249697,0.16735344,-15.657499,0.82383996,12120.0,605,0.2,0.101649836
0.4,60700.0,0.19250782,0.1673282,-12.581806,0.82383054,12140.0,606,0.26,0.10164115
0.35,60800.0,0.19251877,0.16734745,-12.534076,0.8238297,12160.0,607,0.14,0.10163993
0.25,60900.0,0.1925193,0.16734542,-14.715179,0.8238074,12180.0,608,0.14,0.10163972
0.5,61000.0,0.19252464,0.16734324,-13.435022,0.8237954,12200.0,609,0.16,0.101645425
0.6,61100.0,0.19251592,0.16735493,-10.030046,0.82376224,12220.0,610,0.16,0.101672165
0.3,61200.0,0.19251592,0.16737914,-14.301569,0.82374984,12240.0,611,0.16,0.10172029
0.45,61300.0,0.19252376,0.16736229,-13.23866,0.8237447,12260.0,612,0.18,0.101714484
0.45,61400.0,0.19253197,0.16735548,-14.930069,0.8237529,12280.0,613,0.14,0.101713344
0.45,61500.0,0.1925292,0.16733481,-12.599764,0.82372636,12300.0,614,0.19,0.10171699
0.55,61600.0,0.19253662,0.16728711,-11.5567875,0.8237478,12320.0,615,0.16,0.10168457
0.15,61700.0,0.19252943,0.16731459,-21.095064,0.82371885,12340.0,616,0.13,0.10169946
0.5,61800.0,0.19253206,0.16732167,-14.6154,0.82372,12360.0,617,0.15,0.10172255
0.45,61900.0,0.19252853,0.16735332,-14.930316,0.82367116,12380.0,618,0.19,0.101736344
0.4,62000.0,0.19253458,0.16739248,-15.451327,0.82366014,12400.0,619,0.18,0.101772815
0.4,62100.0,0.19253355,0.16738872,-14.208471,0.82366467,12420.0,620,0.19,0.101786986
0.55,62200.0,0.19253603,0.16735947,-11.286007,0.82366085,12440.0,621,0.22,0.101785995
0.5,62300.0,0.19253361,0.16739644,-13.29359,0.82362527,12460.0,622,0.18,0.10181924
0.55,62400.0,0.19254065,0.16738512,-11.352659,0.82363206,12480.0,623,0.22,0.101825066
0.3,62500.0,0.19254445,0.16740781,-10.681859,0.8236596,12500.0,624,0.2,0.101856664
0.4,62600.0,0.19253449,0.16742188,-12.301773,0.8236405,12520.0,625,0.18,0.101889506
0.35,62700.0,0.19253609,0.16744047,-13.562221,0.82364315,12540.0,626,0.15,0.101903245
0.35,62800.0,0.19252682,0.16743505,-12.1895895,0.8236456,12560.0,627,0.16,0.101891756
0.2,62900.0,0.19251488,0.16744304,-12.207179,0.8236185,12580.0,628,0.2,0.10192151
0.45,63000.0,0.19251832,0.16745526,-13.122167,0.82364804,12600.0,629,0.16,0.1019317
0.15,63100.0,0.19250593,0.16741753,-13.016011,0.82362574,12620.0,630,0.15,0.10191241
0.1,63200.0,0.19249174,0.16741396,-13.398069,0.8235874,12640.0,631,0.1,0.10191411
0.1,63300.0,0.19248228,0.16739966,-11.657853,0.823548,12660.0,632,0.11,0.101883456
0.05,63400.0,0.19245915,0.16740651,-10.420374,0.82346755,12680.0,633,0.09,0.101882935
0.1,63500.0,0.19244274,0.16742162,-12.873407,0.8233941,12700.0,634,0.06,0.10185646
0.25,63600.0,0.1924259,0.1674205,-11.331648,0.8233065,12720.0,635,0.06,0.10183359
0.15,63700.0,0.19240375,0.16744117,-14.968164,0.82321507,12740.0,636,0.14,0.10182585
0.3,63800.0,0.1923908,0.16744871,-12.633346,0.82313675,12760.0,637,0.11,0.101805955
0.15,63900.0,0.1923732,0.16748299,-15.374414,0.82307,12780.0,638,0.09,0.10180053
0.25,64000.0,0.19236156,0.1675029,-16.008392,0.8230093,12800.0,639,0.12,0.1017912
0.25,64100.0,0.19234675,0.16753662,-13.984607,0.8229262,12820.0,640,0.1,0.10178668
0.2,64200.0,0.19233821,0.16756772,-13.656769,0.8228705,12840.0,641,0.09,0.101799294
0.45,64300.0,0.19233112,0.16756757,-14.818576,0.8228068,12860.0,642,0.1,0.10179903
0.5,64400.0,0.19232363,0.16758893,-13.092819,0.82275605,12880.0,643,0.12,0.10181899
0.2,64500.0,0.19231816,0.1676035,-16.584694,0.8227293,12900.0,644,0.11,0.101823136
0.45,64600.0,0.19230576,0.16763411,-13.134778,0.82267696,12920.0,645,0.12,0.101841584
0.45,64700.0,0.19230705,0.16761748,-12.990962,0.82265735,12940.0,646,0.2,0.10183749
0.55,64800.0,0.19229965,0.16762589,-13.199472,0.82263476,12960.0,647,0.16,0.10186268
0.35,64900.0,0.19230005,0.16767216,-13.270854,0.8225956,12980.0,648,0.17,0.1018923
0.3,65000.0,0.19229247,0.16768794,-13.635689,0.8225582,13000.0,649,0.15,0.10191816
0.65,65100.0,0.19229038,0.16769288,-12.160924,0.822551,13020.0,650,0.15,0.10193505
0.45,65200.0,0.19228233,0.16772728,-16.20727,0.82251745,13040.0,651,0.11,0.101967566
0.3,65300.0,0.19228166,0.16774456,-18.83372,0.82249355,13060.0,652,0.2,0.10198948
0.5,65400.0,0.19228092,0.16777359,-13.011327,0.82247,13080.0,653,0.27,0.10200782
0.4,65500.0,0.19227415,0.16776466,-17.308361,0.82243663,13100.0,654,0.21,0.10200059
0.55,65600.0,0.19226885,0.16782852,-12.098824,0.822387,13120.0,655,0.18,0.10202251
0.4,65700.0,0.19226873,0.1678098,-16.058447,0.8223736,13140.0,656,0.23,0.102017276
0.6,65800.0,0.19226353,0.16781746,-14.066233,0.8223434,13160.0,657,0.25,0.10201606
0.7,65900.0,0.19226512,0.1678229,-12.236937,0.82234436,13180.0,658,0.17,0.1020184
0.7,66000.0,0.19225651,0.16784693,-7.865471,0.8223116,13200.0,659,0.18,0.1020568
0.3,66100.0,0.19225067,0.16783832,-11.545909,0.8222928,13220.0,660,0.21,0.102084056
0.55,66200.0,0.19224577,0.16784523,-10.04784,0.8222656,13240.0,661,0.22,0.10213666
0.4,66300.0,0.19223344,0.16787194,-9.871521,0.8221905,13260.0,662,0.14,0.10219531
0.25,66400.0,0.19222008,0.1679302,-6.5210876,0.8221154,13280.0,663,0.08,0.10227391
0.3,66500.0,0.19220504,0.1679404,-9.717742,0.82202905,13300.0,664,0.1,0.102306545
0.3,66600.0,0.1921966,0.16797036,-6.2212625,0.8219576,13320.0,665,0.13,0.10232811
0.35,66700.0,0.19217974,0.16802742,-7.7571135,0.82187295,13340.0,666,0.07,0.10233202
0.2,66800.0,0.19215876,0.16806918,-5.6839385,0.8217721,13360.0,667,0.13,0.10233937
0.1,66900.0,0.19214769,0.16807835,-6.209464,0.82170725,13380.0,668,0.17,0.10232403
0.25,67000.0,0.19213447,0.16807818,-6.2379665,0.82162637,13400.0,669,0.14,0.102305725
0.45,67100.0,0.19211872,0.16809486,-5.742842,0.8215418,13420.0,670,0.11,0.102280945
0.2,67200.0,0.19210693,0.16811134,-9.679563,0.8214826,13440.0,671,0.19,0.10227158
0.2,67300.0,0.1920961,0.16815324,-8.009264,0.821413,13460.0,672,0.09,0.10228066
0.45,67400.0,0.19208093,0.16817279,-7.565745,0.8213466,13480.0,673,0.15,0.10226264
0.35,67500.0,0.1920677,0.16820508,-8.4926815,0.8212715,13500.0,674,0.12,0.10227285
0.35,67600.0,0.19205865,0.16822948,-8.664579,0.8211954,13520.0,675,0.11,0.10230432
0.2,67700.0,0.19204605,0.16826253,-12.686464,0.82113475,13540.0,676,0.16,0.10231933
0.25,67800.0,0.192031,0.1682784,-10.806797,0.82105535,13560.0,677,0.17,0.102315724
0.15,67900.0,0.19202238,0.16826873,-12.493818,0.82102185,13580.0,678,0.12,0.10232364
0.3,68000.0,0.19201225,0.16828215,-10.8576355,0.8209689,13600.0,679,0.09,0.10232959
0.3,68100.0,0.19200706,0.1683092,-12.624144,0.82091874,13620.0,680,0.16,0.10234355
0.3,68200.0,0.19200104,0.16831404,-13.673468,0.82088566,13640.0,681,0.15,0.10232618
0.4,68300.0,0.19199587,0.16832455,-12.721263,0.8208433,13660.0,682,0.14,0.10231053
0.65,68400.0,0.19199686,0.1683621,-10.834978,0.8208184,13680.0,683,0.22,0.102310225
0.4,68500.0,0.19199187,0.16838445,-13.73895,0.82077837,13700.0,684,0.18,0.10231462
0.45,68600.0,0.19198614,0.16841102,-11.277784,0.82074267,13720.0,685,0.19,0.10231429
0.45,68700.0,0.19199024,0.16839671,-12.46921,0.8207345,13740.0,686,0.22,0.10232097
0.5,68800.0,0.19199182,0.16838224,-12.403799,0.8207261,13760.0,687,0.21,0.10231069
0.5,68900.0,0.19199502,0.16839015,-13.412893,0.8207206,13780.0,688,0.15,0.10232816
0.45,69000.0,0.19199882,0.16834754,-13.244848,0.82073087,13800.0,689,0.15,0.1023083
0.25,69100.0,0.19199196,0.16838633,-15.148905,0.8206954,13820.0,690,0.23,0.102363065
0.45,69200.0,0.1919973,0.16840541,-14.831528,0.82070297,13840.0,691,0.15,0.102383286
0.65,69300.0,0.19199522,0.16843899,-10.522791,0.8206571,13860.0,692,0.21,0.10242328
0.35,69400.0,0.19199255,0.16843998,-13.690061,0.82064825,13880.0,693,0.19,0.10243122
0.6,69500.0,0.19200443,0.16844904,-12.394625,0.82066244,13900.0,694,0.14,0.102435954
0.65,69600.0,0.1920034,0.16847508,-10.248508,0.82063645,13920.0,695,0.23,0.10246458
0.5,69700.0,0.19200201,0.16851115,-14.1639385,0.82062817,13940.0,696,0.26,0.10249411
0.4,69800.0,0.19199608,0.16853647,-16.849623,0.82062817,13960.0,697,0.15,0.10252734
0.45,69900.0,0.1919989,0.16851602,-11.639365,0.82063603,13980.0,698,0.22,0.102520205
0.35,70000.0,0.19200596,0.1685137,-12.780585,0.8206401,14000.0,699,0.2,0.102525994
0.45,70100.0,0.19200473,0.16852044,-12.194979,0.8206373,14020.0,700,0.21,0.10253886
0.55,70200.0,0.19200067,0.16853404,-14.474335,0.8206174,14040.0,701,0.15,0.102565296
0.25,70300.0,0.19200692,0.16852629,-13.701864,0.82061696,14060.0,702,0.17,0.10255666
0.3,70400.0,0.19200528,0.16852319,-15.990168,0.82062775,14080.0,703,0.15,0.102562554
0.2,70500.0,0.19199175,0.16853975,-14.0176525,0.8206009,14100.0,704,0.18,0.1025954
0.4,70600.0,0.19198933,0.16856222,-14.370458,0.82061833,14120.0,705,0.13,0.10262912
0.25,70700.0,0.19199228,0.16856955,-16.665522,0.8206218,14140.0,706,0.13,0.1026224
0.25,70800.0,0.1919981,0.16856676,-15.520554,0.82063943,14160.0,707,0.16,0.10261737
0.35,70900.0,0.19200078,0.16854244,-16.774076,0.82063884,14180.0,708,0.21,0.10261096
0.35,71000.0,0.19199903,0.16855682,-16.475605,0.8206508,14200.0,709,0.18,0.10261666
0.15,71100.0,0.19200552,0.168573,-14.3384495,0.8206665,14220.0,710,0.18,0.10264348
0.5,71200.0,0.19200672,0.16856925,-13.59803,0.8206541,14240.0,711,0.2,0.10266049
0.55,71300.0,0.19200613,0.16856493,-11.156958,0.82066154,14260.0,712,0.22,0.102691755
0.55,71400.0,0.19201203,0.16856374,-13.288904,0.8206713,14280.0,713,0.22,0.10269391
0.6,71500.0,0.19201681,0.16857128,-12.718441,0.8206701,14300.0,714,0.2,0.10270123
0.45,71600.0,0.19201715,0.16856629,-14.278101,0.820653,14320.0,715,0.2,0.102702476
0.55,71700.0,0.19201092,0.16858123,-7.688573,0.8206485,14340.0,716,0.25,0.10274334
0.5,71800.0,0.19201058,0.16857089,-16.288136,0.82063246,14360.0,717,0.2,0.10274768
0.45,71900.0,0.19200957,0.16857387,-15.370102,0.82061666,14380.0,718,0.26,0.1027592
0.6,72000.0,0.1920181,0.16854922,-13.121829,0.82062596,14400.0,719,0.25,0.10274751
0.4,72100.0,0.19201529,0.16852184,-11.528751,0.8206348,14420.0,720,0.25,0.102734186
0.65,72200.0,0.19202305,0.168546,-11.533777,0.82064575,14440.0,721,0.18,0.102765515
0.7,72300.0,0.19202374,0.16853166,-10.266698,0.82065487,14460.0,722,0.22,0.102761135
0.75,72400.0,0.19202282,0.16855286,-9.395239,0.8206499,14480.0,723,0.17,0.10278331
0.35,72500.0,0.19202308,0.1685627,-13.461754,0.8206439,14500.0,724,0.16,0.10278922
0.75,72600.0,0.19202219,0.1685946,-8.130741,0.82064843,14520.0,725,0.19,0.102817446
0.55,72700.0,0.19202377,0.1685891,-11.673251,0.82066274,14540.0,726,0.21,0.10282213
0.25,72800.0,0.19202314,0.16860326,-13.580729,0.8206551,14560.0,727,0.28,0.10282317
0.6,72900.0,0.19202186,0.16861635,-11.6304455,0.82064396,14580.0,728,0.11,0.10282926
0.45,73000.0,0.19202627,0.16860317,-13.257362,0.82066244,14600.0,729,0.21,0.10282269
0.4,73100.0,0.19203524,0.16859114,-13.833677,0.82067615,14620.0,730,0.11,0.10283985
0.25,73200.0,0.1920439,0.16858679,-16.67054,0.820683,14640.0,731,0.16,0.102858156
0.65,73300.0,0.19204596,0.16859077,-11.296702,0.82069224,14660.0,732,0.22,0.10285053
0.65,73400.0,0.19204997,0.16859627,-8.471798,0.8206892,14680.0,733,0.19,0.10284996
0.6,73500.0,0.19205073,0.16859327,-10.200069,0.82069415,14700.0,734,0.25,0.102849245
0.5,73600.0,0.19205582,0.16859853,-14.422064,0.8207008,14720.0,735,0.23,0.10287148
0.55,73700.0,0.19205831,0.1686049,-11.164851,0.8207132,14740.0,736,0.16,0.10289937
0.45,73800.0,0.19206952,0.16857886,-12.535722,0.8207353,14760.0,737,0.18,0.10289255
0.65,73900.0,0.19207114,0.16855437,-10.363943,0.8207486,14780.0,738,0.21,0.102883235
0.4,74000.0,0.19207643,0.16852348,-11.743855,0.8207628,14800.0,739,0.24,0.10287202
0.35,74100.0,0.19207972,0.16850017,-11.48289,0.82076246,14820.0,740,0.15,0.102864526
0.4,74200.0,0.19208461,0.16850765,-17.846632,0.82075644,14840.0,741,0.2,0.10286025
0.5,74300.0,0.19208568,0.16852571,-12.189792,0.8207433,14860.0,742,0.18,0.10286564
0.55,74400.0,0.19208398,0.16851431,-9.396108,0.8207477,14880.0,743,0.21,0.10287667
0.6,74500.0,0.1920869,0.16851276,-11.410527,0.8207566,14900.0,744,0.22,0.10287969
0.55,74600.0,0.19209509,0.16849642,-12.643807,0.82077456,14920.0,745,0.2,0.102879345
0.4,74700.0,0.1920928,0.16849552,-14.655802,0.8207752,14940.0,746,0.2,0.102894716
0.25,74800.0,0.19209254,0.16847257,-14.336034,0.8207796,14960.0,747,0.2,0.102883235
0.55,74900.0,0.19209754,0.16847897,-10.765368,0.8207986,14980.0,748,0.2,0.10290605
0.5,75000.0,0.19210187,0.16845608,-13.157163,0.82080436,15000.0,749,0.18,0.102915764
0.5,75100.0,0.19210412,0.16845362,-10.831855,0.8208081,15020.0,750,0.21,0.10290266
0.6,75200.0,0.192108,0.16845925,-11.563873,0.8208177,15040.0,751,0.21,0.10290928
0.3,75300.0,0.19210596,0.16845143,-11.343324,0.8208165,15060.0,752,0.21,0.1029233
0.65,75400.0,0.19211048,0.16843235,-11.415275,0.8208056,15080.0,753,0.22,0.10292146
0.5,75500.0,0.19210939,0.1684243,-12.031928,0.8207998,15100.0,754,0.19,0.10292388
0.5,75600.0,0.19211179,0.16842069,-13.231668,0.82081574,15120.0,755,0.16,0.102925666
0.45,75700.0,0.19211735,0.16841643,-12.265592,0.8208308,15140.0,756,0.13,0.10292027
0.6,75800.0,0.19212711,0.16839693,-8.895572,0.82084876,15160.0,757,0.22,0.1029407
0.7,75900.0,0.19213068,0.16839914,-8.630397,0.8208572,15180.0,758,0.24,0.102945864
0.65,76000.0,0.19213669,0.16841106,-8.292219,0.82087225,15200.0,759,0.09,0.10296157
0.35,76100.0,0.19213895,0.16842498,-11.776685,0.8208816,15220.0,760,0.19,0.10297091
0.6,76200.0,0.19214912,0.16843702,-7.260423,0.8209012,15240.0,761,0.22,0.1029944
0.5,76300.0,0.19215025,0.16840701,-12.938883,0.820898,15260.0,762,0.25,0.10300004
0.4,76400.0,0.19215113,0.16841131,-10.640173,0.82091254,15280.0,763,0.2,0.10301556
0.5,76500.0,0.1921549,0.16840394,-10.766184,0.82091707,15300.0,764,0.22,0.10301144
0.55,76600.0,0.19215705,0.1683913,-10.867713,0.82092285,15320.0,765,0.24,0.103009984
0.6,76700.0,0.19215664,0.16841705,-9.899407,0.8209265,15340.0,766,0.23,0.10301555
0.4,76800.0,0.19215474,0.1684102,-14.045217,0.8209155,15360.0,767,0.28,0.103009745
0.55,76900.0,0.1921544,0.16840209,-10.874661,0.82092637,15380.0,768,0.21,0.10300186
0.45,77000.0,0.19216171,0.16840583,-11.435625,0.82095236,15400.0,769,0.2,0.10300833
0.55,77100.0,0.19216523,0.16841471,-11.867231,0.82094574,15420.0,770,0.21,0.10301797
0.4,77200.0,0.19216946,0.16841072,-12.389037,0.8209653,15440.0,771,0.29,0.103023395
0.3,77300.0,0.19217023,0.16839635,-10.598788,0.8209801,15460.0,772,0.14,0.10301576
0.6,77400.0,0.19216894,0.1683756,-7.5053077,0.8209782,15480.0,773,0.2,0.103040226
0.3,77500.0,0.1921723,0.1683708,-14.11922,0.8209948,15500.0,774,0.15,0.10305678
0.45,77600.0,0.19216897,0.1683753,-12.745554,0.82100004,15520.0,775,0.21,0.103058234
0.55,77700.0,0.19217527,0.16834725,-11.911657,0.82102174,15540.0,776,0.22,0.103051804
0.55,77800.0,0.19218008,0.1683572,-11.323108,0.8210458,15560.0,777,0.18,0.10306189
0.25,77900.0,0.19217137,0.16836725,-11.593775,0.8210332,15580.0,778,0.16,0.103087634
0.4,78000.0,0.19216776,0.16835903,-7.196463,0.8210373,15600.0,779,0.22,0.103099495
0.4,78100.0,0.19217464,0.1683401,-12.794148,0.8210558,15620.0,780,0.25,0.10309566
0.55,78200.0,0.19217722,0.16833381,-11.511594,0.8210648,15640.0,781,0.24,0.10308611
0.5,78300.0,0.19218385,0.16835509,-11.813722,0.8210852,15660.0,782,0.16,0.103113644
0.6,78400.0,0.19218685,0.16834033,-10.143636,0.8211135,15680.0,783,0.18,0.10310962
0.45,78500.0,0.1921878,0.16833697,-13.233243,0.8211264,15700.0,784,0.15,0.10310918
0.4,78600.0,0.19219188,0.16832618,-12.704233,0.821142,15720.0,785,0.19,0.1031008
0.6,78700.0,0.19219472,0.16833155,-9.778083,0.82115155,15740.0,786,0.18,0.10311945
0.45,78800.0,0.1921957,0.16832657,-9.786433,0.8211679,15760.0,787,0.19,0.103134416
0.4,78900.0,0.1921969,0.16830653,-13.729414,0.8211856,15780.0,788,0.16,0.10314206
0.6,79000.0,0.19220623,0.16831279,-9.865524,0.82120854,15800.0,789,0.14,0.10314553
0.6,79100.0,0.19220906,0.16830446,-11.849141,0.8212275,15820.0,790,0.26,0.103129014
0.5,79200.0,0.19221273,0.16828327,-9.72765,0.8212425,15840.0,791,0.22,0.10312172
0.65,79300.0,0.192214,0.16825627,-12.252517,0.8212466,15860.0,792,0.18,0.10311141
0.2,79400.0,0.19221586,0.16825908,-16.793797,0.8212645,15880.0,793,0.14,0.10310753
0.45,79500.0,0.192219,0.16823243,-12.994865,0.82127076,15900.0,794,0.22,0.103110164
0.45,79600.0,0.19222704,0.16821706,-13.679378,0.8212971,15920.0,795,0.15,0.1031145
0.4,79700.0,0.19222902,0.16819178,-17.523157,0.8213155,15940.0,796,0.18,0.103102334
0.4,79800.0,0.19222566,0.16821545,-14.103274,0.82130384,15960.0,797,0.22,0.10311882
0.35,79900.0,0.19223364,0.16819255,-17.045996,0.82133126,15980.0,798,0.16,0.10312642
0.5,80000.0,0.19222702,0.16821377,-10.545903,0.8213232,16000.0,799,0.18,0.103155985
0.55,80100.0,0.19222756,0.16821106,-13.085858,0.82132727,16020.0,800,0.17,0.10316409
0.65,80200.0,0.19223,0.16817968,-13.533391,0.8213537,16040.0,801,0.21,0.10315255
0.6,80300.0,0.19223358,0.16818547,-11.719307,0.8213485,16060.0,802,0.2,0.10316022
0.45,80400.0,0.19223729,0.16816278,-15.81707,0.8213735,16080.0,803,0.24,0.10316201
0.5,80500.0,0.19224125,0.16814826,-12.621811,0.8213851,16100.0,804,0.26,0.103151314
0.65,80600.0,0.19224073,0.16813879,-14.384638,0.82140523,16120.0,805,0.19,0.103150226
0.5,80700.0,0.19223733,0.16813834,-11.573041,0.82138973,16140.0,806,0.18,0.10314694
0.6,80800.0,0.19224106,0.16811888,-10.168691,0.8213951,16160.0,807,0.2,0.10313525
0.55,80900.0,0.19224733,0.1681187,-14.743347,0.8214213,16180.0,808,0.23,0.103140146
0.45,81000.0,0.19224577,0.16809331,-15.730855,0.82142854,16200.0,809,0.21,0.103137515
0.6,81100.0,0.19224411,0.16807576,-10.485576,0.82144237,16220.0,810,0.27,0.103125714
0.4,81200.0,0.19224569,0.16806708,-13.908583,0.8214579,16240.0,811,0.19,0.10313073
0.6,81300.0,0.19223921,0.16805686,-11.56996,0.8214446,16260.0,812,0.14,0.10314403
0.45,81400.0,0.19223863,0.16805953,-13.8181505,0.82145005,16280.0,813,0.22,0.10314999
0.6,81500.0,0.19223656,0.16805589,-12.656463,0.8214473,16300.0,814,0.23,0.10315841
0.5,81600.0,0.19223733,0.16806094,-12.053116,0.821444,16320.0,815,0.17,0.10315207
0.4,81700.0,0.19223906,0.16805434,-14.265073,0.82143927,16340.0,816,0.23,0.10314437
0.75,81800.0,0.19223805,0.16807912,-10.62747,0.8214135,16360.0,817,0.27,0.10315646
0.5,81900.0,0.19223282,0.16807197,-13.910902,0.8213868,16380.0,818,0.24,0.10316651
0.7,82000.0,0.19223243,0.16807036,-11.532826,0.821389,16400.0,819,0.22,0.10316749
0.45,82100.0,0.19222718,0.16807723,-13.06568,0.8213773,16420.0,820,0.17,0.103167124
0.75,82200.0,0.19222103,0.16810648,-12.3594055,0.8213532,16440.0,821,0.18,0.103195526
0.4,82300.0,0.19221593,0.16809171,-14.985906,0.82134676,16460.0,822,0.29,0.10319914
0.45,82400.0,0.1922193,0.16808484,-17.230984,0.8213584,16480.0,823,0.16,0.10321487
0.8,82500.0,0.19221714,0.16808312,-10.398445,0.82136416,16500.0,824,0.2,0.10321126
0.55,82600.0,0.19221154,0.16805707,-13.529722,0.8213654,16520.0,825,0.32,0.10320677
0.6,82700.0,0.19221236,0.16806619,-15.506635,0.8213671,16540.0,826,0.2,0.10321918
0.45,82800.0,0.19221292,0.16803704,-18.306362,0.8213832,16560.0,827,0.15,0.10320073
0.55,82900.0,0.19221266,0.16802871,-12.021978,0.8213807,16580.0,828,0.24,0.10319055
0.6,83000.0,0.19221587,0.16802235,-10.634022,0.8213792,16600.0,829,0.17,0.103190765
0.5,83100.0,0.19221185,0.16802238,-14.622174,0.8213746,16620.0,830,0.21,0.10320312
0.5,83200.0,0.1922096,0.16801582,-14.527716,0.821377,16640.0,831,0.2,0.10321068
0.6,83300.0,0.19221427,0.16805482,-14.036464,0.8213897,16660.0,832,0.26,0.10324233
