test/episode,stats_o/mean,stats_o/std,train/success_rate,stats_g/std,train/episode,test/success_rate,epoch,test/mean_Q,stats_g/mean
5540.0,0.20445107,0.11953391,0.51,0.10790077,27700.0,1.0,276,-0.9915463,0.84546286
5560.0,0.20446888,0.11951088,0.61,0.107869305,27800.0,0.95,277,-2.2387555,0.8455079
5580.0,0.20447922,0.11950761,0.52,0.1079096,27900.0,0.85,278,-4.0006123,0.845558
5600.0,0.20445737,0.11949655,0.61,0.10791409,28000.0,0.9,279,-2.8351977,0.8455627
5620.0,0.20446251,0.11946893,0.67,0.107893795,28100.0,1.0,280,-1.2547456,0.84557086
5640.0,0.2044669,0.11943565,0.58,0.10786297,28200.0,0.95,281,-1.5864633,0.8456039
5660.0,0.20446283,0.11940592,0.6,0.10784616,28300.0,0.9,282,-2.535786,0.8456252
5680.0,0.20446707,0.119370155,0.49,0.10787522,28400.0,0.9,283,-3.0399952,0.8456896
5700.0,0.20447923,0.11932975,0.59,0.10786533,28500.0,0.9,284,-2.973132,0.8457243
5720.0,0.2044985,0.11931511,0.55,0.107892066,28600.0,0.95,285,-1.9072628,0.8457714
5740.0,0.20449981,0.11931156,0.52,0.10795665,28700.0,0.95,286,-2.320953,0.8457919
5760.0,0.20450756,0.11926568,0.56,0.107962556,28800.0,0.9,287,-3.1461241,0.8458355
5780.0,0.20451929,0.11923298,0.59,0.107953124,28900.0,0.95,288,-1.9969276,0.8458483
5800.0,0.204545,0.1192089,0.52,0.107949704,29000.0,1.0,289,-2.2896094,0.84589934
5820.0,0.2045619,0.11916975,0.59,0.10795944,29100.0,0.9,290,-2.7511227,0.84594935
5840.0,0.20457838,0.11917673,0.56,0.107984744,29200.0,0.95,291,-1.6771752,0.84599
5860.0,0.20460223,0.119177945,0.52,0.1080041,29300.0,1.0,292,-1.0790999,0.8460266
5880.0,0.20460959,0.11916926,0.57,0.10802204,29400.0,0.85,293,-3.002052,0.84604836
5900.0,0.20462501,0.11915986,0.63,0.108035415,29500.0,1.0,294,-1.1375225,0.84604615
5920.0,0.20463996,0.119193226,0.57,0.10808977,29600.0,0.95,295,-1.5711234,0.84605986
5940.0,0.2046662,0.1191613,0.54,0.10807083,29700.0,1.0,296,-1.4423277,0.84612584
5960.0,0.20466287,0.11917036,0.53,0.108100034,29800.0,0.95,297,-1.5024021,0.84615016
5980.0,0.20468952,0.11915064,0.58,0.10811313,29900.0,1.0,298,-1.4158666,0.8461992
6000.0,0.20470361,0.11911045,0.59,0.10805997,30000.0,0.95,299,-1.6858418,0.84619194
6020.0,0.20471853,0.119104296,0.51,0.108079255,30100.0,0.95,300,-1.6505985,0.84623975
6040.0,0.20472999,0.11907871,0.59,0.10811373,30200.0,0.75,301,-3.6022096,0.8462474
6060.0,0.20474884,0.11911492,0.47,0.10820507,30300.0,0.95,302,-1.7572305,0.8462979
6080.0,0.20474602,0.119105995,0.52,0.10825033,30400.0,0.95,303,-1.8514252,0.84633
6100.0,0.20476381,0.1190989,0.53,0.10825532,30500.0,0.9,304,-2.181828,0.8463759
6120.0,0.20476894,0.11908991,0.62,0.10827967,30600.0,0.95,305,-2.0294392,0.84641284
6140.0,0.20478822,0.11902571,0.57,0.10826605,30700.0,0.9,306,-2.0436764,0.8464678
6160.0,0.20480394,0.11902574,0.45,0.10832404,30800.0,1.0,307,-1.3044744,0.84650636
6180.0,0.20481881,0.11899361,0.53,0.108329214,30900.0,1.0,308,-1.1682293,0.8465369
6200.0,0.20481867,0.118999526,0.48,0.108382665,31000.0,0.95,309,-1.5523552,0.8465741
6220.0,0.2048139,0.11900305,0.61,0.108409345,31100.0,0.8,310,-3.1951532,0.8465933
6240.0,0.20481192,0.11897557,0.54,0.10839527,31200.0,0.95,311,-1.6057189,0.84663373
6260.0,0.2048363,0.118982494,0.59,0.108408235,31300.0,0.95,312,-2.187794,0.8466603
6280.0,0.2048505,0.11894738,0.56,0.1084001,31400.0,1.0,313,-1.0542185,0.84668136
6300.0,0.20486313,0.11893992,0.52,0.10843924,31500.0,0.85,314,-1.8687851,0.8467276
6320.0,0.20487821,0.118950985,0.6,0.108446114,31600.0,0.95,315,-1.1058705,0.846759
6340.0,0.20487425,0.11892391,0.6,0.10844248,31700.0,1.0,316,-0.92169523,0.8467739
6360.0,0.2048833,0.11886596,0.55,0.10843447,31800.0,0.85,317,-1.5829301,0.84680897
6380.0,0.20487608,0.118851975,0.64,0.10842993,31900.0,0.95,318,-1.3204067,0.8468309
6400.0,0.20487669,0.118860334,0.56,0.10844492,32000.0,0.9,319,-1.7624483,0.8468621
6420.0,0.2048736,0.11888685,0.57,0.10845656,32100.0,0.9,320,-1.2400309,0.8468844
6440.0,0.20488748,0.1188707,0.6,0.10846394,32200.0,0.9,321,-1.1903747,0.8469015
6460.0,0.20489879,0.11883201,0.55,0.108476244,32300.0,1.0,322,-0.8378502,0.84692264
6480.0,0.20491143,0.118808605,0.54,0.10851359,32400.0,0.8,323,-2.1451824,0.8469703
6500.0,0.20490994,0.11875476,0.59,0.108511895,32500.0,0.9,324,-1.5144138,0.8470104
6520.0,0.20490703,0.11873089,0.56,0.108537994,32600.0,0.9,325,-1.6348873,0.8470237
6540.0,0.2049199,0.11870548,0.57,0.10853953,32700.0,0.75,326,-1.4984262,0.84703565
6560.0,0.20493582,0.11872496,0.41,0.10862001,32800.0,0.9,327,-1.3815413,0.8470714
6580.0,0.20495,0.11871617,0.6,0.108628154,32900.0,0.8,328,-1.8359401,0.8471022
6600.0,0.2049434,0.11866495,0.54,0.108615905,33000.0,1.0,329,-0.9756314,0.8471117
6620.0,0.20496504,0.11863287,0.57,0.108625226,33100.0,0.95,330,-1.2109709,0.8471573
6640.0,0.20497294,0.118603356,0.58,0.108614124,33200.0,1.0,331,-0.8145455,0.84718317
6660.0,0.2049739,0.11858389,0.55,0.10863719,33300.0,0.95,332,-1.213955,0.84719914
6680.0,0.20497935,0.118581265,0.51,0.10866044,33400.0,0.95,333,-1.0245595,0.8472213
6700.0,0.20499517,0.11854941,0.53,0.10865507,33500.0,1.0,334,-0.8083299,0.8472472
6720.0,0.20498696,0.118517466,0.66,0.10862956,33600.0,0.85,335,-1.4488013,0.84728503
6740.0,0.20499127,0.11849335,0.58,0.10862708,33700.0,0.9,336,-1.3065977,0.84731776
6760.0,0.20498739,0.11846162,0.51,0.10863169,33800.0,0.85,337,-1.4947202,0.84733504
6780.0,0.20500131,0.11845564,0.57,0.10865328,33900.0,0.85,338,-1.2573336,0.84736824
6800.0,0.20500022,0.118417986,0.62,0.10863129,34000.0,0.95,339,-0.9348402,0.84738517
6820.0,0.20500256,0.11838282,0.52,0.10860765,34100.0,0.9,340,-1.3852857,0.8474016
6840.0,0.2050194,0.11834772,0.57,0.108606994,34200.0,0.95,341,-1.1606184,0.84743404
6860.0,0.20501673,0.11834762,0.49,0.10861244,34300.0,0.95,342,-0.8124075,0.8474426
6880.0,0.20502317,0.1183351,0.55,0.108660996,34400.0,0.95,343,-1.1164024,0.8474533
6900.0,0.20502643,0.11831961,0.66,0.10866838,34500.0,0.9,344,-1.3276035,0.8474626
6920.0,0.20501968,0.11830065,0.49,0.10867238,34600.0,0.95,345,-1.1361259,0.84748334
6940.0,0.2050412,0.11828663,0.56,0.10866193,34700.0,0.95,346,-0.83537674,0.84751683
6960.0,0.20503731,0.11827367,0.57,0.10867369,34800.0,0.85,347,-1.3236367,0.8475251
6980.0,0.20504156,0.118242174,0.46,0.1086503,34900.0,0.85,348,-1.1162047,0.84754354
7000.0,0.20505676,0.11822137,0.56,0.10868106,35000.0,0.9,349,-0.89306056,0.84756404
7020.0,0.20505519,0.1181897,0.52,0.10866488,35100.0,1.0,350,-0.91813374,0.8475718
7040.0,0.20506091,0.118163936,0.52,0.108673096,35200.0,0.9,351,-1.0525128,0.847593
7060.0,0.20506008,0.11815648,0.58,0.10867482,35300.0,0.9,352,-0.7587789,0.84759337
7080.0,0.20506744,0.118136734,0.6,0.108650036,35400.0,0.9,353,-1.3317693,0.8475799
7100.0,0.20506625,0.11811498,0.49,0.108635,35500.0,0.95,354,-1.031973,0.847604
7120.0,0.20506187,0.1180958,0.61,0.108613975,35600.0,0.85,355,-1.2042074,0.8475981
7140.0,0.20505685,0.11811934,0.48,0.10863661,35700.0,0.65,356,-1.7353041,0.8476295
7160.0,0.20505701,0.11807895,0.63,0.108626194,35800.0,0.9,357,-1.310466,0.847636
7180.0,0.20506217,0.11808529,0.41,0.10861806,35900.0,0.9,358,-1.4846345,0.84766275
7200.0,0.2050549,0.11805902,0.61,0.10861412,36000.0,0.8,359,-1.3577808,0.8476815
7220.0,0.20506153,0.11807211,0.56,0.10863138,36100.0,0.95,360,-0.9873541,0.8476965
7240.0,0.20506534,0.11805523,0.63,0.108641125,36200.0,0.9,361,-1.1216547,0.84770566
7260.0,0.20507614,0.1180203,0.63,0.10861383,36300.0,0.95,362,-0.96973485,0.8477287
7280.0,0.20507942,0.117991425,0.49,0.10860107,36400.0,0.8,363,-1.3280008,0.8477444
7300.0,0.20508473,0.118000224,0.58,0.108593725,36500.0,0.95,364,-1.1761899,0.84775496
7320.0,0.20510387,0.11798501,0.62,0.10858139,36600.0,0.85,365,-1.361059,0.8477686
7340.0,0.2051071,0.11797294,0.56,0.108543925,36700.0,0.9,366,-1.0624204,0.84778476
7360.0,0.2051199,0.117938325,0.52,0.108532615,36800.0,1.0,367,-0.9324808,0.8478152
7380.0,0.2051215,0.11794311,0.56,0.10855595,36900.0,0.9,368,-1.2705524,0.84785634
7400.0,0.2051293,0.11791529,0.59,0.108539075,37000.0,1.0,369,-0.97110146,0.847877
7420.0,0.20514639,0.11788296,0.54,0.10854995,37100.0,0.95,370,-1.0662364,0.8479078
7440.0,0.20514882,0.11786659,0.62,0.10851691,37200.0,0.85,371,-1.2412212,0.84790736
7460.0,0.20514986,0.11785728,0.54,0.10853547,37300.0,0.95,372,-1.0547979,0.84791476
7480.0,0.20515822,0.11782167,0.58,0.10851637,37400.0,0.95,373,-0.8813046,0.84792924
7500.0,0.20516762,0.11779339,0.64,0.10849663,37500.0,0.95,374,-1.1937162,0.8479507
7520.0,0.20516838,0.117784545,0.48,0.10850138,37600.0,0.9,375,-0.9406253,0.8479611
7540.0,0.20517261,0.11779888,0.45,0.108522,37700.0,1.0,376,-0.6620413,0.8479778
7560.0,0.205175,0.117788,0.6,0.10849583,37800.0,0.85,377,-1.2698926,0.84797126
7580.0,0.20517088,0.117797114,0.54,0.10847682,37900.0,0.9,378,-1.162345,0.84799117
7600.0,0.20517713,0.11776053,0.5,0.10846161,38000.0,1.0,379,-1.1977828,0.8480039
7620.0,0.20517457,0.11772708,0.64,0.10845283,38100.0,1.0,380,-1.0694036,0.8480063
7640.0,0.20517227,0.11773756,0.58,0.10843865,38200.0,0.95,381,-0.90408504,0.84798723
7660.0,0.20517422,0.117741145,0.49,0.10841804,38300.0,0.9,382,-1.0279417,0.84801096
7680.0,0.20516768,0.11776175,0.51,0.10842549,38400.0,1.0,383,-0.8280117,0.84800464
7700.0,0.20517997,0.117771424,0.62,0.108421385,38500.0,1.0,384,-0.93450767,0.84800863
7720.0,0.20518316,0.11776278,0.44,0.108408414,38600.0,0.95,385,-1.0649549,0.8480093
7740.0,0.20518427,0.11778413,0.56,0.10840833,38700.0,0.9,386,-1.1977087,0.8480132
7760.0,0.20519859,0.11776491,0.43,0.10841504,38800.0,0.85,387,-1.1099154,0.8480265
7780.0,0.20521253,0.11775941,0.56,0.10842367,38900.0,1.0,388,-1.2169172,0.8480428
7800.0,0.20520934,0.11774138,0.58,0.108410746,39000.0,1.0,389,-0.9136246,0.8480497
7820.0,0.205216,0.117717355,0.52,0.108412445,39100.0,0.85,390,-1.523059,0.8480675
7840.0,0.20522338,0.11772068,0.63,0.10838848,39200.0,1.0,391,-0.9590821,0.8480424
7860.0,0.20521949,0.11770416,0.61,0.10836565,39300.0,1.0,392,-0.87907493,0.84805584
7880.0,0.20522445,0.117676914,0.58,0.108348824,39400.0,0.95,393,-0.79425716,0.84805536
7900.0,0.20521666,0.11765122,0.5,0.10831723,39500.0,0.9,394,-1.1864654,0.8480657
7920.0,0.20521115,0.11764994,0.49,0.10836089,39600.0,0.9,395,-1.3299297,0.84806865
7940.0,0.2052149,0.117633484,0.48,0.108395554,39700.0,0.8,396,-1.4770644,0.84810215
7960.0,0.2052265,0.11764762,0.46,0.10840676,39800.0,0.75,397,-1.4544855,0.84812707
7980.0,0.20523319,0.11764237,0.52,0.10839167,39900.0,0.95,398,-0.96750164,0.84813565
8000.0,0.20523414,0.117620856,0.56,0.10839436,40000.0,0.85,399,-1.6018137,0.84814173
8020.0,0.20523669,0.11761376,0.61,0.108374946,40100.0,0.9,400,-1.2600763,0.84814197
8040.0,0.20524238,0.11758921,0.49,0.108353876,40200.0,0.9,401,-1.0499822,0.8481555
8060.0,0.20524368,0.11756873,0.54,0.108338654,40300.0,0.85,402,-1.3231097,0.8481689
8080.0,0.20523515,0.117560074,0.5,0.10833315,40400.0,0.95,403,-1.1365998,0.8481801
8100.0,0.2052305,0.11757592,0.54,0.108328186,40500.0,0.95,404,-1.0756274,0.84818393
8120.0,0.2052333,0.11754815,0.55,0.10831594,40600.0,0.95,405,-1.4289223,0.84821224
8140.0,0.20524172,0.11752436,0.6,0.108312525,40700.0,0.95,406,-1.1395584,0.8482147
8160.0,0.20525198,0.117549285,0.6,0.10832089,40800.0,0.9,407,-1.5152239,0.8482368
8180.0,0.205259,0.117540695,0.52,0.10835723,40900.0,1.0,408,-0.9392849,0.8482501
8200.0,0.20526318,0.11754711,0.48,0.108338945,41000.0,0.95,409,-1.4216022,0.8482576
8220.0,0.20526326,0.117540404,0.52,0.108332284,41100.0,0.75,410,-1.7549448,0.8482561
8240.0,0.2052634,0.1175112,0.6,0.10832206,41200.0,1.0,411,-0.8525082,0.84827024
8260.0,0.2052746,0.11749961,0.48,0.10833988,41300.0,0.95,412,-0.97970647,0.84828895
8280.0,0.20527902,0.11746914,0.62,0.10832989,41400.0,0.85,413,-1.3278557,0.84831053
8300.0,0.20527254,0.117462285,0.59,0.1083493,41500.0,1.0,414,-0.7426102,0.84829855
8320.0,0.20527804,0.11741571,0.5,0.10832224,41600.0,0.9,415,-1.4142461,0.84831905
8340.0,0.2052808,0.11741479,0.46,0.10832509,41700.0,1.0,416,-0.7874583,0.8483283
8360.0,0.20528208,0.11740848,0.52,0.10834066,41800.0,1.0,417,-1.0135268,0.8483159
8380.0,0.20527722,0.11741702,0.55,0.10832446,41900.0,0.95,418,-2.4095702,0.8483357
8400.0,0.20526941,0.11735999,0.57,0.108288795,42000.0,0.9,419,-1.4844036,0.8483512
8420.0,0.20528312,0.11736352,0.48,0.10831138,42100.0,0.9,420,-1.387408,0.8483696
8440.0,0.20529574,0.11735571,0.55,0.108303584,42200.0,1.0,421,-0.8490302,0.8483805
8460.0,0.20529957,0.11734785,0.54,0.10830077,42300.0,0.95,422,-1.1006739,0.8483863
8480.0,0.2052932,0.1173333,0.52,0.10827145,42400.0,0.95,423,-1.2767464,0.84839565
8500.0,0.2052964,0.11732868,0.52,0.108265944,42500.0,0.85,424,-1.5323722,0.84841937
8520.0,0.20530389,0.11732425,0.55,0.10823902,42600.0,1.0,425,-1.1224855,0.84842354
8540.0,0.20529814,0.11734928,0.48,0.10825714,42700.0,0.95,426,-1.1753504,0.8484319
8560.0,0.20529646,0.117365934,0.57,0.10823643,42800.0,0.95,427,-1.4170997,0.84841233
8580.0,0.20530647,0.11735771,0.61,0.1082369,42900.0,1.0,428,-1.0566962,0.8484128
8600.0,0.2052991,0.11737673,0.53,0.10825426,43000.0,1.0,429,-1.0502093,0.8484202
8620.0,0.20530218,0.11737711,0.43,0.108271934,43100.0,0.95,430,-1.3276076,0.8484509
8640.0,0.20529568,0.117373094,0.48,0.1082679,43200.0,0.9,431,-1.1884738,0.848455
8660.0,0.20529999,0.11734551,0.59,0.10822666,43300.0,0.85,432,-0.8689598,0.8484605
8680.0,0.20529711,0.11731938,0.49,0.10822152,43400.0,0.95,433,-1.5219179,0.84847456
8700.0,0.20529495,0.117308944,0.5,0.1082224,43500.0,0.9,434,-1.5009786,0.8484864
8720.0,0.2052889,0.11728406,0.57,0.10820667,43600.0,0.95,435,-1.3051347,0.8484679
8740.0,0.20528421,0.11727862,0.57,0.10816743,43700.0,0.95,436,-1.1581411,0.8484843
8760.0,0.20529032,0.11727462,0.45,0.108175755,43800.0,0.85,437,-1.0656847,0.84848887
8780.0,0.20529176,0.11726894,0.57,0.10817226,43900.0,1.0,438,-0.8285084,0.8484772
8800.0,0.20529965,0.11724168,0.58,0.10816971,44000.0,1.0,439,-1.0019788,0.8484967
8820.0,0.20530218,0.11722073,0.62,0.10814125,44100.0,0.9,440,-1.81252,0.84850854
8840.0,0.20530148,0.11720987,0.44,0.10814152,44200.0,1.0,441,-0.9623043,0.84853727
8860.0,0.20528392,0.11718692,0.57,0.108130895,44300.0,0.95,442,-1.2320462,0.8485438
8880.0,0.20528212,0.11717307,0.48,0.108127736,44400.0,1.0,443,-1.528709,0.8485592
8900.0,0.2052875,0.11715749,0.52,0.108100235,44500.0,0.9,444,-1.1444762,0.8485803
8920.0,0.20529269,0.117158286,0.44,0.10810971,44600.0,0.9,445,-1.6485802,0.8485887
8940.0,0.20528051,0.11715737,0.5,0.10810769,44700.0,1.0,446,-0.9836868,0.84859306
8960.0,0.20528236,0.11712435,0.54,0.10808563,44800.0,0.95,447,-1.0150769,0.8485913
8980.0,0.2052724,0.11709387,0.56,0.108063765,44900.0,0.8,448,-1.4313697,0.84858656
9000.0,0.20526893,0.11707622,0.47,0.10806856,45000.0,0.95,449,-1.3580102,0.8486076
9020.0,0.20527571,0.11705985,0.5,0.10808202,45100.0,0.95,450,-1.1615233,0.8486387
9040.0,0.20527807,0.1170323,0.61,0.108072616,45200.0,0.95,451,-1.0093791,0.84865814
9060.0,0.20527273,0.11701558,0.53,0.10803882,45300.0,0.85,452,-1.2850217,0.84866637
9080.0,0.20527773,0.116992705,0.57,0.10801665,45400.0,1.0,453,-0.94011563,0.8486729
9100.0,0.20528202,0.11697779,0.57,0.10800084,45500.0,1.0,454,-1.2131631,0.848687
9120.0,0.205281,0.11695579,0.56,0.108005814,45600.0,1.0,455,-1.01914,0.84869677
9140.0,0.2052842,0.11693396,0.49,0.10801072,45700.0,1.0,456,-0.7861463,0.8486975
9160.0,0.2052955,0.11693085,0.4,0.108016975,45800.0,0.85,457,-1.5056953,0.84870285
9180.0,0.20529132,0.11690817,0.58,0.10800127,45900.0,0.95,458,-0.9712647,0.8486859
9200.0,0.20529482,0.116918065,0.45,0.10798948,46000.0,0.9,459,-1.2151827,0.8486957
9220.0,0.20529638,0.116898514,0.53,0.10798826,46100.0,0.85,460,-1.1818563,0.8486989
9240.0,0.20529686,0.116899446,0.6,0.10798796,46200.0,0.9,461,-1.380205,0.8486955
9260.0,0.20529419,0.11686584,0.49,0.107987404,46300.0,1.0,462,-0.8143641,0.8486956
9280.0,0.20529184,0.116844565,0.56,0.10798866,46400.0,0.9,463,-0.9424809,0.8487044
9300.0,0.20528765,0.11684718,0.63,0.107962064,46500.0,1.0,464,-1.0575169,0.84870696
9320.0,0.20528726,0.11681894,0.55,0.10794113,46600.0,0.95,465,-0.811608,0.84870464
9340.0,0.20527738,0.1168258,0.59,0.10794059,46700.0,0.9,466,-1.2199321,0.848711
9360.0,0.2052918,0.11681788,0.51,0.10793667,46800.0,1.0,467,-0.8721858,0.8487158
9380.0,0.20528832,0.11678948,0.57,0.10792289,46900.0,1.0,468,-0.9952782,0.84871393
9400.0,0.20528723,0.116771005,0.54,0.10791271,47000.0,0.8,469,-1.3142276,0.84872633
9420.0,0.20528549,0.1167666,0.54,0.107915245,47100.0,0.95,470,-1.2557609,0.84872794
9440.0,0.20529005,0.11675803,0.45,0.10791969,47200.0,0.85,471,-1.3231199,0.8487363
9460.0,0.20529084,0.11675827,0.43,0.10793202,47300.0,0.9,472,-1.2609589,0.84872955
9480.0,0.20529482,0.11679166,0.34,0.10800559,47400.0,0.95,473,-1.5004506,0.8487249
9500.0,0.20529395,0.11677984,0.54,0.1079996,47500.0,1.0,474,-1.1932032,0.8487196
9520.0,0.20529214,0.11677971,0.56,0.107982315,47600.0,0.8,475,-1.666625,0.8487294
9540.0,0.20530114,0.116753,0.52,0.10798357,47700.0,0.85,476,-1.1218051,0.8487478
9560.0,0.20530073,0.11672739,0.54,0.10797309,47800.0,1.0,477,-0.7887425,0.8487385
9580.0,0.20530884,0.116707936,0.48,0.107943594,47900.0,0.9,478,-1.2396563,0.84875125
9600.0,0.20531473,0.11668496,0.51,0.10794663,48000.0,1.0,479,-1.1033174,0.848761
9620.0,0.20532161,0.11668515,0.44,0.10796692,48100.0,0.85,480,-1.4363878,0.84876996
9640.0,0.20532085,0.11668175,0.49,0.10796369,48200.0,0.85,481,-1.1254493,0.84877056
9660.0,0.20532674,0.11667351,0.52,0.107949235,48300.0,0.85,482,-1.6645533,0.8487835
9680.0,0.20532818,0.11664857,0.56,0.107933335,48400.0,0.95,483,-1.2223332,0.8487899
9700.0,0.20533106,0.116620675,0.5,0.10792565,48500.0,1.0,484,-1.0779109,0.8488243
9720.0,0.20533744,0.11661445,0.47,0.107931614,48600.0,0.8,485,-1.4141158,0.8488176
9740.0,0.20534037,0.11659542,0.54,0.10793919,48700.0,0.95,486,-1.3046566,0.84883547
9760.0,0.205338,0.11657751,0.57,0.10791858,48800.0,1.0,487,-0.8578585,0.8488345
9780.0,0.20534088,0.11656544,0.54,0.1079031,48900.0,0.85,488,-1.2084271,0.84884554
9800.0,0.2053405,0.11656002,0.53,0.107919745,49000.0,0.95,489,-1.0589367,0.8488538
9820.0,0.20534277,0.11653991,0.54,0.10790644,49100.0,0.95,490,-1.2090238,0.8488548
9840.0,0.20535332,0.11651301,0.48,0.107884966,49200.0,0.9,491,-1.2998413,0.84887344
9860.0,0.20535031,0.11649919,0.57,0.10785953,49300.0,0.9,492,-0.9492977,0.84887224
9880.0,0.20535845,0.116503164,0.59,0.10785816,49400.0,1.0,493,-0.97609854,0.84887713
9900.0,0.20535749,0.11649581,0.56,0.1078494,49500.0,1.0,494,-0.9251642,0.84888035
9920.0,0.20535015,0.11648021,0.49,0.107845224,49600.0,0.95,495,-1.248205,0.8488891
9940.0,0.20534708,0.116452366,0.5,0.10782675,49700.0,1.0,496,-0.8323841,0.8488903
9960.0,0.20535435,0.11646216,0.57,0.10780797,49800.0,0.95,497,-1.1793678,0.8488946
9980.0,0.2053559,0.11644712,0.56,0.107797384,49900.0,0.95,498,-1.2668157,0.8489062
10000.0,0.20536357,0.11645545,0.5,0.10782313,50000.0,0.95,499,-1.464966,0.8489146
10020.0,0.20537029,0.11645726,0.53,0.10782374,50100.0,0.95,500,-1.0284445,0.84891444
10040.0,0.2053799,0.1164388,0.43,0.10783119,50200.0,1.0,501,-1.1027001,0.84892815
10060.0,0.2053769,0.11644361,0.49,0.10783414,50300.0,0.9,502,-1.3481114,0.84893817
10080.0,0.20538017,0.1164244,0.47,0.1078228,50400.0,0.95,503,-1.0829264,0.8489387
10100.0,0.2053786,0.116429,0.53,0.10780784,50500.0,1.0,504,-0.9588507,0.84893936
10120.0,0.2053889,0.11643022,0.57,0.10781843,50600.0,1.0,505,-1.1649365,0.8489332
10140.0,0.20538984,0.11643431,0.51,0.107796945,50700.0,0.95,506,-1.1503913,0.848933
10160.0,0.20538959,0.11642463,0.6,0.10780061,50800.0,0.9,507,-1.1700441,0.84892565
10180.0,0.20537595,0.116437055,0.48,0.10781481,50900.0,0.95,508,-1.1417272,0.8489313
10200.0,0.20537055,0.11642066,0.63,0.107789986,51000.0,0.8,509,-1.8298937,0.84892887
10220.0,0.2053729,0.11642688,0.51,0.10777712,51100.0,0.9,510,-1.0444273,0.84893465
10240.0,0.2053782,0.11644168,0.49,0.10778132,51200.0,0.95,511,-1.2832799,0.84893006
10260.0,0.20537592,0.11640205,0.56,0.10775264,51300.0,0.95,512,-1.4900298,0.84893376
10280.0,0.20537971,0.11640061,0.61,0.10772043,51400.0,1.0,513,-0.80136204,0.84892845
10300.0,0.20540003,0.116407305,0.47,0.1077212,51500.0,0.95,514,-1.3084246,0.8489547
10320.0,0.20539886,0.11641161,0.5,0.10772976,51600.0,1.0,515,-0.6322068,0.84896296
10340.0,0.2054014,0.1164207,0.5,0.107738614,51700.0,0.95,516,-0.88206434,0.8489644
10360.0,0.20540522,0.11642139,0.55,0.107742906,51800.0,0.95,517,-1.3269217,0.8489747
10380.0,0.20541258,0.11641258,0.59,0.10776264,51900.0,0.95,518,-1.0272877,0.8489874
10400.0,0.20540632,0.116419666,0.48,0.107767336,52000.0,1.0,519,-1.0709875,0.8489942
10420.0,0.20541082,0.11641257,0.53,0.10775697,52100.0,1.0,520,-0.7525128,0.84901
10440.0,0.20540768,0.11639526,0.56,0.10775366,52200.0,0.9,521,-0.9214222,0.84901685
10460.0,0.20541313,0.11638501,0.55,0.10773558,52300.0,0.7,522,-1.521363,0.8490236
10480.0,0.20541075,0.11636622,0.53,0.10771943,52400.0,0.9,523,-1.1062999,0.84902304
10500.0,0.20541826,0.11636565,0.51,0.10771096,52500.0,0.9,524,-1.0784441,0.84903145
10520.0,0.20541647,0.1163478,0.52,0.107709624,52600.0,0.95,525,-1.0725393,0.8490477
10540.0,0.20542471,0.11633209,0.55,0.10770023,52700.0,1.0,526,-0.6328677,0.8490618
10560.0,0.20541601,0.11631122,0.53,0.10768559,52800.0,1.0,527,-0.8326562,0.8490596
10580.0,0.20541745,0.11628328,0.52,0.10768131,52900.0,1.0,528,-0.98053914,0.8490601
10600.0,0.2054205,0.116277434,0.55,0.10767877,53000.0,0.85,529,-1.3475124,0.8490627
10620.0,0.20542347,0.116265684,0.56,0.10767573,53100.0,0.85,530,-1.3527592,0.849083
10640.0,0.20542532,0.116262004,0.55,0.10766772,53200.0,1.0,531,-1.1066735,0.8490889
10660.0,0.20542988,0.116239995,0.65,0.107635,53300.0,0.95,532,-1.2381693,0.84909993
10680.0,0.20543319,0.116241425,0.54,0.107626416,53400.0,1.0,533,-1.2217757,0.8490982
10700.0,0.20543703,0.11622552,0.46,0.10762537,53500.0,1.0,534,-0.83096683,0.84911174
10720.0,0.20544012,0.1162082,0.53,0.10761479,53600.0,0.95,535,-0.89601624,0.84912175
10740.0,0.2054389,0.11620654,0.54,0.107611395,53700.0,1.0,536,-1.0511223,0.84913355
10760.0,0.2054449,0.1162029,0.51,0.10759714,53800.0,1.0,537,-0.89376557,0.8491333
10780.0,0.20544529,0.116195574,0.57,0.107595585,53900.0,0.95,538,-1.0941871,0.84913635
10800.0,0.20544592,0.11618604,0.64,0.10757581,54000.0,0.95,539,-1.6322143,0.8491504
10820.0,0.20544711,0.116194084,0.54,0.10759043,54100.0,1.0,540,-1.1427559,0.8491581
10840.0,0.20544413,0.11617712,0.56,0.107566096,54200.0,0.95,541,-1.263295,0.84915996
10860.0,0.20545666,0.11617221,0.47,0.107567884,54300.0,0.95,542,-1.0467634,0.84916395
10880.0,0.20546176,0.11617201,0.54,0.107557416,54400.0,1.0,543,-0.96260965,0.8491556
10900.0,0.20545815,0.11617528,0.57,0.10755005,54500.0,0.9,544,-1.0744448,0.8491743
10920.0,0.20546177,0.11616168,0.48,0.10754009,54600.0,1.0,545,-0.86277884,0.84917736
10940.0,0.20546025,0.11616531,0.51,0.10754945,54700.0,1.0,546,-0.96066284,0.8491719
10960.0,0.20546259,0.11616146,0.53,0.10754919,54800.0,0.9,547,-1.0075142,0.8491769
10980.0,0.20546708,0.11614833,0.53,0.107541226,54900.0,0.95,548,-0.78311384,0.8492036
11000.0,0.20547497,0.11613215,0.57,0.10753173,55000.0,0.95,549,-0.9664769,0.8492184
