train/success_rate,test/mean_Q,test/success_rate,epoch,stats_g/mean,stats_g/std,stats_o/std,train/episode,stats_o/mean,test/episode
0.91,-0.9730898,1.0,819,0.8384169,0.07071136,0.11483125,82000.0,0.20254073,16400.0
0.95,-0.9085625,1.0,820,0.83842474,0.07070265,0.11482809,82100.0,0.20254897,16420.0
0.91,-0.72052157,1.0,821,0.838422,0.07072742,0.1148261,82200.0,0.20254716,16440.0
0.93,-1.200593,0.95,822,0.83842397,0.07073347,0.114841625,82300.0,0.20255053,16460.0
0.96,-0.95607936,1.0,823,0.8384228,0.07072476,0.11483965,82400.0,0.20254868,16480.0
0.96,-0.70713,1.0,824,0.8384209,0.07071506,0.11482978,82500.0,0.20254552,16500.0
0.95,-1.0491322,1.0,825,0.8384135,0.070724614,0.11483125,82600.0,0.20254482,16520.0
0.96,-0.9590085,1.0,826,0.8384111,0.07071734,0.11482254,82700.0,0.20254272,16540.0
0.95,-0.8797264,1.0,827,0.8384122,0.07071721,0.11482399,82800.0,0.20254065,16560.0
0.98,-1.1768638,1.0,828,0.8384132,0.0707099,0.11484276,82900.0,0.20254497,16580.0
0.97,-2.3354082,0.95,829,0.8384097,0.07069911,0.11483809,83000.0,0.20254421,16600.0
0.95,-1.0087099,1.0,830,0.8384116,0.07069506,0.11484241,83100.0,0.20254475,16620.0
0.98,-1.1976085,1.0,831,0.83840317,0.070685886,0.11483796,83200.0,0.2025426,16640.0
0.95,-1.2331724,1.0,832,0.8384104,0.0706897,0.11484401,83300.0,0.20254639,16660.0
0.96,-0.71075743,1.0,833,0.8384114,0.07068623,0.11483147,83400.0,0.20254461,16680.0
0.94,-1.1906697,1.0,834,0.8384132,0.070701145,0.11483335,83500.0,0.20254053,16700.0
0.99,-1.0756025,1.0,835,0.83841085,0.07070549,0.114834264,83600.0,0.20254229,16720.0
0.96,-1.1588202,1.0,836,0.83841306,0.07071007,0.11483839,83700.0,0.20253725,16740.0
0.96,-1.2434827,1.0,837,0.8384177,0.070701614,0.11482548,83800.0,0.20253845,16760.0
0.92,-1.1945608,0.95,838,0.8384116,0.070718,0.114838436,83900.0,0.20253927,16780.0
0.96,-0.9733659,1.0,839,0.83840775,0.07071146,0.11484704,84000.0,0.20252934,16800.0
0.95,-1.0687155,1.0,840,0.8384029,0.07070733,0.11483718,84100.0,0.20252773,16820.0
0.88,-1.1396028,1.0,841,0.8384033,0.07071895,0.11483703,84200.0,0.20252836,16840.0
0.92,-0.9463197,1.0,842,0.8384028,0.07070797,0.114822894,84300.0,0.20252535,16860.0
0.95,-1.2008865,1.0,843,0.83840305,0.07070062,0.11481816,84400.0,0.20253071,16880.0
0.96,-0.935456,1.0,844,0.8384064,0.070694156,0.11481211,84500.0,0.20252815,16900.0
0.95,-1.0997107,1.0,845,0.8384078,0.07069552,0.114809714,84600.0,0.20252965,16920.0
0.98,-0.9689683,1.0,846,0.83840626,0.07069325,0.11480394,84700.0,0.20252895,16940.0
0.97,-1.2968004,1.0,847,0.838394,0.070684336,0.11479156,84800.0,0.20252693,16960.0
0.95,-1.1101898,1.0,848,0.838391,0.07068572,0.1147958,84900.0,0.20252629,16980.0
0.97,-1.1850795,1.0,849,0.8383973,0.07068919,0.11480556,85000.0,0.20253295,17000.0
0.96,-0.9339787,1.0,850,0.83840185,0.070678465,0.11481133,85100.0,0.20254147,17020.0
0.91,-0.92343396,1.0,851,0.8384037,0.0706819,0.114821844,85200.0,0.20254606,17040.0
0.96,-1.1409646,1.0,852,0.8383963,0.070686765,0.1148385,85300.0,0.20253843,17060.0
0.95,-0.8325947,1.0,853,0.83839554,0.07068207,0.11483172,85400.0,0.20253962,17080.0
0.96,-1.1844857,1.0,854,0.8383892,0.070674516,0.114846505,85500.0,0.20253596,17100.0
0.92,-1.0490317,1.0,855,0.8383859,0.070676215,0.11484632,85600.0,0.20253149,17120.0
0.98,-0.8913294,1.0,856,0.8383872,0.0706695,0.11484292,85700.0,0.20253275,17140.0
0.95,-1.2586646,1.0,857,0.8383889,0.0706579,0.11484983,85800.0,0.20253876,17160.0
0.94,-1.1062709,1.0,858,0.83839244,0.070659675,0.114838704,85900.0,0.20253755,17180.0
0.99,-0.8971739,1.0,859,0.83839315,0.0706503,0.11483397,86000.0,0.20254667,17200.0
0.95,-0.91563016,1.0,860,0.8383944,0.07063947,0.1148244,86100.0,0.20254181,17220.0
0.94,-0.88786376,1.0,861,0.8383913,0.07063861,0.114824116,86200.0,0.20253949,17240.0
0.95,-1.0298523,1.0,862,0.8383932,0.07064126,0.114831045,86300.0,0.20253119,17260.0
0.94,-1.0637794,1.0,863,0.83839875,0.07065011,0.11484565,86400.0,0.2025337,17280.0
0.9,-1.4492457,1.0,864,0.8384046,0.070644684,0.11484675,86500.0,0.20253395,17300.0
0.99,-1.2575144,1.0,865,0.8384032,0.070635386,0.11486173,86600.0,0.20253095,17320.0
0.94,-1.1690404,1.0,866,0.8384032,0.07065611,0.11487919,86700.0,0.20254,17340.0
0.95,-1.0007527,1.0,867,0.83839804,0.070673145,0.11488457,86800.0,0.20254174,17360.0
0.93,-1.1262674,1.0,868,0.8383989,0.070663385,0.114896946,86900.0,0.20254491,17380.0
0.97,-1.0509095,1.0,869,0.8384034,0.07066152,0.114897855,87000.0,0.20254073,17400.0
0.95,-0.8938052,1.0,870,0.8384004,0.07066581,0.11489023,87100.0,0.20254454,17420.0
0.94,-0.8828119,1.0,871,0.83839566,0.07069256,0.11491526,87200.0,0.20254374,17440.0
0.96,-1.1449211,1.0,872,0.83840585,0.07068686,0.11490981,87300.0,0.20254374,17460.0
0.94,-1.1300709,1.0,873,0.8384044,0.07067959,0.11490263,87400.0,0.20254081,17480.0
0.95,-0.84782,1.0,874,0.8384106,0.070680544,0.11488893,87500.0,0.20253816,17500.0
0.97,-0.966646,1.0,875,0.8384068,0.07067453,0.11489569,87600.0,0.20254028,17520.0
0.9,-1.07068,1.0,876,0.838412,0.07068137,0.11489394,87700.0,0.20253937,17540.0
0.95,-1.2349408,1.0,877,0.83840704,0.07067697,0.11488893,87800.0,0.20253493,17560.0
0.93,-1.2408794,1.0,878,0.838406,0.07067968,0.11490616,87900.0,0.20253292,17580.0
0.96,-1.0354736,1.0,879,0.8384109,0.07068244,0.114907615,88000.0,0.2025374,17600.0
0.95,-0.7666007,1.0,880,0.83840233,0.07068279,0.11491807,88100.0,0.20253842,17620.0
0.98,-1.151056,1.0,881,0.8384108,0.07068502,0.11491867,88200.0,0.20253992,17640.0
0.95,-2.4362452,0.95,882,0.8384087,0.07069094,0.11492788,88300.0,0.20253623,17660.0
0.9,-1.074664,1.0,883,0.83840793,0.070687205,0.114939,88400.0,0.20253843,17680.0
0.96,-1.003583,1.0,884,0.8384064,0.070682794,0.11493083,88500.0,0.20253725,17700.0
0.95,-0.8740637,1.0,885,0.8384002,0.0706793,0.11493063,88600.0,0.20253445,17720.0
0.95,-1.2433721,1.0,886,0.8384046,0.07066823,0.11493445,88700.0,0.20254017,17740.0
0.96,-1.1189023,1.0,887,0.8384053,0.070660315,0.11493989,88800.0,0.20253898,17760.0
0.94,-0.9123877,1.0,888,0.83839923,0.07066421,0.11494305,88900.0,0.20253755,17780.0
0.92,-1.1178672,1.0,889,0.83840686,0.07065946,0.11494651,89000.0,0.2025424,17800.0
0.92,-1.060664,1.0,890,0.8384075,0.07064887,0.11493611,89100.0,0.20254259,17820.0
0.97,-1.25526,1.0,891,0.8384071,0.07063925,0.11492296,89200.0,0.20254669,17840.0
0.95,-0.8120729,1.0,892,0.8384042,0.07063564,0.11492095,89300.0,0.20254183,17860.0
0.95,-1.1129894,0.95,893,0.83841085,0.07063787,0.11490945,89400.0,0.20253663,17880.0
0.94,-0.9198313,1.0,894,0.83841246,0.07064224,0.11491147,89500.0,0.20252992,17900.0
0.86,-0.81119573,1.0,895,0.8384176,0.07067476,0.11492846,89600.0,0.20252264,17920.0
0.93,-1.0599927,1.0,896,0.8384163,0.0706766,0.11492446,89700.0,0.20251922,17940.0
0.95,-1.1463251,1.0,897,0.8384087,0.07066985,0.11492757,89800.0,0.20251484,17960.0
0.92,-1.1047761,1.0,898,0.83840567,0.07067904,0.114923604,89900.0,0.20251398,17980.0
0.9,-0.9287323,1.0,899,0.83840704,0.07068367,0.114929095,90000.0,0.20251784,18000.0
0.98,-1.0163842,1.0,900,0.8384065,0.07068702,0.1149306,90100.0,0.20250851,18020.0
0.93,-0.9160813,1.0,901,0.83841723,0.0706935,0.11492354,90200.0,0.20251212,18040.0
0.96,-0.8526348,1.0,902,0.8384244,0.070693366,0.11493714,90300.0,0.20251738,18060.0
0.96,-0.8419424,1.0,903,0.8384297,0.07068684,0.11493104,90400.0,0.20251521,18080.0
0.95,-0.9639913,1.0,904,0.8384266,0.070690684,0.11492233,90500.0,0.20251347,18100.0
0.96,-0.8304269,1.0,905,0.838427,0.07068042,0.11492897,90600.0,0.20251681,18120.0
0.97,-1.1922468,1.0,906,0.83842254,0.07069028,0.11494746,90700.0,0.20251438,18140.0
0.93,-0.9089802,1.0,907,0.8384156,0.07068195,0.11494535,90800.0,0.20251495,18160.0
0.96,-1.0271089,1.0,908,0.83841485,0.07068111,0.1149553,90900.0,0.20251513,18180.0
0.97,-0.81475955,1.0,909,0.8384133,0.0706734,0.11495431,91000.0,0.20251317,18200.0
1.0,-1.1814297,1.0,910,0.8384161,0.070663214,0.11495777,91100.0,0.20250902,18220.0
0.97,-0.9667524,0.95,911,0.838423,0.07065543,0.114960715,91200.0,0.20251621,18240.0
0.96,-0.87527657,1.0,912,0.83841795,0.07064945,0.11495406,91300.0,0.20251392,18260.0
0.94,-1.0733359,1.0,913,0.8384247,0.070655026,0.11495261,91400.0,0.20251212,18280.0
0.97,-1.146996,1.0,914,0.8384281,0.07064875,0.11494769,91500.0,0.20250899,18300.0
0.93,-0.9888092,1.0,915,0.83842826,0.070644885,0.114950426,91600.0,0.2025147,18320.0
0.96,-1.124119,1.0,916,0.8384287,0.07063956,0.114950016,91700.0,0.20251517,18340.0
0.97,-1.0271538,1.0,917,0.8384249,0.07063087,0.1149529,91800.0,0.20251627,18360.0
0.95,-0.7428228,1.0,918,0.8384215,0.07064612,0.11493878,91900.0,0.20251437,18380.0
0.95,-0.8352091,1.0,919,0.8384252,0.07065236,0.11495624,92000.0,0.2025192,18400.0
0.93,-1.1916133,1.0,920,0.83841944,0.070663676,0.114954464,92100.0,0.20251781,18420.0
0.98,-1.164484,0.95,921,0.8384254,0.07066305,0.114951245,92200.0,0.20251842,18440.0
0.95,-0.99417245,1.0,922,0.83842796,0.07066295,0.11495389,92300.0,0.20251867,18460.0
0.94,-1.0487595,1.0,923,0.838425,0.070656486,0.11495668,92400.0,0.20251459,18480.0
0.97,-1.0790901,1.0,924,0.8384231,0.07064834,0.11494615,92500.0,0.20251144,18500.0
0.98,-0.91435605,1.0,925,0.83841926,0.07065108,0.114944465,92600.0,0.2025114,18520.0
0.98,-1.2576904,1.0,926,0.83841866,0.07064272,0.11494637,92700.0,0.20251028,18540.0
0.9,-0.79417497,1.0,927,0.83841515,0.07064762,0.11494922,92800.0,0.20250893,18560.0
0.98,-1.1432148,1.0,928,0.83841246,0.070643075,0.11494874,92900.0,0.2025025,18580.0
0.9,-0.9942907,1.0,929,0.8384164,0.07065192,0.114949964,93000.0,0.20250198,18600.0
0.94,-0.8092122,1.0,930,0.83841544,0.070650764,0.11495373,93100.0,0.20250796,18620.0
0.94,-1.053899,1.0,931,0.83842033,0.070653595,0.11495563,93200.0,0.20251213,18640.0
0.96,-1.1255958,1.0,932,0.8384262,0.07064055,0.1149668,93300.0,0.20251682,18660.0
0.98,-0.91499156,1.0,933,0.8384282,0.07064359,0.11495918,93400.0,0.20252213,18680.0
0.96,-1.1030725,1.0,934,0.8384309,0.0706364,0.11496022,93500.0,0.20252465,18700.0
0.95,-0.5562712,1.0,935,0.83843136,0.07063437,0.1149759,93600.0,0.20252152,18720.0
0.97,-1.0729129,1.0,936,0.8384321,0.070625626,0.114981696,93700.0,0.20252393,18740.0
0.92,-1.5349908,0.95,937,0.83843374,0.07062062,0.11495781,93800.0,0.20252132,18760.0
0.96,-1.1360838,1.0,938,0.8384309,0.070620164,0.11495085,93900.0,0.20252222,18780.0
0.94,-0.96380377,1.0,939,0.83842593,0.07061436,0.114942715,94000.0,0.20252009,18800.0
0.92,-0.9774267,1.0,940,0.8384246,0.07064554,0.1149606,94100.0,0.20252316,18820.0
0.98,-0.7827034,1.0,941,0.8384282,0.07063528,0.11496524,94200.0,0.20251961,18840.0
0.96,-0.8877813,1.0,942,0.8384251,0.07063303,0.11495658,94300.0,0.2025196,18860.0
0.96,-1.1105218,1.0,943,0.83842736,0.070631735,0.114955686,94400.0,0.20251991,18880.0
0.97,-0.853823,1.0,944,0.83842087,0.07063673,0.11496097,94500.0,0.20251532,18900.0
0.99,-1.0648282,1.0,945,0.8384209,0.07062838,0.114959024,94600.0,0.20251395,18920.0
0.97,-0.9191483,1.0,946,0.83842015,0.070631616,0.114964284,94700.0,0.20251954,18940.0
0.91,-0.7976858,1.0,947,0.8384242,0.070657305,0.11498079,94800.0,0.20251948,18960.0
0.97,-0.93092,1.0,948,0.83842725,0.07065184,0.11498162,94900.0,0.20251912,18980.0
0.94,-0.876717,1.0,949,0.83843106,0.07064965,0.1149898,95000.0,0.20252186,19000.0
0.95,-0.8750259,1.0,950,0.83842534,0.07064526,0.11500087,95100.0,0.20252554,19020.0
0.95,-1.0733154,1.0,951,0.8384263,0.07065103,0.11500753,95200.0,0.2025297,19040.0
0.96,-0.9231057,1.0,952,0.8384293,0.07064431,0.11501588,95300.0,0.20253053,19060.0
0.97,-1.3775513,0.95,953,0.8384371,0.07063549,0.115027815,95400.0,0.20253251,19080.0
0.92,-1.1608229,1.0,954,0.83843976,0.07063794,0.11503163,95500.0,0.20252874,19100.0
0.95,-1.149075,0.95,955,0.8384406,0.07064131,0.11501773,95600.0,0.20252909,19120.0
0.9,-1.0324085,1.0,956,0.83844686,0.07065443,0.1150215,95700.0,0.20253214,19140.0
0.97,-0.9985386,1.0,957,0.8384517,0.070649385,0.11502734,95800.0,0.20253211,19160.0
0.97,-0.9053667,1.0,958,0.83845514,0.07064327,0.115027405,95900.0,0.20253263,19180.0
0.95,-0.75301015,1.0,959,0.83845925,0.07064354,0.11502819,96000.0,0.20253018,19200.0
0.93,-0.98411644,1.0,960,0.8384657,0.07064385,0.11501989,96100.0,0.20252779,19220.0
0.99,-1.3728986,0.95,961,0.8384674,0.07063802,0.115019806,96200.0,0.20252575,19240.0
0.96,-1.162942,1.0,962,0.83846956,0.07063872,0.11502464,96300.0,0.20252937,19260.0
0.96,-1.0273869,1.0,963,0.83846563,0.07063265,0.1150281,96400.0,0.20253108,19280.0
0.96,-0.8931147,1.0,964,0.83846587,0.0706264,0.11502078,96500.0,0.2025317,19300.0
0.92,-0.869318,1.0,965,0.8384671,0.07063655,0.115018055,96600.0,0.20253593,19320.0
0.97,-0.72798777,1.0,966,0.8384699,0.0706306,0.11501555,96700.0,0.2025316,19340.0
0.92,-1.0764974,1.0,967,0.8384628,0.07063753,0.115013056,96800.0,0.20252985,19360.0
0.96,-0.85466516,1.0,968,0.8384617,0.070641406,0.11501639,96900.0,0.20253418,19380.0
0.96,-0.9500831,1.0,969,0.8384592,0.07064353,0.11502409,97000.0,0.20254047,19400.0
0.97,-1.0563265,1.0,970,0.8384598,0.07063802,0.11502501,97100.0,0.20253445,19420.0
0.92,-0.965926,1.0,971,0.83846694,0.0706501,0.11504214,97200.0,0.20253544,19440.0
0.92,-1.0755925,0.95,972,0.8384664,0.07066201,0.11504934,97300.0,0.20253654,19460.0
0.94,-0.9816364,1.0,973,0.83847123,0.07065386,0.11505144,97400.0,0.2025382,19480.0
0.94,-1.1006889,0.95,974,0.83847564,0.07064716,0.11505008,97500.0,0.20253867,19500.0
0.97,-1.00666,1.0,975,0.83847386,0.070640974,0.11504323,97600.0,0.20253603,19520.0
0.97,-0.8247868,1.0,976,0.8384711,0.070634045,0.11504725,97700.0,0.20253238,19540.0
0.95,-0.8096547,1.0,977,0.83847064,0.07062928,0.11505171,97800.0,0.20253275,19560.0
0.93,-0.9142559,1.0,978,0.8384783,0.07062718,0.11505327,97900.0,0.2025333,19580.0
0.95,-1.3041794,0.95,979,0.83847576,0.07063336,0.11505332,98000.0,0.20253082,19600.0
0.89,-1.0302109,1.0,980,0.838479,0.07063622,0.11506131,98100.0,0.20253317,19620.0
0.94,-0.79661334,1.0,981,0.83847594,0.07062536,0.11505595,98200.0,0.20253116,19640.0
0.93,-0.791532,1.0,982,0.8384809,0.070635304,0.11507803,98300.0,0.20253599,19660.0
0.95,-1.174319,1.0,983,0.83847976,0.07062846,0.115079366,98400.0,0.20253284,19680.0
0.96,-2.219689,0.95,984,0.83847886,0.07062211,0.11508121,98500.0,0.20253827,19700.0
0.95,-1.0334938,1.0,985,0.8384803,0.0706369,0.115083314,98600.0,0.20254095,19720.0
0.94,-1.1409974,1.0,986,0.83847743,0.07065081,0.11509551,98700.0,0.20254147,19740.0
0.93,-1.0570782,1.0,987,0.83848053,0.07065073,0.11509471,98800.0,0.20254223,19760.0
0.93,-1.1881751,1.0,988,0.8384792,0.070647135,0.11510313,98900.0,0.20254616,19780.0
0.91,-1.1518955,1.0,989,0.83848125,0.070652,0.115103595,99000.0,0.202549,19800.0
0.9,-0.948799,1.0,990,0.83848137,0.07065358,0.115103036,99100.0,0.20255144,19820.0
0.94,-0.7570041,1.0,991,0.83848137,0.0706447,0.11510455,99200.0,0.20255451,19840.0
0.94,-1.0932735,1.0,992,0.8384819,0.07063981,0.11509719,99300.0,0.20255932,19860.0
0.98,-1.0657008,1.0,993,0.8384871,0.0706357,0.11508476,99400.0,0.20256013,19880.0
0.94,-0.9146763,1.0,994,0.8384889,0.07064489,0.11508668,99500.0,0.20256609,19900.0
0.98,-1.1420518,1.0,995,0.8384862,0.070645146,0.11508292,99600.0,0.20256859,19920.0
0.91,-0.8171381,1.0,996,0.8384797,0.070647605,0.11507015,99700.0,0.20256881,19940.0
0.94,-0.92877495,1.0,997,0.83847886,0.070643745,0.115061276,99800.0,0.20256881,19960.0
0.91,-1.0054172,1.0,998,0.83848447,0.07064815,0.11505754,99900.0,0.20256568,19980.0
0.93,-0.81538504,1.0,999,0.838489,0.07064081,0.11506295,100000.0,0.20256963,20000.0
