train/success_rate,test/mean_Q,test/success_rate,epoch,stats_g/mean,stats_g/std,stats_o/std,train/episode,stats_o/mean,test/episode
0.96,-2.7895863,0.95,271,0.83814406,0.073324464,0.111420356,27200.0,0.20190077,5440.0
0.93,-1.3592494,1.0,272,0.8381624,0.073348895,0.11143262,27300.0,0.20191287,5460.0
0.97,-1.1450753,1.0,273,0.8381651,0.07335446,0.11154027,27400.0,0.20190355,5480.0
0.93,-0.8503674,1.0,274,0.838165,0.073319405,0.11153745,27500.0,0.20192017,5500.0
0.97,-1.0687695,1.0,275,0.83818966,0.07329261,0.11154746,27600.0,0.20193113,5520.0
0.94,-1.3287842,1.0,276,0.83819956,0.073251165,0.11154201,27700.0,0.20193405,5540.0
0.94,-0.8812896,1.0,277,0.83820534,0.073217675,0.11150611,27800.0,0.20194328,5560.0
0.96,-0.9066294,1.0,278,0.838207,0.07318401,0.111524284,27900.0,0.20194264,5580.0
0.92,-1.0430288,1.0,279,0.83818656,0.07315494,0.11153486,28000.0,0.20193182,5600.0
0.96,-1.1349218,1.0,280,0.83820534,0.07315734,0.111564256,28100.0,0.20194481,5620.0
0.97,-0.8020412,1.0,281,0.838186,0.07318229,0.11158045,28200.0,0.20190655,5640.0
0.94,-1.15584,1.0,282,0.8382011,0.07315091,0.11159059,28300.0,0.20189458,5660.0
0.97,-0.937703,1.0,283,0.83820814,0.07311174,0.111562565,28400.0,0.2018943,5680.0
0.97,-1.1825436,1.0,284,0.8382136,0.07308423,0.11154002,28500.0,0.20190074,5700.0
0.97,-0.939046,1.0,285,0.8382082,0.07304043,0.1115202,28600.0,0.20190655,5720.0
0.94,-1.0954087,1.0,286,0.8382074,0.07303238,0.11155293,28700.0,0.20191696,5740.0
0.96,-1.1586685,0.95,287,0.83819246,0.0730094,0.11155549,28800.0,0.20190947,5760.0
0.93,-0.9570813,1.0,288,0.8381919,0.07300042,0.1115688,28900.0,0.2019003,5780.0
0.91,-1.0621059,1.0,289,0.83820015,0.07298876,0.11160606,29000.0,0.20189792,5800.0
0.93,-1.1865219,1.0,290,0.83823687,0.07302063,0.11163957,29100.0,0.20191497,5820.0
0.94,-0.91935146,1.0,291,0.83826184,0.073028974,0.111648515,29200.0,0.20191643,5840.0
0.98,-0.92682725,1.0,292,0.83825046,0.07299549,0.111624725,29300.0,0.20192675,5860.0
0.95,-0.88796157,1.0,293,0.8382693,0.07295703,0.11165819,29400.0,0.20194887,5880.0
0.92,-1.041756,1.0,294,0.8382874,0.07294435,0.1117018,29500.0,0.20194823,5900.0
0.92,-1.1997141,1.0,295,0.8382909,0.072933085,0.111681506,29600.0,0.20195667,5920.0
0.93,-1.2147526,1.0,296,0.83827966,0.072924934,0.111712605,29700.0,0.20195484,5940.0
0.94,-1.2245489,1.0,297,0.83828664,0.0729172,0.11171692,29800.0,0.20196992,5960.0
0.97,-1.2826841,1.0,298,0.83828074,0.07290936,0.111699454,29900.0,0.2019607,5980.0
0.93,-1.3040013,1.0,299,0.83828163,0.07290918,0.111700065,30000.0,0.20196302,6000.0
0.96,-0.86729276,1.0,300,0.83830047,0.07287743,0.111706346,30100.0,0.20197181,6020.0
0.96,-1.2282572,0.95,301,0.838286,0.07284752,0.11175479,30200.0,0.20197473,6040.0
0.97,-1.1458313,1.0,302,0.83828217,0.07281044,0.111762345,30300.0,0.201968,6060.0
0.95,-1.0128968,1.0,303,0.83829856,0.07278199,0.11179707,30400.0,0.20197172,6080.0
0.94,-1.0135953,1.0,304,0.83829284,0.072770394,0.1117899,30500.0,0.2019816,6100.0
0.93,-0.99383676,1.0,305,0.8382849,0.0727383,0.11182006,30600.0,0.2019786,6120.0
0.91,-1.3976818,1.0,306,0.8382725,0.07274246,0.11182921,30700.0,0.20199184,6140.0
0.99,-1.6994145,0.95,307,0.8382744,0.072745934,0.111861296,30800.0,0.20198964,6160.0
0.92,-1.0337088,1.0,308,0.83829135,0.072715506,0.11191675,30900.0,0.2020002,6180.0
0.94,-0.9784671,1.0,309,0.83829325,0.07268516,0.11186202,31000.0,0.20200036,6200.0
0.92,-1.0283039,1.0,310,0.83829236,0.072683886,0.11190921,31100.0,0.20202757,6220.0
0.99,-0.75501263,1.0,311,0.83831376,0.07264544,0.11188047,31200.0,0.2020494,6240.0
0.95,-1.0293791,1.0,312,0.8383326,0.07262297,0.11190141,31300.0,0.2020632,6260.0
0.96,-0.80920047,1.0,313,0.8383356,0.07259663,0.111911386,31400.0,0.20204587,6280.0
0.96,-1.1613972,1.0,314,0.83833593,0.07258966,0.111905485,31500.0,0.20204042,6300.0
0.97,-1.1083779,1.0,315,0.8383233,0.07256463,0.11190191,31600.0,0.2020409,6320.0
0.9,-1.1325982,1.0,316,0.83832145,0.07252391,0.111896046,31700.0,0.20204158,6340.0
0.95,-0.96563864,1.0,317,0.83833,0.07249122,0.11192498,31800.0,0.20205176,6360.0
0.95,-0.98770654,1.0,318,0.83832365,0.07246721,0.11194222,31900.0,0.20205054,6380.0
0.95,-0.93953,1.0,319,0.83832055,0.07247375,0.111963384,32000.0,0.20206304,6400.0
0.95,-1.0750852,1.0,320,0.83832186,0.07248976,0.1119765,32100.0,0.20206375,6420.0
0.93,-1.3391235,0.95,321,0.8383341,0.07245582,0.111998014,32200.0,0.20207973,6440.0
0.99,-1.2325215,1.0,322,0.8383358,0.0724208,0.11201381,32300.0,0.20209675,6460.0
0.95,-0.9358457,1.0,323,0.8383248,0.0724123,0.11205327,32400.0,0.20209278,6480.0
0.93,-1.3701656,1.0,324,0.8383281,0.07240989,0.112036966,32500.0,0.20208415,6500.0
0.95,-1.2588466,1.0,325,0.83834046,0.072388254,0.11205186,32600.0,0.20209265,6520.0
0.94,-1.117512,0.95,326,0.8383325,0.072398014,0.11204202,32700.0,0.20208706,6540.0
0.92,-1.1304106,1.0,327,0.8383319,0.07242454,0.11209373,32800.0,0.20209727,6560.0
0.95,-0.81902534,1.0,328,0.83833766,0.07240363,0.11211461,32900.0,0.20208664,6580.0
0.94,-0.9845815,1.0,329,0.8383446,0.072419785,0.1121377,33000.0,0.20209743,6600.0
0.93,-0.9422127,0.95,330,0.8383558,0.07238662,0.11215562,33100.0,0.20211296,6620.0
0.89,-1.0858079,1.0,331,0.83835405,0.07237803,0.11220069,33200.0,0.2021154,6640.0
0.94,-2.3189147,0.95,332,0.8383644,0.072352596,0.11221366,33300.0,0.20211682,6660.0
0.93,-0.87312156,1.0,333,0.83834416,0.072353855,0.11220577,33400.0,0.20210826,6680.0
0.95,-0.98147076,1.0,334,0.8383107,0.072355494,0.11222495,33500.0,0.20211627,6700.0
0.94,-1.0060161,1.0,335,0.8382938,0.07233711,0.112217285,33600.0,0.20210367,6720.0
0.95,-0.86199826,1.0,336,0.838309,0.07231555,0.11222066,33700.0,0.20211096,6740.0
0.95,-1.159711,1.0,337,0.8383241,0.072293594,0.11227468,33800.0,0.202129,6760.0
0.94,-0.95106333,1.0,338,0.8383166,0.072284885,0.112279825,33900.0,0.20213218,6780.0
0.95,-1.0857313,1.0,339,0.8383296,0.07228538,0.112257995,34000.0,0.20211168,6800.0
0.96,-1.1069431,1.0,340,0.83832175,0.07227991,0.11225354,34100.0,0.20212246,6820.0
0.97,-1.0038317,1.0,341,0.8383067,0.07225048,0.1122167,34200.0,0.20211978,6840.0
0.93,-0.9973111,1.0,342,0.8383004,0.07226754,0.11226108,34300.0,0.20213453,6860.0
0.95,-1.2277856,1.0,343,0.8383052,0.07226216,0.11231088,34400.0,0.20215897,6880.0
0.93,-0.98714894,1.0,344,0.8383208,0.072241254,0.112342924,34500.0,0.2021784,6900.0
0.97,-0.80105126,1.0,345,0.83831555,0.07220891,0.11233414,34600.0,0.20217384,6920.0
0.94,-1.0065202,1.0,346,0.8383104,0.07223188,0.1123492,34700.0,0.20218387,6940.0
0.96,-1.2393959,1.0,347,0.83831435,0.0722451,0.11236238,34800.0,0.2021908,6960.0
0.93,-0.92290103,1.0,348,0.83829516,0.07224003,0.11235278,34900.0,0.20220013,6980.0
0.94,-1.0061252,1.0,349,0.8382986,0.07228937,0.11238722,35000.0,0.20220427,7000.0
0.97,-1.0804156,1.0,350,0.83831066,0.07227735,0.11238414,35100.0,0.20221403,7020.0
0.91,-1.0067476,1.0,351,0.8383172,0.07226801,0.11242175,35200.0,0.20221539,7040.0
0.96,-1.069659,1.0,352,0.8383202,0.072255984,0.112405434,35300.0,0.20221758,7060.0
0.95,-1.0211459,1.0,353,0.83830804,0.07225885,0.11243658,35400.0,0.20221134,7080.0
0.97,-0.96704865,1.0,354,0.83830595,0.07226396,0.1125007,35500.0,0.20222677,7100.0
0.93,-1.1554954,1.0,355,0.8383239,0.07224206,0.11251777,35600.0,0.20223351,7120.0
0.95,-1.2401562,1.0,356,0.8383271,0.0722141,0.11251437,35700.0,0.20224519,7140.0
0.95,-1.1702809,0.9,357,0.83834124,0.072213806,0.112543575,35800.0,0.20224474,7160.0
0.99,-0.7667078,0.95,358,0.83832985,0.072189264,0.11257987,35900.0,0.20223047,7180.0
0.96,-0.9029152,1.0,359,0.8383178,0.072197035,0.11257746,36000.0,0.20222686,7200.0
0.94,-1.0072446,1.0,360,0.83831364,0.07219848,0.11260877,36100.0,0.20223813,7220.0
0.95,-1.030502,1.0,361,0.8383258,0.07217457,0.11261327,36200.0,0.20225802,7240.0
0.95,-1.0186384,1.0,362,0.8383259,0.07216619,0.112642676,36300.0,0.20225881,7260.0
0.97,-1.0453862,1.0,363,0.83834076,0.0721776,0.11266409,36400.0,0.2022639,7280.0
0.95,-0.79215986,1.0,364,0.83833534,0.07217925,0.11268449,36500.0,0.2022641,7300.0
0.95,-1.1403835,1.0,365,0.8383402,0.07215695,0.11271453,36600.0,0.20226692,7320.0
0.96,-0.87641513,1.0,366,0.83835244,0.0721612,0.112728335,36700.0,0.20226316,7340.0
0.97,-0.92821634,1.0,367,0.83835745,0.07219174,0.112734154,36800.0,0.20225368,7360.0
0.94,-1.1086391,1.0,368,0.83835465,0.07221005,0.11275011,36900.0,0.20224279,7380.0
0.94,-0.97730225,1.0,369,0.83836764,0.07219557,0.112764426,37000.0,0.20224027,7400.0
0.95,-1.0580637,1.0,370,0.8383701,0.07221115,0.112775765,37100.0,0.20224346,7420.0
0.91,-0.9997371,1.0,371,0.83838516,0.07219857,0.11276219,37200.0,0.20224713,7440.0
0.93,-0.91479796,1.0,372,0.8383849,0.072184004,0.11276379,37300.0,0.20224252,7460.0
0.97,-0.899762,1.0,373,0.8383665,0.07215973,0.11276841,37400.0,0.20222902,7480.0
0.94,-0.9436312,1.0,374,0.8383519,0.07216186,0.11275759,37500.0,0.20223364,7500.0
0.92,-0.9679079,1.0,375,0.8383469,0.07216089,0.11277032,37600.0,0.20224766,7520.0
0.92,-1.0799487,1.0,376,0.8383561,0.07213714,0.112802394,37700.0,0.20224856,7540.0
0.93,-1.0653545,1.0,377,0.83836347,0.07213439,0.11284386,37800.0,0.20225309,7560.0
0.96,-1.209573,1.0,378,0.8383692,0.07211328,0.11284423,37900.0,0.20226528,7580.0
0.94,-0.9607644,1.0,379,0.8383739,0.072097,0.11283891,38000.0,0.20226215,7600.0
0.94,-1.0355389,1.0,380,0.8383885,0.07211029,0.1128839,38100.0,0.20226814,7620.0
0.93,-0.78375554,1.0,381,0.8384109,0.07210476,0.11284752,38200.0,0.20226671,7640.0
0.95,-0.96875876,1.0,382,0.83840734,0.07213342,0.11284945,38300.0,0.20228091,7660.0
0.97,-1.0064073,1.0,383,0.83840925,0.07213953,0.11284548,38400.0,0.2022838,7680.0
0.94,-0.9638319,1.0,384,0.83840466,0.072117135,0.11282453,38500.0,0.20228238,7700.0
0.95,-0.772275,0.95,385,0.83840555,0.072114676,0.11283027,38600.0,0.20227352,7720.0
0.98,-0.94467103,1.0,386,0.8384194,0.07208962,0.112824805,38700.0,0.20228851,7740.0
0.93,-1.0266583,1.0,387,0.8384187,0.07207278,0.1128254,38800.0,0.2022857,7760.0
0.94,-0.8183751,1.0,388,0.83843327,0.07205287,0.112826474,38900.0,0.20227548,7780.0
0.93,-0.8304903,1.0,389,0.8384359,0.07205391,0.11281972,39000.0,0.20227754,7800.0
0.97,-1.063678,1.0,390,0.83843285,0.072029464,0.11282409,39100.0,0.20227155,7820.0
0.92,-1.1016954,1.0,391,0.8384393,0.07202544,0.11280309,39200.0,0.20227417,7840.0
0.93,-0.7596364,1.0,392,0.8384421,0.07200211,0.11278844,39300.0,0.20227264,7860.0
0.98,-0.8171485,1.0,393,0.83843184,0.071977675,0.112774394,39400.0,0.20227367,7880.0
0.95,-1.0930363,1.0,394,0.83843875,0.071950324,0.11279338,39500.0,0.2022731,7900.0
0.92,-1.0882592,1.0,395,0.8384437,0.07198234,0.11280431,39600.0,0.20228133,7920.0
0.95,-1.1407106,1.0,396,0.8384435,0.07197282,0.112813756,39700.0,0.20228216,7940.0
0.96,-0.7254888,1.0,397,0.8384535,0.07196688,0.112834595,39800.0,0.20227222,7960.0
0.95,-0.8765294,1.0,398,0.83847016,0.07196807,0.1128399,39900.0,0.20226601,7980.0
0.96,-1.1009834,1.0,399,0.838464,0.071949534,0.11283506,40000.0,0.20226187,8000.0
0.92,-0.8972825,1.0,400,0.83846045,0.07192768,0.112825155,40100.0,0.20226017,8020.0
0.97,-1.1514517,1.0,401,0.8384535,0.071907766,0.11282295,40200.0,0.20227513,8040.0
0.93,-1.0564944,1.0,402,0.83845943,0.07191941,0.112823285,40300.0,0.20227598,8060.0
0.89,-1.0804077,1.0,403,0.83844453,0.07197376,0.11286694,40400.0,0.20227414,8080.0
0.91,-0.8355136,1.0,404,0.838448,0.07195566,0.11288994,40500.0,0.20226544,8100.0
0.92,-1.0312828,0.95,405,0.83844644,0.07196048,0.112896726,40600.0,0.20226344,8120.0
0.95,-0.91410714,1.0,406,0.83843166,0.07193742,0.11291556,40700.0,0.20226553,8140.0
0.94,-1.1958929,1.0,407,0.83845043,0.071939565,0.11294536,40800.0,0.2022799,8160.0
0.99,-0.86414135,1.0,408,0.8384633,0.07191562,0.11298925,40900.0,0.20227024,8180.0
0.94,-1.0679896,1.0,409,0.8384626,0.0719029,0.11300248,41000.0,0.20226695,8200.0
0.96,-0.90055925,1.0,410,0.8384652,0.07189251,0.1129831,41100.0,0.20225707,8220.0
0.93,-0.8900908,1.0,411,0.83846474,0.07189303,0.11300326,41200.0,0.20224163,8240.0
0.97,-1.1081069,1.0,412,0.83845854,0.07189267,0.11301913,41300.0,0.20223513,8260.0
0.94,-1.0205237,1.0,413,0.83846205,0.071885414,0.11303807,41400.0,0.20223406,8280.0
0.93,-0.95518,1.0,414,0.83845454,0.07189775,0.1130676,41500.0,0.2022429,8300.0
0.96,-1.1106865,1.0,415,0.83845186,0.07187866,0.11304877,41600.0,0.20224255,8320.0
0.95,-1.1090058,1.0,416,0.8384528,0.071865626,0.11307283,41700.0,0.2022435,8340.0
0.98,-1.3873355,1.0,417,0.83844537,0.07185238,0.11308956,41800.0,0.20224306,8360.0
0.97,-1.064638,1.0,418,0.83845216,0.07184726,0.11308797,41900.0,0.2022632,8380.0
0.94,-1.0380875,1.0,419,0.83845997,0.07182328,0.11308036,42000.0,0.20226042,8400.0
0.97,-1.2652899,1.0,420,0.83845156,0.07179683,0.11308402,42100.0,0.2022613,8420.0
0.92,-0.73994154,1.0,421,0.83844995,0.07182097,0.11310015,42200.0,0.2022646,8440.0
0.92,-1.1669468,1.0,422,0.83845097,0.0718367,0.11313501,42300.0,0.20226207,8460.0
0.94,-1.2068051,0.95,423,0.8384405,0.07183218,0.113151826,42400.0,0.20225066,8480.0
0.93,-1.2036186,0.95,424,0.838425,0.071831346,0.113165,42500.0,0.202254,8500.0
0.95,-0.9798315,1.0,425,0.8384331,0.0718106,0.11317454,42600.0,0.20224659,8520.0
0.97,-1.0276719,1.0,426,0.838419,0.07179102,0.11316844,42700.0,0.20225278,8540.0
0.95,-1.0768474,1.0,427,0.8384118,0.071766324,0.11318061,42800.0,0.20225723,8560.0
0.92,-1.0914881,1.0,428,0.8384146,0.071761124,0.11317048,42900.0,0.20225227,8580.0
0.97,-0.7351039,1.0,429,0.8384059,0.071741365,0.113203526,43000.0,0.20224734,8600.0
0.94,-0.8203662,1.0,430,0.83840925,0.071735255,0.113224104,43100.0,0.20223957,8620.0
0.95,-0.80516654,1.0,431,0.83842015,0.07172236,0.1132725,43200.0,0.20224088,8640.0
0.94,-0.81164294,1.0,432,0.8384247,0.07170818,0.11329898,43300.0,0.20224318,8660.0
0.94,-0.8868264,1.0,433,0.83842015,0.071745,0.11330693,43400.0,0.2022528,8680.0
0.93,-1.0689073,1.0,434,0.83840936,0.071732365,0.11331311,43500.0,0.20224167,8700.0
0.93,-1.2908024,1.0,435,0.8384182,0.07172719,0.11332355,43600.0,0.20224777,8720.0
0.94,-2.0434995,0.95,436,0.83842915,0.071704574,0.11333115,43700.0,0.20225109,8740.0
0.95,-1.4187201,1.0,437,0.83843446,0.07168214,0.11332566,43800.0,0.20225313,8760.0
0.95,-1.0641937,1.0,438,0.838429,0.07166369,0.113322936,43900.0,0.20227182,8780.0
0.97,-1.1699483,0.95,439,0.83843416,0.071646534,0.11332018,44000.0,0.20227206,8800.0
0.9,-0.8771766,1.0,440,0.838433,0.0716305,0.11333111,44100.0,0.20226723,8820.0
0.94,-0.9048923,1.0,441,0.8384269,0.0716319,0.11337689,44200.0,0.20226458,8840.0
0.96,-1.0411904,1.0,442,0.83842486,0.07163094,0.113366,44300.0,0.20226881,8860.0
0.93,-1.1344378,1.0,443,0.8384306,0.0716095,0.11335349,44400.0,0.20226763,8880.0
0.92,-0.9184362,1.0,444,0.83843213,0.07160994,0.11337903,44500.0,0.20226379,8900.0
0.94,-1.0086768,1.0,445,0.83843136,0.07160642,0.11341193,44600.0,0.20226188,8920.0
0.96,-1.2060833,1.0,446,0.8384471,0.07159193,0.11344108,44700.0,0.20226225,8940.0
1.0,-1.0854472,1.0,447,0.83845043,0.0715702,0.113424845,44800.0,0.20226453,8960.0
0.96,-0.8607416,1.0,448,0.83844453,0.071556054,0.113432534,44900.0,0.2022729,8980.0
0.96,-0.91643715,1.0,449,0.8384327,0.071552,0.11341752,45000.0,0.20227417,9000.0
0.96,-0.90602463,1.0,450,0.83842635,0.07155464,0.11342273,45100.0,0.20227069,9020.0
0.98,-0.93270886,1.0,451,0.838438,0.071552865,0.11341416,45200.0,0.20226976,9040.0
0.92,-0.8945836,1.0,452,0.8384266,0.07155179,0.11339766,45300.0,0.20226729,9060.0
0.95,-0.9706079,1.0,453,0.83842987,0.07153303,0.1133836,45400.0,0.20225781,9080.0
0.94,-1.120555,1.0,454,0.8384307,0.07156744,0.11340415,45500.0,0.20226254,9100.0
0.99,-0.95917845,1.0,455,0.83843774,0.0715441,0.11338189,45600.0,0.20227243,9120.0
0.92,-1.0176455,1.0,456,0.8384421,0.07154086,0.11340629,45700.0,0.20227322,9140.0
0.94,-1.1292477,1.0,457,0.83843684,0.07152682,0.11342961,45800.0,0.20227392,9160.0
0.98,-1.2918729,1.0,458,0.8384269,0.07150144,0.11343538,45900.0,0.20227669,9180.0
0.97,-0.9745445,1.0,459,0.83844084,0.07148401,0.11343606,46000.0,0.20227996,9200.0
0.92,-1.1951773,1.0,460,0.838428,0.07150884,0.11343814,46100.0,0.2022723,9220.0
0.95,-2.5695317,0.95,461,0.8384328,0.07151348,0.11347113,46200.0,0.20227619,9240.0
0.97,-0.88269633,1.0,462,0.8384419,0.07149571,0.11349696,46300.0,0.20227377,9260.0
0.93,-0.9604524,1.0,463,0.8384362,0.07147797,0.11347654,46400.0,0.20227759,9280.0
0.93,-0.89242804,1.0,464,0.83843476,0.0715074,0.11347678,46500.0,0.20227945,9300.0
0.98,-1.1614006,0.95,465,0.83844,0.07150874,0.113447815,46600.0,0.20226303,9320.0
0.96,-1.1461971,1.0,466,0.83843225,0.07150146,0.11344905,46700.0,0.20225789,9340.0
0.94,-1.1278374,1.0,467,0.83843964,0.0714953,0.11346099,46800.0,0.20225959,9360.0
0.93,-0.5817138,1.0,468,0.8384493,0.07149998,0.113467306,46900.0,0.20225723,9380.0
0.91,-1.2719681,1.0,469,0.8384438,0.07150522,0.11348885,47000.0,0.20225339,9400.0
0.93,-0.9380123,1.0,470,0.8384358,0.07153275,0.11350577,47100.0,0.20224409,9420.0
0.95,-0.78568953,1.0,471,0.8384473,0.071523935,0.11348945,47200.0,0.20224352,9440.0
0.97,-0.9212295,1.0,472,0.8384397,0.07151296,0.1134764,47300.0,0.20225708,9460.0
0.96,-1.2214556,1.0,473,0.8384421,0.07150244,0.113499135,47400.0,0.2022572,9480.0
0.95,-1.0890774,1.0,474,0.8384426,0.07148083,0.11348708,47500.0,0.20225967,9500.0
0.95,-0.9743813,1.0,475,0.8384275,0.07150397,0.1135056,47600.0,0.20225227,9520.0
0.95,-0.8999731,1.0,476,0.8384302,0.07150779,0.11349494,47700.0,0.2022607,9540.0
0.98,-1.0503685,1.0,477,0.83842415,0.07148915,0.11349359,47800.0,0.20225418,9560.0
0.96,-2.4223614,0.95,478,0.83842987,0.071468644,0.113497086,47900.0,0.20226449,9580.0
0.91,-0.81458235,1.0,479,0.83842736,0.071455635,0.11350086,48000.0,0.2022564,9600.0
0.92,-1.0293124,0.95,480,0.8384233,0.07145902,0.113493055,48100.0,0.20226133,9620.0
0.92,-1.0608221,1.0,481,0.8384347,0.071469404,0.113499805,48200.0,0.20226592,9640.0
0.98,-1.0222423,1.0,482,0.8384359,0.07146064,0.1135147,48300.0,0.20226443,9660.0
0.94,-0.7795849,1.0,483,0.83842754,0.071450375,0.113503024,48400.0,0.20226479,9680.0
0.92,-1.0451211,1.0,484,0.83841914,0.071431406,0.11350404,48500.0,0.20225309,9700.0
0.97,-0.9518976,1.0,485,0.83841014,0.07142163,0.11350911,48600.0,0.2022565,9720.0
0.95,-1.0089773,1.0,486,0.838413,0.071445085,0.11350808,48700.0,0.20225245,9740.0
0.95,-0.8824581,1.0,487,0.83839685,0.071432896,0.11351531,48800.0,0.20224185,9760.0
0.96,-0.7037226,1.0,488,0.83838177,0.071433604,0.11350985,48900.0,0.20224217,9780.0
0.96,-1.0721283,1.0,489,0.8383816,0.07141777,0.113500506,49000.0,0.20225443,9800.0
0.96,-1.144733,1.0,490,0.83838505,0.071412474,0.11349412,49100.0,0.20226093,9820.0
0.95,-1.0569013,1.0,491,0.83837384,0.07139655,0.11351382,49200.0,0.20226467,9840.0
0.94,-0.945831,1.0,492,0.8383527,0.07138804,0.113495074,49300.0,0.20226681,9860.0
0.94,-0.78847444,1.0,493,0.8383684,0.07137456,0.11347993,49400.0,0.20226383,9880.0
0.91,-0.7632004,1.0,494,0.8383793,0.07136176,0.11346923,49500.0,0.20227693,9900.0
0.94,-0.87228507,1.0,495,0.8383725,0.071356945,0.11345895,49600.0,0.20228462,9920.0
0.96,-0.8551431,1.0,496,0.838387,0.071346946,0.11343537,49700.0,0.20228928,9940.0
0.97,-1.2179048,1.0,497,0.8384032,0.07133744,0.11344746,49800.0,0.20228143,9960.0
0.96,-0.7903428,1.0,498,0.8384028,0.07133694,0.11343795,49900.0,0.20228428,9980.0
0.93,-1.325741,1.0,499,0.83839434,0.07134188,0.11345376,50000.0,0.20228222,10000.0
0.96,-1.1007504,1.0,500,0.8383992,0.07132927,0.11345979,50100.0,0.20229088,10020.0
0.97,-1.2095257,1.0,501,0.83839923,0.07134725,0.113435924,50200.0,0.20229469,10040.0
0.97,-0.8971634,1.0,502,0.8384028,0.071331255,0.113435835,50300.0,0.20228775,10060.0
0.96,-0.8030551,1.0,503,0.8383932,0.07133481,0.11341718,50400.0,0.20228833,10080.0
0.96,-0.89312714,1.0,504,0.8383918,0.07135084,0.1134291,50500.0,0.20229195,10100.0
0.91,-0.75856125,1.0,505,0.83840317,0.07134036,0.1134291,50600.0,0.20229979,10120.0
0.93,-1.0951185,1.0,506,0.83840775,0.07134587,0.11341997,50700.0,0.20229918,10140.0
0.93,-1.0205758,1.0,507,0.83840054,0.07135595,0.11342409,50800.0,0.20230237,10160.0
0.95,-0.9616623,0.95,508,0.83840066,0.071339905,0.11341157,50900.0,0.20230742,10180.0
0.95,-0.99010754,1.0,509,0.8384097,0.071323894,0.11339599,51000.0,0.20231704,10200.0
0.95,-0.94584686,1.0,510,0.8383967,0.07132216,0.11339599,51100.0,0.20230435,10220.0
0.96,-0.9734262,1.0,511,0.83838874,0.07132145,0.11340558,51200.0,0.20229982,10240.0
0.99,-2.825329,0.95,512,0.83839196,0.07131092,0.11341415,51300.0,0.20229346,10260.0
0.95,-0.99290144,1.0,513,0.838388,0.07129958,0.113413535,51400.0,0.20229144,10280.0
0.97,-0.775027,1.0,514,0.8383905,0.07127869,0.113430604,51500.0,0.20229134,10300.0
0.94,-0.9774575,1.0,515,0.8383998,0.071295045,0.11346814,51600.0,0.20229463,10320.0
0.98,-1.0149567,1.0,516,0.83840656,0.0712924,0.1134823,51700.0,0.20230211,10340.0
0.96,-1.2196698,1.0,517,0.83840734,0.071286574,0.113486595,51800.0,0.20231228,10360.0
0.98,-1.0038173,1.0,518,0.8384049,0.07127409,0.113477975,51900.0,0.20232064,10380.0
0.91,-1.210949,1.0,519,0.8384103,0.07127869,0.11349818,52000.0,0.20232008,10400.0
0.94,-1.144224,1.0,520,0.83840483,0.07128135,0.11350152,52100.0,0.20232949,10420.0
0.94,-0.877145,0.95,521,0.8384016,0.07127603,0.113529235,52200.0,0.2023344,10440.0
0.96,-1.1089108,1.0,522,0.838391,0.07126169,0.1135101,52300.0,0.20232697,10460.0
0.94,-1.0377147,1.0,523,0.83838034,0.071266346,0.113510065,52400.0,0.20233153,10480.0
0.98,-1.0133727,1.0,524,0.83838314,0.07125434,0.1135195,52500.0,0.20233929,10500.0
0.91,-0.95261514,1.0,525,0.838392,0.071251124,0.113530226,52600.0,0.20234305,10520.0
0.97,-1.4350038,0.95,526,0.83839446,0.07124097,0.113508426,52700.0,0.20234597,10540.0
0.94,-1.06299,1.0,527,0.8383944,0.07122613,0.11348701,52800.0,0.20234816,10560.0
0.94,-1.0470049,1.0,528,0.83840674,0.07125919,0.11353284,52900.0,0.2023472,10580.0
0.94,-1.2135421,1.0,529,0.8384045,0.071258895,0.11354173,53000.0,0.20235956,10600.0
0.98,-1.05707,1.0,530,0.8384101,0.07124504,0.113538295,53100.0,0.20236085,10620.0
0.95,-1.1244266,1.0,531,0.83839875,0.07123584,0.11354661,53200.0,0.20236756,10640.0
0.95,-1.0378214,1.0,532,0.83837956,0.071246,0.11357431,53300.0,0.20236917,10660.0
0.96,-1.0696945,1.0,533,0.83837914,0.07125292,0.11359999,53400.0,0.20236221,10680.0
0.94,-1.0042492,1.0,534,0.83838177,0.071237706,0.11358187,53500.0,0.20236419,10700.0
0.91,-0.84423256,1.0,535,0.83837706,0.07124536,0.113604635,53600.0,0.20236263,10720.0
0.89,-1.2229464,1.0,536,0.83838826,0.0712497,0.11362256,53700.0,0.20235647,10740.0
0.93,-1.1475512,1.0,537,0.8383804,0.07123854,0.113649674,53800.0,0.20236245,10760.0
0.93,-1.2267665,1.0,538,0.8383756,0.071246035,0.11367434,53900.0,0.2023768,10780.0
0.94,-1.064881,1.0,539,0.8383693,0.07125277,0.1136682,54000.0,0.2023699,10800.0
0.96,-1.2634073,1.0,540,0.838378,0.0712423,0.11366677,54100.0,0.20238031,10820.0
0.98,-0.91612613,1.0,541,0.83837336,0.07123139,0.11366303,54200.0,0.20237741,10840.0
0.94,-0.657199,1.0,542,0.838373,0.07122633,0.11365531,54300.0,0.20237452,10860.0
0.96,-1.198805,1.0,543,0.8383736,0.07121049,0.11365847,54400.0,0.20236978,10880.0
0.98,-1.1403725,1.0,544,0.83837885,0.07119149,0.11368772,54500.0,0.20238,10900.0
